variant,window,start,end,days,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate
asset_decay10_rec40_x0p99,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec40_x0p99,3Y,2023-04-17,2026-04-17,754,37.305763355329205,17.763266125181453,1.8798695865677082,-11.415338638730024,3.268038254139742,158.91698651310801,67.56756756756756
asset_decay10_rec40_x0p99,5Y,2021-04-19,2026-04-17,1256,25.003620709262254,16.57326452844736,1.4327276810898832,-12.777918256471226,1.9567835861369254,204.80066009290945,67.21311475409836
asset_decay10_rec45_x0p96,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec45_x0p96,3Y,2023-04-17,2026-04-17,754,37.28067163785369,17.762433117360963,1.8789162366996826,-11.415338638730024,3.2658401837828643,158.77503399492383,67.56756756756756
asset_decay10_rec45_x0p96,5Y,2021-04-19,2026-04-17,1256,24.960603576313222,16.565738749461584,1.4312194271094776,-12.860199642437065,1.940918824770521,204.27721523588343,67.21311475409836
asset_decay10_rec45_x0p97,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec45_x0p97,3Y,2023-04-17,2026-04-17,754,37.28903577268541,17.76270709719104,1.879234414175455,-11.415338638730024,3.2665728939631244,158.82234702939405,67.56756756756756
asset_decay10_rec45_x0p97,5Y,2021-04-19,2026-04-17,1256,24.974947037919094,16.568217496147582,1.4317249012820925,-12.832772955776498,1.9461847508707744,204.45167064907687,67.21311475409836
asset_decay10_rec45_x0p98,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec45_x0p98,3Y,2023-04-17,2026-04-17,754,37.29739967850523,17.76298476644387,1.8795521975268257,-11.415338638730024,3.267305584081615,158.86966453546586,67.56756756756756
asset_decay10_rec45_x0p98,5Y,2021-04-19,2026-04-17,1256,24.989286082852068,16.57072609352992,1.4322276527230395,-12.805345825665567,1.951472956924475,204.6261522910661,67.21311475409836
asset_decay10_rec45_x0p99,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec45_x0p99,3Y,2023-04-17,2026-04-17,754,37.305763355329205,17.763266125181453,1.8798695865677082,-11.415338638730024,3.268038254139742,158.91698651310801,67.56756756756756
asset_decay10_rec45_x0p99,5Y,2021-04-19,2026-04-17,1256,25.003620709262254,16.57326452844736,1.4327276810898832,-12.777918256471226,1.9567835861369254,204.80066009290945,67.21311475409836
asset_decay10_rec50_x0p96,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec50_x0p96,3Y,2023-04-17,2026-04-17,754,37.28067163785369,17.762433117360963,1.8789162366996826,-11.415338638730024,3.2658401837828643,158.77503399492383,67.56756756756756
asset_decay10_rec50_x0p96,5Y,2021-04-19,2026-04-17,1256,24.97828583616024,16.56463087429153,1.4321605561276076,-12.79860562345807,1.9516411842848338,204.492290970431,67.21311475409836
asset_decay10_rec50_x0p97,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec50_x0p97,3Y,2023-04-17,2026-04-17,754,37.28903577268541,17.76270709719104,1.879234414175455,-11.415338638730024,3.2665728939631244,158.82234702939405,67.56756756756756
asset_decay10_rec50_x0p97,5Y,2021-04-19,2026-04-17,1256,24.988210334277294,16.567385179784686,1.4324307775311214,-12.786565889944246,1.9542550008621784,204.61305949744963,67.21311475409836
asset_decay10_rec50_x0p98,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec50_x0p98,3Y,2023-04-17,2026-04-17,754,37.29739967850523,17.76298476644387,1.8795521975268257,-11.415338638730024,3.267305584081615,158.86966453546586,67.56756756756756
asset_decay10_rec50_x0p98,5Y,2021-04-19,2026-04-17,1256,24.998129347776697,16.570170277277693,1.4326982555174725,-12.77453341502572,1.956872203126674,204.73379955665735,67.21311475409836
asset_decay10_rec50_x0p99,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec50_x0p99,3Y,2023-04-17,2026-04-17,754,37.305763355329205,17.763266125181453,1.8798695865677082,-11.415338638730024,3.268038254139742,158.91698651310801,67.56756756756756
asset_decay10_rec50_x0p99,5Y,2021-04-19,2026-04-17,1256,25.008042875252713,16.572986151641427,1.4329629912869875,-12.762508201599681,1.9594927956338668,204.8545110765482,67.21311475409836
asset_decay10_rec55_x0p96,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec55_x0p96,3Y,2023-04-17,2026-04-17,754,37.28067163785369,17.762433117360963,1.8789162366996826,-11.415338638730024,3.2658401837828643,158.77503399492383,67.56756756756756
asset_decay10_rec55_x0p96,5Y,2021-04-19,2026-04-17,1256,24.97828583616024,16.56463087429153,1.4321605561276076,-12.79860562345807,1.9516411842848338,204.492290970431,67.21311475409836
asset_decay10_rec55_x0p97,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec55_x0p97,3Y,2023-04-17,2026-04-17,754,37.28903577268541,17.76270709719104,1.879234414175455,-11.415338638730024,3.2665728939631244,158.82234702939405,67.56756756756756
asset_decay10_rec55_x0p97,5Y,2021-04-19,2026-04-17,1256,24.988210334277294,16.567385179784686,1.4324307775311214,-12.786565889944246,1.9542550008621784,204.61305949744963,67.21311475409836
asset_decay10_rec55_x0p98,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec55_x0p98,3Y,2023-04-17,2026-04-17,754,37.29739967850523,17.76298476644387,1.8795521975268257,-11.415338638730024,3.267305584081615,158.86966453546586,67.56756756756756
asset_decay10_rec55_x0p98,5Y,2021-04-19,2026-04-17,1256,24.998129347776697,16.570170277277693,1.4326982555174725,-12.77453341502572,1.956872203126674,204.73379955665735,67.21311475409836
asset_decay10_rec55_x0p99,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec55_x0p99,3Y,2023-04-17,2026-04-17,754,37.305763355329205,17.763266125181453,1.8798695865677082,-11.415338638730024,3.268038254139742,158.91698651310801,67.56756756756756
asset_decay10_rec55_x0p99,5Y,2021-04-19,2026-04-17,1256,25.008042875252713,16.572986151641427,1.4329629912869875,-12.762508201599681,1.9594927956338668,204.8545110765482,67.21311475409836
asset_decay10_rec60_x0p96,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec60_x0p96,3Y,2023-04-17,2026-04-17,754,37.28067163785369,17.762433117360963,1.8789162366996826,-11.415338638730024,3.2658401837828643,158.77503399492383,67.56756756756756
asset_decay10_rec60_x0p96,5Y,2021-04-19,2026-04-17,1256,24.97828583616024,16.56463087429153,1.4321605561276076,-12.79860562345807,1.9516411842848338,204.492290970431,67.21311475409836
asset_decay10_rec60_x0p97,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec60_x0p97,3Y,2023-04-17,2026-04-17,754,37.28903577268541,17.76270709719104,1.879234414175455,-11.415338638730024,3.2665728939631244,158.82234702939405,67.56756756756756
asset_decay10_rec60_x0p97,5Y,2021-04-19,2026-04-17,1256,24.988210334277294,16.567385179784686,1.4324307775311214,-12.786565889944246,1.9542550008621784,204.61305949744963,67.21311475409836
asset_decay10_rec60_x0p98,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec60_x0p98,3Y,2023-04-17,2026-04-17,754,37.29739967850523,17.76298476644387,1.8795521975268257,-11.415338638730024,3.267305584081615,158.86966453546586,67.56756756756756
asset_decay10_rec60_x0p98,5Y,2021-04-19,2026-04-17,1256,24.998129347776697,16.570170277277693,1.4326982555174725,-12.77453341502572,1.956872203126674,204.73379955665735,67.21311475409836
asset_decay10_rec60_x0p99,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec60_x0p99,3Y,2023-04-17,2026-04-17,754,37.305763355329205,17.763266125181453,1.8798695865677082,-11.415338638730024,3.268038254139742,158.91698651310801,67.56756756756756
asset_decay10_rec60_x0p99,5Y,2021-04-19,2026-04-17,1256,25.008042875252713,16.572986151641427,1.4329629912869875,-12.762508201599681,1.9594927956338668,204.8545110765482,67.21311475409836
asset_decay10_rec65_x0p96,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec65_x0p96,3Y,2023-04-17,2026-04-17,754,37.28067163785369,17.762433117360963,1.8789162366996826,-11.415338638730024,3.2658401837828643,158.77503399492383,67.56756756756756
asset_decay10_rec65_x0p96,5Y,2021-04-19,2026-04-17,1256,24.97828583616024,16.56463087429153,1.4321605561276076,-12.79860562345807,1.9516411842848338,204.492290970431,67.21311475409836
asset_decay10_rec65_x0p97,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec65_x0p97,3Y,2023-04-17,2026-04-17,754,37.28903577268541,17.76270709719104,1.879234414175455,-11.415338638730024,3.2665728939631244,158.82234702939405,67.56756756756756
asset_decay10_rec65_x0p97,5Y,2021-04-19,2026-04-17,1256,24.988210334277294,16.567385179784686,1.4324307775311214,-12.786565889944246,1.9542550008621784,204.61305949744963,67.21311475409836
asset_decay10_rec65_x0p98,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec65_x0p98,3Y,2023-04-17,2026-04-17,754,37.29739967850523,17.76298476644387,1.8795521975268257,-11.415338638730024,3.267305584081615,158.86966453546586,67.56756756756756
asset_decay10_rec65_x0p98,5Y,2021-04-19,2026-04-17,1256,24.998129347776697,16.570170277277693,1.4326982555174725,-12.77453341502572,1.956872203126674,204.73379955665735,67.21311475409836
asset_decay10_rec65_x0p99,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec65_x0p99,3Y,2023-04-17,2026-04-17,754,37.305763355329205,17.763266125181453,1.8798695865677082,-11.415338638730024,3.268038254139742,158.91698651310801,67.56756756756756
asset_decay10_rec65_x0p99,5Y,2021-04-19,2026-04-17,1256,25.008042875252713,16.572986151641427,1.4329629912869875,-12.762508201599681,1.9594927956338668,204.8545110765482,67.21311475409836
asset_decay10_rec70_x0p96,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec70_x0p96,3Y,2023-04-17,2026-04-17,754,37.28067163785369,17.762433117360963,1.8789162366996826,-11.415338638730024,3.2658401837828643,158.77503399492383,67.56756756756756
asset_decay10_rec70_x0p96,5Y,2021-04-19,2026-04-17,1256,24.97828583616024,16.56463087429153,1.4321605561276076,-12.79860562345807,1.9516411842848338,204.492290970431,67.21311475409836
asset_decay10_rec70_x0p97,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec70_x0p97,3Y,2023-04-17,2026-04-17,754,37.28903577268541,17.76270709719104,1.879234414175455,-11.415338638730024,3.2665728939631244,158.82234702939405,67.56756756756756
asset_decay10_rec70_x0p97,5Y,2021-04-19,2026-04-17,1256,24.988210334277294,16.567385179784686,1.4324307775311214,-12.786565889944246,1.9542550008621784,204.61305949744963,67.21311475409836
asset_decay10_rec70_x0p98,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec70_x0p98,3Y,2023-04-17,2026-04-17,754,37.29739967850523,17.76298476644387,1.8795521975268257,-11.415338638730024,3.267305584081615,158.86966453546586,67.56756756756756
asset_decay10_rec70_x0p98,5Y,2021-04-19,2026-04-17,1256,24.998129347776697,16.570170277277693,1.4326982555174725,-12.77453341502572,1.956872203126674,204.73379955665735,67.21311475409836
asset_decay10_rec70_x0p99,1Y,2025-04-17,2026-04-17,251,55.236004181083544,19.572981899745603,2.35381715966059,-9.217243382799902,5.992681530375801,55.18928354164547,69.23076923076923
asset_decay10_rec70_x0p99,3Y,2023-04-17,2026-04-17,754,37.305763355329205,17.763266125181453,1.8798695865677082,-11.415338638730024,3.268038254139742,158.91698651310801,67.56756756756756
asset_decay10_rec70_x0p99,5Y,2021-04-19,2026-04-17,1256,25.008042875252713,16.572986151641427,1.4329629912869875,-12.762508201599681,1.9594927956338668,204.8545110765482,67.21311475409836
asset_decay15_rec40_x0p96,1Y,2025-04-17,2026-04-17,251,55.259624271151544,19.556734414074345,2.3563931544808585,-9.217243382799897,5.995244128441955,55.212880359454175,69.23076923076923
asset_decay15_rec40_x0p96,3Y,2023-04-17,2026-04-17,754,37.19963087516132,17.742514307031048,1.8774848164085214,-11.434636274616285,3.253241290913701,158.31691284876243,67.56756756756756
asset_decay15_rec40_x0p96,5Y,2021-04-19,2026-04-17,1256,24.90160438252986,16.551389736937658,1.4294557209398255,-12.890708870523929,1.9317482562553414,203.560465504258,67.21311475409836
asset_decay15_rec40_x0p97,1Y,2025-04-17,2026-04-17,251,55.25372864206515,19.560765180619352,2.3557524988617558,-9.217243382799914,5.994604498040364,55.20699053940763,69.23076923076923
asset_decay15_rec40_x0p97,3Y,2023-04-17,2026-04-17,754,37.22825957723585,17.74771884043178,1.878166640493445,-11.427463723944513,3.257788471402425,158.4786882692018,67.56756756756756
asset_decay15_rec40_x0p97,5Y,2021-04-19,2026-04-17,1256,24.93069757887818,16.55742167884559,1.4304058792994998,-12.855660895688814,1.9392777844069276,203.91373427603702,67.21311475409836
asset_decay15_rec40_x0p98,1Y,2025-04-17,2026-04-17,251,55.24782675038611,19.564816692337764,2.3551096111962786,-9.217243382799884,5.9939641881956796,55.20109446278572,69.23076923076923
asset_decay15_rec40_x0p98,3Y,2023-04-17,2026-04-17,754,37.25688513512615,17.75295985079429,1.8788442072929787,-11.420291186665004,3.2623410844926135,158.6405134480267,67.56756756756756
asset_decay15_rec40_x0p98,5Y,2021-04-19,2026-04-17,1256,24.959786403663454,16.563506206338424,1.431350808428436,-12.820608464315864,1.946848815571825,204.26727860678452,67.21311475409836
asset_decay15_rec40_x0p99,1Y,2025-04-17,2026-04-17,251,55.241918596572745,19.568888936356085,2.354464496464287,-9.217243382799904,5.993323198957563,55.195192130045825,69.23076923076923
asset_decay15_rec40_x0p99,3Y,2023-04-17,2026-04-17,754,37.28550754503716,17.758237305929832,1.8795175198079892,-11.415338638730024,3.266263816172276,158.80238835561252,67.56756756756756
asset_decay15_rec40_x0p99,5Y,2021-04-19,2026-04-17,1256,24.988870851074907,16.569643261896495,1.432290510062832,-12.785551581555438,1.9544616977748615,204.6210985066962,67.21311475409836
asset_decay15_rec45_x0p96,1Y,2025-04-17,2026-04-17,251,55.259624271151544,19.556734414074345,2.3563931544808585,-9.217243382799897,5.995244128441955,55.212880359454175,69.23076923076923
asset_decay15_rec45_x0p96,3Y,2023-04-17,2026-04-17,754,37.19963087516132,17.742514307031048,1.8774848164085214,-11.434636274616285,3.253241290913701,158.31691284876243,67.56756756756756
asset_decay15_rec45_x0p96,5Y,2021-04-19,2026-04-17,1256,24.897965844738536,16.55108352365612,1.429302645217312,-12.890708870523868,1.9314659957661973,203.51630709415753,67.21311475409836
asset_decay15_rec45_x0p97,1Y,2025-04-17,2026-04-17,251,55.25372864206515,19.560765180619352,2.3557524988617558,-9.217243382799914,5.994604498040364,55.20699053940763,69.23076923076923
asset_decay15_rec45_x0p97,3Y,2023-04-17,2026-04-17,754,37.22825957723585,17.74771884043178,1.878166640493445,-11.427463723944513,3.257788471402425,158.4786882692018,67.56756756756756
asset_decay15_rec45_x0p97,5Y,2021-04-19,2026-04-17,1256,24.9279680795917,16.55719186617392,1.4302911412348824,-12.85566089568871,1.9390654655453439,203.88057692641758,67.21311475409836
asset_decay15_rec45_x0p98,1Y,2025-04-17,2026-04-17,251,55.24782675038611,19.564816692337764,2.3551096111962786,-9.217243382799884,5.9939641881956796,55.20109446278572,69.23076923076923
asset_decay15_rec45_x0p98,3Y,2023-04-17,2026-04-17,754,37.25688513512615,17.75295985079429,1.8788442072929787,-11.420291186665004,3.2623410844926135,158.6405134480267,67.56756756756756
asset_decay15_rec45_x0p98,5Y,2021-04-19,2026-04-17,1256,24.957966340252092,16.5633528966455,1.4312743623276416,-12.82060846431586,1.9467068516848207,204.245147992301,67.21311475409836
asset_decay15_rec45_x0p99,1Y,2025-04-17,2026-04-17,251,55.241918596572745,19.568888936356085,2.354464496464287,-9.217243382799904,5.993323198957563,55.195192130045825,69.23076923076923
asset_decay15_rec45_x0p99,3Y,2023-04-17,2026-04-17,754,37.28550754503716,17.758237305929832,1.8795175198079892,-11.415338638730024,3.266263816172276,158.80238835561252,67.56756756756756
asset_decay15_rec45_x0p99,5Y,2021-04-19,2026-04-17,1256,24.9879606207964,16.56956655670829,1.4322523100451265,-12.785551581555584,1.9543905056739197,204.61002033206293,67.21311475409836
asset_decay15_rec50_x0p96,1Y,2025-04-17,2026-04-17,251,55.259624271151544,19.556734414074345,2.3563931544808585,-9.217243382799897,5.995244128441955,55.212880359454175,69.23076923076923
asset_decay15_rec50_x0p96,3Y,2023-04-17,2026-04-17,754,37.19141890330915,17.742326549869155,1.877164043958533,-11.434636274616285,3.252523124488907,158.2705210003171,67.56756756756756
asset_decay15_rec50_x0p96,5Y,2021-04-19,2026-04-17,1256,24.911146594846322,16.54984568028798,1.4300364837151927,-12.82913641673045,1.9417633257340494,203.67629712526642,67.21311475409836
asset_decay15_rec50_x0p97,1Y,2025-04-17,2026-04-17,251,55.25372864206515,19.560765180619352,2.3557524988617558,-9.217243382799914,5.994604498040364,55.20699053940763,69.23076923076923
asset_decay15_rec50_x0p97,3Y,2023-04-17,2026-04-17,754,37.222099405401956,17.74757750790537,1.8779261922100579,-11.427463723944513,3.2572494041183178,158.44387259259608,67.56756756756756
asset_decay15_rec50_x0p97,5Y,2021-04-19,2026-04-17,1256,24.937856275758886,16.55626190130079,1.4308414985737299,-12.809465962679727,1.9468302853854424,204.00071027780206,67.21311475409836
asset_decay15_rec50_x0p98,1Y,2025-04-17,2026-04-17,251,55.24782675038611,19.564816692337764,2.3551096111962786,-9.217243382799884,5.9939641881956796,55.20109446278572,69.23076923076923
asset_decay15_rec50_x0p98,3Y,2023-04-17,2026-04-17,754,37.25277755872381,17.752865286404003,1.878683996049021,-11.420291186665004,3.261981410966326,158.61728846564088,67.56756756756756
asset_decay15_rec50_x0p98,5Y,2021-04-19,2026-04-17,1256,24.964560226627807,16.56273186795793,1.4316412513712147,-12.789801447110886,1.9519114764887224,204.32533085267636,67.21311475409836
asset_decay15_rec50_x0p99,1Y,2025-04-17,2026-04-17,251,55.241918596572745,19.568888936356085,2.354464496464287,-9.217243382799904,5.993323198957563,55.195192130045825,69.23076923076923
asset_decay15_rec50_x0p99,3Y,2023-04-17,2026-04-17,754,37.283453359304694,17.758189852581143,1.879437458112192,-11.415338638730024,3.2660838665625906,158.79076859653023,67.56756756756756
asset_decay15_rec50_x0p99,5Y,2021-04-19,2026-04-17,1256,24.991258441719676,16.569255517710378,1.4324357458968293,-12.770142875309665,1.9570069564404666,204.6501587790219,67.21311475409836
asset_decay15_rec55_x0p96,1Y,2025-04-17,2026-04-17,251,55.259624271151544,19.556734414074345,2.3563931544808585,-9.217243382799897,5.995244128441955,55.212880359454175,69.23076923076923
asset_decay15_rec55_x0p96,3Y,2023-04-17,2026-04-17,754,37.185449543953084,17.742465194391894,1.876904491849969,-11.434636274616285,3.2520010825793344,158.2368018174717,67.56756756756756
asset_decay15_rec55_x0p96,5Y,2021-04-19,2026-04-17,1256,24.90788078072508,16.54992882893161,1.4298716980673867,-12.82913641673045,1.941508763461488,203.63664987265406,67.21311475409836
asset_decay15_rec55_x0p97,1Y,2025-04-17,2026-04-17,251,55.25372864206515,19.560765180619352,2.3557524988617558,-9.217243382799914,5.994604498040364,55.20699053940763,69.23076923076923
asset_decay15_rec55_x0p97,3Y,2023-04-17,2026-04-17,754,37.21762143340612,17.74768117908698,1.8777316139101097,-11.427463723944513,3.2568575435879317,158.41856623118474,67.56756756756756
asset_decay15_rec55_x0p97,5Y,2021-04-19,2026-04-17,1256,24.935406423400465,16.556324057056777,1.4307179718240752,-12.809465962679727,1.9466390321071592,203.97094307238746,67.21311475409836
asset_decay15_rec55_x0p98,1Y,2025-04-17,2026-04-17,251,55.24782675038611,19.564816692337764,2.3551096111962786,-9.217243382799884,5.9939641881956796,55.20109446278572,69.23076923076923
asset_decay15_rec55_x0p98,3Y,2023-04-17,2026-04-17,754,37.249791609138484,17.75293419236421,1.8785543346437903,-11.420291186665004,3.26171995094429,158.60040623765207,67.56756756756756
asset_decay15_rec55_x0p98,5Y,2021-04-19,2026-04-17,1256,24.96292666396045,16.562773167949377,1.4315589421267272,-12.789801447110886,1.9517837526398327,204.30546485822347,67.21311475409836
asset_decay15_rec55_x0p99,1Y,2025-04-17,2026-04-17,251,55.241918596572745,19.568888936356085,2.354464496464287,-9.217243382799904,5.993323198957563,55.195192130045825,69.23076923076923
asset_decay15_rec55_x0p99,3Y,2023-04-17,2026-04-17,754,37.28196006708349,17.75822420147125,1.8793726562765753,-11.415338638730024,3.265953052027125,158.78232182024732,67.56756756756756
asset_decay15_rec55_x0p99,5Y,2021-04-19,2026-04-17,1256,24.9904414965467,16.569276099103217,1.4323946123671543,-12.770142875309665,1.9569429833760341,204.64021517960524,67.21311475409836
asset_decay15_rec60_x0p96,1Y,2025-04-17,2026-04-17,251,55.259624271151544,19.556734414074345,2.3563931544808585,-9.217243382799897,5.995244128441955,55.212880359454175,69.23076923076923
asset_decay15_rec60_x0p96,3Y,2023-04-17,2026-04-17,754,37.185449543953084,17.742465194391894,1.876904491849969,-11.434636274616285,3.2520010825793344,158.2368018174717,67.56756756756756
asset_decay15_rec60_x0p96,5Y,2021-04-19,2026-04-17,1256,24.903004240895243,16.549761040519975,1.4296479476576303,-12.829136416730408,1.9411286490351265,203.57745598312306,67.21311475409836
asset_decay15_rec60_x0p97,1Y,2025-04-17,2026-04-17,251,55.25372864206515,19.560765180619352,2.3557524988617558,-9.217243382799914,5.994604498040364,55.20699053940763,69.23076923076923
asset_decay15_rec60_x0p97,3Y,2023-04-17,2026-04-17,754,37.21762143340612,17.74768117908698,1.8777316139101097,-11.427463723944513,3.2568575435879317,158.41856623118474,67.56756756756756
asset_decay15_rec60_x0p97,5Y,2021-04-19,2026-04-17,1256,24.93174825928839,16.55619796328909,1.4305502525099536,-12.809465962679726,1.9463534492325312,203.92649847896115,67.21311475409836
asset_decay15_rec60_x0p98,1Y,2025-04-17,2026-04-17,251,55.24782675038611,19.564816692337764,2.3551096111962786,-9.217243382799884,5.9939641881956796,55.20109446278572,69.23076923076923
asset_decay15_rec60_x0p98,3Y,2023-04-17,2026-04-17,754,37.249791609138484,17.75293419236421,1.8785543346437903,-11.420291186665004,3.26171995094429,158.60040623765207,67.56756756756756
asset_decay15_rec60_x0p98,5Y,2021-04-19,2026-04-17,1256,24.960487381844665,16.562688937536514,1.4314471918509195,-12.789801447110843,1.9515930317654089,204.2758023223808,67.21311475409836
asset_decay15_rec60_x0p99,1Y,2025-04-17,2026-04-17,251,55.241918596572745,19.568888936356085,2.354464496464287,-9.217243382799904,5.993323198957563,55.195192130045825,69.23076923076923
asset_decay15_rec60_x0p99,3Y,2023-04-17,2026-04-17,754,37.28196006708349,17.75822420147125,1.8793726562765753,-11.415338638730024,3.265953052027125,158.78232182024732,67.56756756756756
asset_decay15_rec60_x0p99,5Y,2021-04-19,2026-04-17,1256,24.989221602527813,16.56923390014913,1.4323387686643063,-12.77014287530964,1.956847456330585,204.62536749688863,67.21311475409836
