variant,decay_ratio_threshold,recovery_ratio_threshold,derisk_scale,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate,rebalanced_days,signal_days,volreg_days,overlay_days,overlay_ratio,overlay_asset_days,avg_removed_weight,trigger_count,recovery_count
asset_decay20_rec50_x0p97,0.2,0.5,0.97,18.16301337394726,15.858838867190128,1.1338640671883675,-19.69746865394377,0.9220988591501433,2001.973291847083,65.0,907,953,164,945,0.20583750816815508,1052,0.002472523462785939,96,24
asset_decay25_rec60_x0p96,0.25,0.6,0.96,18.130520488317515,15.826431878866435,1.1341185427363327,-19.666189018587296,0.9219132629703518,1991.4509050609008,65.0,907,953,164,1262,0.2748856458287955,1463,0.004723741957802191,102,26
asset_decay20_rec60_x0p97,0.2,0.6,0.97,18.15576153545939,15.855097936588821,1.1337058361433414,-19.69746865394377,0.9217306982145799,1999.6205523225792,65.0,907,953,164,1038,0.22609453278152908,1184,0.0027907526288003955,94,20
asset_decay25_rec45_x0p97,0.25,0.45,0.97,18.163494365522247,15.850637824827906,1.1343941025711028,-19.70884481965611,0.9215910182319439,2002.129429727644,65.0,907,953,164,1087,0.2367675887606186,1219,0.002941221355524201,114,38
asset_decay20_rec65_x0p97,0.2,0.65,0.97,18.152157804788914,15.851618936049913,1.1337268590670118,-19.69746865394377,0.9215477442150691,1998.4523073000528,65.0,907,953,164,1101,0.23981703332607276,1263,0.0031668919733296975,91,17
asset_decay25_rec65_x0p96,0.25,0.65,0.96,18.118005008505666,15.821783609935286,1.1337339405085123,-19.666189018587296,0.9212768671846701,1987.4112318396797,65.0,907,953,164,1325,0.28860814637333915,1542,0.005227939392041843,99,23
asset_decay25_rec55_x0p97,0.25,0.55,0.97,18.162867233028134,15.845863694844725,1.1346543788975685,-19.717720306642505,0.9211443792977136,2001.9258542407024,65.0,907,953,164,1199,0.2611631452842518,1389,0.0033624087456409994,104,29
asset_decay25_rec50_x0p97,0.25,0.5,0.97,18.16137049065012,15.848970796058628,1.1343831800621487,-19.717720306642505,0.9210684708075466,2001.4400672104905,65.0,907,953,164,1127,0.24548028751905904,1289,0.003129071092845634,108,33
asset_decay20_rec70_x0p97,0.2,0.7,0.97,18.139136437776692,15.849277419846313,1.1331739864165224,-19.69746865394377,0.9208866761742468,1994.2362040265284,65.0,907,953,164,1191,0.2594206055325637,1383,0.003579514459106103,90,15
asset_decay25_rec60_x0p97,0.25,0.6,0.97,18.151157392522776,15.844530064606705,1.1341096533959314,-19.719192888823862,0.9204817608336398,1998.1281060604676,65.0,907,953,164,1262,0.2748856458287955,1463,0.003542806468351643,102,26
asset_decay25_rec70_x0p96,0.25,0.7,0.96,18.101699103590384,15.819276338641295,1.133013877462132,-19.666189018587296,0.9204477332380844,1982.159170427267,65.0,907,953,164,1361,0.2964495752559355,1612,0.005618298072589371,98,21
asset_decay20_rec45_x0p98,0.2,0.45,0.98,18.179015005211376,15.873360840402839,1.1338273861717967,-19.754774302950864,0.9202340014836763,2007.1735761623643,65.0,907,953,164,904,0.19690699194075365,986,0.0015362428329124204,100,28
asset_decay20_rec55_x0p98,0.2,0.55,0.98,18.18100222452912,15.870473967001864,1.1341107526857392,-19.757712047679725,0.9201977526878793,2007.8202401185636,65.0,907,953,164,1002,0.21825310389893268,1138,0.0017816991463257218,95,22
asset_decay20_rec50_x0p98,0.2,0.5,0.98,18.179665906639908,15.872335480882066,1.1339252008073677,-19.757712047679725,0.9201301174330487,2007.3853662977153,65.0,907,953,164,945,0.20583750816815508,1052,0.0016483489751906255,96,24
asset_decay25_rec65_x0p97,0.25,0.65,0.97,18.141772421976764,15.841029405329868,1.133822582527367,-19.719192888823862,0.9200058300691848,1995.089045226404,65.0,907,953,164,1325,0.28860814637333915,1542,0.003920954544031382,99,23
asset_decay20_rec60_x0p98,0.2,0.6,0.98,18.174833156333147,15.869830282538402,1.1338206234936123,-19.757712047679725,0.9198855167275066,2005.8133670370414,65.0,907,953,164,1038,0.22609453278152908,1184,0.001860501752533597,94,20
asset_decay25_rec45_x0p98,0.25,0.45,0.98,18.179991786853343,15.866846160714223,1.1342797925209427,-19.765289450639532,0.9197938553976048,2007.4914086739557,65.0,907,953,164,1087,0.2367675887606186,1219,0.0019608142370161337,114,38
asset_decay20_rec65_x0p98,0.2,0.65,0.98,18.172432486143197,15.86750120551077,1.1338353366615075,-19.757712047679725,0.9197640112523708,2005.0328880291659,65.0,907,953,164,1101,0.23981703332607276,1263,0.002111261315553132,91,17
asset_decay25_rec55_x0p98,0.25,0.55,0.98,18.179575479510657,15.863657078668854,1.1344535436708898,-19.771202095077722,0.9194977317052806,2007.3559419388148,65.0,907,953,164,1199,0.2611631452842518,1389,0.002241605830427333,104,29
asset_decay25_rec50_x0p98,0.25,0.5,0.98,18.178576079493492,15.865733743630376,1.1342725862674214,-19.771202095077722,0.9194471834375345,2007.0307699854716,65.0,907,953,164,1127,0.24548028751905904,1289,0.0020860473952304228,108,33
asset_decay25_rec70_x0p97,0.25,0.7,0.97,18.12954188798819,15.839142788042135,1.133283663439285,-19.719192888823862,0.9193855950495504,1991.1347720719136,65.0,907,953,164,1361,0.2964495752559355,1612,0.004213723554442028,98,21
asset_decay20_rec70_x0p98,0.2,0.7,0.98,18.1637509309327,15.865936393946786,1.1334674238788456,-19.757712047679725,0.919324610415394,2002.2127196185882,65.0,907,953,164,1191,0.2594206055325637,1383,0.002386342972737402,90,15
asset_decay25_rec60_x0p98,0.25,0.6,0.98,18.171768811347388,15.862763032681038,1.134091154389109,-19.772183151775078,0.91905727717862,2004.8171697584621,65.0,907,953,164,1262,0.2748856458287955,1463,0.0023618709789010955,102,26
asset_decay25_rec65_x0p98,0.25,0.65,0.98,18.165513259274647,15.860419664799002,1.1339006893149701,-19.772183151775078,0.918740895723688,2002.7849158659567,65.0,907,953,164,1325,0.28860814637333915,1542,0.0026139696960209213,99,23
asset_decay25_rec70_x0p98,0.25,0.7,0.98,18.157358835272895,15.859157832502307,1.1335421611799108,-19.772183151775078,0.9183284767237648,2000.1385560844867,65.0,907,953,164,1361,0.2964495752559355,1612,0.0028091490362946855,98,21
asset_decay20_rec45_x0p99,0.2,0.45,0.99,18.195974159589888,15.886446258389702,1.1339301280972838,-19.8164623517492,0.9182251522297434,2012.6983133046238,65.0,907,953,164,904,0.19690699194075365,986,0.0007681214164562102,100,28
asset_decay20_rec55_x0p99,0.2,0.55,0.99,18.196968837951765,15.884999160353436,1.134071951993684,-19.817930095793926,0.9182073380011474,2013.022771628027,65.0,907,953,164,1002,0.21825310389893268,1138,0.0008908495731628609,95,22
asset_decay20_rec50_x0p99,0.2,0.5,0.99,18.19629982833144,15.885933099374022,1.1339790310461897,-19.817930095793926,0.9181735802062067,2012.8045393774314,65.0,907,953,164,945,0.20583750816815508,1052,0.0008241744875953128,96,24
asset_decay20_rec60_x0p99,0.2,0.6,0.99,18.193884358421286,15.884674896336156,1.133927195084892,-19.817930095793926,0.9180516971488702,2012.0167856560226,65.0,907,953,164,1038,0.22609453278152908,1184,0.0009302508762667985,94,20
asset_decay25_rec45_x0p99,0.25,0.45,0.99,18.19646537887376,15.883177499778705,1.134156937637945,-19.82171544546291,0.9180065887303835,2012.8585403054071,65.0,907,953,164,1087,0.2367675887606186,1219,0.0009804071185080668,114,38
asset_decay20_rec65_x0p99,0.2,0.65,0.99,18.192684932324575,15.883505504127779,1.1339348980369743,-19.817930095793926,0.9179911748798485,2011.6257217119348,65.0,907,953,164,1101,0.23981703332607276,1263,0.001055630657776566,91,17
asset_decay25_rec55_x0p99,0.25,0.55,0.99,18.19625811615071,15.88157981387226,1.1342439267460016,-19.824669595057976,0.9178593382805629,2012.790933487816,65.0,907,953,164,1199,0.2611631452842518,1389,0.0011208029152136665,104,29
asset_decay25_rec50_x0p99,0.25,0.5,0.99,18.195757629995345,15.882620764390923,1.1341533714733696,-19.824669595057976,0.9178340926565204,2012.6276888459934,65.0,907,953,164,1127,0.24548028751905904,1289,0.0010430236976152114,108,33
asset_decay20_rec70_x0p99,0.2,0.7,0.99,18.188343833756605,15.882721207977635,1.1337512757617996,-19.817930095793926,0.9177721258395609,2010.2109109151613,65.0,907,953,164,1191,0.2594206055325637,1383,0.001193171486368701,90,15
asset_decay25_rec60_x0p99,0.25,0.6,0.99,18.19235472912535,15.881130320649886,1.134063112307715,-19.825159791122772,0.9176397527585853,2011.5180734338346,65.0,907,953,164,1262,0.2748856458287955,1463,0.0011809354894505477,102,26
asset_decay25_rec40_x0p96,0.25,0.4,0.96,18.12417845616099,15.840019130290777,1.1329424497076,-19.75216134315248,0.9175795064292614,1989.4029384836704,65.0,907,953,164,968,0.21084730995425832,1084,0.0034602505810217552,125,50
asset_decay25_rec65_x0p99,0.25,0.65,0.99,18.18922750160896,15.879953860883726,1.1339683349970708,-19.825159791122772,0.9174820124150352,2010.4988351392994,65.0,907,953,164,1325,0.28860814637333915,1542,0.0013069848480104606,99,23
asset_decay25_rec70_x0p99,0.25,0.7,0.99,18.18514992336644,15.879320911897295,1.133789446104893,-19.825159791122772,0.9172763354729332,2009.1705532678993,65.0,907,953,164,1361,0.2964495752559355,1612,0.0014045745181473428,98,21
asset_decay25_rec40_x0p97,0.25,0.4,0.97,18.146392186327564,15.854751003073506,1.1332262260234647,-19.783649400542622,0.9172419010736133,1996.5845066599559,65.0,907,953,164,968,0.21084730995425832,1084,0.0025951879357663165,125,50
asset_decay25_rec40_x0p98,0.25,0.4,0.98,18.168586217393766,15.869597229099512,1.133501314680115,-19.815139000960894,0.9169043031448186,2003.7830021313418,65.0,907,953,164,968,0.21084730995425832,1084,0.0017301252905108776,125,50
asset_decay25_rec40_x0p99,0.25,0.4,0.99,18.19076053635227,15.884557489662763,1.133767756843548,-19.84663013432763,0.9165667124963802,2010.9984297334329,65.0,907,953,164,968,0.21084730995425832,1084,0.0008650626452554388,125,50
asset_decay20_rec40_x0p99,0.2,0.4,0.99,18.191822445817806,15.887932488409476,1.133617454470619,-19.85518577612973,0.9162252446757939,2011.344556714884,65.0,907,953,164,786,0.1712045306033544,864,0.00065696634994118,107,35
asset_decay20_rec40_x0p98,0.2,0.4,0.98,18.170715195050047,15.87632344309394,1.1332023030749296,-19.832253393372216,0.9162204029282198,2004.474749336798,65.0,907,953,164,786,0.1712045306033544,864,0.00131393269988236,107,35
asset_decay20_rec40_x0p97,0.2,0.4,0.97,18.149593387076756,15.864804524757961,1.1327801175010401,-19.809325648701904,0.916214600584654,1997.621357370966,65.0,907,953,164,786,0.1712045306033544,864,0.0019708990498235397,107,35
asset_decay20_rec40_x0p96,0.2,0.4,0.96,18.128457031080146,15.85337592834203,1.1323508756925433,-19.786402548526315,0.9162078344772353,1990.7843661019735,65.0,907,953,164,786,0.1712045306033544,864,0.00262786539976472,107,35
asset_decay15_rec40_x0p99,0.15,0.4,0.99,18.19486826853389,15.890401319493028,1.13362864598483,-19.862919865415975,0.9160218332357879,2012.337633327299,65.0,907,953,164,594,0.12938357656284033,625,0.0004706975035867788,89,24
asset_decay15_rec65_x0p99,0.15,0.65,0.99,18.20174584450045,15.887351661175442,1.134182563236518,-19.8717075475758,0.9159628482314761,2014.5816598640713,65.0,907,953,164,875,0.19059028534088435,947,0.0007142974186089812,77,12
asset_decay15_rec50_x0p99,0.15,0.5,0.99,18.20096797732129,15.888718777951997,1.1340572358624368,-19.8717075475758,0.9159237037756061,2014.327743143952,65.0,907,953,164,734,0.15987802221738184,786,0.000602792043612886,80,15
asset_decay15_rec45_x0p99,0.15,0.45,0.99,18.19948492836265,15.889132675278649,1.1339526704752565,-19.870240787934872,0.9159166777391697,2013.8437160175,65.0,907,953,164,701,0.15269004574166847,734,0.0005618405273277155,83,18
asset_decay15_rec55_x0p99,0.15,0.55,0.99,18.200655560123778,15.888026068620794,1.1340830339049808,-19.8717075475758,0.915907982066902,2014.2257698994451,65.0,907,953,164,810,0.17643214985841865,869,0.0006657481939459992,80,15
asset_decay15_rec70_x0p99,0.15,0.7,0.99,18.20041693098593,15.886791718505181,1.1341460107974852,-19.8717075475758,0.9158959735800987,2014.1478842730673,65.0,907,953,164,989,0.21542147680243956,1063,0.0008078239139209022,77,10
asset_decay15_rec60_x0p99,0.15,0.6,0.99,18.199488533162732,15.887795479823128,1.1340349188075682,-19.8717075475758,0.9158492540004664,2013.8448923998994,65.0,907,953,164,855,0.18623393596166413,916,0.0006909114537292415,79,14
asset_decay15_rec40_x0p98,0.15,0.4,0.98,18.17680999243756,15.88124166512219,1.1332262093793062,-19.847724528011586,0.9158132947071175,2006.4562591926297,65.0,907,953,164,594,0.12938357656284033,625,0.0009413950071735576,89,24
asset_decay15_rec65_x0p98,0.15,0.65,0.98,18.19055982714555,15.875157610509454,1.1343336548680674,-19.865302955115187,0.9156950623026666,2010.9330150496412,65.0,907,953,164,875,0.19059028534088435,947,0.0014285948372179623,77,12
asset_decay15_rec50_x0p98,0.15,0.5,0.98,18.189005377381772,15.877887673842118,1.1340830997844815,-19.865302955115187,0.9156168128157453,2010.4264572285342,65.0,907,953,164,734,0.15987802221738184,786,0.001205584087225772,80,15
asset_decay15_rec40_x0p97,0.15,0.4,0.97,18.158740307865262,15.872152622358634,1.1328182714394952,-19.83253678253378,0.9156035108860806,2000.586664567787,65.0,907,953,164,594,0.12938357656284033,625,0.0014120925107603361,89,24
asset_decay15_rec45_x0p98,0.15,0.45,0.98,18.18603995573922,15.878714119587617,1.133873926714552,-19.862369149389444,0.9156027571010201,2009.4604162306648,65.0,907,953,164,701,0.15269004574166847,734,0.001123681054655431,83,18
asset_decay15_rec55_x0p98,0.15,0.55,0.98,18.18838012846191,15.876503821108223,1.1341346238124579,-19.865302955115187,0.9155853383941734,2010.2227360355591,65.0,907,953,164,810,0.17643214985841865,869,0.0013314963878919984,80,15
asset_decay15_rec70_x0p98,0.15,0.7,0.98,18.187901884490067,15.87403887473923,1.1342604197111592,-19.865302955115187,0.9155612640584875,2010.066925149912,65.0,907,953,164,989,0.21542147680243956,1063,0.0016156478278418044,77,10
asset_decay10_rec40_x0p99,0.1,0.4,0.99,18.20171532314887,15.894634763884541,1.1337346341281493,-19.882229794513695,0.9154765592826744,2014.5716963326724,65.0,907,953,164,357,0.07776083641908081,370,0.0002932221610756566,75,14
asset_decay15_rec60_x0p98,0.15,0.6,0.98,18.186046176655644,15.876043155228684,1.1340382876508348,-19.865302955115187,0.9154678495337447,2009.4624423717921,65.0,907,953,164,855,0.18623393596166413,916,0.001381822907458483,79,14
asset_decay15_rec65_x0p97,0.15,0.65,0.97,18.17935708352465,15.863049509464947,1.1344788388339826,-19.858909014714467,0.9154257703711038,2007.2848790054738,65.0,907,953,164,875,0.19059028534088435,947,0.002142892255826944,77,12
asset_decay15_rec40_x0p96,0.15,0.4,0.96,18.140659220771973,15.863134311209661,1.1324048195898873,-19.817356633161516,0.9153924792581151,1994.72884223877,65.0,907,953,164,594,0.12938357656284033,625,0.0018827900143471151,89,24
asset_decay15_rec50_x0p97,0.15,0.5,0.97,18.17702733577251,15.867138318507685,1.134103161676293,-19.858909014714467,0.9153084553791064,2006.5269533181497,65.0,907,953,164,734,0.15987802221738184,786,0.0018083761308386583,80,15
asset_decay15_rec45_x0p97,0.15,0.45,0.97,18.17258021816537,15.868375954728231,1.1337893412395146,-19.85450787702977,0.9152873660086901,2005.080909113682,65.0,907,953,164,701,0.15269004574166847,734,0.0016855215819831467,83,18
asset_decay10_rec50_x0p99,0.1,0.5,0.99,18.205636514857204,15.893658051625009,1.1340035749115387,-19.891015359182955,0.9152693407605422,2015.8521117387124,65.0,907,953,164,461,0.10041385319102591,481,0.0003833922127850903,69,7
asset_decay10_rec55_x0p99,0.1,0.55,0.99,18.20562204069971,15.893656375367602,1.1340029057490058,-19.891015359182955,0.9152686130874077,2015.8473840389574,65.0,907,953,164,462,0.10063167065998693,482,0.00038398520871767703,69,7
asset_decay10_rec65_x0p99,0.1,0.65,0.99,18.205540322847913,15.8926985750104,1.1340572241210816,-19.891015359182955,0.9152645048078494,2015.8206926921985,65.0,907,953,164,579,0.12611631452842517,610,0.0004613087095151512,68,6
asset_decay10_rec70_x0p99,0.1,0.7,0.99,18.205540322847913,15.8926985750104,1.1340572241210816,-19.891015359182955,0.9152645048078494,2015.8206926921985,65.0,907,953,164,579,0.12611631452842517,610,0.0004613087095151512,68,6
asset_decay15_rec55_x0p97,0.15,0.55,0.97,18.176088840885065,15.865064902392914,1.1341803372968415,-19.858909014714467,0.9152611972499337,2006.2217100769917,65.0,907,953,164,810,0.17643214985841865,869,0.001997244581837997,80,15
asset_decay10_rec45_x0p99,0.1,0.45,0.99,18.20357711986762,15.893830056385513,1.1338831664612528,-19.889548952974216,0.915233279694134,2015.1795510885236,65.0,907,953,164,432,0.09409714659115662,446,0.0003529750264652543,71,10
asset_decay15_rec70_x0p97,0.15,0.7,0.97,18.17536999678446,15.861373142021662,1.1343687894652323,-19.858909014714467,0.9152249996874156,2005.9879360098182,65.0,907,953,164,989,0.21542147680243956,1063,0.0024234717417627068,77,10
asset_decay10_rec60_x0p99,0.1,0.6,0.99,18.20397167914589,15.893109474518013,1.1339483988567212,-19.891015359182955,0.915185642885836,2015.308391265016,65.0,907,953,164,562,0.12241341755608799,582,0.0004396579620075578,69,7
asset_decay15_rec65_x0p96,0.15,0.65,0.96,18.168137619030734,15.851027553911159,1.1346180852141716,-19.85252572790036,0.9151549716164116,2003.637271012984,65.0,907,953,164,875,0.19059028534088435,947,0.0028571896744359246,77,12
asset_decay15_rec60_x0p97,0.15,0.6,0.97,18.172588066859863,15.864374675906731,1.1340356740323454,-19.858909014714467,0.9150849149565505,2005.0834604028068,65.0,907,953,164,855,0.18623393596166413,916,0.0020727343611877244,79,14
asset_decay15_rec50_x0p96,0.15,0.5,0.96,18.165033857887547,15.856470877175036,1.1341173976100716,-19.85252572790036,0.9149986307464524,2002.629248302445,65.0,907,953,164,734,0.15987802221738184,786,0.002411168174451544,80,15
asset_decay15_rec45_x0p96,0.15,0.45,0.96,18.159105721478852,15.858118336891657,1.1336988927454796,-19.846656972952616,0.9149705034065138,2000.705208952434,65.0,907,953,164,701,0.15269004574166847,734,0.002247362109310862,83,18
asset_decay15_rec55_x0p96,0.15,0.55,0.96,18.163781703067073,15.853709491814746,1.134220148086774,-19.85252572790036,0.9149355579245033,2002.2227095134067,65.0,907,953,164,810,0.17643214985841865,869,0.002662992775783997,80,15
asset_decay15_rec70_x0p96,0.15,0.7,0.96,18.162821273945063,15.848794728105908,1.134471088922824,-19.85252572790036,0.9148871797415369,2001.9109360484536,65.0,907,953,164,989,0.21542147680243956,1063,0.003231295655683609,77,10
asset_decay10_rec40_x0p98,0.1,0.4,0.98,18.190507705842673,15.889684563210654,1.1334401797756566,-19.886343761747792,0.9147235873913067,2010.916028107664,65.0,907,953,164,357,0.07776083641908081,370,0.0005864443221513132,75,14
asset_decay15_rec60_x0p96,0.15,0.6,0.96,18.159114209959547,15.852790225964727,1.134027051613257,-19.85252572790036,0.9147004496480302,2000.7079627884832,65.0,907,953,164,855,0.18623393596166413,916,0.002763645814916966,79,14
asset_decay10_rec50_x0p98,0.1,0.5,0.98,18.198347955073444,15.887738412371535,1.1339777068708443,-19.90391371915562,0.914310030271045,2013.4727095707237,65.0,907,953,164,461,0.10041385319102591,481,0.0007667844255701806,69,7
asset_decay10_rec55_x0p98,0.1,0.55,0.98,18.198319008512833,15.887735058751831,1.1339763681203905,-19.90391371915562,0.9143085759560283,2013.4632648043776,65.0,907,953,164,462,0.10063167065998693,482,0.0007679704174353541,69,7
asset_decay10_rec65_x0p98,0.1,0.65,0.98,18.19815479282547,15.88582293639046,1.1340848007866977,-19.90391371915562,0.9143003255340421,2013.4096847966891,65.0,907,953,164,579,0.12611631452842517,610,0.0009226174190303024,68,6
asset_decay10_rec70_x0p98,0.1,0.7,0.98,18.19815479282547,15.88582293639046,1.1340848007866977,-19.90391371915562,0.9143003255340421,2013.4096847966891,65.0,907,953,164,579,0.12611631452842517,610,0.0009226174190303024,68,6
asset_decay10_rec45_x0p98,0.1,0.45,0.98,18.194229608906465,15.888081731929699,1.133736852640153,-19.90098132700586,0.9142378111885713,2012.1293646923568,65.0,907,953,164,432,0.09409714659115662,446,0.0007059500529305086,71,10
asset_decay10_rec60_x0p98,0.1,0.6,0.98,18.195018204729706,15.886642472111623,1.133867221402291,-19.90391371915562,0.9141427390342198,2012.386530740395,65.0,907,953,164,562,0.12241341755608799,582,0.0008793159240151156,69,7
asset_decay10_rec40_x0p97,0.1,0.4,0.97,18.179292280393856,15.88478090496704,1.1331422272608096,-19.890464691147862,0.9139702145060716,2007.2637934284003,65.0,907,953,164,357,0.07776083641908081,370,0.0008796664832269698,75,14
asset_decay10_rec50_x0p97,0.1,0.5,0.97,18.19104945270622,15.88187260589175,1.1339479816437301,-19.916817867115526,0.9133511976700502,2011.0925960522252,65.0,907,953,164,461,0.10041385319102591,481,0.001150176638355271,69,7
asset_decay10_rec55_x0p97,0.1,0.55,0.97,18.19100603550052,15.881867573820688,1.1339459728839432,-19.916817867115526,0.9133490177432171,2011.0784448572049,65.0,907,953,164,462,0.10063167065998693,482,0.0011519556261530312,69,7
asset_decay10_rec65_x0p97,0.1,0.65,0.97,18.19075854213863,15.879004621966859,1.1341083132262935,-19.916817867115526,0.9133365913926051,2010.9977797744782,65.0,907,953,164,579,0.12611631452842517,610,0.0013839261285454535,68,6
asset_decay10_rec70_x0p97,0.1,0.7,0.97,18.19075854213863,15.879004621966859,1.1341083132262935,-19.916817867115526,0.9133365913926051,2010.9977797744782,65.0,907,953,164,579,0.12611631452842517,610,0.0013839261285454535,68,6
asset_decay10_rec45_x0p97,0.1,0.45,0.97,18.184872599639302,15.882386547793132,1.1335866457703032,-19.912419909632597,0.9132427239967154,2009.080243035888,65.0,907,953,164,432,0.09409714659115662,446,0.0010589250793957628,71,10
asset_decay10_rec40_x0p96,0.1,0.4,0.96,18.168069048914948,15.879923830986979,1.1328407729784582,-19.894592581591684,0.9132164418247863,2003.6149962493362,65.0,907,953,164,357,0.07776083641908081,370,0.0011728886443026264,75,14
asset_decay10_rec60_x0p97,0.1,0.6,0.97,18.1860547092898,15.880230523482775,1.1337820529185227,-19.916817867115526,0.9131004174776647,2009.4652214381554,65.0,907,953,164,562,0.12241341755608799,582,0.0013189738860226732,69,7
asset_decay10_rec50_x0p96,0.1,0.5,0.96,18.183741009613374,15.876060690579063,1.1339143910865457,-19.929727799692483,0.9123928431121849,2008.7117796046573,65.0,907,953,164,461,0.10041385319102591,481,0.0015335688511403612,69,7
asset_decay10_rec55_x0p96,0.1,0.55,0.96,18.183683123524318,15.876053978983471,1.133911711900003,-19.929727799692483,0.9123899386024176,2008.6929326236,65.0,907,953,164,462,0.10063167065998693,482,0.0015359408348707081,69,7
asset_decay10_rec65_x0p96,0.1,0.65,0.96,18.18335157279447,15.872243704272652,1.1341277507647074,-19.929727799692483,0.9123733026135481,2008.584986952041,65.0,907,953,164,579,0.12611631452842517,610,0.0018452348380606047,68,6
asset_decay10_rec70_x0p96,0.1,0.7,0.96,18.18335157279447,15.872243704272652,1.1341277507647074,-19.929727799692483,0.9123733026135481,2008.584986952041,65.0,907,953,164,579,0.12611631452842517,610,0.0018452348380606047,68,6
asset_decay10_rec45_x0p96,0.1,0.45,0.96,18.175506094389384,15.8767445598855,1.1334325391791373,-19.92386469782426,0.9122480186474162,2006.0321941982174,65.0,907,953,164,432,0.09409714659115662,446,0.0014119001058610172,71,10
asset_decay10_rec60_x0p96,0.1,0.6,0.96,18.17708119516517,15.87387369406898,1.1336928847817918,-19.929727799692483,0.9120586782648202,2006.5444722267482,65.0,907,953,164,562,0.12241341755608799,582,0.0017586318480302312,69,7
