variant,window,sample_count,better_maxdd_ratio,better_calmar_ratio,annual_loss_lt_2pct_ratio,defensive_pass_ratio,avg_annual_delta,avg_maxdd_delta,avg_calmar_delta
asset_decay60_rec70_x0p50,rolling_1Y,120,0.8,0.3416666666666667,0.275,0.3416666666666667,-6.388079982702734,1.6390265354230713,-0.4889277852114965
asset_decay60_rec70_x0p50,rolling_3Y,96,0.7708333333333334,0.3541666666666667,0.11458333333333333,0.3541666666666667,-5.599098344631085,2.6654170103607124,-0.1401847025374305
