variant,window,start_date,end_date,annual,max_dd,sharpe,calmar,total_return,annual_delta,max_dd_delta
baseline_combo_v68,1Y,2025-04-17,2026-04-17,28.051364927869706,-12.897003612202509,1.517060921348401,2.175029624813696,28.029695204364913,0.0,0.0
combo_v68_plus_subb_asset_overlay_25_65_0p5,1Y,2025-04-17,2026-04-17,49.740178712870886,-9.138260641911543,2.575257115790348,5.4430685074513505,49.69880535943516,21.68881378500118,3.7587429702909656
baseline_combo_v68,3Y,2023-04-17,2026-04-17,20.071744954108883,-12.347766671942715,1.2376027474793434,1.6255364623723432,73.13179853039817,0.0,0.0
combo_v68_plus_subb_asset_overlay_25_65_0p5,3Y,2023-04-17,2026-04-17,32.3714393656483,-9.90651144401063,1.8874620937008064,3.2676931277578776,131.9883828142213,12.299694411539416,2.4412552279320856
baseline_combo_v68,5Y,2021-04-17,2026-04-17,20.438684653235907,-11.52076026975142,1.3350967216518403,1.7740742949837376,153.38140368188945,0.0,0.0
combo_v68_plus_subb_asset_overlay_25_65_0p5,5Y,2021-04-17,2026-04-17,25.55038965781531,-9.848625481520845,1.6521287193286895,2.5943102116895367,211.90525177592704,5.111705004579402,1.6721347882305757
