variant,window,sample_count,low_loss_ratio,better_maxdd_ratio,balanced_pass_ratio,avg_annual_delta,avg_maxdd_delta
asset_decay25_rec65_x0p50,rolling_1Y,120,0.65,0.7083333333333334,0.5416666666666666,-0.1419557791057905,0.43637467725718365
asset_decay25_rec65_x0p50,rolling_3Y,96,0.59375,0.8958333333333334,0.4895833333333333,-0.023586112949722144,1.5337923060722103
