variant,decay_ratio_threshold,recovery_ratio_threshold,annual_delta,max_dd_delta,neighbor_count,neighbor_low_loss_ratio,neighbor_better_maxdd_ratio,neighbor_balanced_pass_ratio,neighbor_avg_annual_delta,neighbor_avg_maxdd_delta
asset_decay20_rec70_x0p50,0.2,0.7,0.007628785420621398,2.9667400702850966,3,1.0,1.0,1.0,-0.006946766511556272,3.32400044116129
asset_decay20_rec60_x0p50,0.2,0.6,0.22212741110065792,1.9969551071249363,3,1.0,1.0,1.0,0.13124027902951596,3.0173032985786534
asset_decay20_rec65_x0p50,0.2,0.65,0.27319574171715644,2.96674007028507,5,1.0,1.0,1.0,0.00393936456817201,2.9102991258920605
asset_decay30_rec65_x0p50,0.3,0.65,-1.0901316194205997,3.6105494032028833,5,0.8,1.0,0.8,-0.5325403556952779,3.2563515548868134
asset_decay25_rec60_x0p50,0.25,0.6,0.08397666757140598,2.582539198851471,5,0.8,1.0,0.8,-0.28378553150803965,3.032056625278641
asset_decay25_rec65_x0p50,0.25,0.65,0.03654842779998546,3.5026306265994194,8,0.75,1.0,0.75,-0.41080373593231734,3.040013974841579
asset_decay30_rec70_x0p50,0.3,0.7,-1.5919747860585716,3.6105494032028993,3,0.6666666666666666,1.0,0.6666666666666666,-0.46138922022414164,3.5386035521338943
asset_decay30_rec60_x0p50,0.3,0.6,-0.8606676187373985,3.083407919180896,3,0.6666666666666666,1.0,0.6666666666666666,-0.3232021746830694,3.2319064095512577
asset_decay25_rec70_x0p50,0.25,0.7,-0.3305844690518107,3.5026306265993803,5,0.6,1.0,0.6,-0.4729466901082816,3.331441914715074
