rule,target_vol,vol_window,max_lev,signal,window,start,end,rows,total_return,annual_return,annual_vol,sharpe,max_drawdown,max_drawdown_date,turnover,trade_count,cash_days,cash_ratio,avg_weight,max_weight
baseline_no_target_vol,,,1.0,original_bias_momentum_no_target_vol,FULL_COMMON,2010-09-28,2026-05-08,3789,12.860350171043327,0.1834525657386208,0.22644204626955644,0.8606051807249324,-0.492343384665761,2019-01-14,585.0,370,922,0.24333597255212458,0.7566640274478754,1.0
baseline_no_target_vol,,,1.0,original_bias_momentum_no_target_vol,10Y,2016-05-09,2026-05-08,2428,2.4139733583849012,0.13070137830341055,0.2060336906574049,0.7008483279732506,-0.35122931288509285,2019-01-14,381.0,241,549,0.22611202635914332,0.7738879736408567,1.0
baseline_no_target_vol,,,1.0,original_bias_momentum_no_target_vol,5Y,2021-05-10,2026-05-08,1211,1.4293050499013926,0.19451473964814747,0.2236709090803483,0.9091864030286714,-0.29840042031663205,2024-09-23,176.0,112,261,0.21552436003303055,0.7844756399669695,1.0
baseline_no_target_vol,,,1.0,original_bias_momentum_no_target_vol,3Y,2023-05-08,2026-05-08,727,0.9799188691780005,0.25562487125815236,0.25131860192812144,1.0345143217342407,-0.27183571856884803,2024-09-23,116.0,74,160,0.2200825309491059,0.7799174690508941,1.0
baseline_no_target_vol,,,1.0,original_bias_momentum_no_target_vol,1Y,2025-05-08,2026-05-08,243,0.8136258755034833,0.8143655485056489,0.20851963340677804,2.973425413453705,-0.06555385386369927,2026-02-02,26.0,18,29,0.11934156378600823,0.8806584362139918,1.0
target_vol,0.1,20.0,1.0,orig_tv10_w20_max1p0,FULL_COMMON,2010-09-28,2026-05-08,3789,2.8932909275811207,0.09098868832880136,0.12190611359471853,0.7792456800887924,-0.28709249114075774,2018-10-11,415.62468717845854,2635,922,0.24333597255212458,0.44970554056857664,1.0
target_vol,0.1,20.0,1.0,orig_tv10_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,0.8398739193962073,0.06289333812871423,0.11677898408332134,0.5831447690746834,-0.2576605274601973,2024-02-02,286.4029186771912,1690,549,0.22611202635914332,0.4971762170022549,1.0
target_vol,0.1,20.0,1.0,orig_tv10_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,0.4385364335199733,0.07553149854222041,0.11925979207139038,0.6738654346523243,-0.2576605274601972,2024-02-02,132.37428603501172,875,261,0.21552436003303055,0.48495518251719166,1.0
target_vol,0.1,20.0,1.0,orig_tv10_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.3192877973274608,0.09674088056769992,0.1249627337575808,0.8064665051134867,-0.19522454088944463,2024-02-02,85.9208609470127,520,160,0.2200825309491059,0.47065400096475557,1.0
target_vol,0.1,20.0,1.0,orig_tv10_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.3271803270465721,0.3274376582920473,0.1208102303566298,2.414098940203822,-0.06243359969378126,2025-12-16,20.56997272691637,200,29,0.11934156378600823,0.5226096377262903,1.0
target_vol,0.15,20.0,1.0,orig_tv15_w20_max1p0,FULL_COMMON,2010-09-28,2026-05-08,3789,5.5081906849799305,0.12749995835333738,0.1587907586599933,0.8392516998226836,-0.38457232052186885,2018-10-11,514.4219417936354,2157,922,0.24333597255212458,0.5963716763514189,1.0
target_vol,0.15,20.0,1.0,orig_tv15_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,1.365665412330134,0.08996034012544607,0.15320894628606424,0.6413820937793783,-0.3048129187826639,2018-10-11,350.1811356926494,1274,549,0.22611202635914332,0.6488794603271658,1.0
target_vol,0.15,20.0,1.0,orig_tv15_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,0.7588192666311881,0.11970789789160508,0.1578847851148474,0.7992304632219753,-0.293110589096348,2024-09-23,164.29189406657775,678,261,0.21552436003303055,0.6488485248447508,1.0
target_vol,0.15,20.0,1.0,orig_tv15_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.5190551306399191,0.149504580544763,0.1659206720954348,0.9281305238881998,-0.2535085437713571,2024-09-23,107.46677662974669,431,160,0.2200825309491059,0.6330814707661838,1.0
target_vol,0.15,20.0,1.0,orig_tv15_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.536694200866672,0.5371464696591799,0.1628600527306531,2.732119451591028,-0.0670707455834405,2026-04-15,26.419198704952137,172,29,0.11934156378600823,0.7145889004431047,1.0
target_vol,0.2,20.0,1.0,orig_tv20_w20_max1p0,FULL_COMMON,2010-09-28,2026-05-08,3789,9.017253642497344,0.15908603410557243,0.18380865539803634,0.8993542673980732,-0.40616414363151265,2018-10-11,556.855483873517,1459,922,0.24333597255212458,0.6814874839309687,1.0
target_vol,0.2,20.0,1.0,orig_tv20_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,1.9739133162043685,0.11519875798496071,0.17513142298627227,0.7127457141316329,-0.3357621322177762,2018-10-11,371.959527796034,794,549,0.22611202635914332,0.725008804768789,1.0
