date,Sub-A,Sub-A-DK,Sub-B,Sub-C
2008-12-15,,,-0.00021818297669207176,
2008-12-16,,,0.0006545889791804704,
2008-12-17,,,-0.0006541607727479359,
2008-12-18,,,-0.000654177805198497,
2008-12-19,,,0.00294776298199384,
2008-12-22,,,-0.0004765400850532957,
2008-12-23,,,-0.002779409142930362,
2008-12-24,,,0.001501296559204712,
2008-12-26,,,0.005656849380246687,
2008-12-29,,,-0.0005108172657853067,
2008-12-30,,,0.0042953071526694135,
2008-12-31,,,-0.00772000982245948,
2009-01-02,,,-0.009276730848018278,
2009-01-05,,,-0.013244524159922517,
2009-01-06,,,-0.0019981155796503385,
2009-01-07,,,-0.003413790871658412,
2009-01-08,,,0.0032941749589132335,
2009-01-09,,,-0.0013151407729435904,
2009-01-12,,,-0.0003922781775393593,
2009-01-13,,,0.0012386345083501948,
2009-01-14,,,0.00447753975131116,
2009-01-15,,,0.0014326785650253635,
2009-01-16,,,-0.002808831714097182,
2009-01-20,,,0.0011917547934847973,
2009-01-21,,,-0.010309208336436882,
2009-01-22,,,-0.005961599150542232,
2009-01-23,,,0.0017410002874405084,
2009-01-26,,,-0.0026998958087832395,
2009-01-27,,,0.007319566059686244,
2009-01-28,,,-0.009983780825822302,
2009-01-29,,,-0.005704150073276699,
2009-01-30,,,0.001331226089073656,
2009-02-02,,,0.00420519544453484,
2009-02-03,,,-0.009173934184598286,
2009-02-04,,,-8.046791218823735e-05,
2009-02-05,,,0.0010794973364153053,
2009-02-06,,,-0.002495217572866526,
2009-02-09,,,0.00047649275652808434,
2009-02-10,,,0.009504635659103792,
2009-02-11,,,0.006620809876042795,
2009-02-12,,,-0.002349662813447372,
2009-02-13,,,-0.01019188686021788,
2009-02-17,,,0.030761057452220297,
2009-02-18,,,0.006724634316789955,
2009-02-19,,,-0.01340311413070281,
2009-02-20,,,0.016790311324274887,
2009-02-23,,,0.00266166719326566,
2009-02-24,,,-0.020473706007939334,
2009-02-25,,,-0.014847232161392623,
2009-02-26,,,-0.004200501698471022,
2009-02-27,,,4.209315537906377e-06,
2009-03-02,,,-0.0007257810727010622,
2009-03-03,,,-0.005944730015544931,
2009-03-04,,,-0.005830719600658394,
2009-03-05,,,0.02199412183762542,
2009-03-06,,,-0.0011893362942805297,
