version,candidate,name,lbs,abs_threshold,rebalance_threshold,min_turnover,commission,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,vol_lb,max_lev,volreg_enabled,volreg_short_window,volreg_long_window,volreg_enter,volreg_exit,ema_vol_halflife_days,year,return
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2008,0.0266263195016993
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2009,0.1489759756408275
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2010,0.1393227135865467
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2011,0.0090971906852697
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2012,0.0739412869645808
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2013,0.1684079617021381
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2014,0.0347861793609007
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2015,-0.0196935644219943
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2016,0.0718917266794156
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2017,0.8310033844948264
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2018,-0.0043371816026552
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2019,0.204237529261579
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2020,0.5249082555852906
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2021,0.3978235193491863
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2022,0.0725571767589221
V7.5,vrwin15_90,vrwin15_90,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,15,90,2.0,1.6,126,2023,0.1906582979402129
