version,candidate,volreg_short_window,volreg_long_window,recent_weighted_sharpe,mean_recent_cagr,worst_recent_maxdd,10y_cagr,10y_maxdd,10y_sharpe,10y_calmar,10y_annual_turnover,10y_total_trade_cost
V7.5,vrwin30_120,30,120,2.016425304480434,0.4226611530346473,-0.190038142905595,0.3346434286814914,-0.190038142905595,1.809625063872201,1.7609276935932368,14.193837206228867,0.1416004235573784
V7.5,vrwin40_180,40,180,2.0128281962061165,0.42081917074637376,-0.190038142905595,0.3272754995283973,-0.190038142905595,1.785644342043418,1.7221569024223595,14.171086584207591,0.1413734590186424
V7.5,vrwin15_90,15,90,1.9495269290975221,0.4054927569779497,-0.1579058859848475,0.317234088193205,-0.1579058859848475,1.8042014027159836,2.0090073667275856,14.4744489913862,0.1443998601759718
V7.5,vrwin20_120,20,120,1.9195254580046348,0.39751703758367,-0.143437914943608,0.3270805137296626,-0.143437914943608,1.853040318037994,2.280293281300505,14.328547466120485,0.1429443187691543
V7.5,vrwin20_180,20,180,1.9111679051056736,0.39456742747181306,-0.1685507005620033,0.3152820732822348,-0.1685507005620033,1.797323298711586,1.870547391562188,14.177012151675552,0.1414325736083823
V7.5,vrwin40_252,40,252,1.9107004919545494,0.38643818438032995,-0.1386555895515364,0.3212928451881216,-0.1386555895515364,1.8039014371663624,2.317200815540879,14.111163988082902,0.1407756597858747
V7.5,vrwin10_250,10,250,1.9014330410429543,0.39124066220991244,-0.13865584715403223,0.30935133718384855,-0.13865584715403223,1.8111082306384416,2.231073146451526,14.829103766283316,0.14793796376363594
V7.5,vrwin30_180,30,180,1.864528597924832,0.3781714857074131,-0.1463192158195388,0.3146577606762704,-0.1463192158195388,1.7828589754537223,2.1504882931053286,14.00396689651123,0.139706241181862
V7.6,vrwin30_120,30,120,2.073047507257834,0.44312230385926077,-0.1863627207747181,0.3480323786987265,-0.1863627207747181,1.8089497650647464,1.8674999874005933,13.814510334893772,0.1378161864362021
V7.6,vrwin40_180,40,180,2.0689568458346295,0.4409476483523529,-0.1863627207747181,0.339333756671095,-0.1863627207747181,1.7816786889100489,1.8208242252552944,13.76513930707006,0.1373236516586275
V7.6,vrwin15_90,15,90,2.0106474147537803,0.4258202910233206,-0.1597938020841248,0.3312200830307752,-0.1597938020841248,1.81736040565405,2.0727968088299287,14.004929579132083,0.1397158450870558
V7.6,vrwin40_252,40,252,1.9852199684878662,0.40967184388526423,-0.1211035803988975,0.3324612052438427,-0.1211035803988971,1.8021628100178335,2.7452632213578254,13.60569435237838,0.1357329984201557
V7.6,vrwin20_120,20,120,1.982315170555418,0.4178717718052023,-0.1456028422905886,0.3406341383752613,-0.1456028422905886,1.862449352463321,2.3394745117367743,13.836101551538974,0.1380315845260673
V7.6,vrwin20_180,20,180,1.9744905436176765,0.41496409399256506,-0.1718511023157384,0.3290034271247124,-0.1718511023157384,1.8102851728783769,1.9144679474923667,13.69629364697427,0.1366368342400528
V7.6,vrwin10_250,10,250,1.9642627716358692,0.4119289421588141,-0.12110370554324934,0.32269106813210846,-0.1211037055432489,1.8246208704273454,2.664584594538836,14.353844687430694,0.14319668866746332
V7.6,vrwin30_180,30,180,1.9410574046905427,0.4017169846478512,-0.1502630367784873,0.3285343295340457,-0.1502630367784873,1.7972794002905634,2.186394848510615,13.47932310907503,0.1344722948262485
