scale,tested,pass_cells,best_score,median_score,best_10y_dd,best_10y_ann
0.5,1586,60,0.22573868229489125,-0.08998897899160391,4.684794044774222,1.9239258537995454
0.0,1586,56,0.2935471086242325,-0.27546019275789735,5.281012971130995,3.8262310669196395
0.25,1586,56,0.2894880408968412,-0.17527256421443466,5.281012971130995,2.8778185459382257
0.75,1586,0,0.13955783390551396,-0.03263957495299398,2.4658096618666363,0.9646283333574388
