mode,ma_window,slope_window,r2_window,r2_threshold,start,end,rows,cagr,max_dd,sharpe,calmar,avg_weight,avg_turnover
formal,60,20,10,0.0,2016-05-04,2026-04-30,2428,0.24033496144690192,-0.2798607911767049,1.148047722566577,0.8587661045207069,0.8645091224091895,0.24731975200920153
formal,60,20,10,0.1,2016-05-04,2026-04-30,2428,0.14153591912068197,-0.2884346365302266,0.8079711606594991,0.4907036159849328,0.7545833487031073,0.30591212566381726
formal,60,20,10,0.2,2016-05-04,2026-04-30,2428,0.11344279511521593,-0.25642617757907415,0.6942841396138133,0.44239943123682673,0.6835477481941599,0.2899272013945941
formal,60,20,10,0.3,2016-05-04,2026-04-30,2428,0.09522707288401011,-0.23683497226843897,0.6243985445642268,0.4020819728265285,0.618475078077494,0.27071017211365317
formal,60,20,10,0.4,2016-05-04,2026-04-30,2428,0.07858351423804955,-0.2731903042146324,0.5378416934838016,0.2876511831705062,0.5707595381789314,0.26502288514095856
formal,60,20,10,0.5,2016-05-04,2026-04-30,2428,0.09999054556429421,-0.2336721643810915,0.6835451047843304,0.42790952798820114,0.5092551823957655,0.24141802040258978
formal,60,20,15,0.0,2016-05-04,2026-04-30,2428,0.24033496144690192,-0.2798607911767049,1.148047722566577,0.8587661045207069,0.8645091224091895,0.24731975200920153
formal,60,20,15,0.1,2016-05-04,2026-04-30,2428,0.20011201510222532,-0.2890827983385834,1.0605266444776291,0.6922307942648578,0.8056190843238384,0.26853872202161616
formal,60,20,15,0.2,2016-05-04,2026-04-30,2428,0.17470289436659647,-0.3455532158605986,0.9771885072870463,0.5055745000997885,0.7516472735629864,0.25141421386340657
formal,60,20,15,0.3,2016-05-04,2026-04-30,2428,0.17988236650295875,-0.31346426743235034,1.0222529112087462,0.573852860411848,0.6992975689259977,0.23343239553626802
formal,60,20,15,0.4,2016-05-04,2026-04-30,2428,0.1582958355068611,-0.2736834415159686,0.9512997575814612,0.5783902549238626,0.6445492019462046,0.21616990778085668
formal,60,20,15,0.5,2016-05-04,2026-04-30,2428,0.13178636494137552,-0.2725788978390473,0.8634172189646855,0.48347970435771914,0.5870940805480401,0.2081859858990784
formal,60,20,20,0.0,2016-05-04,2026-04-30,2428,0.24033496144690192,-0.2798607911767049,1.148047722566577,0.8587661045207069,0.8645091224091895,0.24731975200920153
formal,60,20,20,0.1,2016-05-04,2026-04-30,2428,0.26785869495966996,-0.22916697500084948,1.3781177840734509,1.1688363690216579,0.7591118316198567,0.2423991213922814
formal,60,20,20,0.2,2016-05-04,2026-04-30,2428,0.2707390241803256,-0.19846281242803132,1.4521953126885168,1.3641801245686964,0.6959713102135843,0.21659830807575775
formal,60,20,20,0.3,2016-05-04,2026-04-30,2428,0.25578771317208826,-0.17888412398233478,1.3990139310797363,1.4299072912549127,0.6735387600147863,0.20529324428832543
formal,60,20,20,0.4,2016-05-04,2026-04-30,2428,0.20810779544154245,-0.20107114907935264,1.2298680104090232,1.0349958031990596,0.641556165084029,0.1973468746592226
formal,60,20,20,0.5,2016-05-04,2026-04-30,2428,0.16583901760109798,-0.15709856756369533,1.06805026839586,1.055636726502034,0.5796301295842202,0.17546547276334487
formal,60,20,30,0.0,2016-05-04,2026-04-30,2428,0.24033496144690192,-0.2798607911767049,1.148047722566577,0.8587661045207069,0.8645091224091895,0.24731975200920153
formal,60,20,30,0.1,2016-05-04,2026-04-30,2428,0.18923973897048163,-0.3353077752945608,1.0578841966222035,0.5643762325649577,0.7078174323361898,0.25134844279502566
formal,60,20,30,0.2,2016-05-04,2026-04-30,2428,0.17673996099545852,-0.27089062511790474,1.0651848335016478,0.6524403010201358,0.6261535025554514,0.21509942831190365
formal,60,20,30,0.3,2016-05-04,2026-04-30,2428,0.1511259727762695,-0.2966004324051069,0.9500470918174196,0.5095271492047473,0.5902368771990798,0.20344911548958713
formal,60,20,30,0.4,2016-05-04,2026-04-30,2428,0.1622104583878854,-0.23346478911160795,1.0636321046155488,0.6947962431728435,0.5162066001256658,0.17735512135133952
formal,60,20,30,0.5,2016-05-04,2026-04-30,2428,0.16686647310013702,-0.19710472848148097,1.1759976853114027,0.8465878743026451,0.4426037421650807,0.1498893881721213
