r2_window,r2_threshold,cagr_last_1y,max_dd_last_1y,sharpe_last_1y,calmar_last_1y,avg_weight_last_1y,avg_turnover_last_1y,cagr_last_3y,max_dd_last_3y,sharpe_last_3y,calmar_last_3y,avg_weight_last_3y,avg_turnover_last_3y,cagr_last_5y,max_dd_last_5y,sharpe_last_5y,calmar_last_5y,avg_weight_last_5y,avg_turnover_last_5y,cagr_last_10y,max_dd_last_10y,sharpe_last_10y,calmar_last_10y,avg_weight_last_10y,avg_turnover_last_10y,cagr_full_common,max_dd_full_common,sharpe_full_common,calmar_full_common,avg_weight_full_common,avg_turnover_full_common,recent_weighted_sharpe,mean_recent_cagr,worst_recent_max_dd
20,0.2,0.9620332302328612,-0.0679280142523177,3.5673074256038118,14.162540165820255,0.708318725143036,0.1727239524392247,0.4071875199362416,-0.1180017778014304,1.9878057776715343,3.450689705891073,0.5984550807589758,0.1811342032228938,0.3102751700158943,-0.1636594366444845,1.6474958861951192,1.895858719652698,0.6874529507810563,0.1989342617286089,0.2707390241803256,-0.1984628124280313,1.4521953126885168,1.3641801245686964,0.6959713102135843,0.2165983080757577,0.270620023347029,-0.2579440152613,1.3936745300419795,1.0491424779632434,0.6750725979840181,0.2069696885545949,2.025280993097178,0.48755873609133066,-0.1984628124280313
20,0.1,1.0258686603933986,-0.0646633559044491,3.586356490304962,15.864760590361096,0.7656730579821014,0.1986691972626063,0.4162012179771854,-0.1850419203906248,1.8913119778588952,2.249226646040971,0.67331720404505,0.2129976308550195,0.3080589304641512,-0.2291669750008491,1.52432619345703,1.3442553424768544,0.7608600653121832,0.2249014445811421,0.2678586949596699,-0.2291669750008494,1.3781177840734509,1.168836369021658,0.7591118316198567,0.2423991213922814,0.2569359308796335,-0.2508169110070778,1.2947251478748354,1.024396360867322,0.7274449159441299,0.2294619672352915,1.9401445011173357,0.5044968759486013,-0.2291669750008494
20,0.3,0.8651797087802104,-0.0835124577433017,3.268391362615172,10.35988799945962,0.7286796176460321,0.1935974298901563,0.3765115303610282,-0.1060805343847547,1.856008377808149,3.5492989599337674,0.5964843015466527,0.1792018641773075,0.3043138163745802,-0.1464396955033871,1.614202556098124,2.0780828267123894,0.6874530546315805,0.1942659180182303,0.2557877131720882,-0.1788841239823347,1.3990139310797365,1.429907291254913,0.6735387600147863,0.2052932442883254,0.2689464500868015,-0.2513867522543507,1.390086040867781,1.0698513253979434,0.6558512019661547,0.1979381735812025,1.9146846209214317,0.45044819217197674,-0.1788841239823347
15,0.3,0.9012071124986012,-0.0628588776196571,3.398498691864705,14.336990201313697,0.6965327375865953,0.1859595812583922,0.3978973646850232,-0.1230467526911922,1.882738387562022,3.233708781276151,0.5992718368681399,0.1867941051842968,0.2463962788386393,-0.2104011458326703,1.318804046325607,1.1710785978066656,0.7063828907126879,0.2154524132550611,0.1798823665029587,-0.3134642674323503,1.0222529112087462,0.573852860411848,0.6992975689259977,0.233432395536268,0.176599129946503,-0.3267927244232927,0.9690879298714395,0.5404010455194688,0.67484337949113,0.2254035630674828,1.7836525923216877,0.4313457806313056,-0.3134642674323503
10,0.0,1.0380284241778337,-0.0666719852135596,3.603956960629992,15.56918428111723,0.8030799791463696,0.1884691454958229,0.4513629126955807,-0.2530434505204006,1.6601029929533784,1.7837367921095089,0.7892424775980991,0.2221035687043257,0.300602983161528,-0.279860791176705,1.297933573896722,1.0741161057167392,0.8547906043457663,0.2326507683623761,0.2403349614469019,-0.2798607911767049,1.148047722566577,0.8587661045207069,0.8645091224091895,0.2473197520092015,0.2554745091973265,-0.2798607911767062,1.2098724466049218,0.9128628134121792,0.8219742530224337,0.2294378195628097,1.7481135008770203,0.507582320370461,-0.279860791176705
15,0.0,1.0380284241778337,-0.0666719852135596,3.603956960629992,15.56918428111723,0.8030799791463696,0.1884691454958229,0.4513629126955807,-0.2530434505204006,1.6601029929533784,1.7837367921095089,0.7892424775980991,0.2221035687043257,0.300602983161528,-0.279860791176705,1.297933573896722,1.0741161057167392,0.8547906043457663,0.2326507683623761,0.2403349614469019,-0.2798607911767049,1.148047722566577,0.8587661045207069,0.8645091224091895,0.2473197520092015,0.2554745091973265,-0.2798607911767062,1.2098724466049218,0.9128628134121792,0.8219742530224337,0.2294378195628097,1.7481135008770203,0.507582320370461,-0.279860791176705
20,0.0,1.0380284241778337,-0.0666719852135596,3.603956960629992,15.56918428111723,0.8030799791463696,0.1884691454958229,0.4513629126955807,-0.2530434505204006,1.6601029929533784,1.7837367921095089,0.7892424775980991,0.2221035687043257,0.300602983161528,-0.279860791176705,1.297933573896722,1.0741161057167392,0.8547906043457663,0.2326507683623761,0.2403349614469019,-0.2798607911767049,1.148047722566577,0.8587661045207069,0.8645091224091895,0.2473197520092015,0.2554745091973265,-0.2798607911767062,1.2098724466049218,0.9128628134121792,0.8219742530224337,0.2294378195628097,1.7481135008770203,0.507582320370461,-0.279860791176705
30,0.0,1.0380284241778337,-0.0666719852135596,3.603956960629992,15.56918428111723,0.8030799791463696,0.1884691454958229,0.4513629126955807,-0.2530434505204006,1.6601029929533784,1.7837367921095089,0.7892424775980991,0.2221035687043257,0.300602983161528,-0.279860791176705,1.297933573896722,1.0741161057167392,0.8547906043457663,0.2326507683623761,0.2403349614469019,-0.2798607911767049,1.148047722566577,0.8587661045207069,0.8645091224091895,0.2473197520092015,0.2554745091973265,-0.2798607911767062,1.2098724466049218,0.9128628134121792,0.8219742530224337,0.2294378195628097,1.7481135008770203,0.507582320370461,-0.279860791176705
15,0.1,0.9243568171730412,-0.0812427840181941,3.352597775279225,11.377709766396398,0.7890480195720068,0.2078949497795909,0.3773819784438783,-0.1848454101891478,1.715299610400827,2.041608596381769,0.7044811654938773,0.233347436456312,0.2663423887515783,-0.2436404735468859,1.318675705731969,1.0931779308839822,0.7998348060363287,0.2472379963675523,0.2001120151022253,-0.2890827983385834,1.0605266444776291,0.6922307942648578,0.8056190843238384,0.2685387220216161,0.2147544510227532,-0.3257559538675108,1.1041632158674732,0.6592495040323859,0.7627223199099006,0.249795928793287,1.7238600236100066,0.44204829986768074,-0.2890827983385834
30,0.1,0.9888903719513372,-0.0611343087177004,3.7722166138200617,16.175702198870543,0.6846834956318406,0.1800665101520097,0.3133885232443807,-0.2672991424170192,1.5821444373153013,1.1724262203410156,0.6422494244417432,0.2185611632871053,0.2264812727975358,-0.3353077752945621,1.2150786727386456,0.6754429496857802,0.7269870288318616,0.2379610955374922,0.1892397389704816,-0.3353077752945608,1.0578841966222037,0.5643762325649577,0.7078174323361898,0.2513484427950256,0.2151634115315368,-0.3353077752945607,1.1529452660596364,0.6416892997560835,0.692767639974754,0.2419630701128355,1.703543210085221,0.4294999767409338,-0.3353077752945621
