ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav,mode,r2_window,r2_threshold
60,20,last_1y,2025-05-06,2026-04-30,242,0.8030799791463696,0.1884691454958229,1.0380284241778335,0.20161088719166656,3.603956960629992,-0.06667198521355966,15.56918428111723,1.0133494711411353,2.0133494711411353,formal,10,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.7892424775980991,0.22210356870432577,0.4513629126955807,0.2424328323045673,1.6601029929533784,-0.25304345052040067,1.7837367921095089,2.045559711546333,3.045559711546333,formal,10,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.8547906043457663,0.23265076836237614,0.300602983161528,0.2218494442581923,1.297933573896722,-0.27986079117670504,1.0741161057167392,2.704849183766409,3.704849183766409,formal,10,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.8645091224091895,0.24731975200920153,0.24033496144690192,0.20658114982757528,1.148047722566577,-0.2798607911767049,0.8587661045207069,7.594832605637505,8.594832605637505,formal,10,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.8219742530224337,0.22943781956280979,0.2554745091973265,0.2063671539096209,1.2098724466049218,-0.27986079117670626,0.9128628134121793,33.6582918260545,34.6582918260545,formal,10,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.7787961259312658,0.26368495330542113,0.9358880279002515,0.20159758379547335,3.3506509184378963,-0.0779946406551203,11.999388932870366,0.9141292665574001,1.9141292665574001,formal,10,0.1
60,20,last_3y,2023-05-04,2026-04-30,726,0.6944315880637372,0.2909510357032241,0.3462903029664013,0.1973152825397773,1.6111222448034523,-0.2088774543595101,1.6578634780294794,1.4327097374670759,2.432709737467076,formal,10,0.1
60,20,last_5y,2021-05-06,2026-04-30,1210,0.7678067647097616,0.30293369710994006,0.2153295728938518,0.19337659544941332,1.108817805491989,-0.28843463653022616,0.7465454755510494,1.6425370243247666,2.6425370243247666,formal,10,0.1
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7545833487031073,0.30591212566381726,0.14153591912068197,0.18569149828646825,0.8079711606594991,-0.2884346365302266,0.4907036159849328,2.7513494616202805,3.7513494616202805,formal,10,0.1
60,20,full_common,2010-09-29,2026-04-30,3785,0.7327080687826992,0.2875940428590951,0.16594853795385522,0.1933491854412298,0.8944108610106378,-0.3861762244184974,0.4297223067104658,9.942618756822739,10.942618756822739,formal,10,0.1
60,20,last_1y,2025-05-06,2026-04-30,242,0.7294427542708208,0.24917452226224018,0.8071543204062996,0.1927189217525166,3.1414132962082637,-0.08083039803611292,9.985776886137367,0.7889477199555663,1.7889477199555663,formal,10,0.2
60,20,last_3y,2023-05-04,2026-04-30,726,0.6132916690411349,0.25980945889315,0.2462100807404095,0.18418237028484824,1.2911566947339763,-0.19291221443622886,1.276280413139933,0.9310448032384577,1.9310448032384577,formal,10,0.2
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6764881954619898,0.28212478829889476,0.15739486070229902,0.1802313650294668,0.9039349430981979,-0.2564261775790744,0.6138018442121145,1.0716743031630172,2.071674303163017,formal,10,0.2
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6835477481941599,0.2899272013945941,0.11344279511521593,0.1781243869721142,0.6942841396138133,-0.25642617757907415,0.44239943123682673,1.9248535792441182,2.924853579244118,formal,10,0.2
60,20,full_common,2010-09-29,2026-04-30,3785,0.6673645081874039,0.27282928704790604,0.14506516360099697,0.18725197245411304,0.8204115473383521,-0.3590794825483826,0.4039917919327256,7.256592538890313,8.256592538890313,formal,10,0.2
60,20,last_1y,2025-05-06,2026-04-30,242,0.6531323353175817,0.21123643711015996,0.6797746386103076,0.18788123537162835,2.8310601128340704,-0.07852398661305504,8.656904315875519,0.6649324654567634,1.6649324654567634,formal,10,0.3
60,20,last_3y,2023-05-04,2026-04-30,726,0.5431648821101199,0.22304373155827417,0.25617123000798436,0.17729781204761738,1.3793912718064818,-0.14336051253893967,1.7869023029504236,0.9775596816773662,1.9775596816773662,formal,10,0.3
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6078978172220195,0.25442161914655975,0.16951710660323904,0.16991719443656395,1.009760168397152,-0.18725715464927084,0.905263710327872,1.1820725905291978,2.1820725905291978,formal,10,0.3
60,20,last_10y,2016-05-04,2026-04-30,2428,0.618475078077494,0.27071017211365317,0.09522707288401011,0.16900602510651933,0.6243985445642268,-0.23683497226843897,0.4020819728265285,1.4805900728127623,2.4805900728127623,formal,10,0.3
60,20,full_common,2010-09-29,2026-04-30,3785,0.613241448044114,0.2610004986428083,0.12580511992752474,0.18066680884998065,0.7492670785179146,-0.3488674282572254,0.3606101049788078,5.338622982398764,6.338622982398764,formal,10,0.3
60,20,last_1y,2025-05-06,2026-04-30,242,0.6238361863573996,0.1968851187439873,0.731566266623191,0.18800433754981255,2.9897374375840657,-0.06758354899758257,10.82462045089344,0.7153748940738192,1.7153748940738192,formal,10,0.4
60,20,last_3y,2023-05-04,2026-04-30,726,0.49985901447877035,0.22488603186836362,0.24638357209739703,0.17916233495526462,1.3225780870852084,-0.1518600614064861,1.6224382488421258,0.931848646723969,1.931848646723969,formal,10,0.4
