date,SPY,QQQ,EMXC,EFA,GLD,TLT,VNQ,DBC,BTC-USD,EEM,VTI,VGIT,DBMF,VEA,BIL,EMXC_spliced
2003-01-02,59.644290924072266,21.453462600708008,,17.840909957885742,,39.375186920166016,,,,,28.17314338684082,,,,,
2003-01-03,59.82766342163086,21.68996238708496,,17.85856056213379,,39.46644973754883,,,,,28.15656280517578,,,,,
2003-01-06,60.882080078125,22.230512619018555,,18.079143524169922,,39.36150360107422,,,,,28.766435623168945,,,,,
2003-01-07,60.73149108886719,22.509246826171875,,17.79679298400879,,39.502967834472656,,,,,28.557626724243164,,,,,
2003-01-08,59.85382843017578,21.87578010559082,,17.555028915405273,,39.69920349121094,,,,,28.199657440185547,,,,,
2003-01-09,60.78386688232422,22.551477432250977,,17.770322799682617,,38.93706512451172,,,,,28.637165069580078,,,,,
2003-01-10,60.94758224487305,22.88933563232422,,17.74738311767578,,39.037506103515625,,,,,28.716707229614258,,,,,
2003-01-13,60.92792892456055,22.754194259643555,,17.784440994262695,,39.101375579833984,,,,,28.690183639526367,,,,,
2003-01-14,61.124412536621094,22.8724422454834,,17.920324325561523,,39.23829650878906,,,,,28.819467544555664,,,,,
2003-01-15,60.51533126831055,22.58526039123535,,17.749149322509766,,39.42993927001953,,,,,28.537734985351562,,,,,
2003-01-16,60.2664680480957,22.331884384155273,,17.823261260986328,,39.48471450805664,,,,,28.454870223999023,,,,,
2003-01-17,59.375755310058594,21.37744903564453,,17.636205673217773,,39.68095779418945,,,,,28.04056739807129,,,,,
2003-01-21,58.45232391357422,21.140966415405273,,17.325624465942383,,39.909141540527344,,,,,27.559946060180664,,,,,
2003-01-22,57.7449836730957,21.056501388549805,,17.082096099853516,,40.105369567871094,,,,,27.278228759765625,,,,,
2003-01-23,58.09865188598633,21.546377182006836,,17.20209503173828,,39.909141540527344,,,,,27.46052360534668,,,,,
2003-01-24,56.572628021240234,20.963594436645508,,17.020336151123047,,40.146427154541016,,,,,26.837398529052734,,,,,
2003-01-27,55.79987335205078,20.718645095825195,,16.566814422607422,,40.00040054321289,,,,,26.336910247802734,,,,,
2003-01-28,56.21246337890625,20.929798126220703,,16.637399673461914,,40.00040054321289,,,,,26.58218002319336,,,,,
2003-01-29,56.63816452026367,21.24231719970703,,16.596811294555664,,39.7813835144043,,,,,26.897058486938477,,,,,
2003-01-30,55.29553985595703,20.693307876586914,,16.58622169494629,,40.0779914855957,,,,,26.201026916503906,,,,,
2003-01-31,56.36311721801758,20.642623901367188,,16.720338821411133,,40.18749237060547,,,,,26.628583908081055,,,,,
2003-02-03,56.47445297241211,20.684864044189453,,16.983272552490234,,40.24614334106445,,,,,26.728012084960938,,,,,
2003-02-04,55.91774368286133,20.43147850036621,,16.737987518310547,,40.42472839355469,,,,,26.84734535217285,,,,,
2003-02-05,55.57062911987305,20.33856964111328,,16.766218185424805,,40.076698303222656,,,,,26.317026138305664,,,,,
2003-02-06,55.308658599853516,20.4483699798584,,16.60386848449707,,40.401878356933594,,,,,26.0750732421875,,,,,
2003-02-07,54.63406753540039,20.110511779785156,,16.363872528076172,,40.49345779418945,,,,,25.819856643676758,,,,,
2003-02-10,55.02049255371094,20.287885665893555,,16.42034149169922,,40.20951843261719,,,,,26.02867317199707,,,,,
2003-02-11,54.640682220458984,20.397695541381836,,16.499753952026367,,40.20036697387695,,,,,25.83642578125,,,,,
2003-02-12,53.769588470458984,20.118955612182617,,16.325054168701172,,40.34233856201172,,,,,25.488401412963867,,,,,
2003-02-13,53.933311462402344,20.22031593322754,,16.565044403076172,,40.56214904785156,,,,,25.448627471923828,,,,,
2003-02-14,55.112186431884766,20.684864044189453,,16.72209930419922,,40.21408462524414,,,,,25.8795166015625,,,,,
2003-02-18,56.08148193359375,21.32677459716797,,16.967388153076172,,40.264442443847656,,,,,26.472822189331055,,,,,
2003-02-19,55.78673553466797,21.18317985534668,,16.570343017578125,,40.53923034667969,,,,,26.260669708251953,,,,,
2003-02-20,55.23006820678711,21.09872817993164,,16.587987899780273,,40.67664337158203,,,,,26.0518741607666,,,,,
2003-02-21,55.78673553466797,21.259206771850586,,16.693870544433594,,40.4384765625,,,,,26.403207778930664,,,,,
2003-02-24,54.88294982910156,20.896024703979492,,16.49093246459961,,40.63083267211914,,,,,25.86957359313965,,,,,
2003-02-25,55.321720123291016,20.921354293823242,,16.287994384765625,,40.818599700927734,,,,,26.181133270263672,,,,,
2003-02-26,54.51622009277344,20.45681381225586,,16.09387969970703,,41.102542877197266,,,,,25.823163986206055,,,,,
2003-02-27,55.23658752441406,20.921354293823242,,16.1168212890625,,41.1712532043457,,,,,26.121477127075195,,,,,
2003-02-28,55.60336685180664,21.250762939453125,,16.36740493774414,,41.432281494140625,,,,,26.21759033203125,,,,,
2003-03-03,55.0728874206543,20.82000160217285,,16.437992095947266,,41.48285675048828,,,,,26.022035598754883,,,,,
2003-03-04,54.195289611816406,20.693307876586914,,16.19976043701172,,41.51040267944336,,,,,25.654132843017578,,,,,
2003-03-05,54.65374755859375,20.735538482666016,,16.226224899291992,,41.64834213256836,,,,,25.80991554260254,,,,,
2003-03-06,54.195289611816406,20.684864044189453,,16.040931701660156,,41.487449645996094,,,,,25.670703887939453,,,,,
2003-03-07,54.5685920715332,20.727087020874023,,15.924468994140625,,41.62992858886719,,,,,25.849687576293945,,,,,
2003-03-10,53.25872039794922,20.27944564819336,,15.483299255371094,,41.84600067138672,,,,,25.21992301940918,,,,,
2003-03-11,52.73478317260742,20.102073669433594,,15.432117462158203,,41.772430419921875,,,,,25.017749786376953,,,,,
2003-03-12,53.08846664428711,20.465251922607422,,15.253888130187988,,41.924156188964844,,,,,25.107234954833984,,,,,
2003-03-13,54.92226028442383,21.6392822265625,,15.689769744873047,,41.15187072753906,,,,,25.952430725097656,,,,,
2003-03-14,55.09907913208008,21.72374725341797,,15.767407417297363,,41.35417938232422,,,,,26.0518741607666,,,,,
