strategy,period,start,end,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate,avg_bil,avg_risky,rebalances,volreg_cash_days
single_160,last_5y,2021-04-23,2026-04-23,0.2851207105504754,0.17813146233897506,1.5022133778572129,-0.12546180355324554,2.272569837795064,3.5046531650425816,0.6721311475409836,0.10550617559454724,1.0204939047036297,261,30.0
single_160,last_10y,2016-04-25,2026-04-23,0.29472790879490196,0.16213009238335835,1.6777164131065803,-0.1715800264381947,1.7177285428445057,13.213481965249114,0.7024793388429752,0.07009858348001403,1.1178911776154463,522,90.0
single_160,full_common,2008-01-17,2026-04-23,0.18101552182444003,0.15479265391047387,1.1543966878893375,-0.19681765141744456,0.9197118272715862,20.878102128146416,0.6545454545454545,0.07311296059123552,1.108426648725317,954,164.0
single_260,last_5y,2021-04-23,2026-04-23,0.3042500546197502,0.16468768908656575,1.70094746996709,-0.11056329714488533,2.7518178498335857,3.773334945637162,0.7377049180327869,0.10119034298680499,1.0838976942329646,261,30.0
single_260,last_10y,2016-04-25,2026-04-23,0.2371234921105272,0.15183991616646017,1.4803546854992413,-0.2151414240495899,1.102174967735969,8.384902295386455,0.7024793388429752,0.06535009945668228,1.1699719438727492,522,90.0
single_260,full_common,2008-06-11,2026-04-23,0.16125278135163068,0.14942723665999946,1.0771338841077733,-0.24664806933401406,0.6537767831997908,14.450494178788087,0.641860465116279,0.06352923025186547,1.1609679598478932,933,164.0
single_390,last_5y,2021-04-23,2026-04-23,0.30672309918219054,0.1612675059892049,1.745523130882394,-0.11638582971752298,2.6353989994025064,3.8092398414356303,0.6885245901639344,0.08449168665344763,1.1079971400206565,261,30.0
single_390,last_10y,2016-04-25,2026-04-23,0.2698175005831591,0.15208465801995602,1.6502627972497186,-0.21912555191801164,1.2313374602890423,10.881856926834839,0.6942148760330579,0.04514589709925247,1.226110374873826,522,90.0
single_390,full_common,2008-12-15,2026-04-23,0.191468753422942,0.1491876109315778,1.2515346978218047,-0.21912555191801097,0.8737856071417123,20.90374897197525,0.645933014354067,0.03970906839831683,1.2239435416222264,906,119.0
mix_target_avg_160_260_390,last_5y,2021-04-23,2026-04-23,0.32756549786618816,0.15299723644084318,1.9351676234409716,-0.10538262529834164,3.1083444442462844,4.122831235996703,0.7049180327868853,0.09087817023468645,1.1160398668746352,261,30.0
mix_target_avg_160_260_390,last_10y,2016-04-25,2026-04-23,0.2881903010554434,0.14240064697490057,1.853542114265705,-0.17485109549480682,1.6482041490212043,12.561672816519126,0.71900826446281,0.05696891414477839,1.2097060613208395,522,90.0
mix_target_avg_160_260_390,full_common,2008-12-15,2026-04-23,0.19556565031269435,0.14129548328610003,1.337639860904595,-0.17485109549480682,1.118469688504198,22.186704122885683,0.6650717703349283,0.05550189791057712,1.2020264858995162,906,119.0
mix_rank_vote_160_260_390,last_5y,2021-04-23,2026-04-23,0.30143227213171064,0.1814603323404386,1.5479002156300883,-0.14428471366156304,2.0891490476167554,3.7327554843296773,0.6721311475409836,0.11945780474747633,1.0434621140962228,261,30.0
mix_rank_vote_160_260_390,last_10y,2016-04-25,2026-04-23,0.2688306415195778,0.1623569122907602,1.5509526611042788,-0.1760741493335367,1.5268035798391548,10.797639437821255,0.6776859504132231,0.07351265794772893,1.1595071240662371,522,90.0
mix_rank_vote_160_260_390,full_common,2008-12-15,2026-04-23,0.19180479960223584,0.15576438708387577,1.2069157526728305,-0.17607414933353693,1.0893410550511897,21.006291565080783,0.6363636363636364,0.05989997849458348,1.1766876754964295,906,119.0
mix_sleeve_avg_160_260_390,last_5y,2021-04-23,2026-04-23,0.3027528182950401,0.14817685563483968,1.865367193008746,-0.10522599908615327,2.8771674388870636,3.7517292398980047,0.6721311475409836,,,0,
mix_sleeve_avg_160_260_390,last_10y,2016-04-25,2026-04-23,0.2701793038220688,0.13832128625472395,1.8020000676266592,-0.1729878173475481,1.5618400646055568,10.912880604032472,0.7024793388429752,,,0,
mix_sleeve_avg_160_260_390,full_common,2008-12-15,2026-04-23,0.1847252814603395,0.13781398306876738,1.30164624368984,-0.17298781734754787,1.0678513914607641,18.943065154838607,0.6507177033492823,,,0,
