combo,period,cagr,vol,sharpe,maxdd,calmar,final_nav
130+160+200,last_5y,0.3009284822565077,0.1595332994805572,1.734657810178241,-0.1028394590159285,2.926196667466889,3.72553723669617
130+160+200,last_10y,0.29618284504684733,0.14624623944962853,1.8509585638312764,-0.12585521557046986,2.35336170777131,13.36261741124354
130+160+200,full_common,0.18932512075144192,0.14379516871880324,1.2798143100557122,-0.15294147799761748,1.2378925797643412,23.064049565165117
130+160+210,last_5y,0.3061825582534645,0.1612887280447455,1.742576069836948,-0.10513266709025282,2.912344628245921,3.80136875572507
130+160+210,last_10y,0.29931712029052715,0.14654310087414513,1.8640054550497194,-0.1373101325492606,2.1798618553015077,13.68904878672854
130+160+210,full_common,0.18685478560095103,0.1438809143587291,1.264556486276858,-0.15700033624575593,1.1901553211227733,22.056462457740967
130+160+230,last_5y,0.3155036849948676,0.15980337022071944,1.8020171666976406,-0.11396182417600687,2.768503288501174,3.938935150578977
130+160+230,last_10y,0.2933321497868857,0.14600782541409055,1.8386358383944457,-0.15125028263793583,1.9393824902070869,13.071821857591042
130+160+230,full_common,0.19159896186869485,0.1432873708529804,1.297312187989013,-0.1658945469494152,1.1549443028233923,23.387687239308036
130+160+260,last_5y,0.3211414482660788,0.15753028643989866,1.8530090095188372,-0.10162102581610222,3.1601870349865413,4.0240540400513645
130+160+260,last_10y,0.29072178653184033,0.14460608599319283,1.841049020444961,-0.1444045258838461,2.0132456704694053,12.81055068613806
130+160+260,full_common,0.1921962899735108,0.14211160368146122,1.3105065738737625,-0.14440452588384645,1.3309575222601142,23.11600942635631
130+160+300,last_5y,0.3223154452023185,0.15735653584959733,1.8605400175252296,-0.10395031672127564,3.1006682362166367,4.041962725752893
130+160+300,last_10y,0.2932080640408312,0.1448328541025309,1.8517153130806088,-0.167789740337993,1.747473137810438,13.059294391664537
130+160+300,full_common,0.2015943343291453,0.1423663961388494,1.3638993130933157,-0.167789740337992,1.2014699702321374,25.84555161669165
130+160+390,last_5y,0.32669397707417747,0.15553904710357475,1.901778814147917,-0.09307156835929964,3.510137229158817,4.109318048960779
130+160+390,last_10y,0.30538928524154985,0.14413071839145672,1.9252502960476847,-0.15725516676813578,1.9419984189888642,14.341951153287011
130+160+390,full_common,0.2082675010830728,0.14216968017359863,1.404776127325519,-0.1572551667681361,1.3243921033777637,26.652316042037945
130+160+400,last_5y,0.31913460864994225,0.15522276669168011,1.8683936402681662,-0.08386041806359945,3.8055451668260427,3.9935878236006443
130+160+400,last_10y,0.3028656314558309,0.14390887475581665,1.914526948828261,-0.14290412461885493,2.1193624205292565,14.067270346352007
130+160+400,full_common,0.2113047584186032,0.1414361025535708,1.4290202162806365,-0.14290412461885482,1.4786470228356414,27.620774566180145
130+200+210,last_5y,0.29046455835824614,0.159167850549432,1.6873415053799017,-0.1037229451005296,2.80038865148617,3.5781175638627616
130+200+210,last_10y,0.28254507982151833,0.145130710135724,1.7909982759224847,-0.1249173970852806,2.261855325312502,12.022275406877748
130+200+210,full_common,0.17933120731492913,0.14326688215920397,1.2249066483273365,-0.151408037506937,1.1844232992367583,19.663507636306875
130+200+230,last_5y,0.30105190688824757,0.15911245707743432,1.739477974468087,-0.11177123196269989,2.693465050011385,3.7273046180455225
130+200+230,last_10y,0.2776961492230372,0.14509556209328403,1.7652545130634385,-0.12750569801875988,2.177911681893462,11.57570370346598
130+200+230,full_common,0.18538836702874173,0.14296358160367936,1.2633107321897528,-0.1613086936221857,1.1492769724051886,21.290088656248592
130+200+260,last_5y,0.30589420850302385,0.15575360650480946,1.7974530016391301,-0.09925387976612177,3.0819370408876896,3.797175276128928
130+200+260,last_10y,0.27486569862505883,0.1431669189115201,1.7715082920119087,-0.13513743880721174,2.0339714963607136,11.321982971028904
130+200+260,full_common,0.18578646292489176,0.14141945971961958,1.2780012690680602,-0.14399490360906886,1.2902294336005296,20.993611630236124
130+200+300,last_5y,0.30970425533077917,0.1554688654238531,1.81932572835613,-0.10388062601450565,2.981347602656272,3.8528845179781483
130+200+300,last_10y,0.27825731125763165,0.14340366948452066,1.7874278134630683,-0.1427997759726768,1.9485836680225128,11.626609657056562
130+200+300,full_common,0.19581186612491908,0.1416726065208517,1.3357459752988117,-0.1427997759726768,1.3712337067138367,23.729382291679524
130+200+390,last_5y,0.3134870470085549,0.1539286545003623,1.8547998359629636,-0.09283531054160743,3.3768082982611944,3.9088401778220905
130+200+390,last_10y,0.2904569352924744,0.1427592557897193,1.8615675081746617,-0.14694563014827866,1.9766286006557838,12.784306136362334
130+200+390,full_common,0.2027538770334747,0.14138110066589737,1.3793900971575532,-0.14694563014827855,1.3797884076503784,24.618817352640686
130+200+400,last_5y,0.30546919442909726,0.15398629056828086,1.814263674784944,-0.08696455799735214,3.512571114756865,3.79100103100172
130+200+400,last_10y,0.28756895011458705,0.14272452472463587,1.8462638859694216,-0.13247178373660762,2.170793975918356,12.50125496165154
130+200+400,full_common,0.20562575207816636,0.1407415593332438,1.401907331416102,-0.1324717837366074,1.5522230189563266,25.46272191341873
130+210+230,last_5y,0.30646491495156347,0.15927605139317702,1.7639559012495658,-0.11518145272735414,2.6607140967130896,3.80547866745045
130+210+230,last_10y,0.2798224231033837,0.14494856989948307,1.778362445857414,-0.1426687825607843,1.9613430358120902,11.769655459293185
130+210+230,full_common,0.18143450864873456,0.14306401094253188,1.2391042939119639,-0.16627943416762514,1.0911422062323817,20.048649933643787
130+210+260,last_5y,0.31220651624704554,0.15636634212877878,1.8220167069913393,-0.10155386493321639,3.074294774033052,3.8898260664600315
130+210+260,last_10y,0.2771247810998301,0.14341067700721793,1.7811406497767353,-0.14098587705934884,1.9656208613233845,11.524078076012932
130+210+260,full_common,0.18219561372268922,0.1417180763556466,1.2541745842671173,-0.14831616545956472,1.228427212624783,19.886440876149543
130+210+300,last_5y,0.31449114666692957,0.15641153487777523,1.832671281397052,-0.10990228135070268,2.8615524882816166,3.923801616927565
130+210+300,last_10y,0.28065765586295033,0.14355747997682902,1.7987457667587916,-0.15548874641145338,1.8050030136603954,11.846639197230365
130+210+300,full_common,0.19208022503669198,0.14191410662757784,1.3116274405053536,-0.15548874641145316,1.2353320061402433,22.45171232273879
130+210+390,last_5y,0.31982903398050855,0.15508299842125237,1.8732804484583163,-0.09863581802477539,3.242524271458607,4.004109074961129
130+210+390,last_10y,0.2931900413229098,0.14310035749985522,1.8722758210640942,-0.1602565945324449,1.8295037541406869,13.057475750496097
130+210+390,full_common,0.1988927719247351,0.14173433184602063,1.3535536426688966,-0.16025659453244512,1.2410894697033374,23.28282893763048
130+210+400,last_5y,0.312576088842619,0.1549780656937474,1.838769966301485,-0.08604543551611576,3.632686463468193,3.895306095882472
130+210+400,last_10y,0.29079451321471095,0.14298221181238457,1.8607220068580617,-0.14576480603869424,1.9949569523490986,12.817765773839968
130+210+400,full_common,0.2018951552524313,0.1410583190673809,1.3770442186646557,-0.14576480603869468,1.3850747703724606,24.132639772154103
130+230+260,last_5y,0.3197916869751176,0.15627945849613487,1.859979812682522,-0.10959432259070168,2.917958516605218,4.003542666176412
130+230+260,last_10y,0.27044795782166964,0.14364476527261683,1.7418943895653898,-0.1518213146263413,1.7813569753844456,10.935968449172229
130+230+260,full_common,0.18446451150259913,0.14178181352267377,1.2672311646224175,-0.1518213146263414,1.2150106324437928,20.579412912462487
130+230+300,last_5y,0.3217066836225182,0.15646240404365647,1.8673255745762751,-0.11319207759134775,2.842130743318992,4.032668457374224
130+230+300,last_10y,0.2734603086186571,0.14389234685969918,1.7556657526447306,-0.16778587746811602,1.6298171976400229,11.197873256979022
130+230+300,full_common,0.19415185714524386,0.1420640557616529,1.3226677003225396,-0.16778587746811613,1.1571406370726165,23.152769042503117
130+230+390,last_5y,0.3273522431165723,0.15516620783759738,1.9091882080484177,-0.09934240231408731,3.2951915344426084,4.119521378018318
130+230+390,last_10y,0.28605338708167216,0.14343804877542465,1.8295505271359604,-0.1708234166474626,1.6745560573350187,12.35498260647058
130+230+390,full_common,0.20135195430767006,0.14183813551178373,1.3671679104901904,-0.17082341664746226,1.1787140092345256,24.1255952026404
130+230+400,last_5y,0.3194269733254076,0.15523070230708125,1.8697587543927567,-0.08865069990736141,3.6032087017835592,3.9980147474110113
130+230+400,last_10y,0.2834423752980846,0.14331230686782345,1.81683463566583,-0.1561739706741544,1.8149143168644053,12.106593115591034
130+230+400,full_common,0.2050002743395638,0.14115398023193093,1.394549137350365,-0.15617397067415406,1.3126404704615109,25.235002253476367
130+260+300,last_5y,0.32598898687023414,0.15413853699076632,1.9141891064621819,-0.10569261080736403,3.0843119909714747,4.098412911363862
130+260+300,last_10y,0.2700213913676228,0.14284762748684832,1.748460301316344,-0.16549344705908242,1.631613795990503,10.899330250533758
130+260+300,full_common,0.1934344856304293,0.1416849553677315,1.3215689506779993,-0.16549344705908242,1.1688347125996579,22.907699637660862
130+260+390,last_5y,0.33016660464239544,0.15231164561111024,1.9560616773237467,-0.09287057957190581,3.5551259200095897,4.163373674697179
130+260+390,last_10y,0.28197231230975817,0.14206398223304084,1.8234344401871785,-0.16967329437803258,1.6618544087528768,11.968729891868971
130+260+390,full_common,0.19984278361755936,0.14111721085659953,1.3645033131015363,-0.16967329437803214,1.1778092972740282,23.605056302198495
130+260+400,last_5y,0.3232395052777193,0.15189238032121366,1.9265484947328773,-0.0840151391674474,3.8473959393613906,4.056103554797835
130+260+400,last_10y,0.27967448925819194,0.14173484846170628,1.8146633536124737,-0.1549045130389347,1.805463790379669,11.75606736650382
130+260+400,full_common,0.20343063481103218,0.14022194883191844,1.3935616476682477,-0.1549045130389346,1.3132647385160479,24.67195939084058
130+300+390,last_5y,0.32885547275755767,0.15370753373483897,1.933219816790359,-0.10164603670402317,3.2353004939595595,4.1428979035773
130+300+390,last_10y,0.2831264702142493,0.14327886437303347,1.8154690553768846,-0.18389590265569877,1.5396018406366352,12.076847414673608
130+300+390,full_common,0.20070176566471698,0.1421056606896565,1.3610324232746664,-0.18389590265569844,1.091387914392435,23.90002151410392
130+300+400,last_5y,0.3216946280530195,0.15359929885325843,1.8991772155910969,-0.09211123422811107,3.492458121409503,4.0324845717448445
130+300+400,last_10y,0.2808177411676993,0.14311048421476186,1.8048367308779525,-0.16967367007835588,1.6550460718979954,11.861445967588528
130+300+400,full_common,0.20425050052666038,0.1413457349432462,1.3884196600941792,-0.169673670078356,1.2037843021391397,24.964558504748567
130+390+400,last_5y,0.31971839445212136,0.15398675517221194,1.8850741131715287,-0.08640407324382238,3.7002699346119106,4.002431290044018
130+390+400,last_10y,0.28812476332567205,0.14436262761066057,1.8299855569687205,-0.1756754732628264,1.6400966963362686,12.555287798377508
130+390+400,full_common,0.210160790445014,0.14184563391541963,1.418655012232865,-0.1756754732628263,1.1963012624454104,27.172661697727232
160+200+210,last_5y,0.2876499838792006,0.15908238173441708,1.6743245065208754,-0.10903504132790487,2.6381425675269,3.5392723333225216
160+200+210,last_10y,0.28708274155588076,0.14564344904319412,1.8094789986508084,-0.1327731969482664,2.1622040302888794,12.454160368794717
160+200+210,full_common,0.17469415283803746,0.14381094735552513,1.1933555492189485,-0.19811378146362357,0.8817869789140022,18.31312945813291
160+200+230,last_5y,0.2981397004404147,0.15822802380209663,1.7339917759254009,-0.11549940823700278,2.5813093330195875,3.6857815818885205
160+200+230,last_10y,0.2827679249046844,0.14528574573450204,1.7904146932635319,-0.14357354412116607,1.969498814252631,12.043166398958459
160+200+230,full_common,0.1801051655726651,0.1432831068943898,1.2295475303113674,-0.2075680593843252,0.8676921011203806,19.64684873649159
160+200+260,last_5y,0.30408290612928823,0.15643635380790344,1.7813740512307463,-0.10338557764898215,2.941250733847227,3.7709180037689416
160+200+260,last_10y,0.28087073618697156,0.14410278118857744,1.793629484432778,-0.13670728419562272,2.0545411156369444,11.866351303994527
160+200+260,full_common,0.1805664541728913,0.1422623046271009,1.240199238969378,-0.17745344784252048,1.017542664671883,19.40251096380119
160+200+300,last_5y,0.308841922458736,0.15531867359498067,1.8166688140138638,-0.10950635948171283,2.820310381246045,3.840218898178285
160+200+300,last_10y,0.2846116844079134,0.14391543755150532,1.8161246578141554,-0.16062483565685015,1.7719033500892836,12.217270120247017
160+200+300,full_common,0.19128493242390943,0.1420459280387513,1.3058481752506474,-0.1606248356568506,1.1908801751714115,22.1879383756807
160+200+390,last_5y,0.3115031115693754,0.15372896202635158,1.8471141612330173,-0.10158242928685035,3.066505829366879,3.8794130089288665
160+200+390,last_10y,0.29626993300281823,0.14307661117374526,1.8892373089061845,-0.1531039987953352,1.9350894511831982,13.371592054890279
160+200+390,full_common,0.19826086460370873,0.14159761535121626,1.3509979695142456,-0.15310399879533487,1.2949424323576177,23.070797515866573
160+200+400,last_5y,0.30269358305393856,0.1540798900583455,1.799357253993807,-0.100291621571855,3.018134299853458,3.7508764919394393
160+200+400,last_10y,0.2929777242978404,0.14322115207576191,1.8696852361786465,-0.14062992458713297,2.083324194036058,13.036068359573498
160+200+400,full_common,0.20081067935133823,0.14104339778230354,1.3707607267898338,-0.1406299245871322,1.4279370478288136,23.758444649644062
160+210+230,last_5y,0.30104029630246454,0.15850893451257575,1.7453245953498209,-0.12000001363394419,2.508668850828445,3.7271383314683235
160+210+230,last_10y,0.2839554983641075,0.14482056060442206,1.8020954148391783,-0.15527899675564183,1.8286793725938366,12.155049457931689
160+210+230,full_common,0.175838365039392,0.1432132418847888,1.204730103940375,-0.21392128196261972,0.8219769600582223,18.40794730752529
160+210+260,last_5y,0.308138507648956,0.1571028705292171,1.794419549471013,-0.10650894944393907,2.893076208691219,3.8299120919480742
160+210+260,last_10y,0.28225362292497547,0.1439423229271241,1.8030328832654663,-0.1487887117666279,1.8970096559992038,11.99500150515477
160+210+260,full_common,0.17663404508809255,0.14234376519876016,1.2161105199528548,-0.1796826559760656,0.9830333602794745,18.279815378127907
160+210+300,last_5y,0.31159592563814376,0.15646395524800136,1.8179767601796508,-0.1157561280968038,2.691830927323038,3.880785730668355
160+210+300,last_10y,0.28639795394068357,0.14375020548414869,1.8277213280336353,-0.17260190057698077,1.6592978002171508,12.388102013976887
160+210+300,full_common,0.1873514703153265,0.14212285187971754,1.2818856496899644,-0.17260190057698077,1.0854542718767306,20.92576700433806
160+210+390,last_5y,0.31564427910387205,0.15502550958530686,1.853368040414024,-0.10440851139550478,3.023166166101108,3.9410401755329567
160+210+390,last_10y,0.298530895202485,0.14308029346482762,1.9014012286889037,-0.16647826808271604,1.7932124032799137,13.606497039329614
160+210+390,full_common,0.19419123818790052,0.14176767323569214,1.325491175420995,-0.16647826808271649,1.1664659923745395,21.74825308391658
160+210+400,last_5y,0.30740095812593315,0.15521238773356505,1.8106851040663594,-0.09999266504623938,3.074235074980574,3.8191289041217384
160+210+400,last_10y,0.2955566996175487,0.14313161642047934,1.884721966826576,-0.15222885022942823,1.9415288177773609,13.298250902465561
160+210+400,full_common,0.19685508276477415,0.1411723118353171,1.3462108732394502,-0.15222885022942845,1.2931522669197608,22.439397452161177
160+230+260,last_5y,0.31644915264511475,0.1563918224129748,1.842475509722583,-0.11313805443901259,2.7970178046123078,3.9531083579746014
160+230+260,last_10y,0.2758928827482625,0.14398305332824796,1.7679146424134118,-0.16041011323971555,1.7199219997804656,11.413474938367342
160+230+260,full_common,0.17918570360109265,0.14225382122249816,1.2320373237835431,-0.17709334432109125,1.0118150080005701,19.001094333360495
160+230+300,last_5y,0.3185059176677849,0.15574022628061188,1.8596131435400955,-0.11807298538374889,2.697534212695725,3.9840816003040485
160+230+300,last_10y,0.2791886430039525,0.1437457012283542,1.7886007991246053,-0.18398485435423062,1.5174544882179468,11.711540437086837
160+230+300,full_common,0.18937515473920685,0.14203898730496883,1.2945905204437749,-0.1839848543542305,1.0292975223634346,21.566415150567554
160+230+390,last_5y,0.32348486467100956,0.1542787091037564,1.9002848200225286,-0.10702785164227335,3.0224363070672067,4.059864914286566
160+230+390,last_10y,0.2915786861435148,0.14306322547053818,1.8640046254743676,-0.17602717017831448,1.6564413655468488,12.895794834408658
160+230+390,full_common,0.19673175378721108,0.14161758740346495,1.34179984056086,-0.17602717017831482,1.1176215216544276,22.565221072311402
