date,1.H20955,0.399606,1.H00016,1.H00852,1.H00905,1.950175,1.000852,1.000016,1.000300,1.000905,0.399006,1.000001
2011-11-18,4740.58,875.85,1941.18,4430.21,4143.95,105.69,4333.89,1720.76,2606.5,3963.26,869.19,2416.56
2011-11-21,4755.56,869.75,1941.89,4443.6,4147.48,105.73,4347.0,1721.39,2609.69,3966.64,863.13,2415.13
2011-11-22,4763.44,875.09,1942.84,4438.18,4138.38,105.73,4341.69,1722.23,2609.48,3957.93,868.43,2412.62
2011-11-23,4745.24,871.44,1918.96,4414.08,4122.45,105.71,4318.12,1701.07,2584.01,3942.7,864.81,2395.06
2011-11-24,4755.27,874.8,1923.05,4407.09,4114.69,105.82,4311.28,1704.69,2588.92,3935.27,868.14,2397.55
2011-11-25,4722.43,870.11,1908.36,4376.09,4089.68,105.87,4280.95,1691.67,2569.97,3911.36,863.5,2380.22
2011-11-28,4735.46,873.48,1910.62,4378.29,4093.8,105.79,4283.1,1693.67,2573.32,3915.3,866.84,2383.03
2011-11-29,4780.51,887.06,1935.92,4455.44,4162.1,105.88,4358.57,1716.1,2608.57,3980.62,880.31,2412.39
2011-11-30,4631.35,844.53,1875.74,4256.66,3994.1,105.71,4164.12,1662.75,2521.52,3819.94,838.11,2333.41
2011-12-01,4715.75,859.41,1932.48,4348.63,4074.69,106.05,4254.09,1713.05,2583.61,3897.02,852.87,2386.86
2011-12-02,4657.8,835.53,1922.79,4257.37,3991.07,107.07,4164.81,1704.46,2557.31,3817.04,829.18,2360.66
2011-12-05,4603.5,798.57,1911.55,4110.58,3860.56,107.74,4021.21,1694.5,2521.39,3692.23,792.5,2333.23
2011-12-06,4599.49,804.21,1905.36,4112.14,3860.12,107.09,4022.73,1689.01,2516.34,3691.8,798.1,2325.91
2011-12-07,4615.09,808.78,1920.53,4124.7,3870.89,107.12,4035.03,1702.45,2528.23,3702.1,802.63,2332.73
2011-12-08,4621.16,815.64,1919.66,4123.7,3868.78,107.12,4034.05,1701.68,2525.0,3700.09,809.43,2329.82
2011-12-09,4611.08,804.96,1908.8,4080.15,3830.88,107.21,3991.45,1692.06,2503.46,3663.84,798.84,2315.27
2011-12-12,4578.91,796.85,1893.73,4026.82,3780.95,107.15,3939.27,1678.7,2477.69,3616.09,790.79,2291.54
2011-12-13,4506.5,774.82,1856.63,3873.24,3649.53,107.16,3789.03,1645.82,2421.93,3490.4,768.92,2248.59
2011-12-14,4480.74,761.55,1846.7,3787.83,3579.56,107.15,3705.48,1637.01,2397.48,3423.47,755.76,2228.52
2011-12-15,4414.34,752.28,1803.84,3678.92,3481.38,107.15,3598.94,1599.01,2340.79,3329.57,746.56,2180.9
2011-12-16,4489.13,784.74,1837.66,3787.93,3583.47,107.22,3705.58,1629.0,2390.13,3427.21,778.78,2224.84
2011-12-19,4476.92,799.52,1833.44,3798.28,3591.45,107.24,3715.7,1625.26,2384.41,3434.84,793.44,2218.24
2011-12-20,4464.04,787.41,1832.67,3783.88,3580.58,107.27,3701.62,1624.45,2377.07,3424.45,781.42,2215.93
2011-12-21,4420.41,767.17,1809.89,3682.66,3494.79,107.28,3602.6,1604.25,2339.11,3342.4,761.34,2191.15
2011-12-22,4397.88,763.7,1814.39,3613.8,3449.12,107.18,3535.24,1608.24,2341.33,3298.72,757.9,2186.3
2011-12-23,4434.71,767.28,1825.34,3641.15,3479.1,107.29,3561.98,1617.94,2359.16,3327.39,761.44,2204.78
2011-12-26,4428.24,758.82,1806.75,3614.88,3458.89,107.32,3536.29,1601.47,2335.7,3308.07,753.05,2190.11
2011-12-27,4375.45,732.75,1794.94,3499.06,3371.14,107.31,3422.98,1591.0,2305.03,3224.15,727.17,2166.21
2011-12-28,4357.39,723.05,1799.27,3468.78,3353.63,107.83,3393.37,1594.84,2307.93,3207.4,717.55,2170.01
2011-12-29,4353.01,722.04,1801.25,3470.29,3353.4,107.85,3394.85,1596.59,2311.36,3207.18,716.55,2173.56
2011-12-30,4397.51,735.09,1824.97,3533.1,3415.71,107.98,3456.29,1617.61,2345.74,3266.77,729.5,2199.42
2012-01-04,4339.8,712.53,1799.59,3437.57,3337.77,107.57,3362.83,1595.12,2298.75,3192.23,707.11,2169.39
2012-01-05,4294.72,672.02,1801.25,3276.64,3214.54,107.55,3205.4,1596.59,2276.39,3074.37,666.91,2148.45
2012-01-06,4326.14,674.14,1814.53,3296.16,3228.31,107.92,3224.5,1608.36,2290.6,3087.55,669.02,2163.4
2012-01-09,4443.77,697.73,1871.72,3440.7,3359.39,108.0,3365.9,1659.05,2368.57,3212.9,692.42,2225.89
2012-01-10,4554.72,721.94,1923.27,3581.1,3497.91,107.43,3503.24,1704.74,2447.35,3345.39,716.45,2285.74
2012-01-11,4526.59,723.44,1911.44,3597.73,3499.33,107.88,3519.51,1694.26,2435.61,3346.74,717.94,2276.05
2012-01-12,4525.01,715.33,1919.55,3597.08,3498.35,108.12,3518.88,1701.45,2435.22,3345.81,709.89,2275.01
2012-01-13,4445.33,671.18,1902.02,3449.14,3381.13,108.11,3374.16,1685.91,2394.33,3233.7,666.08,2244.58
2012-01-16,4389.66,638.77,1875.04,3328.25,3273.29,108.16,3255.89,1661.99,2345.65,3130.56,633.91,2206.19
2012-01-17,4564.13,667.77,1959.21,3513.72,3455.56,108.16,3437.33,1736.61,2460.6,3304.88,662.69,2298.38
2012-01-18,4492.78,629.7,1934.5,3424.82,3385.47,108.22,3350.37,1714.7,2422.19,3237.85,624.91,2266.38
2012-01-19,4554.56,637.65,1974.91,3449.28,3419.89,108.23,3374.29,1750.52,2468.35,3270.77,632.8,2296.07
2012-01-20,4606.11,651.34,2002.63,3491.67,3466.77,108.24,3415.75,1775.09,2504.09,3315.6,646.38,2319.12
2012-01-30,4532.37,656.24,1966.22,3480.58,3442.52,108.29,3404.91,1742.82,2460.72,3292.41,651.25,2285.04
2012-01-31,4538.61,653.65,1968.35,3482.39,3444.7,108.26,3406.68,1744.71,2464.26,3294.49,648.68,2292.61
2012-02-01,4496.81,655.76,1933.35,3463.23,3415.15,108.04,3387.94,1713.68,2428.99,3266.23,650.78,2268.08
2012-02-02,4574.65,670.5,1987.8,3533.88,3479.89,107.99,3457.05,1761.94,2486.24,3328.15,665.4,2312.56
2012-02-03,4613.34,685.26,1999.36,3597.07,3537.29,107.92,3518.87,1772.19,2506.09,3383.05,680.05,2330.41
2012-02-06,4612.03,691.77,1991.04,3636.13,3567.98,107.45,3557.08,1764.82,2504.32,3412.41,686.51,2331.14
2012-02-07,4531.85,678.84,1954.04,3574.1,3509.88,107.46,3496.4,1732.02,2457.95,3356.84,673.68,2291.9
2012-02-08,4630.68,697.61,2010.49,3673.14,3602.61,107.4,3593.28,1782.06,2528.24,3445.52,692.3,2347.53
2012-02-09,4640.77,703.14,2006.02,3708.45,3628.04,107.12,3627.82,1778.1,2529.23,3469.85,697.79,2349.59
2012-02-10,4650.69,704.21,2006.27,3729.5,3647.27,107.13,3648.42,1778.32,2533.62,3488.23,698.85,2351.98
2012-02-13,4648.37,720.44,1995.24,3782.33,3680.35,107.29,3700.1,1768.54,2531.98,3519.88,714.96,2351.85
2012-02-14,4634.33,717.76,1984.46,3785.66,3685.32,107.31,3703.36,1758.98,2522.11,3524.63,712.3,2344.77
2012-02-15,4691.48,730.31,2000.46,3853.86,3741.29,107.32,3769.99,1773.17,2549.61,3578.15,724.75,2366.7
2012-02-16,4683.79,727.36,1987.72,3859.8,3740.3,107.54,3775.8,1761.88,2536.07,3577.2,721.83,2356.86
2012-02-17,4677.14,723.3,1991.98,3846.8,3728.02,107.33,3763.09,1765.65,2537.09,3565.31,717.8,2357.18
2012-02-20,4677.24,726.63,1996.22,3855.7,3737.59,107.41,3771.66,1769.41,2540.71,3574.46,721.1,2363.6
2012-02-21,4699.63,742.53,2008.1,3905.38,3783.43,107.6,3820.26,1779.94,2562.45,3618.3,736.88,2381.43
2012-02-22,4760.21,765.38,2025.39,3982.56,3857.36,107.62,3895.77,1795.26,2597.48,3689.0,759.56,2403.59
2012-02-23,4777.97,762.7,2030.33,3986.94,3869.79,107.63,3900.04,1799.64,2606.26,3700.89,756.9,2409.55
2012-02-24,4852.58,768.13,2060.87,4029.57,3928.28,107.64,3941.75,1826.72,2648.02,3756.83,762.29,2439.63
2012-02-27,4888.74,766.2,2062.78,4030.23,3936.12,106.91,3942.39,1828.41,2656.57,3764.33,760.37,2447.06
2012-02-28,4912.33,753.5,2074.8,3994.77,3916.52,106.93,3907.7,1839.06,2662.46,3745.58,747.77,2451.86
2012-02-29,4839.58,740.97,2056.42,3944.51,3864.83,106.94,3858.54,1822.77,2634.14,3696.14,735.34,2428.49
2012-03-01,4849.14,748.84,2051.36,3973.87,3885.25,106.92,3887.17,1818.28,2633.34,3715.67,743.15,2426.11
2012-03-02,4926.05,763.48,2080.2,4049.94,3967.58,106.93,3961.58,1843.85,2679.93,3794.42,757.67,2460.69
2012-03-05,4892.01,765.39,2062.25,4070.65,3971.72,107.03,3981.73,1827.94,2662.7,3798.38,759.37,2445.0
2012-03-06,4824.92,756.79,2024.26,4042.49,3932.21,107.04,3954.19,1794.26,2621.05,3760.59,750.84,2410.45
2012-03-07,4803.11,755.2,2004.07,4027.27,3903.06,107.05,3939.31,1776.36,2603.0,3732.71,749.27,2394.79
2012-03-08,4845.86,767.74,2028.59,4082.74,3964.88,107.05,3993.56,1798.1,2635.79,3791.83,761.7,2420.28
2012-03-09,4883.94,783.86,2043.69,4144.43,4023.73,107.12,4053.9,1811.49,2664.3,3848.11,777.69,2439.46
2012-03-12,4871.05,792.28,2027.28,4169.76,4047.79,107.15,4078.68,1796.94,2654.4,3871.12,786.05,2434.86
2012-03-13,4913.17,798.66,2045.63,4206.45,4088.51,107.16,4114.57,1813.2,2681.07,3910.06,792.38,2455.79
2012-03-14,4763.46,762.45,2004.12,4007.15,3904.74,107.16,3919.62,1776.41,2605.11,3734.32,756.46,2391.23
2012-03-15,4723.53,752.36,1986.14,3955.46,3857.58,107.1,3869.06,1760.48,2585.55,3689.01,746.44,2373.77
2012-03-16,4802.22,771.63,2008.26,4060.2,3959.64,106.96,3971.51,1780.08,2623.52,3786.62,765.56,2404.74
2012-03-19,4818.52,785.73,2007.02,4131.19,4004.69,107.04,4040.96,1778.98,2630.01,3829.7,779.56,2410.18
2012-03-20,4748.47,761.57,1980.78,4037.68,3917.47,107.05,3949.49,1755.73,2584.45,3746.28,755.58,2376.84
2012-03-21,4752.98,757.75,1984.05,4054.23,3931.86,107.04,3965.64,1758.62,2587.79,3760.05,751.79,2378.2
2012-03-22,4754.81,756.8,1985.98,4045.17,3913.46,106.98,3956.74,1760.34,2583.75,3742.39,750.85,2375.77
2012-03-23,4690.26,743.74,1971.97,3960.05,3837.9,106.99,3873.49,1747.92,2552.94,3670.13,737.89,2349.54
2012-03-26,4684.81,743.05,1974.2,3947.11,3833.88,107.03,3860.82,1749.89,2555.44,3666.28,737.21,2350.6
2012-03-27,4682.16,741.56,1973.41,3939.56,3819.86,107.05,3852.9,1749.19,2547.14,3652.88,735.73,2347.18
2012-03-28,4557.29,704.02,1927.9,3745.45,3649.59,107.14,3663.07,1708.85,2474.9,3490.01,698.49,2284.88
2012-03-29,4500.61,689.38,1904.48,3661.34,3582.34,107.29,3580.75,1688.09,2443.12,3425.7,683.96,2252.16
2012-03-30,4530.08,683.95,1924.27,3640.65,3573.09,107.39,3560.49,1705.63,2454.9,3416.86,678.52,2262.79
2012-04-05,4612.2,703.34,1957.72,3759.32,3693.03,107.43,3676.55,1735.28,2512.83,3531.55,697.75,2302.24
2012-04-06,4613.07,707.52,1960.24,3796.89,3716.54,107.44,3713.28,1737.51,2519.83,3554.03,701.9,2306.55
2012-04-09,4573.01,695.66,1942.09,3749.2,3673.54,107.27,3666.37,1721.43,2495.15,3512.91,689.72,2285.78
2012-04-10,4614.71,703.18,1958.8,3794.3,3716.67,106.79,3710.36,1736.24,2519.79,3554.04,697.17,2305.86
2012-04-11,4623.77,704.72,1956.94,3824.69,3729.82,106.8,3739.42,1734.59,2520.04,3566.48,698.49,2308.93
2012-04-12,4703.55,719.49,1997.96,3905.33,3807.15,106.8,3818.15,1770.95,2570.44,3640.41,713.12,2350.86
2012-04-13,4718.83,725.49,2004.86,3938.81,3843.47,106.74,3850.73,1777.07,2580.45,3675.03,718.96,2359.16
2012-04-16,4729.39,722.73,1997.65,3957.16,3854.47,106.76,3868.56,1770.68,2574.04,3685.48,716.23,2357.03
2012-04-17,4677.84,715.79,1973.65,3902.65,3798.07,106.44,3815.25,1749.4,2541.88,3631.56,709.14,2334.99
2012-04-18,4765.86,730.31,2019.03,3994.2,3884.5,106.45,3904.49,1789.63,2599.91,3714.02,723.46,2380.85
2012-04-19,4754.09,731.99,2021.01,3991.16,3875.26,106.37,3901.32,1791.38,2596.06,3704.71,725.12,2378.63
2012-04-20,4813.36,735.62,2048.65,4022.89,3908.63,106.38,3932.12,1815.88,2626.84,3736.37,728.72,2406.86
2012-04-23,4796.58,697.13,2030.63,3956.65,3862.51,106.41,3867.25,1799.91,2606.04,3691.57,690.43,2388.59
2012-04-24,4798.95,688.2,2040.73,3921.24,3836.81,106.57,3832.42,1808.86,2604.87,3666.4,681.53,2388.83
2012-04-25,4851.1,689.2,2052.41,3985.34,3891.86,106.58,3894.92,1819.22,2625.99,3718.91,682.52,2406.81
2012-04-26,4823.61,685.67,2055.79,3960.97,3872.54,106.59,3870.69,1822.21,2631.49,3700.03,678.44,2404.7
2012-04-27,4800.82,692.71,2056.16,3927.55,3835.57,106.6,3837.88,1822.54,2626.16,3664.64,685.13,2396.32
2012-05-02,4874.08,701.28,2101.53,3965.02,3891.76,106.92,3874.24,1862.76,2683.49,3718.26,693.61,2438.44
2012-05-03,4865.47,707.09,2103.27,3984.31,3908.09,106.93,3892.93,1864.3,2691.52,3733.82,699.31,2440.08
2012-05-04,4889.46,721.41,2117.44,4016.86,3933.88,106.99,3924.26,1876.66,2715.88,3758.0,713.19,2452.01
2012-05-07,4898.21,741.74,2108.57,4047.93,3961.97,106.81,3954.18,1866.62,2717.78,3784.56,733.05,2451.95
2012-05-08,4880.86,740.52,2103.8,4052.41,3961.22,106.84,3958.42,1862.4,2709.12,3783.47,731.72,2448.88
2012-05-09,4797.99,728.0,2067.35,3990.32,3892.17,106.88,3897.47,1830.13,2657.51,3717.47,719.35,2408.59
2012-05-10,4801.19,736.2,2067.03,4006.19,3906.99,107.01,3912.47,1829.61,2657.21,3731.13,727.29,2410.23
2012-05-11,4775.17,730.37,2051.36,3980.38,3891.09,107.36,3886.52,1815.73,2636.92,3715.39,721.08,2394.98
2012-05-14,4760.29,729.14,2034.15,3974.68,3885.6,107.63,3880.78,1800.5,2615.53,3710.1,719.87,2380.73
2012-05-15,4760.49,729.41,2034.95,3959.81,3881.81,107.99,3865.88,1801.06,2617.37,3705.88,720.12,2374.84
2012-05-16,4705.82,719.25,2004.65,3919.4,3834.96,108.46,3826.03,1774.24,2574.65,3660.31,709.96,2346.19
2012-05-17,4779.3,725.93,2035.07,3975.81,3891.77,108.11,3880.79,1801.11,2613.94,3714.19,716.17,2378.89
2012-05-18,4738.8,715.97,2006.97,3904.34,3831.12,108.42,3810.51,1775.57,2573.98,3655.86,706.22,2344.52
2012-05-21,4729.29,714.53,2017.56,3895.98,3829.45,108.25,3802.15,1784.94,2587.23,3653.55,704.8,2348.3
2012-05-22,4777.11,724.81,2046.34,3947.9,3890.1,108.3,3852.18,1810.41,2627.52,3711.06,714.66,2373.31
2012-05-23,4760.78,723.24,2036.23,3939.88,3888.45,108.31,3844.08,1801.47,2616.87,3708.92,713.02,2363.44
2012-05-24,4722.48,722.82,2022.63,3911.96,3856.57,108.62,3816.31,1789.43,2595.26,3678.09,712.58,2350.97
2012-05-25,4689.44,712.89,2007.87,3867.86,3812.52,109.06,3773.09,1776.38,2573.1,3635.52,702.72,2333.55
2012-05-28,4748.91,716.89,2036.55,3919.07,3867.25,108.85,3822.53,1800.91,2614.69,3687.46,706.47,2361.37
2012-05-29,4791.98,731.36,2063.14,3979.45,3928.69,108.63,3881.07,1824.43,2650.85,3745.68,720.45,2389.64
2012-05-30,4784.91,738.58,2056.31,3988.9,3935.73,108.7,3889.62,1818.39,2642.26,3752.22,727.19,2384.67
2012-05-31,4765.35,746.19,2044.3,3998.82,3938.04,108.92,3898.59,1804.59,2632.04,3753.59,734.45,2372.23
2012-06-01,4772.17,746.09,2048.76,3992.59,3928.51,108.93,3892.22,1808.53,2633.0,3744.44,734.26,2373.44
2012-06-04,4643.23,728.71,1994.87,3852.05,3800.05,108.96,3755.0,1760.96,2559.03,3621.81,717.1,2308.55
2012-06-05,4657.68,727.52,1997.98,3846.39,3796.36,108.96,3748.98,1763.7,2558.84,3617.61,715.93,2311.92
2012-06-06,4648.77,726.82,2003.5,3832.41,3778.54,108.78,3734.67,1768.58,2557.4,3600.16,715.24,2309.55
2012-06-07,4633.46,722.94,1996.35,3810.25,3758.74,108.8,3712.7,1757.77,2542.18,3581.14,711.43,2293.13
2012-06-08,4623.55,725.48,1975.48,3795.32,3741.32,109.12,3697.72,1738.59,2524.33,3564.16,713.92,2281.45
2012-06-11,4676.31,746.62,1998.92,3860.0,3811.64,108.88,3760.43,1756.03,2558.26,3630.31,734.5,2305.86
2012-06-12,4646.08,747.46,1987.95,3838.09,3789.51,108.88,3738.89,1745.45,2540.18,3608.39,735.29,2289.79
2012-06-13,4718.42,758.89,2017.52,3904.92,3860.2,108.89,3803.82,1771.42,2580.64,3674.88,746.51,2318.92
2012-06-14,4691.53,753.26,2003.76,3878.32,3837.45,108.83,3777.59,1756.3,2560.42,3652.71,740.97,2295.95
2012-06-15,4719.52,754.64,2019.41,3885.38,3834.1,108.85,3784.17,1769.49,2568.05,3648.99,742.27,2306.85
2012-06-18,4740.53,765.52,2027.8,3926.77,3872.15,108.73,3824.15,1776.24,2581.21,3684.73,752.98,2316.05
2012-06-19,4708.73,760.18,2014.93,3901.98,3844.85,108.81,3799.52,1764.88,2558.62,3657.96,747.49,2300.79
2012-06-20,4704.92,761.18,2015.88,3886.65,3822.13,108.68,3784.33,1763.63,2552.61,3636.09,748.39,2292.88
2012-06-21,4661.7,751.78,1983.54,3830.39,3775.05,108.91,3729.21,1735.34,2512.19,3590.84,739.05,2260.88
2012-06-25,4603.75,733.01,1949.33,3731.94,3672.74,109.11,3633.24,1704.57,2456.52,3493.12,720.6,2224.11
2012-06-26,4599.88,728.25,1953.78,3726.8,3669.75,108.99,3627.99,1700.5,2454.92,3489.97,715.92,2222.07
2012-06-27,4587.14,731.31,1947.49,3714.74,3655.81,109.36,3615.95,1695.03,2447.2,3476.4,718.93,2216.93
2012-06-28,4549.76,723.39,1931.81,3659.96,3604.95,109.49,3562.42,1681.38,2425.73,3427.82,711.14,2195.84
2012-06-29,4590.64,739.2,1963.38,3709.72,3650.74,109.44,3610.25,1708.86,2461.61,3470.97,726.68,2225.43
2012-07-02,4600.47,753.95,1961.39,3760.77,3692.35,109.39,3659.61,1706.17,2465.24,3509.5,741.19,2226.11
2012-07-03,4606.21,756.71,1966.45,3774.63,3699.7,109.54,3672.97,1710.41,2468.72,3515.78,743.9,2229.19
2012-07-04,4607.08,752.37,1969.7,3761.31,3681.1,109.55,3659.61,1712.94,2464.92,3497.75,739.62,2227.31
2012-07-05,4551.66,736.79,1951.53,3672.18,3597.61,109.58,3572.75,1695.36,2430.37,3418.2,724.31,2201.35
2012-07-06,4608.7,749.99,1971.15,3747.18,3669.98,109.88,3645.55,1711.58,2472.61,3486.55,737.29,2223.58
2012-07-09,4516.8,734.76,1921.54,3652.45,3578.4,110.01,3553.28,1668.02,2416.04,3398.81,722.28,2170.81
2012-07-10,4499.25,725.86,1917.76,3610.4,3543.9,110.23,3512.12,1664.42,2406.71,3365.67,713.53,2164.44
2012-07-11,4523.03,731.77,1927.67,3643.48,3584.57,110.13,3544.09,1672.25,2425.57,3404.1,719.3,2175.38
2012-07-12,4535.08,747.06,1936.96,3697.63,3633.74,110.16,3596.42,1680.05,2449.18,3450.3,734.32,2185.49
2012-07-13,4531.7,738.38,1942.69,3671.35,3618.35,109.64,3570.77,1685.02,2450.63,3435.08,725.79,2185.9
2012-07-16,4438.6,703.38,1911.84,3512.49,3488.2,109.36,3416.2,1657.62,2399.73,3311.09,691.39,2147.96
2012-07-17,4464.42,709.09,1925.77,3542.77,3512.69,109.33,3445.55,1669.71,2414.2,3334.29,697.0,2161.19
2012-07-18,4484.26,714.32,1921.34,3574.59,3532.58,109.73,3476.42,1665.87,2414.33,3352.85,702.14,2169.1
2012-07-19,4512.46,721.47,1933.12,3625.6,3574.97,109.51,3525.84,1674.27,2424.32,3392.66,709.17,2184.84
2012-07-20,4483.54,718.52,1914.68,3609.89,3551.11,109.56,3510.48,1658.3,2398.46,3369.91,706.25,2168.64
2012-07-23,4431.4,716.81,1880.92,3575.54,3518.47,109.75,3477.06,1629.07,2365.43,3337.86,704.57,2141.4
2012-07-24,4443.35,718.67,1885.41,3606.37,3543.06,109.72,3507.03,1632.95,2375.99,3361.09,706.4,2146.59
2012-07-25,4414.27,720.6,1879.65,3581.29,3512.85,109.67,3482.59,1627.96,2360.08,3332.09,708.3,2136.15
2012-07-26,4397.77,719.0,1875.61,3542.57,3481.49,109.8,3444.94,1624.46,2347.49,3302.34,706.73,2126.0
2012-07-27,4399.41,715.8,1882.36,3517.62,3461.77,109.68,3420.61,1630.31,2349.11,3283.59,703.58,2128.76
2012-07-30,4380.15,700.43,1876.96,3429.83,3392.04,109.75,3335.24,1625.64,2335.79,3217.45,688.47,2109.91
2012-07-31,4376.72,688.72,1884.18,3364.87,3330.62,109.63,3272.06,1631.89,2332.92,3159.19,676.96,2103.63
2012-08-01,4417.41,701.47,1900.03,3427.58,3390.73,109.64,3333.01,1645.62,2358.65,3216.18,689.49,2123.36
2012-08-02,4397.32,702.98,1889.89,3408.27,3369.31,109.77,3314.23,1634.55,2334.88,3195.86,690.98,2111.18
2012-08-03,4435.86,724.29,1898.04,3490.28,3436.78,109.62,3393.94,1641.6,2353.74,3259.86,711.93,2132.8
2012-08-06,4474.11,743.11,1917.43,3583.03,3518.41,109.48,3484.0,1658.37,2385.61,3337.27,730.42,2154.92
2012-08-07,4481.7,748.8,1916.9,3624.94,3551.08,109.28,3524.75,1657.91,2388.87,3368.25,736.01,2157.62
2012-08-08,4477.42,742.75,1923.33,3615.68,3538.86,109.31,3515.61,1662.77,2389.79,3356.49,730.07,2160.99
2012-08-09,4504.84,756.11,1933.96,3667.4,3590.13,109.8,3565.9,1671.95,2411.7,3405.06,743.2,2174.1
2012-08-10,4502.79,755.98,1926.11,3663.92,3580.42,109.97,3562.51,1665.18,2399.75,3395.85,743.07,2168.81
2012-08-13,4438.03,740.28,1887.74,3588.69,3498.62,109.46,3489.25,1632.0,2351.93,3318.1,727.64,2136.08
2012-08-14,4445.5,749.14,1889.06,3627.17,3531.81,109.3,3526.63,1633.14,2357.02,3349.59,736.35,2142.52
2012-08-15,4401.33,742.41,1862.77,3589.97,3491.02,109.14,3490.39,1610.41,2331.61,3310.84,729.73,2118.95
2012-08-16,4393.85,736.1,1856.83,3561.61,3465.7,109.16,3462.82,1605.28,2319.67,3286.83,723.53,2112.2
2012-08-17,4393.96,733.57,1858.76,3564.81,3465.88,109.52,3465.93,1606.0,2313.48,3286.78,721.05,2114.89
2012-08-20,4374.88,743.56,1847.41,3587.14,3468.69,109.27,3487.6,1596.2,2301.79,3289.44,730.87,2106.96
2012-08-21,4401.03,761.94,1850.11,3651.31,3517.52,109.25,3549.84,1598.5,2313.7,3335.75,748.94,2118.27
2012-08-22,4382.01,759.83,1841.82,3629.3,3486.27,108.91,3528.2,1591.33,2295.59,3306.11,746.85,2107.71
2012-08-23,4390.87,763.6,1847.88,3658.27,3509.34,109.31,3556.22,1596.57,2302.2,3327.99,750.56,2113.07
2012-08-24,4348.15,746.05,1838.09,3575.33,3443.85,109.56,3475.56,1588.11,2275.68,3265.75,733.31,2092.1
2012-08-27,4278.32,735.13,1802.27,3492.38,3357.99,109.53,3394.92,1557.17,2228.2,3184.33,722.57,2055.71
2012-08-28,4320.38,740.25,1817.64,3519.08,3375.74,109.42,3420.87,1570.44,2238.41,3200.99,727.62,2073.15
2012-08-29,4290.03,739.57,1799.07,3506.01,3353.11,109.1,3408.17,1554.4,2214.81,3179.54,726.94,2053.24
2012-08-30,4287.05,716.26,1805.88,3436.86,3300.33,109.31,3340.95,1560.29,2211.37,3129.5,704.04,2052.58
2012-08-31,4280.03,718.9,1795.37,3451.11,3310.88,109.04,3354.8,1551.2,2204.87,3139.5,706.63,2047.52
2012-09-03,4294.35,736.44,1808.69,3515.75,3375.01,109.13,3417.64,1560.08,2228.37,3200.31,723.87,2059.15
2012-09-04,4247.37,735.27,1794.74,3488.38,3337.59,109.36,3390.99,1548.04,2204.41,3164.83,722.72,2043.65
2012-09-05,4241.55,743.33,1782.55,3517.82,3355.49,109.3,3419.6,1537.53,2199.88,3181.8,730.62,2037.68
2012-09-06,4267.37,752.62,1798.13,3557.52,3393.6,109.25,3458.19,1550.97,2217.82,3217.94,739.74,2051.92
2012-09-07,4403.85,772.68,1877.25,3672.52,3516.7,108.97,3569.98,1619.21,2317.18,3334.66,759.46,2127.76
2012-09-10,4410.08,775.58,1878.19,3712.51,3547.22,108.61,3608.76,1620.03,2326.67,3363.61,762.31,2134.89
2012-09-11,4383.82,774.99,1860.86,3705.64,3532.97,108.88,3602.09,1605.07,2311.89,3350.09,761.73,2120.55
2012-09-12,4388.65,775.78,1864.24,3732.85,3560.42,108.92,3628.53,1607.99,2320.07,3376.12,762.51,2126.55
2012-09-13,4359.26,762.94,1851.68,3670.13,3511.04,109.05,3567.51,1597.16,2298.46,3329.3,749.89,2110.38
2012-09-14,4380.34,757.42,1872.02,3670.87,3520.26,108.94,3568.22,1614.7,2315.54,3338.04,744.46,2123.85
2012-09-17,4285.05,736.75,1834.59,3562.14,3414.45,108.95,3462.53,1582.1,2258.71,3237.7,724.15,2078.5
2012-09-18,4254.56,736.21,1815.21,3554.05,3400.55,109.4,3454.67,1564.98,2235.24,3224.26,723.61,2059.54
2012-09-19,4266.45,740.93,1819.95,3586.83,3433.88,109.15,3486.53,1569.07,2246.24,3255.87,728.25,2067.83
2012-09-20,4180.58,718.99,1787.34,3461.26,3334.69,109.17,3364.47,1540.96,2195.95,3161.76,706.69,2024.84
2012-09-21,4184.59,703.17,1793.15,3425.12,3315.83,109.29,3329.3,1545.96,2199.06,3143.71,691.14,2026.69
2012-09-24,4181.32,702.35,1802.44,3448.5,3340.57,109.48,3351.99,1553.97,2215.52,3167.16,690.34,2033.19
2012-09-25,4175.24,694.21,1802.12,3419.56,3316.64,109.5,3323.86,1553.7,2210.15,3144.41,682.34,2029.29
2012-09-26,4123.62,673.0,1788.0,3324.05,3240.26,109.59,3231.02,1541.14,2184.89,3071.99,661.49,2004.17
2012-09-27,4216.79,688.74,1842.32,3396.45,3313.22,109.52,3301.32,1587.96,2251.72,3141.08,676.96,2056.32
2012-09-28,4275.4,701.64,1871.48,3456.05,3375.11,109.21,3359.22,1613.09,2293.11,3199.75,689.64,2086.17
2012-10-08,4247.14,702.79,1851.82,3455.3,3357.82,108.62,3358.49,1596.14,2270.05,3183.37,690.77,2074.42
2012-10-09,4332.59,725.11,1888.38,3551.22,3444.58,108.41,3451.72,1627.66,2320.16,3265.62,712.7,2115.23
2012-10-10,4349.72,734.41,1885.68,3595.1,3477.6,108.42,3494.37,1625.33,2324.12,3296.92,721.85,2119.94
2012-10-11,4318.09,724.19,1874.56,3539.73,3426.05,108.33,3440.52,1615.75,2302.53,3248.05,711.8,2102.87
