segment,label,start,end,strategy,annual_return,maxdd,total_return,vol,sharpe,days
post_gfc_rebound,???????,2008-12-15,2009-12-31,SPY,0.27807305387491654,-0.27131741673957943,0.29166675530638675,0.26735280738838646,1.0471333435103067,264
post_gfc_rebound,???????,2008-12-15,2009-12-31,QQQ,0.5242597068307202,-0.18285729477735901,0.5522178831437043,0.2577224229831861,1.757805283914892,264
post_gfc_rebound,???????,2008-12-15,2009-12-31,baseline_160,0.12492919508743672,-0.13470769323329757,0.1306541079905279,0.19062491291552902,0.710057059284578,264
post_gfc_rebound,???????,2008-12-15,2009-12-31,mix_130_260_390,0.09697790586303312,-0.08212885650252044,0.10136497052964222,0.1431367826387323,0.7152428490317714,264
qe_bull,QE??,2010-01-04,2014-12-31,SPY,0.15379870522146155,-0.18605471119384753,1.041396187819747,0.15877327571610492,0.9801305477896012,1258
qe_bull,QE??,2010-01-04,2014-12-31,QQQ,0.19096064740507224,-0.16099271872775356,1.3911340567273967,0.17361954678881308,1.0930440518222155,1258
qe_bull,QE??,2010-01-04,2014-12-31,baseline_160,0.08174199821158146,-0.1442066489354169,0.47986261188456236,0.1406380314871868,0.628862749113682,1258
qe_bull,QE??,2010-01-04,2014-12-31,mix_130_260_390,0.12214879789681277,-0.13095349469444872,0.776928129600758,0.144153966335587,0.8712887085604017,1258
sideways_2015_2016,??/????,2015-01-02,2016-12-30,SPY,0.0650311987436647,-0.13022903914910822,0.13380240845483016,0.1428492176794912,0.5110046807873586,504
sideways_2015_2016,??/????,2015-01-02,2016-12-30,QQQ,0.08290103855097075,-0.16104425758124796,0.17203557261437474,0.1702845621929597,0.5513244133345885,504
sideways_2015_2016,??/????,2015-01-02,2016-12-30,baseline_160,-0.01904904518088768,-0.15632582702580833,-0.0376085419715696,0.12694113780971966,-0.08761812254995419,504
sideways_2015_2016,??/????,2015-01-02,2016-12-30,mix_130_260_390,-0.013688725504171773,-0.1295896594930268,-0.0270982892127537,0.11975518878909827,-0.0548094100260033,504
late_cycle_2017_2019,????+2018??,2017-01-03,2019-12-31,SPY,0.15136638800258484,-0.19348917892283335,0.524095443911635,0.12819315599711903,1.163158123300117,754
late_cycle_2017_2019,????+2018??,2017-01-03,2019-12-31,QQQ,0.22650525057873794,-0.22796662057211647,0.8411868804091227,0.17247151986119416,1.2696784851259384,754
late_cycle_2017_2019,????+2018??,2017-01-03,2019-12-31,baseline_160,0.250669751608529,-0.17158138107065135,0.9517787303497671,0.1358279250128266,1.7138645901878606,754
late_cycle_2017_2019,????+2018??,2017-01-03,2019-12-31,mix_130_260_390,0.26155669682055205,-0.16967331236139493,1.0030155283516429,0.12038448081623797,1.9896149342623883,754
covid_2020,???????,2020-01-02,2020-12-31,SPY,0.1840004241076003,-0.3371729098957017,0.18331624006112968,0.3339793715115068,0.6701121617439719,253
covid_2020,???????,2020-01-02,2020-12-31,QQQ,0.4860744899051026,-0.2855938036462805,0.48406117088300116,0.35632484948924287,1.2835440881139615,253
covid_2020,???????,2020-01-02,2020-12-31,baseline_160,0.5612668196448722,-0.14015695912124648,0.5588882754992663,0.16164256047998563,2.8192379709548017,253
covid_2020,???????,2020-01-02,2020-12-31,mix_130_260_390,0.41433082381760555,-0.10289010582549396,0.4126539030012619,0.14940888440662417,2.379461872473294,253
inflation_bear_2021_2022,????/??,2021-01-04,2022-12-30,SPY,0.02651532082057373,-0.24496372484147877,0.053318540017575966,0.1946556788397028,0.23094385391814531,503
inflation_bear_2021_2022,????/??,2021-01-04,2022-12-30,QQQ,-0.07365627433601707,-0.35118745327001444,-0.14089810049164797,0.2615954628656789,-0.16009476624924465,503
inflation_bear_2021_2022,????/??,2021-01-04,2022-12-30,baseline_160,0.24023071046564515,-0.10727212410192677,0.533193555367641,0.14107596590943575,1.5887341258802739,503
inflation_bear_2021_2022,????/??,2021-01-04,2022-12-30,mix_130_260_390,0.21302264815331884,-0.0928701424097198,0.46715131119130393,0.13999139599745064,1.4422170882853278,503
ai_rebound_2023_now,AI/?????,2023-01-03,2026-04-23,SPY,0.22190448479923175,-0.18755225458981672,0.9381340131156797,0.15248895572838525,1.3953969663276222,829
ai_rebound_2023_now,AI/?????,2023-01-03,2026-04-23,QQQ,0.32097668645035626,-0.22768304800555939,1.5071332978821825,0.1983548793442752,1.5079338922165246,829
ai_rebound_2023_now,AI/?????,2023-01-03,2026-04-23,baseline_160,0.3427681929363575,-0.1051385097008728,1.6463056353003553,0.19754562237931297,1.5969906661439133,829
ai_rebound_2023_now,AI/?????,2023-01-03,2026-04-23,mix_130_260_390,0.39258933648820427,-0.08442997674777886,1.9845709510164813,0.1614615298786543,2.140669680239442,829
last_10y,??10?,2016-04-25,2026-04-23,SPY,0.14887137038957743,-0.3371729098957018,3.0022253204893152,0.17936198457895686,0.8651771442888091,2514
last_10y,??10?,2016-04-25,2026-04-23,QQQ,0.20507723073259854,-0.35118745327001366,5.450513538994355,0.22262301896847447,0.9511573297661673,2514
last_10y,??10?,2016-04-25,2026-04-23,baseline_160,0.2946364721543806,-0.17158138107065213,12.204159650587181,0.16213094599720804,1.6772716181411733,2514
last_10y,??10?,2016-04-25,2026-04-23,mix_130_260_390,0.2818965280103207,-0.1696733123613946,10.961661251923324,0.14206515785810817,1.823003263219584,2514
last_5y,??5?,2021-04-23,2026-04-23,SPY,0.13037379561350937,-0.24496372484148,0.8453297230868362,0.1708626130794227,0.8047701267242977,1256
last_5y,??5?,2021-04-23,2026-04-23,QQQ,0.1502606985593351,-0.35118745327001455,1.0134451069490718,0.22399929289918522,0.7387455951035301,1256
last_5y,??5?,2021-04-23,2026-04-23,baseline_160,0.28493922815876926,-0.12546188454483942,2.5021795989136675,0.178132938595985,1.5014063203698718,1256
last_5y,??5?,2021-04-23,2026-04-23,mix_130_260_390,0.3300094278775294,-0.09287014240972047,3.160914804358667,0.15231388269371407,1.9552560701863435,1256
