scope,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,signal_days,signal_days_pct,defense_days,defense_days_pct,switch_count,latest_streak,latest_below_ma,latest_triggered
microcap_v1_0_costed_direct_883418_volume_only_half,53,1,2023-07-05,2026-04-30,681,16.175646456888117,12.001798705728923,1.3641522802672783,-9.048089718735074,1.7877416073134913,52.62429974140295,-8.122666023816702,-0.16773252632481928,3.1535227224146816,347,50.95447870778267,347,50.95447870778267,152,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,2,2023-07-05,2026-04-30,681,19.60959580179591,12.783658779032967,1.526230677930145,-8.957069549016705,2.1892869866069784,65.69107652639583,-4.688716678908911,-0.005654128661952473,3.244542892133051,271,39.794419970631424,271,39.794419970631424,96,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,3,2023-07-05,2026-04-30,681,21.515330712609714,13.251110551556328,1.6015330265651242,-8.774755852981997,2.451957760773251,73.24410584850773,-2.7829817680951052,0.06964821997302661,3.426856588167759,223,32.74596182085169,223,32.74596182085169,64,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,4,2023-07-05,2026-04-30,681,24.239572621765326,13.568894507292912,1.7377964310678542,-8.865173073172016,2.7342469708932877,84.42159135492146,-0.05873985893949296,0.20591162447575662,3.3364393679777393,191,28.046989720998532,191,28.046989720998532,52,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,5,2023-07-05,2026-04-30,681,24.617084237511943,13.78623719747807,1.7355445564546548,-9.211044832121118,2.6725615482476295,86.00622668350606,0.31877175680712355,0.2036597498625572,2.9905676090286377,165,24.229074889867842,165,24.229074889867842,44,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,6,2023-07-05,2026-04-30,681,24.20031618784686,13.953377740693472,1.6913483245406205,-9.285640783702064,2.6062085268603843,84.25731132230261,-0.0979962928579603,0.15946351794852287,2.9159716574476917,143,20.998531571218795,143,20.998531571218795,38,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,7,2023-07-05,2026-04-30,681,23.68032995881011,14.224237373515756,1.6310442987597709,-10.536008357498805,2.247561804747059,82.09018105820662,-0.6179825218947101,0.09915949216767328,1.6656040836509511,124,18.208516886930983,124,18.208516886930983,34,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,8,2023-07-05,2026-04-30,681,24.10579308434031,14.334758742538293,1.644593556762861,-10.53600835749875,2.287943618342291,83.86213930224493,-0.19251939636451,0.11270875017076332,1.6656040836510062,107,15.712187958883995,107,15.712187958883995,32,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,9,2023-07-05,2026-04-30,681,23.784366774952836,14.47333695943332,1.6115205401996495,-10.446477223102601,2.27678348088035,82.52244830642017,-0.5139457057519827,0.07963573360755194,1.7551352180471547,91,13.362701908957417,91,13.362701908957417,26,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,10,2023-07-05,2026-04-30,681,23.593204097886968,14.673538414713136,1.5805484351513197,-10.44654452279361,2.2584696831003104,81.7286866866183,-0.7051083828178513,0.04866362855922213,1.7550679183561453,78,11.45374449339207,78,11.45374449339207,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,11,2023-07-05,2026-04-30,681,23.130169565596013,14.740278963787265,1.547464351374312,-10.581173141465506,2.1859740178481246,79.81527836636775,-1.168142915108806,0.01557954478221446,1.62043929968425,66,9.691629955947137,66,9.691629955947137,24,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,12,2023-07-05,2026-04-30,681,23.94496977007783,14.861033034395366,1.5824421832877449,-10.909208398572778,2.1949319231274824,83.19104428680266,-0.35334271062698974,0.050557376695647305,1.2924040425769778,54,7.929515418502203,54,7.929515418502203,22,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,13,2023-07-05,2026-04-30,681,23.915489549092506,14.99511747024497,1.5679868566093653,-12.2016124411497,1.9600269771262346,83.0681988400688,-0.3828229316123135,0.03610205001726774,5.5067062021407764e-14,43,6.31424375917768,43,6.31424375917768,18,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,14,2023-07-05,2026-04-30,681,25.07409675032406,15.042670870663114,1.628121550934733,-12.201612441149667,2.0549822305257153,87.93629806839871,0.7757842696192405,0.09623674434263552,8.881784197001252e-14,34,4.992657856093979,34,4.992657856093979,14,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,15,2023-07-05,2026-04-30,681,25.744811540756807,15.099468603197854,1.6595532884692434,-12.201612441149734,2.1099515875404187,90.79221397277708,1.4464990600519876,0.12766848187714586,2.1316282072803006e-14,27,3.9647577092511015,27,3.9647577092511015,8,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,16,2023-07-05,2026-04-30,681,26.38888312779264,15.143679562484191,1.6903857133101727,-12.20161244114979,2.1627373640221887,93.56090244482733,2.0905706470878194,0.15850090671807515,-3.375077994860476e-14,23,3.3773861967694567,23,3.3773861967694567,6,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,17,2023-07-05,2026-04-30,681,25.4689075665987,15.29193000430057,1.6256174220131252,-12.201612441149766,2.0873394962706047,89.6140437512383,1.1705950858938792,0.09373261542102762,-1.0658141036401503e-14,20,2.936857562408223,20,2.936857562408223,6,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,18,2023-07-05,2026-04-30,681,24.953566667991844,15.318211235245352,1.5950285178286379,-12.20161244114969,2.0451040211567815,87.42602243272253,0.6552541872870243,0.06314371123654028,6.572520305780927e-14,17,2.4963289280469896,17,2.4963289280469896,6,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,19,2023-07-05,2026-04-30,681,25.105862625605834,15.354277612835046,1.599926110819119,-12.201612441149711,2.057585646708199,88.07093105731032,0.8075501449010147,0.06804130422702137,4.440892098500626e-14,14,2.0558002936857562,14,2.0558002936857562,6,0,False,False
microcap_v1_0_costed_direct_883418_volume_only_half,53,20,2023-07-05,2026-04-30,681,25.04431491954511,15.404566103472883,1.5918709404412925,-12.201612441149724,2.052541419450727,87.81013054541292,0.7460024388402893,0.059986133849194934,3.197442310920451e-14,11,1.6152716593245229,11,1.6152716593245229,6,0,False,False
