version,candidate,segment,start,end,name,lbs,abs_threshold,rebalance_threshold,min_turnover,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,days,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate,avg_bil,avg_cash,avg_risky,max_risky,annual_turnover,total_trade_cost
V7.5,abs0_rb1,full_common,2008-12-15,2026-05-06,abs0_rb1,"(130, 260, 390)",0.0,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.2106235080756016,0.14376863099813247,1.401931023692871,-0.13817366847494839,1.5243389742799567,27.593122990182863,0.6428571428571429,0.12859495554730518,0.038866026520347506,0.9992026490042011,1.7434571623374606,15.612567650056105,0.270989567068831
V7.5,abs0_rb1,1Y,2025-05-06,2026-05-06,abs0_rb1,"(130, 260, 390)",0.0,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.5869437545783045,0.18891774461722954,2.5411239813590334,-0.10762115249408988,5.453795475852548,1.5869437545783045,0.8461538461538461,0.004719237334129056,0.0,1.2023517545903464,1.4929624752810156,15.468653823693634,0.015468653823693635
V7.5,abs0_rb1,3Y,2023-05-08,2026-05-06,abs0_rb1,"(130, 260, 390)",0.0,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.3839117107631054,0.1807080262355637,1.889486256654041,-0.12393611474496757,3.097658108398094,2.6368494675597827,0.7567567567567568,0.023612349982403125,0.02925531914893617,1.1310572103398104,1.4929624752810156,16.14586800352327,0.04818132039146626
V7.5,abs0_rb1,5Y,2021-05-06,2026-05-06,abs0_rb1,"(130, 260, 390)",0.0,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.2967791078391764,0.16532450173312102,1.655445835167186,-0.12393611474496757,2.3946136156509383,3.652065023942601,0.7049180327868853,0.11406531389131255,0.041401273885350316,0.9741632955475216,1.4929624752810156,15.021822032210697,0.07487066854149457
V7.5,abs0_rb1,10Y,2016-05-06,2026-05-06,abs0_rb1,"(130, 260, 390)",0.0,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.31388520963219024,0.1566529740457352,1.821940517503084,-0.13817366847494816,2.27167168026012,15.231807499022231,0.7024793388429752,0.10584522492436645,0.049323786793953855,1.0099787029060192,1.7434571623374606,16.080955498806926,0.1604266750952405
V7.5,abs0_rb1.03,full_common,2008-12-15,2026-05-06,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.21263371481397142,0.1435148025057364,1.415693264263722,-0.13751621555322402,1.546244666191196,28.39927812906914,0.6476190476190476,0.1293780900366041,0.038866026520347506,0.9994199369278931,1.7434389946747784,15.081310630533366,0.2617684630871148
V7.5,abs0_rb1.03,1Y,2025-05-06,2026-05-06,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.6042103371054273,0.18423907640394405,2.6597180369606854,-0.10160724113919128,5.946528321517188,1.6042103371054273,0.8461538461538461,0.00455817244845138,0.0,1.20287076165626,1.4937031096594207,14.08764962794774,0.01408764962794774
V7.5,abs0_rb1.03,3Y,2023-05-08,2026-05-06,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.39163529306212297,0.17776372091088458,1.9491547148839554,-0.1190579350129225,3.2894514172416565,2.681008070926829,0.7567567567567568,0.024066762283298144,0.02925531914893617,1.1359103074449188,1.4937031096594207,15.131724593257664,0.04515498767511811
V7.5,abs0_rb1.03,5Y,2021-05-06,2026-05-06,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.29611554877734814,0.16441076305624278,1.6605512394417477,-0.11905793501292306,2.48715508752278,3.6427604072315476,0.6885245901639344,0.11504472062289073,0.041401273885350316,0.9782378074722189,1.4937031096594207,14.349511117610385,0.07151978557031208
V7.5,abs0_rb1.03,10Y,2016-05-06,2026-05-06,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.31829881814030747,0.15635107941510512,1.846579121594503,-0.13751621555322402,2.31462752854127,15.75002162412809,0.7024793388429752,0.10653235069734078,0.049323786793953855,1.0123591443611533,1.7434389946747784,15.314796825605445,0.15278333023639717
V7.5,abs0_rb1.05,full_common,2008-12-15,2026-05-06,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.210553705823328,0.14334614856801234,1.40520393683148,-0.13755106619148738,1.5307311797220988,27.565521365661528,0.6428571428571429,0.12943476857379202,0.038866026520347506,1.0003099285595705,1.7433921931558767,14.727184982255945,0.25562185362058537
V7.5,abs0_rb1.05,1Y,2025-05-06,2026-05-06,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.5984627461994099,0.18054723848944895,2.6904525215154704,-0.11629520937317073,5.146065340310355,1.5984627461994099,0.8461538461538461,0.0056521400468519545,0.0,1.2205513086132243,1.4936817357441885,13.18427023316282,0.013184270233162822
V7.5,abs0_rb1.05,3Y,2023-05-08,2026-05-06,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.38037975316147943,0.17663371128519265,1.914455111912564,-0.11901243811130835,3.1961344477769877,2.6168181427642194,0.7567567567567568,0.02420236688299812,0.02925531914893617,1.1418823245172374,1.4936817357441885,14.747803951231099,0.04400931972748328
V7.5,abs0_rb1.05,5Y,2021-05-06,2026-05-06,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.2898246822649264,0.16385255169040638,1.6359254965060508,-0.11901243811130857,2.4352469948885727,3.5554859083011743,0.6885245901639344,0.11513087929983927,0.041401273885350316,0.9818954554105348,1.4936817357441885,14.083402708085963,0.0701934674656983
V7.5,abs0_rb1.05,10Y,2016-05-06,2026-05-06,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.3153268910685991,0.1560597288811568,1.8352577152590386,-0.1375510661914865,2.292435091921634,15.39936650315129,0.7024793388429752,0.10659524921286802,0.049323786793953855,1.0138611915566453,1.7433921931558767,14.931965594963106,0.1489641329592748
V7.5,abs0_rb1.08,full_common,2008-12-15,2026-05-06,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.20769556298987335,0.1429716771700934,1.3919908890040855,-0.1375621542956469,1.5098306947381517,26.457422194832677,0.6428571428571429,0.12941624414168687,0.038866026520347506,1.001406518559568,1.743395615704008,14.598396701895236,0.25338645704003876
V7.5,abs0_rb1.08,1Y,2025-05-06,2026-05-06,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.6035000455358108,0.18067310949406715,2.70614680353017,-0.11629520388811532,5.189380347244784,1.6035000455358108,0.8461538461538461,0.0056521408448210134,0.0,1.2211422001932992,1.493681582367407,12.890339291039844,0.012890339291039846
V7.5,abs0_rb1.08,3Y,2023-05-08,2026-05-06,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.3818216872417728,0.1758025712592664,1.9286483924686446,-0.1182335559340908,3.229385128656868,2.6249837342536924,0.7567567567567568,0.02430004280720991,0.02925531914893617,1.144831046350795,1.493681582367407,14.484573111444755,0.04322380547542244
V7.5,abs0_rb1.08,5Y,2021-05-06,2026-05-06,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.2890291848436486,0.1626766071542877,1.642838218543792,-0.11823355593409035,2.444561381582474,3.5445699321654986,0.6885245901639344,0.11516770241330608,0.041401273885350316,0.9837486142324431,1.493681582367407,13.850944895874743,0.06903486821118522
V7.5,abs0_rb1.08,10Y,2016-05-06,2026-05-06,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.3104496253261424,0.1554759429432587,1.817687176834041,-0.13756215429564755,2.2567953149303435,14.839100897173937,0.7024793388429752,0.10655616278043985,0.049323786793953855,1.0152114825655092,1.743395615704008,14.720956131858944,0.146859062363069
V7.5,abs0_rb1.1,full_common,2008-12-15,2026-05-06,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.20710433821464158,0.1430583458804775,1.3878191092229146,-0.1375657036532152,1.505493976439971,26.233507308378503,0.6428571428571429,0.12944804563752202,0.038866026520347506,1.000875171526533,1.743395595340922,14.296483884753028,0.248146113142499
V7.5,abs0_rb1.1,1Y,2025-05-06,2026-05-06,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.5937865760542962,0.18352759587414985,2.6337324939594255,-0.11635560943283252,5.103205414407336,1.5937865760542962,0.8461538461538461,0.005633670017804251,0.0,1.2207467379337584,1.5222994353242272,12.227796920021062,0.012227796920021062
V7.5,abs0_rb1.1,3Y,2023-05-08,2026-05-06,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.3780998383780807,0.17596072302311785,1.9117529100886148,-0.11927690394789281,3.169933372375737,2.6039416061932403,0.7567567567567568,0.02442170807266834,0.02925531914893617,1.1453591842359503,1.5222994353242272,14.00595603621349,0.04179555134616089
V7.5,abs0_rb1.1,5Y,2021-05-06,2026-05-06,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.2879046004830599,0.16171993479251626,1.6462204919755319,-0.11927690394789303,2.413749778488827,3.5291838813483563,0.6885245901639344,0.11523612584948638,0.041401273885350316,0.9832899335988639,1.5222994353242272,13.395746421030545,0.06676610120958082
V7.5,abs0_rb1.1,10Y,2016-05-06,2026-05-06,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.30825359787210793,0.15553078972933373,1.8063190607006145,-0.13756570365321652,2.2407736062556056,14.592879567925358,0.7024793388429752,0.10651938356439276,0.049323786793953855,1.0147708187116968,1.743395595340922,14.310569930251976,0.14276497144703756
V7.5,abs0.04_rb1,full_common,2008-12-15,2026-05-06,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.2067565174671464,0.14265224612412686,1.3893360949397042,-0.13915448610057435,1.485805619789451,26.10261259418435,0.6476190476190476,0.14253258039566047,0.038866026520347506,0.9734031237244859,1.7434571623374606,15.564905484805442,0.2701622880576945
V7.5,abs0.04_rb1,1Y,2025-05-06,2026-05-06,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.585740940632385,0.18882669637235763,2.538236021735595,-0.1076195289183588,5.442701213426921,1.585740940632385,0.8461538461538461,0.004720779366628795,0.0,1.2009020950159712,1.4927631855558,15.476833806211394,0.015476833806211395
V7.5,abs0.04_rb1,3Y,2023-05-08,2026-05-06,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.38078980781022764,0.17999465600691547,1.8837034012728855,-0.12392712051935184,3.072691483626987,2.6191385380907493,0.7567567567567568,0.026288555177988615,0.02925531914893617,1.1253999209763859,1.4927631855558,15.826529083260414,0.04722837250242791
V7.5,abs0.04_rb1,5Y,2021-05-06,2026-05-06,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.2856982338985059,0.16435145770767107,1.612008880698067,-0.12392712051935217,2.305372970026298,3.499152504312684,0.7213114754098361,0.12591144644096897,0.041401273885350316,0.9597144195123968,1.4927631855558,14.874202989634469,0.07413491648801943
V7.5,abs0.04_rb1,10Y,2016-05-06,2026-05-06,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.3081348408961808,0.15614146445914054,1.7992779670159675,-0.13915448610057446,2.2143363791626176,14.579669775451624,0.7107438016528925,0.1165092775168318,0.049323786793953855,0.995323240410267,1.7434571623374606,15.883390486874637,0.15845572890477316
V7.5,abs0.04_rb1.03,full_common,2008-12-15,2026-05-06,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.20846357409466387,0.14241386146928536,1.4013240550518322,-0.1386770052610753,1.5032310057619676,26.750981628624082,0.6523809523809524,0.14266219516826,0.038866026520347506,0.975151191447094,1.7434389946747784,15.118781137484147,0.26241884402918914
V7.5,abs0.04_rb1.03,1Y,2025-05-06,2026-05-06,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.6029929205008502,0.18414539929031803,2.656847637140785,-0.10160667571705462,5.934579753204525,1.6029929205008502,0.8461538461538461,0.004558394223203247,0.0,1.2014197250160807,1.4935033617236715,14.095813038604268,0.014095813038604268
V7.5,abs0.04_rb1.03,3Y,2023-05-08,2026-05-06,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.38777180171972336,0.17701425788131575,1.94093761549995,-0.1190486730211574,3.25725429674305,2.6588580958093027,0.7567567567567568,0.02624439007561386,0.02925531914893617,1.1312451780028558,1.4935033617236715,14.92733785226998,0.044545071686138984
V7.5,abs0.04_rb1.03,5Y,2021-05-06,2026-05-06,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.28470127490933095,0.16341450960597043,1.6154978550564194,-0.11904867302115796,2.39146953665525,3.48564984330403,0.7049180327868853,0.12637118121048616,0.041401273885350316,0.9646075480763403,1.4935033617236715,14.259334223680243,0.07107033247993008
V7.5,abs0.04_rb1.03,10Y,2016-05-06,2026-05-06,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.31209037155139985,0.1558528226694944,1.8216651770008028,-0.1386770052610753,2.2504839282031948,15.02549626021131,0.7107438016528925,0.11669465516553282,0.049323786793953855,0.9987113236339621,1.7434389946747784,15.202457510123818,0.15166261182718765
V7.5,abs0.04_rb1.05,full_common,2008-12-15,2026-05-06,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.2064384856478354,0.1422515004970283,1.390961218576075,-0.13865580360739604,1.4888557152094841,25.983467185576405,0.6476190476190476,0.1427437364456356,0.038866026520347506,0.9760624511524794,1.7433921931558767,14.764748027199685,0.2562738407578231
V7.5,abs0.04_rb1.05,1Y,2025-05-06,2026-05-06,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.5972513356084448,0.18045153721047388,2.687575167944494,-0.11629436045906072,5.135686143772174,1.5972513356084448,0.8461538461538461,0.005652373589380417,0.0,1.2191006640094333,1.4934819889612367,13.192415647626872,0.013192415647626871
V7.5,abs0.04_rb1.05,3Y,2023-05-08,2026-05-06,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.37690543950863575,0.1759123002571554,1.907246596374499,-0.11900195576105355,3.167220547748239,2.597212710866616,0.7567567567567568,0.02638260189898157,0.02925531914893617,1.1374536663157568,1.4934819889612367,14.50983740479956,0.04329919733495742
V7.5,abs0.04_rb1.05,5Y,2021-05-06,2026-05-06,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.27865815731545673,0.1628733722684412,1.591346417153549,-0.11900195576105355,2.34162670296764,3.4046913931150837,0.7049180327868853,0.12645890090031525,0.041401273885350316,0.9684043978164526,1.4934819889612367,13.97316095917789,0.06964400859018821
V7.5,abs0.04_rb1.05,10Y,2016-05-06,2026-05-06,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.3091930800654372,0.15557653137219407,1.81039998775879,-0.13865580360739604,2.229932480438522,14.697761936959127,0.7107438016528925,0.11677579274473461,0.049323786793953855,1.0002565869995306,1.7433921931558767,14.829100394774454,0.14793793012882137
V7.5,abs0.04_rb1.08,full_common,2008-12-15,2026-05-06,abs0.04_rb1.08,"(130, 260, 390)",0.04,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.20368449360970864,0.14188927089099088,1.378058421022856,-0.13900510600107785,1.4653022429847236,24.972949673098785,0.6476190476190476,0.1426402737293909,0.038866026520347506,0.9770760941910231,1.743395615704008,14.627423501751446,0.2538902793518286
V7.5,abs0.04_rb1.08,1Y,2025-05-06,2026-05-06,abs0.04_rb1.08,"(130, 260, 390)",0.04,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.6022847874422022,0.18057752943114388,2.703277854989441,-0.11629435496535712,5.1789683826151025,1.6022847874422022,0.8461538461538461,0.005652374386417411,0.0,1.2196915235086176,1.493481828466725,12.898487769983127,0.012898487769983126
V7.5,abs0.04_rb1.08,3Y,2023-05-08,2026-05-06,abs0.04_rb1.08,"(130, 260, 390)",0.04,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.3785588596374301,0.17508759838786925,1.9222953097758653,-0.11822043578445462,3.2021440043381113,2.606530678377863,0.7567567567567568,0.026378822559826067,0.02925531914893617,1.1404975924293521,1.493481828466725,14.230373191651326,0.04246524063540396
V7.5,abs0.04_rb1.08,5Y,2021-05-06,2026-05-06,abs0.04_rb1.08,"(130, 260, 390)",0.04,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.2779895114057931,0.16169776411635184,1.5985619655800023,-0.11822043578445462,2.3514505724935524,3.3958268535467044,0.7049180327868853,0.1264349800979498,0.041401273885350316,0.9703139924863213,1.493481828466725,13.73088523443651,0.06843647561290579
V7.5,abs0.04_rb1.08,10Y,2016-05-06,2026-05-06,abs0.04_rb1.08,"(130, 260, 390)",0.04,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.3043864982966169,0.1550021661216676,1.7928208984507967,-0.13900510600107785,2.189750485095538,14.16821631348283,0.7107438016528925,0.11658482239346073,0.049323786793953855,1.0016072299598944,1.743395615704008,14.611149692665997,0.14576361241016794
V7.5,abs0.04_rb1.1,full_common,2008-12-15,2026-05-06,abs0.04_rb1.1,"(130, 260, 390)",0.04,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.20247809112289428,0.1420405933939601,1.3696867414287044,-0.1390071609824366,1.456601873542883,24.542054739843838,0.6476190476190476,0.14265463116075527,0.038866026520347506,0.9765124098390204,1.743395595340922,14.382614900523132,0.24964110148765156
V7.5,abs0.04_rb1.1,1Y,2025-05-06,2026-05-06,abs0.04_rb1.1,"(130, 260, 390)",0.04,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,252,0.5925802805344109,0.18343231884887454,2.630870539023588,-0.11635463357319498,5.092880810471872,1.592580280534411,0.8461538461538461,0.005634410102520455,0.0,1.2192962833339462,1.5225418561284356,12.2350035661462,0.012235003566146204
V7.5,abs0.04_rb1.1,3Y,2023-05-08,2026-05-06,abs0.04_rb1.1,"(130, 260, 390)",0.04,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,752,0.3732058815871868,0.17551796717730914,1.8958429020172922,-0.11927721364751642,3.128895035141171,2.5764438640464276,0.7567567567567568,0.026526717982688935,0.02925531914893617,1.1404541483639317,1.5225418561284356,13.906442089403273,0.04149858909218755
V7.5,abs0.04_rb1.1,5Y,2021-05-06,2026-05-06,abs0.04_rb1.1,"(130, 260, 390)",0.04,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.2759615834565503,0.16093029358305588,1.5955632597522391,-0.11927721364751642,2.313615275018594,3.3690544693535656,0.7049180327868853,0.12651910821360007,0.041401273885350316,0.969494153112122,1.5225418561284356,13.363519976342909,0.06660548051701069
V7.5,abs0.04_rb1.1,10Y,2016-05-06,2026-05-06,abs0.04_rb1.1,"(130, 260, 390)",0.04,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.30174132818064314,0.15515154242624546,1.7781594589919854,-0.13900716098243715,2.1706890929077147,13.884177389257953,0.7107438016528925,0.11651389697580965,0.049323786793953855,1.0009857276126892,1.743395595340922,14.242155026385262,0.14208245133465297
V7.5,abs0.08_rb1,full_common,2008-12-15,2026-05-06,abs0.08_rb1,"(130, 260, 390)",0.08,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.19945370394501705,0.14134941372202298,1.3578714842916482,-0.14188338997817007,1.4057579535962923,23.492417882912125,0.6476190476190476,0.16954707901468774,0.038866026520347506,0.9310496292536541,1.7434571623374606,15.874496992046149,0.2755359120762296
