version,candidate,name,lbs,abs_threshold,rebalance_threshold,min_turnover,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,year,return
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.00021087074137160489
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.09598950007339324
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.15399457608839118
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.019885882076547068
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.015510968251916224
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.0629844332313223
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8160806082723135
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.005323433103609165
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.20766908362147252
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5512058325090887
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.39885572170296935
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.06651006849609975
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.24408043009711777
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.39034093135657466
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3378345481094247
V7.5,abs0_rb1.03,abs0_rb1.03,"(130, 260, 390)",0.0,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.2526553988887488
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.026625731211389336
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.1554716596091772
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.20019578388574466
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.011213592969648412
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.0959431255292944
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.15399457608839118
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.02303133361994747
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.015510968251916224
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.06219349176190159
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8302633665068586
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.005443959511175933
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.2101852362543939
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5395960155776138
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3978247435678228
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.06729112226690015
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.24182923714056592
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.3644058839377431
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.34573789416459255
V7.5,abs0_rb1.05,abs0_rb1.05,"(130, 260, 390)",0.0,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.24083288103866862
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.026627393590735293
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.15673216520981703
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.20512052949065196
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.019549344206358787
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.09620033066874734
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.15399457608839118
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.02303133361994747
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.01641996408167634
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.061561400881688044
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.826026683962299
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.006993046201669628
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.18249965259123324
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5250727201102154
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.4004980920551082
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.05868845681579171
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.2435245547543745
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.3624731482607888
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3457674436988487
V7.5,abs0_rb1.08,abs0_rb1.08,"(130, 260, 390)",0.0,1.08,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.24474383775208408
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.026627393590735293
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.15575046243680024
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.2077143147942344
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.023401763449574897
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.09680008415480779
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.1600012748080364
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.023031333576250645
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.01641996408167634
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.0737858658988988
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.826026048888636
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.012322287961246792
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.19123989169582023
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.4950520234810105
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.39281641710140525
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.05779889257082704
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.24016009834801655
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.36150021060104764
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3508559081276734
V7.5,abs0_rb1.1,abs0_rb1.1,"(130, 260, 390)",0.0,1.1,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.23257750958077805
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.026611110794533488
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.15247085274561623
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.19397629386514637
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,0.007181145444333348
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.07443787892606979
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.1684073936002235
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.02420936694197451
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.02099304504967381
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.06957114003533404
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8037336175220235
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.005824404209905376
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.1922571657540768
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5213856414245381
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.4063431859827371
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.07749140964913837
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.19541709492567994
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.3817548972637377
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.3315968573037589
V7.5,abs0.04_rb1,abs0.04_rb1,"(130, 260, 390)",0.04,1.0,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.24237522895815933
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.026625731211389336
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.1474003520535998
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.20147831220441748
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,0.0014005679543629412
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.07408109424001941
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.1684073936002235
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.02461116614093717
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.02099304504967381
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.07298967997188899
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8170405461901313
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.005516664310013741
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.19146399212093979
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5512703468715092
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3988554948003935
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.06637724398487022
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.19193048343757368
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.3899826436352014
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.33665350483977674
V7.5,abs0.04_rb1.03,abs0.04_rb1.03,"(130, 260, 390)",0.04,1.03,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.2526561740964759
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.026625731211389336
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.14897699936164677
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.20108160904226802
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.009636966974814531
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.07394082462303797
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.1684073936002235
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.02780629804828849
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.02099304504967381
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.0718921331304132
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8310029791506719
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2018,0.005635930868847838
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.19408489214486768
V7.5,abs0.04_rb1.05,abs0.04_rb1.05,"(130, 260, 390)",0.04,1.05,0.0,0.5,0.5,100,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.5396616262644605
