date,return,gross_return,cost,turnover,weight,pre_volume_weight,volume_mult,volume_on,volume_indicator,spread_return,zz1000,cyb,spread_close,signal_score,signal_r2,abs_bias,execution_signal,target_vol_raw_weight,target_vol_raw_scale,target_vol_applied_scale,target_vol_realized_vol,gross_exposure,nav,strategy_id,candidate
2015-02-12,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9213408940593435,-0.00023114232917431643,6703.815,1788.809,3.747641587223678,-2.085193757639202,0.48969690267970273,-0.060754356762191764,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-02-13,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1391887667531346,-0.003792877007759987,6815.848,1825.488,3.7337128482904296,-1.9908103151192962,0.47868028484274205,-0.06295857858491871,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-02-16,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2381353457006747,-0.017043122444541092,6965.301,1896.628,3.6724655546580567,-2.3167034671905333,0.5306915030689955,-0.07690207538747895,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-02-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9993332807539183,0.009084957709353247,7020.053,1894.306,3.705870646030789,-1.521519224497421,0.4112268743785206,-0.06721748370331748,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-02-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0558100954124507,0.007078407301903233,7004.665,1876.745,3.732347761683127,-0.5138768985910095,0.06744998044834313,-0.05922931842308765,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.053866427048638,0.0038554387831806203,7045.268,1880.388,3.7467097216106464,0.3012664378434555,0.018168804770383254,-0.0543344307401733,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-02-27,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1952470358729421,-0.011629536093314963,7141.888,1928.044,3.70421421917757,0.3771270266955778,0.03015100535637201,-0.06356493061868307,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-02,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.554700074299639,-0.005957079487491912,7317.677,1986.986,3.6828024958404333,-0.03706126802952313,0.0003144520403844557,-0.06732034171459755,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5819928671347316,0.00784347046234768,7282.108,1961.743,3.71206014243456,0.3473090428532253,0.026308360346235217,-0.058351635376580946,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-04,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3712951274054255,-0.006806367042184069,7411.034,2009.827,3.6873989651845656,0.6290649159374753,0.09744906546606935,-0.06305215192903624,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4076442540316143,0.00291270941836852,7450.906,2014.786,3.6981128516874744,0.8521726137655008,0.17374371268599847,-0.058809472585923506,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2766117048068186,0.01636230244251724,7338.404,1951.398,3.7605880502081077,1.9935016720810463,0.398011350922479,-0.04167844932099174,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-09,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1051893729985895,-0.006713067508214099,7450.816,1994.39,3.735887163493599,2.5982503645741155,0.5634650960956067,-0.04657432500278136,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-10,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2551129269355346,-0.010013830030302096,7566.481,2045.322,3.699408210540932,2.4721104279999913,0.5427502584514478,-0.05434032575971992,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2848362648088076,0.004618987630136795,7566.312,2035.829,3.716575409820766,2.068842307198508,0.49802334126499287,-0.048363678178455105,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2854155299092582,0.0018377824001438725,7514.445,2018.132,3.7234655612219614,2.0647188700183854,0.5131698448080336,-0.045124433286051646,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-13,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1875138340625275,-0.007289072671188057,7649.345,2069.072,3.696993144752817,1.903131324358319,0.47192836221811113,-0.05037051053419239,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-16,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6057556948820795,-0.00236369198327524,7903.363,2142.672,3.6885547577977404,1.8358188760420793,0.4672740656706729,-0.050965723784006656,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6895718321630446,0.013803917432126833,7993.243,2137.462,3.7395953705843663,2.1797610181042884,0.5324378547688121,-0.03647220148554464,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-18,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7021764939642272,-0.0015366462349077903,8150.951,2182.919,3.7339685989264835,2.1167728290650194,0.5435764950391048,-0.036559954016869955,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.56015946745563,0.007617776639023743,8216.624,2183.878,3.7624006469225844,2.6577026198113347,0.617447893955083,-0.027924201794709114,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-20,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5779706165001846,-0.0012469391973177757,8318.829,2213.766,3.7577725017007215,2.7121844138979827,0.640230552345081,-0.028035945609282353,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-23,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6948432586275954,-0.007040671319648251,8560.441,2293.649,3.7322367110224803,2.3646850596796094,0.5830703287674202,-0.033424830065842626,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-24,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.056016987845375,-0.01695221837904959,8655.38,2357.969,3.6706928717044196,1.7181088547487615,0.2992308299978072,-0.04790407382371187,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7858887779507642,0.0034955266302294508,8784.909,2385.014,3.6833783784916982,1.241871652919985,0.16788147898126163,-0.04306374223589293,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7864828463626432,0.019389836517929582,8611.864,2291.789,3.7577036978535103,1.6337535167775168,0.24011424396159398,-0.022530649742515285,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-27,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2618568763691766,-0.0025463118946780217,8710.291,2323.818,3.7482672911561914,1.9226773718864096,0.30641090026033885,-0.023896738788054428,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3320294011952216,0.015373048733013706,8719.22,2290.476,3.806728383095915,3.0451472228982035,0.4514072757431368,-0.0076972018773384665,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-03-31,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.369038029932706,-0.012457848876673783,8780.739,2335.171,3.760212421274502,2.935334893249184,0.4479808659412967,-0.01883185278681021,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-01,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3401330788948191,-0.003959540744217893,9008.201,2404.909,3.7457554527011205,2.4380772423899093,0.3747424776712793,-0.021614979710505633,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-02,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5366327860239686,-0.003764249483043214,9238.053,2475.325,3.7320565986284633,2.2200816415453546,0.33609910403879373,-0.024135909404557676,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.489075380392192,0.00553599426056306,9419.201,2510.16,3.7524305223571406,2.285881693920928,0.364407086863494,-0.017957730241370484,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4645862336676385,0.0007315257791551399,9600.722,2556.698,3.7551255564794905,2.639465802020636,0.46934051095712453,-0.01634135133431991,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6202935671140568,0.011691235892582252,9455.59,2488.158,3.8002369624437033,3.5302519593063146,0.6287528994727393,-0.0036609583910627297,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-09,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4703415057800795,-0.01243551948214705,9369.657,2496.487,3.7531367077016617,3.2492048748763604,0.5863867660259651,-0.014980086116221258,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.270684341662671,0.002058215323642365,9600.401,2552.829,3.7606909824355643,2.4221494004772137,0.5067593448536163,-0.012018833207687485,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3686404866157877,0.01243458914488893,9813.596,2577.776,3.807001073793844,2.311402673930296,0.5413787124780614,0.0010596138454310733,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2883337940900115,0.009020639969769428,9830.062,2558.848,3.841596687259267,3.1809234093294614,0.6247815733851899,0.011018019901020137,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2588353919396649,0.0062070357692805,9441.192,2441.739,3.8665852492834,3.9970456572280946,0.687787333868382,0.018328552199746495,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-16,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0552012963068835,-0.006790215933774935,9541.766,2484.33,3.840780411620034,4.64094058774132,0.8384895731383712,0.012396434902363973,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.140058820539215,0.010904739601909297,9567.695,2463.99,3.8830088596138785,5.2196757436195185,0.8886795966096511,0.024354430878532618,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-20,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1724378163053433,-0.006489992335352968,9353.612,2424.848,3.8574013711374895,4.8969874539526295,0.8585759559895545,0.018512749928731864,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-21,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0854849790599252,-0.019467767303537054,9716.349,2566.091,3.7864397638275498,3.1544497670955365,0.45677820678843056,0.001073968215881349,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2552486536937033,0.001878739293752263,9995.262,2634.931,3.793367644162219,1.7836640152346348,0.17805165413450935,0.0037211276067692367,1.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-23,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2810386047344198,-0.01603605969679789,10105.27,2706.185,3.734138649057622,-0.34210757079515713,0.005648976946776966,-0.010776955668517996,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-24,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2129647052688286,-0.00871086774626817,10123.91,2734.75,3.7019508181735077,-2.172905978237861,0.1582295431513965,-0.018204797301006215,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.147800662140051,0.00037547083298283823,10174.9,2747.497,3.7033343439501483,-3.995692619160365,0.45479426966507974,-0.016936615498194363,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-28,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1299410692396241,-0.01047415009926933,9847.893,2687.974,3.663686107082881,-5.91545663768101,0.7570336443243014,-0.026876888521516817,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-29,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9766312585465793,-0.01440407740325056,10107.4,2797.524,3.6129806214352405,-7.575065745128105,0.8934623412613019,-0.03947510547957678,0.0,0.0,0.0,0.0,,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
2015-04-30,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1138302157719422,-0.014347031698909607,10180.49,2857.89,3.5622399742467348,-8.950173828027488,0.944176629050128,-0.05187076544476854,0.0,0.0,0.9574040221911281,0.0,0.14622875688321643,0.0,1.0,substrategy_zz1000_cyb_tv14_db5_cybvol_w60_thr1p05_d6_scale0p25,l8ridge_primary_tv14_vw60_max1p25_db0p05_cyb_vol_low_w60_thr1p05_d6_scale0p25
