date,forward_return,reverse_return,return,gross_return,cost,turnover,forward_gross_exposure,reverse_gross_exposure,gross_exposure,forward_nav,reverse_nav,nav
2018-05-08,0.0,0.0073111323767406,0.0036555661883703,0.0036555661883703,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4819606080292718,1.537816727307672
2018-05-09,0.0,-0.0011909304275956,-0.0005954652137978,-0.0005954652137978,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4801956960486715,1.5369010109413639
2018-05-10,0.0,0.000175835227142,8.7917613571e-05,8.7917613571e-05,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4804559665951011,1.5370361316105408
2018-05-11,0.0,0.0062086439826155,0.00310432199130775,0.00310432199130775,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.489647590623629,1.541807586675334
2018-05-14,0.0,0.0131111220829375,0.00655556104146875,0.00655556104146875,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5091785420448491,1.5519150004239837
2018-05-15,0.0,-0.0085427125864623,-0.00427135629323115,-0.00427135629323115,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4962860635185038,1.5452862185203629
2018-05-16,0.0,-0.0049785521191197,-0.00248927605955985,-0.00248927605955985,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4888367253661643,1.5414395745314324
2018-05-17,0.0,-0.0008403493867169,-0.00042017469335845,-0.00042017469335845,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4875855823370814,1.5407919006308732
2018-05-18,0.0,0.007619413180028,0.003809706590014,0.003809706590014,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4989201115295605,1.546661865688547
2018-05-21,0.0,-0.0071268943281317,-0.00356344716406585,-0.00356344716406585,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4882374662883775,1.5411504178494901
2018-05-22,0.0,-0.0078830981874075,-0.00394154909370375,-0.00394154909370375,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4765055442154478,1.5350758978167545
2018-05-23,0.0,-0.0041837580410547,-0.00209187902052735,-0.00209187902052735,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4703282022721744,1.5318647047511944
2018-05-24,0.0,-0.0023614192218062,-0.0011807096109031,-0.0011807096109031,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4668561409929652,1.5300560173716915
2018-05-25,0.0,0.0087306567654394,0.0043653283827197,0.0043653283827197,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.479662758484252,1.5367352143314752
2018-05-28,0.0,0.0092807978854004,0.0046403989427002,0.0046403989427002,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4933952094842982,1.543866278795269
2018-05-29,0.0,0.0034778016525678,0.0017389008262839,0.0017389008262839,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.4985889418117797,1.5465509091431378
2018-05-30,0.0,0.0078688395513117,0.00393441977565585,0.00393441977565585,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5103810977482666,1.5526356896241291
2018-05-31,0.0,0.0050527357725421,0.00252636788627105,0.00252636788627105,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5180126543510306,1.5565582185694737
2018-06-01,0.0,0.0054124365284528,0.0027062182642264,0.0027062182642264,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5262288014920935,1.5607706048498982
2018-06-04,0.0,0.016880698395772,0.008440349197886,0.008440349197886,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5519926095730223,1.573944053772627
2018-06-05,0.0,-0.0085627459544949,-0.00428137297724745,-0.00428137297724745,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5387032911339948,1.5672054122331056
2018-06-06,0.0,-0.0045889658085317,-0.00229448290426585,-0.00229448290426585,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5316422343415057,1.5636094862072638
2018-06-07,0.0,0.0063066445565259,0.00315332227826295,0.00315332227826295,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5413017575012604,1.5685400508346243
2018-06-08,0.0,-0.003811999376215,-0.0019059996881075,-0.0019059996881075,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.5354263161631063,1.5655504139869494
2018-06-11,0.0,0.0089607255577063,0.00448036277885315,0.00448036277885315,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.549184849996324,1.5725646477901947
2018-06-12,0.0,0.0019234988042156,0.0009617494021078,0.0009617494021078,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.552164705202801,1.5740770608999826
2018-06-13,0.0,0.0085844033652568,0.0042922016826284,0.0042922016826284,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.565489113121577,1.580833317109364
2018-06-14,0.0,0.005067257869391,0.0025336289346955,0.0025961289346955,6.25e-05,0.125,0.0,1.0,0.5,1.563776209870767,1.5734218501494883,1.5848385621425232
2018-06-15,0.0,0.0210047032802116,0.0105023516401058,0.0105023516401058,0.0,0.0,0.0,1.0,0.5,1.563776209870767,1.6064711092464798,1.6014830940149434
2018-06-19,0.0,0.0459968594315844,0.0229984297157922,0.0229984297157922,0.0,0.0,0.0,1.0,0.5,1.563776209870767,1.6803637350393918,1.6383146903936754
2018-06-20,0.0,-0.0005,-0.00025,0.0,0.00025,0.5,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-06-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-06-25,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-06-26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-06-27,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-06-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-03,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6795235531718722,1.637905111721077
2018-07-31,0.0,0.001631259484712,0.000815629742356,0.001003129742356,0.0001875,0.375,0.0,0.75,0.375,1.563776209870767,1.6822632918977811,1.6392410358453537
2018-08-01,0.0,-0.0045598408995012,-0.0022799204497506,-0.0022799204497506,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.674592438935656,1.6355036966856595
2018-08-02,0.0,0.0029575015910963,0.00147875079554815,0.00147875079554815,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.679545048738246,1.6379221990782553
2018-08-03,0.0,0.0016638119930254,0.0008319059965127,0.0008319059965127,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.6823394959331632,1.63928479637749
2018-08-06,0.0,0.0139688839823098,0.0069844419911549,0.0069844419911549,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.705839901170711,1.6507342859447707
2018-08-07,0.0,0.0030651621559176,0.0015325810779588,0.0015325810779588,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.711068577079834,1.6532641700761472
2018-08-08,0.0,0.0026090162271947,0.00130450811359735,0.00130450811359735,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7155327827632785,1.6554208665999315
2018-08-09,0.0,0.0008575324014633,0.00042876620073165,0.00042876620073165,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.71700390771027,1.6561306551155155
2018-08-10,0.0,-0.0052045069193031,-0.00260225345965155,-0.00260225345965155,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7080677489921217,1.6518209833886062
2018-08-13,0.0,-0.0111517704672837,-0.00557588523364185,-0.00557588523364185,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.6890197695127915,1.64261061915871
2018-08-14,0.0,-0.0002815845335204,-0.0001407922667602,-0.0001407922667602,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.6885441676688864,1.6423793522862342
2018-08-15,0.0,-0.0031662376811237,-0.00158311884056185,-0.00158311884056185,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.6831978354989714,1.63977927059028
2018-08-16,0.0,0.0081263294288672,0.0040631647144336,0.0040631647144336,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.6968760556041922,1.646441963862002
2018-08-17,0.0,-0.000375,-0.0001875,0.0,0.0001875,0.375,0.0,0.0,0.0,1.563776209870767,1.6962397270833407,1.6461332559937778
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6962397270833407,1.6461332559937778
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6962397270833407,1.6461332559937778
2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.6962397270833407,1.6461332559937778
2018-08-23,0.0,-0.0015794908408219,-0.00078974542041095,-0.00060224542041095,0.0001875,0.375,0.0,0.75,0.375,1.563776209870767,1.6935605319705742,1.6448332297934705
2018-08-24,0.0,0.0058626421810851,0.00293132109054255,0.00293132109054255,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.703489271381526,1.6496547641303894
2018-08-27,0.0,-0.0012957275637581,-0.00064786378187905,-0.00064786378187905,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7012820133780306,1.648586012556105
2018-08-28,0.0,-0.0039196992270787,-0.00195984961353935,-0.00195984961353935,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.6946134995851496,1.6453550318965104
2018-08-29,0.0,0.001991313369676,0.000995656684838,0.000995656684838,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.697988006103307,1.64699324063295
2018-08-30,0.0,0.0057190885314691,0.00285954426573455,0.00285954426573455,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7076989498355848,1.6517028907099056
2018-08-31,0.0,0.0068976299101107,0.00344881495505535,0.00344881495505535,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7194780251894353,1.6573993083406942
2018-09-03,0.0,-0.0020319329157975,-0.00101596645789875,-0.00101596645789875,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.715984161192062,1.6557154462360755
2018-09-04,0.0,0.0017291601828282,0.0008645800914141,0.0008645800914141,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7189513726779593,1.657146944847938
2018-09-05,0.0,-0.0060252540560022,-0.0030126270280011,-0.0030126270280011,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7085942539476608,1.6521545791725196
2018-09-06,0.0,-0.00478048751869,-0.002390243759345,-0.002390243759345,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7004263404421585,1.6482055270001792
2018-09-07,0.0,0.0052460438696552,0.0026230219348276,0.0026230219348276,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7093468516212356,1.6525288062506047
2018-09-10,0.0,0.0074146730657404,0.0037073365328702,0.0037073365328702,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7220210996819598,1.6586552866656379
2018-09-11,0.0,-0.0048059299074719,-0.00240296495373595,-0.00240296495373595,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7137451869777005,1.6546695961414515
2018-09-12,0.0,-0.0046024233584298,-0.0023012116792149,-0.0023012116792149,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7058578060987577,1.650861851141569
2018-09-13,0.0,-0.000375,-0.0001875,0.0,0.0001875,0.375,0.0,0.0,0.0,1.563776209870767,1.7052181094214705,1.6505523145444798
2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.7052181094214705,1.6505523145444798
2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.7052181094214705,1.6505523145444798
2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.7052181094214705,1.6505523145444798
2018-09-19,0.0,0.0002216572853726,0.0001108286426863,0.0002983286426863,0.0001875,0.375,0.0,0.75,0.375,1.563776209870767,1.705596083438573,1.6507352430171836
2018-09-20,0.0,0.0028955009507994,0.0014477504753997,0.0014477504753997,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7105346385198494,1.653125095750021
2018-09-21,0.0,0.0166785250825931,0.00833926254129655,0.00833926254129655,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7390638333930473,1.6669109399370865
2018-09-25,0.0,-0.0051447570972444,-0.0025723785486222,-0.0025723785486222,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7301167723936373,1.6626230139927285
2018-09-26,0.0,0.0070585820711719,0.00352929103558595,0.00352929103558595,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7423289436242888,1.668490894491572
2018-09-27,0.0,0.0086668917256755,0.00433344586283775,0.00433344586283775,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7574295199291912,1.6757212094554887
2018-09-28,0.0,0.0027623103814627,0.00138115519073135,0.00138115519073135,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7622840857367803,1.678035640502147
2018-10-08,0.0,-0.0124675393330188,-0.0062337696665094,-0.0061712696665094,6.25e-05,0.125,0.0,1.0,0.5,1.563776209870767,1.740312739581904,1.6675751528270633
2018-10-09,0.0,0.0011324226535664,0.0005662113267832,0.0006287113267832,6.25e-05,0.125,0.0,0.75,0.375,1.563776209870767,1.7422835091524969,1.6685193527668563
2018-10-10,0.0,0.001704014070757,0.0008520070353785,0.0008520070353785,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.745252384767341,1.669940942994079
2018-10-11,0.0,0.0262544002217117,0.01312720011085585,0.01312720011085585,0.0,0.0,0.0,0.75,0.375,1.563776209870767,1.7910729393649196,1.6918625919260735
2018-10-12,0.0,0.0289887862563048,0.0144943931281524,0.0145568931281524,6.25e-05,0.125,0.0,1.0,0.5,1.563776209870767,1.842993969973621,1.716385113452265
2018-10-15,0.0,0.0026317909051669,0.00131589545258345,0.00131589545258345,0.0,0.0,0.0,1.0,0.5,1.563776209870767,1.8478443447420752,1.7186436968179386
2018-10-16,0.0,0.0242045771965624,0.0121022885982812,0.0121022885982812,0.0,0.0,0.0,1.0,0.5,1.563776209870767,1.892570635831616,1.739443218834446
2018-10-17,0.0,-0.0005,-0.00025,0.0,0.00025,0.5,0.0,0.0,0.0,1.563776209870767,1.8916243505137005,1.7390083580297373
2018-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8916243505137005,1.7390083580297373
2018-10-19,0.0,0.0097605929686752,0.0048802964843376,0.0051302964843376,0.00025,0.5,0.0,1.0,0.5,1.563776209870767,1.9100877258486997,1.7474952344056633
2018-10-22,0.0,-0.0109650719373877,-0.00548253596869385,-0.00548253596869385,0.0,0.0,0.0,1.0,0.5,1.563776209870767,1.8891434765280477,1.7379145289279132
2018-10-23,0.0,-0.0005,-0.00025,0.0,0.00025,0.5,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-10-26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-10-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-10-31,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563776209870767,1.8881989047897836,1.7374800502956813
2018-11-16,0.0094131783683377,0.0,0.00470658918416885,0.00495658918416885,0.00025,0.5,1.0,0.0,0.5,1.5784963142624435,1.8881989047897836,1.7456576551081122
2018-11-19,-0.0085823991361495,0.0,-0.00429119956807475,-0.00429119956807475,0.0,0.0,1.0,0.0,0.5,1.5649490288585024,1.8881989047897836,1.7381666897325059
2018-11-20,-0.0084039314147346,0.0,-0.0042019657073673,-0.0042019657073673,0.0,0.0,1.0,0.0,0.5,1.55179730455242,1.8881989047897836,1.7308629729085618
2018-11-21,0.005464279946485,0.0,0.0027321399732425,0.0027321399732425,0.0,0.0,1.0,0.0,0.5,1.5602767594446951,1.8881989047897836,1.7355919328250506
2018-11-22,0.0062348124099511,0.0,0.00311740620497555,0.00311740620497555,0.0,0.0,1.0,0.0,0.5,1.5700047923474396,1.8881989047897836,1.741002477885745
2018-11-23,-0.0275550907398552,0.0,-0.0137775453699276,-0.0137775453699276,0.0,0.0,1.0,0.0,0.5,1.5267431678322982,1.8881989047897836,1.7170157372575177
2018-11-26,-0.0005,0.0,-0.00025,0.0,0.00025,0.5,0.0,0.0,0.0,1.525979796248382,1.8881989047897836,1.7165864833232034
2018-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.525979796248382,1.8881989047897836,1.7165864833232034
2018-11-28,0.000465903446261,0.0,0.0002329517231305,0.0004829517231305,0.00025,0.5,1.0,0.0,0.5,1.526690755494379,1.8881989047897836,1.7169863651023962
2018-11-29,-0.0156833813611448,0.0,-0.0078416906805724,-0.0078416906805724,0.0,0.0,1.0,0.0,0.5,1.5027470821554263,1.8881989047897836,1.703522289124503
2018-11-30,-0.0005,0.0,-0.00025,0.0,0.00025,0.5,0.0,0.0,0.0,1.5019957086143487,1.8881989047897836,1.703096408552222
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5019957086143487,1.8881989047897836,1.703096408552222
2018-12-04,0.0053676819262366,0.0,0.0026838409631183,0.0029338409631183,0.00025,0.5,1.0,0.0,0.5,1.510057943832763,1.8881989047897836,1.707667248457634
2018-12-05,-0.0002731374405704,0.0,-0.0001365687202852,-0.0001365687202852,0.0,0.0,1.0,0.0,0.5,1.5096454904708714,1.8881989047897836,1.7074340345268393
2018-12-06,0.0012124548110663,0.0,0.00060622740553315,0.00060622740553315,0.0,0.0,1.0,0.0,0.5,1.5114758674087974,1.8881989047897836,1.7084691278317095
2018-12-07,0.0017599428074086,0.0,0.0008799714037043,0.0008799714037043,0.0,0.0,1.0,0.0,0.5,1.5141359784902153,1.8881989047897836,1.7099725318083128
2018-12-10,-0.0026090929491046,0.0021159181226339,-0.00024658741323534995,3.412586764650052e-06,0.00025,0.5,1.0,1.0,1.0,1.5101854569847508,1.8921941790715655,1.7095508741049907
2018-12-11,-0.0005,-0.0064224497482544,-0.0034612248741272,-0.0032112248741272,0.00025,0.5,0.0,1.0,0.5,1.5094303642562583,1.8800416570425391,1.7036337340959526
2018-12-12,-0.0030313196657588,0.0035543482010456,0.0002615142676434001,0.00044901426764340003,0.0001875,0.375,0.75,1.0,0.875,1.504854798308995,1.886723979724139,1.7040792586242575
2018-12-13,-0.0035186938903383,-0.0005,-0.00200934694516915,-0.00175934694516915,0.00025,0.5,0.75,0.0,0.375,1.499559674924339,1.885780617734277,1.7006551721716145
2018-12-14,-0.0087693620046615,0.0,-0.00438468100233075,-0.00438468100233075,0.0,0.0,0.75,0.0,0.375,1.4864094932873348,1.885780617734277,1.693198341746678
2018-12-17,-0.0031588256218749,0.0,-0.00157941281093745,-0.00157941281093745,0.0,0.0,0.75,0.0,0.375,1.4817141848953406,1.885780617734277,1.6905240825942653
2018-12-18,0.0037610644222498,0.0,0.0018805322111249,0.0018805322111249,0.0,0.0,0.75,0.0,0.375,1.4872870074000937,1.885780617734277,1.693703167585266
2018-12-19,-0.0014737687686861,0.0,-0.00073688438434305,-0.00073688438434305,0.0,0.0,0.75,0.0,0.375,1.4850950902585145,1.885780617734277,1.69245510416936
2018-12-20,0.014010128269694,0.0,0.007005064134847,0.007005064134847,0.0,0.0,0.75,0.0,0.375,1.5059014629657292,1.885780617734277,1.7043108607194155
2018-12-21,0.0038826223910552,0.0,0.0019413111955276,0.0019413111955276,0.0,0.0,0.75,0.0,0.375,1.511748309704563,1.885780617734277,1.7076194584739892
2018-12-24,0.005717647884856,0.0,0.002858823942428,0.002858823942428,0.0,0.0,0.75,0.0,0.375,1.5203919542299795,1.885780617734277,1.7125012418664307
2018-12-25,-0.0033422931417405,0.0,-0.00167114657087025,-0.00167114657087025,0.0,0.0,0.75,0.0,0.375,1.5153103586285992,1.885780617734277,1.7096394012884746
2018-12-26,0.0018200154285327,0.0,0.00091000771426635,0.00091000771426635,0.0,0.0,0.75,0.0,0.375,1.5180682468603186,1.885780617734277,1.7111951863322608
2018-12-27,-0.0098705784889246,0.0,-0.0049352892444623,-0.0049352892444623,0.0,0.0,0.75,0.0,0.375,1.5030840350781396,1.885780617734277,1.7027499431339794
2018-12-28,-0.0046702537010188,0.0,-0.0023351268505094,-0.0023351268505094,0.0,0.0,0.75,0.0,0.375,1.4960642513003737,1.885780617734277,1.6987738060220638
2019-01-02,0.0063570416380932,0.0,0.0031785208190466,0.0031785208190466,0.0,0.0,0.75,0.0,0.375,1.505574794039153,1.885780617734277,1.7041733939313561
2019-01-03,-0.0075044577802693,0.0,-0.00375222889013465,-0.00375222889013465,0.0,0.0,0.75,0.0,0.375,1.4942762715622486,1.885780617734277,1.697778945288848
2019-01-04,0.0056212508132869,0.0,0.00281062540664345,0.00281062540664345,0.0,0.0,0.75,0.0,0.375,1.5026759732690431,1.885780617734277,1.7025507659273411
2019-01-07,0.0214197792684171,0.0,0.01070988963420855,0.01077238963420855,6.25e-05,0.125,1.0,0.0,0.5,1.5348629609284203,1.885780617734277,1.7207848967270603
2019-01-08,0.0019765497355053,0.0,0.00098827486775265,0.00098827486775265,0.0,0.0,1.0,0.0,0.5,1.5378966939078804,1.885780617734277,1.7224855051933037
2019-01-09,-0.0097175064139726,0.0,-0.0048587532069863,-0.0048587532069863,0.0,0.0,1.0,0.0,0.5,1.522952172920803,1.885780617734277,1.7141163732209583
2019-01-10,-0.0022961549446846,0.0,-0.0011480774723423,-0.0011480774723423,0.0,0.0,1.0,0.0,0.5,1.519455238758433,1.885780617734277,1.7121484348278904
2019-01-11,-0.000871383615254,0.0,-0.000435691807627,-0.0003258234033716,0.00010986840425535,0.21973680851075894,0.5605263829784821,0.0,0.28026319148924106,1.518131210359267,1.885780617734277,1.7114024657813944
2019-01-14,0.0022586277557845,0.0,0.00112931387789225,0.00112931387789225,0.0,0.0,0.5605263829784821,0.0,0.28026319148924106,1.5215601036479072,1.885780617734277,1.7133351763366604
2019-01-15,-0.0051555924654657,0.0,-0.00257779623273285,-0.00257779623273285,0.0,0.0,0.5605263829784821,0.0,0.28026319148924106,1.5137155598417869,1.885780617734277,1.7089185473736912
2019-01-16,-0.001510520049836,0.0,-0.000755260024918,-0.000755260024918,0.0,0.0,0.5605263829784821,0.0,0.28026319148924106,1.511429062138897,1.885780617734277,1.707627869509019
2019-01-17,-0.0002802631914892,0.0043930816602648,0.0020564092343878003,0.0024465408301324,0.00039013159574459997,0.7802631914892411,0.0,1.0,0.5,1.5110054642062325,1.8940650059813284,1.7111394512287752
