date,forward_return,reverse_return,return,gross_return,cost,turnover,forward_gross_exposure,reverse_gross_exposure,gross_exposure,forward_nav,reverse_nav,nav
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2015-02-25,0.0129760350091425,0.0,0.00648801750457125,0.00673801750457125,0.00025,0.5,1.0,0.0,0.5,1.0129760350091426,1.0,1.0064880175045712
2015-02-26,-0.0228602191922145,0.0,-0.01143010959610725,-0.01143010959610725,0.0,0.0,1.0,0.0,0.5,0.9898191808123732,1.0,0.9949837491573252
2015-02-27,0.0151340113240507,0.0,0.00756700566202535,0.00756700566202535,0.0,0.0,1.0,0.0,0.5,1.0047991155035505,1.0,1.002512796820822
2015-03-02,0.0226953637034208,0.0,0.0113476818517104,0.0113476818517104,0.0,0.0,1.0,0.0,0.5,1.027603396878779,1.0,1.0138889930914132
2015-03-03,0.0293645848356245,0.0,0.01468229241781225,0.01468229241781225,0.0,0.0,1.0,0.0,0.5,1.057778544003802,1.0,1.0287752077671826
2015-03-04,0.0172003035180527,0.0,0.00860015175902635,0.00860015175902635,0.0,0.0,1.0,0.0,0.5,1.0759726560155511,1.0,1.0376228306799042
2015-03-05,0.0185877844725872,0.0,0.0092938922362936,0.0092938922362936,0.0,0.0,1.0,0.0,0.5,1.0959726038439654,1.0,1.0472663854501612
2015-03-06,-0.0170609125906492,0.0,-0.0085304562953246,-0.0085304562953246,0.0,0.0,1.0,0.0,0.5,1.0772743110480374,1.0,1.038332725319516
2015-03-09,-0.0090188996666337,0.0,-0.00450944983331685,-0.00450944983331685,0.0,0.0,1.0,0.0,0.5,1.067558482123253,1.0,1.0336504159843967
2015-03-10,0.0301239597675864,0.0,0.0150619798837932,0.0150619798837932,0.0,0.0,1.0,0.0,0.5,1.0997175708882796,1.0,1.0492192377568281
2015-03-11,-0.0054508973924199,0.0,-0.00272544869620995,-0.00272544869620995,0.0,0.0,1.0,0.0,0.5,1.093723123248726,1.0,1.0463596445532455
2015-03-12,-0.0374716275299104,0.0,-0.0187358137649552,-0.0187358137649552,0.0,0.0,1.0,0.0,0.5,1.0527395377534996,1.0,1.0267552451217312
2015-03-13,0.0138060794545324,0.0,0.0069030397272662,0.0069030397272662,0.0,0.0,1.0,0.0,0.5,1.0672737434566522,1.0,1.0338429773689854
2015-03-16,0.0106939131606931,0.0,0.00534695658034655,0.00534695658034655,0.0,0.0,1.0,0.0,0.5,1.0786870761878655,1.0,1.0393708908798736
2015-03-17,-0.0012881918659339,0.0,-0.00064409593296695,-0.00064409593296695,0.0,0.0,1.0,0.0,0.5,1.0772975202704322,1.0,1.0387014363162135
2015-03-18,-0.0058411960146885,0.0,-0.00292059800734425,-0.00292059800734425,0.0,0.0,1.0,0.0,0.5,1.0710048142883948,1.0,1.0356678069710827
2015-03-19,0.0154918848498275,0.0,0.00774594242491375,0.00774594242491375,0.0,0.0,1.0,0.0,0.5,1.0875966975449616,1.0,1.0436900301752174
2015-03-20,-0.0066098607855454,0.0,-0.0033049303927727,-0.0033049303927727,0.0,0.0,1.0,0.0,0.5,1.0804078347833703,1.0,1.0402407072738575
2015-03-23,0.0139177498815148,0.0,0.0069588749407574,0.0069588749407574,0.0,0.0,1.0,0.0,0.5,1.0954446807979143,1.0,1.0474796122640613
2015-03-24,0.0250395898861817,0.0,0.01251979494309085,0.01251979494309085,0.0,0.0,1.0,0.0,0.5,1.1228741663480934,1.0,1.0605938422166756
2015-03-25,0.007749653336368,0.0,0.003874826668184,0.0040529095995299,0.00017808293134585,0.3561658626917479,0.2876682746165042,0.0,0.1438341373082521,1.1315760518776543,1.0,1.0647034595206086
2015-03-26,-0.0097165279484373,0.0,-0.00485826397421865,-0.00485826397421865,0.0,0.0,0.2876682746165042,0.0,0.1438341373082521,1.120581061543803,1.0,1.0595308490599937
2015-03-27,0.0028612803130856,0.0,0.0014306401565428,0.0014365011942989,5.861037756068374e-06,0.0117220755121367,0.2642241235922307,0.0,0.13211206179611534,1.1237873580744149,1.0,1.0610466564397547
2015-03-30,-0.0087736923760379,0.0,-0.00438684618801895,-0.00438684618801895,0.0,0.0,0.2642241235922307,0.0,0.13211206179611534,1.1139275934985895,1.0,1.0563920079596416
2015-03-31,0.0047426112010605,0.0,0.00237130560053025,0.00237130560053025,0.0,0.0,0.2642241235922307,0.0,0.13211206179611534,1.1192105189806862,1.0,1.0588970362444718
2015-04-01,0.0025073614596682,0.0,0.0012536807298341,0.0012536807298341,0.0,0.0,0.2642241235922307,0.0,0.13211206179611534,1.1220167843012336,1.0,1.06022455505369
2015-04-02,0.0084768188232129,0.0,0.00423840941160645,0.00423840941160645,0.0,0.0,0.2642241235922307,0.0,0.13211206179611534,1.1315279172983592,1.0,1.0647182207862458
2015-04-03,0.0017824746839656,0.0,0.0008912373419828,0.0008912373419828,0.0,0.0,0.2642241235922307,0.0,0.13211206179611534,1.133544837165144,1.0,1.0656671374232998
2015-04-07,-0.001644173004608,0.0,-0.000822086502304,-0.000822086502304,0.0,0.0,0.2642241235922307,0.0,0.13211206179611534,1.1316810933443642,1.0,1.064791066853675
2015-04-08,-0.0095148758009546,0.0,-0.0047574379004773,-0.0047574379004773,0.0,0.0,0.2642241235922307,0.0,0.13211206179611534,1.120913288294904,1.0,1.0597253894761358
2015-04-09,-0.0005877624047135,0.0,-0.00029388120235675,-0.00029388120235675,0.0,0.0,0.2642241235922307,0.0,0.13211206179611534,1.1202544576051003,1.0,1.0594139561045086
2015-04-10,-0.0001321120617961,-0.0,-6.605603089805e-05,0.0,6.605603089805e-05,0.13211206179611534,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-04-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-05-04,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-05-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-05-08,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-05-11,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12010645847897,1.0,1.0593439754234903
2015-05-12,0.0193049273731277,0.0,0.00965246368656385,0.00990246368656385,0.00025,0.5,1.0,0.0,0.5,1.141730032310078,1.0,1.0695692546778457
2015-05-13,0.0228537215871365,0.0,0.01142686079356825,0.01142686079356825,0.0,0.0,1.0,0.0,0.5,1.1678228125961647,1.0,1.08179107366013
2015-05-14,0.0107203625400811,0.0,0.00536018127004055,0.00536018127004055,0.0,0.0,1.0,0.0,0.5,1.1803422965297727,1.0,1.08758966991126
2015-05-15,0.0228946312383648,0.0,0.0114473156191824,0.0114473156191824,0.0,0.0,1.0,0.0,0.5,1.2073657981438666,1.0,1.1000396521268965
2015-05-18,0.0501967214313148,0.0,0.0250983607156574,0.0250983607156574,0.0,0.0,1.0,0.0,0.5,1.2679716027789911,1.0,1.1276488441175037
2015-05-19,-0.0136714496912248,0.0,-0.0068357248456124,-0.0068357248456124,0.0,0.0,1.0,0.0,0.5,1.2506365928016967,1.0,1.1199405468966437
2015-05-20,0.023220631294831,0.0,0.0116103156474155,0.0116103156474155,0.0,0.0,1.0,0.0,0.5,1.2796771640069686,1.0,1.1329434101524527
2015-05-21,0.0281587418668853,0.0,0.01407937093344265,0.01407937093344265,0.0,0.0,1.0,0.0,0.5,1.315711262941189,1.0,1.1488945406705884
2015-05-22,-0.0223490120883458,0.0,-0.0111745060441729,-0.0111745060441729,0.0,0.0,1.0,0.0,0.5,1.2863064160209434,1.0,1.1360562116817476
2015-05-25,-0.0156085754285497,0.0,-0.00780428771427485,-0.00780428771427485,0.0,0.0,1.0,0.0,0.5,1.266229005302253,1.0,1.127190102146194
2015-05-26,0.029385122519582,0.0,0.014692561259791,0.014692561259791,0.0,0.0,1.0,0.0,0.5,1.303437299760908,1.0,1.1437514117734071
2015-05-27,0.0262069724061473,0.0,0.01310348620307365,0.01310348620307365,0.0,0.0,1.0,0.0,0.5,1.337596445108885,1.0,1.158738542617326
2015-05-28,0.0102695267418999,0.0,0.00513476337094995,0.00513476337094995,0.0,0.0,1.0,0.0,0.5,1.3513329275718011,1.0,1.1646883908424654
2015-05-29,0.0205829711952703,0.0,0.01029148559763515,0.01029148559763515,0.0,0.0,1.0,0.0,0.5,1.379147374295232,1.0,1.1766747646425535
2015-06-01,0.0078879057604852,0.0,0.0039439528802426,0.0039439528802426,0.0,0.0,1.0,0.0,0.5,1.3900259588134936,1.0,1.181315514469674
2015-06-02,0.0382617617303606,0.0,0.0191308808651803,0.0191308808651803,0.0,0.0,1.0,0.0,0.5,1.4432108008486315,1.0,1.2039151208411825
2015-06-03,0.0117972200455342,0.0,0.0058986100227671,0.0058986100227671,0.0,0.0,1.0,0.0,0.5,1.4602366762383343,1.0,1.2110165466395373
2015-06-04,-0.0216482159981001,0.0,-0.01082410799905005,-0.01082410799905005,0.0,0.0,1.0,0.0,0.5,1.4286251572627793,1.0,1.1979083727500743
2015-06-05,0.0094622860753519,0.0,0.00473114303767595,0.00473114303767595,0.0,0.0,1.0,0.0,0.5,1.4421432171952444,1.0,1.2035758486075845
2015-06-08,-0.0689038530112602,0.0,-0.0344519265056301,-0.0344519265056301,0.0,0.0,1.0,0.0,0.5,1.3427739929364373,1.0,1.1621103419274046
2015-06-09,0.0022744395276817,0.0,0.00113721976384085,0.00133789962962255,0.0002006798657817,0.4013597315634498,0.1972805368731004,0.0,0.0986402684365502,1.345828051182715,1.0,1.1634319167760083
2015-06-10,0.0075900843205242,0.0,0.0037950421602621,0.0037950421602621,0.0,0.0,0.1972805368731004,0.0,0.0986402684365502,1.3560429995721188,1.0,1.1678471899507679
2015-06-11,0.0055893762374276,0.0,0.0027946881187138,0.0027946881187138,0.0,0.0,0.1972805368731004,0.0,0.0986402684365502,1.3636224340908574,1.0,1.1711109586169965
2015-06-12,0.0029845616669617,0.0,0.00149228083348085,0.00149228083348085,0.0,0.0,0.1972805368731004,0.0,0.0986402684365502,1.367692249335854,1.0,1.17285858505442
2015-06-15,0.001276743557368,0.0,0.000638371778684,0.000638371778684,0.0,0.0,0.1972805368731004,0.0,0.0986402684365502,1.3694384416036556,1.0,1.173607304875506
2015-06-16,-0.0031951955402422,0.0,-0.0015975977701211,-0.0015975977701211,0.0,0.0,0.1972805368731004,0.0,0.0986402684365502,1.3650628180024071,1.0,1.171732352462239
2015-06-17,0.0022564128842057,0.0,0.00112820644210285,0.00112820644210285,0.0,0.0,0.1972805368731004,0.0,0.0986402684365502,1.368142963332698,1.0,1.173054308450707
2015-06-18,0.0024273335810081,0.0,0.00121366679050405,0.00121366679050405,0.0,0.0,0.1972805368731004,0.0,0.0986402684365502,1.3714639026912154,1.0,1.1744780055083313
2015-06-19,-0.0023682793353309,0.0,-0.00118413966766545,-0.00118413966766545,0.0,0.0,0.1972805368731004,0.0,0.0986402684365502,1.3682158930713193,1.0,1.1730872595132082
2015-06-23,-0.0050776718661684,0.0,-0.0025388359330842,-0.0025294394424579,9.39649062632196e-06,0.0187929812526439,0.1596945743678126,0.0,0.0798472871839063,1.3612685417242265,1.0,1.1701089834261127
2015-06-24,-7.984728718390632e-05,-0.0,-3.992364359195316e-05,0.0,3.992364359195316e-05,0.0798472871839063,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-08,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-13,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-16,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-17,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-20,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361159848124041,1.0,1.1700622684120947
2015-07-27,0.0220475541191524,0.0,0.0110237770595762,0.0112737770595762,0.00025,0.5,1.0,0.0,0.5,1.3911700935403732,1.0,1.1829607740048917
2015-07-28,-0.0418293560147136,0.0,-0.0209146780073568,-0.0209146780073568,0.0,0.0,1.0,0.0,0.5,1.3329783444206504,1.0,1.158219530321246
2015-07-29,0.0287373535651247,0.0,0.01436867678256235,0.01436867678256235,0.0,0.0,1.0,0.0,0.5,1.3712846143989212,1.0,1.1748616123956832
2015-07-30,-0.0021389467406376,0.0,-0.0010694733703188,-0.0010694733703188,0.0,0.0,1.0,0.0,0.5,1.368351509642466,1.0,1.173605129187416
2015-07-31,-0.0171003082366911,0.0,-0.00855015411834555,-0.00848765411834555,6.25e-05,0.125,0.75,0.0,0.375,1.3449522770514382,1.0,1.163570624458783
2015-08-03,-0.000375,0.0,-0.0001875,0.0,0.0001875,0.375,0.0,0.0,0.0,1.344447919947544,1.0,1.163352454966697
2015-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344447919947544,1.0,1.163352454966697
2015-08-05,0.0119863734253325,0.0,0.00599318671266625,0.00618068671266625,0.0001875,0.375,0.75,0.0,0.375,1.3605629747669463,1.0,1.1703246434419512
2015-08-06,-0.000375,0.0,-0.0001875,0.0,0.0001875,0.375,0.0,0.0,0.0,1.3600527636514088,1.0,1.1701052075713059
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3600527636514088,1.0,1.1701052075713059
2015-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3600527636514088,1.0,1.1701052075713059
2015-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3600527636514088,1.0,1.1701052075713059
2015-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3600527636514088,1.0,1.1701052075713059
2015-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3600527636514088,1.0,1.1701052075713059
