date,return,gross_return,cost,turnover,weight,pre_volume_weight,volume_mult,volume_on,volume_indicator,spread_return,nav_on,decay_on,overheat_on,cyb,sz50,spread_close,gross_exposure,nav,candidate,line,volume_feature
2010-09-13,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.061990674971625,-0.0038968052879448933,0.0,0.0,0.0,1042.482,1922.142,1.8438131305864276,0.0,1.0,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0738666139443835,0.012298189878684695,0.0,0.0,0.0,1031.219,1925.014,1.8667363576505085,0.0,1.0,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0435345362768986,0.02325475663094323,0.0,0.0,0.0,990.103,1893.027,1.9119495648432538,0.0,1.0,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-16,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2844454268409846,-0.0005900447620019733,0.0,0.0,0.0,972.602,1858.449,1.9108011293417042,0.0,1.0,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-17,-0.0007163629462304133,-0.000133655263496166,0.0005827076827342473,0.5827076827342473,0.5827076827342473,0.5827076827342473,1.0,0.0,0.8134593193395092,-0.00022936931750927592,0.0,0.0,0.0,972.229,1857.31,1.9103626820430164,0.5827076827342473,0.9992836370537695,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-20,0.01406235049028075,0.014094493837243503,3.21433469627539e-05,0.032143346962753894,0.5505643357714934,0.5505643357714934,1.0,0.0,0.7396437978213699,0.025600085079054757,0.0,0.0,0.0,949.195,1860.854,1.9604549117936778,0.5505643357714934,1.0133359137972222,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-21,0.00947193875976138,0.00947885743423915,6.918674477769504e-06,0.006918674477769504,0.5436456612937239,0.5436456612937239,1.0,0.0,0.5102149916350953,0.017435727182448457,0.0,0.0,0.0,934.461,1864.414,1.9951758286327625,0.5436456612937239,1.0229341695157765,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-27,-0.004418320143795099,-0.00441594440021791,2.3757435771891712e-06,0.002375743577189171,0.5412699177165348,0.5412699177165348,1.0,0.0,0.821970884093212,-0.008158488502090666,0.0,0.0,0.0,950.671,1881.545,1.9791757611203034,0.5412699177165348,1.0184145188688287,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-28,-0.00017348927367970518,-0.0001727189098178527,7.703638618524744e-07,0.0007703638618524744,0.5420402815783872,0.5420402815783872,1.0,0.0,1.05635452361016,-0.00031864589346553007,0.0,0.0,0.0,942.049,1863.881,1.9785393328797123,0.5420402815783872,1.0182378348736454,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-29,0.01025884605857275,0.010261366162639545,2.520104066795148e-06,0.002520104066795148,0.5445603856451824,0.5445603856451824,1.0,0.0,1.084744981493871,0.018843394475861697,0.0,0.0,0.0,926.758,1868.749,2.0164368691718875,0.5445603856451824,1.0286837800726287,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-09-30,0.0037053916053266557,0.0037144279637820114,9.036358455355775e-06,0.009036358455355775,0.5535967441005382,0.5535967441005382,1.0,0.0,1.2543386159755356,0.006709627546341634,0.0,0.0,0.0,942.539,1913.109,2.0297398834424887,0.5535967441005382,1.0324954563158455,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-08,0.011977230144331757,0.011981682570129831,4.4524257980745886e-06,0.0044524257980745885,0.5491443183024636,0.5491443183024636,1.0,0.0,1.8322642057270402,0.0218188227953775,0.0,0.0,0.0,959.863,1990.014,2.073227116786458,0.5491443183024636,1.0448618920191173,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-11,0.025342051411314386,0.025402187140884942,6.013572957055585e-05,0.06013572957055585,0.4890085887319077,0.4890085887319077,1.0,0.0,2.9341207135119713,0.051946300589029826,0.0,0.0,0.0,947.11,2066.948,2.1823737475055696,0.4890085887319077,1.0713408358043888,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-12,-0.0004890085887319077,0.0,0.0004890085887319077,0.4890085887319077,0.0,0.4970020074014266,0.0,1.0,2.095838522802079,0.007072984352617606,0.0,0.0,0.0,951.79,2091.781,2.1977337437880204,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-13,0.0,0.0,0.0,0.0,0.0,0.5330434717704341,0.0,1.0,2.244730847314317,0.0046717180111151,0.0,0.0,0.0,962.738,2125.614,2.207884180327358,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-14,0.0,0.0,0.0,0.0,0.0,0.6021557485083708,0.0,1.0,3.4479557965468484,0.020977963344769535,0.0,0.0,0.0,958.495,2160.837,2.2544061262708723,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-15,0.0,0.0,0.0,0.0,0.0,0.5182095231740658,0.0,1.0,3.6171426089374186,0.05815339039651002,0.0,0.0,0.0,944.254,2254.392,2.3874847233901044,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-18,0.0,0.0,0.0,0.0,0.0,0.5374591177694826,0.0,1.0,3.465687927617296,0.006977105483307988,0.0,0.0,0.0,932.359,2241.722,2.404354974854107,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-19,-0.0,-0.0,0.0,0.0,0.0,0.4437311406344184,0.0,1.0,1.8201113761156014,-0.0518338202804145,0.0,0.0,0.0,995.922,2278.353,2.287682167880617,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-20,-0.0,-0.0,0.0,0.0,0.0,0.1961882323791594,0.0,1.0,2.2974577491676875,-0.005643910441942346,0.0,0.0,1.0,1004.542,2285.214,2.274881488280231,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-21,-0.0,-0.0,0.0,0.0,0.0,0.19843425566916617,0.0,1.0,1.6137164380154083,-0.004846375481176279,0.0,0.0,1.0,991.842,2245.248,2.2637153901528673,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-22,-0.0,-0.0,0.0,0.0,0.0,0.18717875144079776,0.0,1.0,1.281834121996228,-0.02810417144103583,0.0,0.0,1.0,1013.448,2231.057,2.201451875182545,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-25,0.0,0.0,0.0,0.0,0.0,0.1839106086978822,0.0,1.0,1.64931282084854,0.0031481146757235123,0.0,0.0,1.0,1039.054,2294.451,2.2082115077753417,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-26,-0.0,-0.0,0.0,0.0,0.0,0.18528128494395393,0.0,1.0,1.7441854690953054,-0.006761782899616708,0.0,0.0,1.0,1036.007,2272.208,2.193236146087816,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-27,-0.0,-0.0,0.0,0.0,0.0,0.18222257208989748,0.0,1.0,1.3510492015104802,-0.015387156239693112,0.0,0.0,1.0,1030.593,2225.371,2.1593111926822712,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-28,-0.0,-0.0,0.0,0.0,0.0,0.18685381704566756,0.0,1.0,1.0919115567404585,-0.008299788918812223,0.0,0.0,1.0,1038.622,2224.238,2.1415279090949353,0.0,1.0708169409342212,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-10-29,-0.007734641872780301,-0.0075485531149857964,0.00018608875779450458,0.18608875779450457,0.18608875779450457,0.18608875779450457,1.0,0.0,1.108529170325942,-0.04056426193849694,0.0,0.0,1.0,1064.522,2189.479,2.0567719596213134,0.18608875779450457,1.062534555384789,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-01,-0.00018608875779450458,-0.0,0.00018608875779450458,0.18608875779450457,0.0,0.0,1.0,0.0,1.2964997079571337,-0.018018556485664305,0.0,0.0,1.0,1107.523,2238.471,2.021150802285822,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.599029492066635,0.026206144181272206,0.0,0.0,1.0,1075.151,2231.704,2.075712155780909,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5684947878049131,0.029770229716447272,0.0,0.0,1.0,1040.621,2226.468,2.139557052952035,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-04,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2908778630935382,-0.0037172996450471896,0.0,0.0,1.0,1057.714,2254.763,2.1317322073830924,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-05,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5596872538129738,-0.002962517864667724,0.0,0.0,1.0,1072.219,2279.004,2.125502346069226,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-08,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2090893191577248,-0.027686108818476773,0.0,0.0,1.0,1107.061,2289.964,2.0685075167493028,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-09,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.260677314822541,-0.02199959215355629,0.0,0.0,1.0,1115.648,2257.348,2.023351451353832,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-10,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.230542541235762,-0.03706189587932851,0.0,0.0,1.0,1141.582,2226.16,1.9500657859006183,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4967355231636623,0.019495715879846887,0.0,0.0,1.0,1132.722,2252.283,1.9883810855620354,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-12,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7567149635532935,-0.009467969184448477,0.0,0.0,1.0,1082.24,2130.581,1.9686770032525134,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-15,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.232820861634537,-0.06308388023672329,0.0,0.0,1.0,1148.539,2126.697,1.8516541449615556,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-16,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0829086428225894,-0.024821874814362266,0.0,0.0,1.0,1126.175,2032.498,1.8047798965524897,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.856059397707791,0.026957440576400038,0.0,0.0,1.0,1085.349,2013.607,1.855262224408923,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-18,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.68689377232008,-0.0042732608092137525,0.0,0.0,1.0,1102.845,2037.462,1.847459978510126,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-19,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8459675724718662,-0.04465961616879266,0.0,0.0,1.0,1153.171,2039.445,1.7685538398034635,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-22,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7311487226933764,-0.028573024244832324,0.0,0.0,1.0,1174.938,2019.668,1.718957085395144,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-23,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7240210638281407,-0.02630538706328145,0.0,0.0,1.0,1183.502,1981.261,1.6740664570064099,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-24,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7600291707512428,-0.0044772546218776466,0.0,0.0,1.0,1208.45,2014.155,1.666725971285531,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7780603581186973,0.03177675509463773,0.0,0.0,1.0,1186.358,2041.337,1.7206753779213357,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-26,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5767993506821493,-0.019381143253709876,0.0,0.0,1.0,1196.019,2018.397,1.6875961000619555,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-29,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4975573496121377,-0.023362538512786468,0.0,0.0,1.0,1220.11,2011.898,1.6489480456680137,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-11-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7441715616433164,0.01573255117856842,0.0,0.0,1.0,1181.504,1979.891,1.6757378730837984,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4039353374830421,0.005893389713160779,0.0,0.0,1.0,1177.175,1984.305,1.6856499670822096,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5878634348419817,0.006411838286901617,0.0,0.0,1.0,1177.84,1998.149,1.6964519798954019,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4343090747868326,0.021886301197707514,0.0,0.0,1.0,1157.939,2008.12,1.7342191600766532,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6167872664810047,0.03224969948746381,0.0,0.0,1.0,1134.383,2032.03,1.7913085792012045,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-07,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6092108337574533,-0.016843179475404257,0.0,0.0,1.0,1161.692,2046.723,1.7618465135337076,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-08,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5903064861220582,-0.012557652899701344,0.0,0.0,1.0,1160.239,2018.461,1.7396941492227032,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6734550759154759,0.0026010488664335307,0.0,0.0,1.0,1144.531,1996.384,1.7442812820273108,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-10,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5956785511225281,-0.006801368950436482,0.0,0.0,1.0,1166.801,2021.651,1.7326442126806543,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-13,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0392612827515526,-0.010339272066517635,0.0,0.0,1.0,1209.271,2074.334,1.7153590882440743,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-14,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8205070073482676,-0.00977583947771643,0.0,0.0,1.0,1218.52,2069.921,1.6987172963923447,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-15,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6777992584931781,-0.0021717807768649733,0.0,0.0,1.0,1211.804,2054.017,1.6950076084911418,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-16,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5654766444172477,-0.019416183327549574,0.0,0.0,1.0,1225.03,2036.554,1.6624523481057607,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-17,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4159165316920735,-0.008659638326377506,0.0,0.0,1.0,1232.982,2032.138,1.6481489591899963,0.0,1.0623368296492637,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
2010-12-20,-8.390252124959778e-05,0.0001914984605154733,0.00027540098176507107,0.27540098176507105,0.27540098176507105,0.27540098176507105,1.0,0.0,0.6362429470234077,0.000695344146154242,0.0,0.0,1.0,1212.337,1999.525,1.6493145057851077,0.27540098176507105,1.0622476969108399,l7vol_neighbor_downonly_tv16_w30_min0_sz50_vol_high_w60_thr1p25_d3_scale0,neighbor_downonly_tv16_w30_min0,sz50_vol_high
