window,start,end,common_rows,poe_six_ann_return,poe_six_max_dd,v77_adk_ann_return,v77_adk_max_dd,ann_return_delta_poe_minus_v77,max_dd_delta_poe_minus_v77,poe_six_final_nav,v77_adk_final_nav
10Y,2016-06-06,2026-06-05,2427,0.09941677475246169,-0.03281801249311217,0.19980471325408233,-0.15491358881438289,-0.10038793850162064,0.12209557632127072,2.5871060860178363,6.214324946736291
5Y,2021-06-07,2026-06-05,1211,0.09076512803134973,-0.032818012493112676,0.23142871312095536,-0.14048894653046445,-0.14066358508960564,0.10767093403735178,1.5445861607427216,2.8341313295604804
3Y,2023-06-05,2026-06-05,727,0.08923098001443841,-0.02387801174577,0.23571111201590345,-0.14048894653046484,-0.14648013200146504,0.11661093478469484,1.2927464196511227,1.8885595270147082
1Y,2025-06-05,2026-06-05,244,0.11606173226127559,-0.023878011745770228,0.23516767039219766,-0.14048894653046526,-0.11910593813092207,0.11661093478469503,1.1170750057881225,1.2373255508327947
