window,start,end,rows,rebased_start_nav,rebased_end_nav,ann_return,ann_vol,max_dd
10y,2016-06-06,2026-06-05,2427,1.0,2.428386576796226,0.09253783400012283,0.05046202832913371,-0.047744019933049775
2y,2024-06-05,2026-06-05,485,1.0,1.1359020177728612,0.06578704147351178,0.051917677470908155,-0.02777600318459672
