date,zz1000,hs300,spread_close,score,zz1000_amount,hs300_amount,amount_ratio_zz1000_hs300,return,gross_return,cost,turnover,gross_exposure,nav,nav_defense_gate,amount_gate,amount_ma_ratio
2014-11-14,6009.446,2581.093,0.9383214059319265,,765.06,1454.1,0.5261398803383536,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-17,6100.833,2567.101,0.9577827724625427,,827.1,1477.25,0.5598916906413945,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-18,6139.522,2541.416,0.9735979261161428,,801.86,1242.47,0.6453757434787157,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-19,6193.562,2537.223,0.9837906478894706,,929.23,1130.32,0.8220946280699272,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-20,6185.919,2537.099,0.9826246504350261,,832.03,981.46,0.8477472337130397,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-21,6240.774,2583.455,0.973550298708667,,918.98,1437.51,0.6392859875757386,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-24,6293.023,2649.258,0.9573172940170941,,1201.42,2649.75,0.4534088121520898,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-25,6392.442,2685.561,0.9592959585727739,,1299.84,2068.79,0.6283093015724167,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-26,6435.14,2723.018,0.9524196070623425,,1381.82,2393.34,0.5773605087451009,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-27,6472.587,2754.49,0.9470164797867909,,1444.15,2611.65,0.5529646009227883,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-11-28,6478.108,2808.819,0.9294911730958247,,1552.08,3302.56,0.469962695605833,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-01,6392.464,2819.812,0.9136271070990157,,1396.16,3388.33,0.4120495937526746,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-02,6457.556,2923.94,0.8900626244427655,,1278.88,3411.85,0.374834767061858,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-03,6513.957,2967.549,0.8846425584641543,,1682.04,4648.58,0.3618395294907262,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-04,6605.322,3104.351,0.857519518178074,,1740.12,4338.76,0.4010638984410292,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-05,6462.089,3124.885,0.8334119737362972,,1956.62,5543.63,0.3529492408403879,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-08,6457.511,3252.881,0.8000512697678333,,1758.68,5157.74,0.3409788007925952,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-09,6161.367,3106.913,0.7992245686182029,,2010.88,7021.5,0.2863889482304351,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-10,6366.81,3221.546,0.7964864515786461,,1347.06,4773.0,0.2822250157133878,0.0,0.0,0.0,0.0,0.0,1.0,0,0,
2014-12-11,6463.316,3183.012,0.8183478650196397,,1411.42,3929.45,0.3591902174604588,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.1914837219029957
2014-12-12,6545.19,3193.227,0.8260632571625584,,1337.19,3378.17,0.3958326549581578,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.1248496084931323
2014-12-15,6658.145,3217.228,0.8340503119303081,,1432.02,3266.68,0.4383716801155913,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.1933688950075043
2014-12-16,6635.255,3303.402,0.8095003307119355,,1316.46,4256.66,0.3092706488185573,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0892698898120177
2014-12-17,6551.119,3360.598,0.7856330838663258,,1315.83,5277.49,0.2493287528730514,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0799854724828717
2014-12-18,6540.881,3345.927,0.7878447157773033,,1133.19,4162.6,0.2722312977466006,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.9258517500709286
2014-12-19,6438.042,3383.167,0.7669220236883001,,1201.87,4355.17,0.2759639692595237,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.972821588938421
2014-12-22,6120.582,3394.481,0.7266749318712455,,1283.43,5370.21,0.238990653996771,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0281838686897131
2014-12-23,6023.366,3324.924,0.7300933123923871,,832.24,3772.28,0.2206198903580858,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.6700670276363196
2014-12-24,6154.878,3230.385,0.7678670003904579,,789.07,3394.76,0.232437639185097,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.64317453874253
2014-12-25,6222.506,3335.419,0.7518578970780293,,807.72,3301.29,0.2446679934207537,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.6649990645208896
2014-12-26,6233.936,3445.839,0.729101845075318,,899.57,4388.38,0.20498908481034,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.7442212551913563
2014-12-29,6098.979,3455.455,0.7113326389141497,,1055.84,5050.05,0.2090751576717062,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.8744083546809779
2014-12-30,5982.636,3457.554,0.6973397927184877,,921.29,3946.08,0.2334696711673357,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.7658399902408998
2014-12-31,6027.52,3533.705,0.6874311521459999,,802.95,4037.11,0.1988922769010505,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.6692852101471789
2015-01-05,6049.787,3641.541,0.6695387548402797,,1012.88,5198.5,0.1948408194671539,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.8436283314461194
2015-01-06,6172.392,3641.059,0.6831980582412921,,1100.59,4985.3,0.2207670551421178,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.9185135234944558
2015-01-07,6166.769,3643.79,0.682064083641248,,932.45,3987.32,0.2338538165986176,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.7792059110847045
2015-01-08,6164.111,3559.259,0.6979618719445323,,958.07,3558.32,0.2692478472987252,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.8058062593871568
2015-01-09,6128.012,3546.723,0.6963269046687649,,907.96,4302.11,0.2110499266638928,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.7626850805548105
2015-01-12,6062.283,3513.576,0.6953567812341435,,795.56,3342.57,0.2380084785060597,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.6717609977790495
2015-01-13,6167.117,3514.04,0.7072880605887925,,803.23,2507.97,0.3202709761281036,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.6776913961634075
2015-01-14,6139.29,3502.423,0.7064320464998618,,753.76,2412.86,0.3123927621163266,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.6369384769957352
2015-01-15,6168.658,3604.121,0.6897824967631156,,700.27,3034.45,0.2307732867570729,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.5930113041536068
2015-01-16,6252.075,3635.146,0.6931435093881118,,888.76,3555.69,0.249954298603084,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.7532761316071955
2015-01-19,6109.285,3355.155,0.7338353646386243,,1195.69,3660.18,0.3266751908376091,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0056680216426077
2015-01-20,6336.631,3396.222,0.7519399976895359,,1174.45,3819.18,0.307513654763588,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.9825256501771154
2015-01-21,6465.733,3548.885,0.7342546069978347,,1395.33,4254.34,0.3279780177418824,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.1625952821459682
2015-01-22,6568.636,3567.613,0.7420245912616157,,1357.52,3450.26,0.393454406334595,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.1297344642994605
2015-01-23,6502.067,3571.732,0.7336575911819769,,1320.46,3618.36,0.3649332846925126,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.1002976018118586
2015-01-26,6642.612,3607.985,0.7419847893765794,,1255.63,3095.86,0.4055835858210643,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0504019431469729
2015-01-27,6693.806,3574.931,0.7546165010176389,,1428.96,3575.48,0.3996554308792106,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.1984877998662253
2015-01-28,6666.264,3525.323,0.7620867911800427,,1256.92,2787.49,0.4509146221152363,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.057282359042127
2015-01-29,6625.005,3481.798,0.766837740515158,,984.16,2518.98,0.3906978221343559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.8330078162195972
2015-01-30,6546.597,3434.39,0.7682221699051226,,1021.59,2374.21,0.4302862847010163,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.8769447584204281
2015-02-02,6535.903,3353.96,0.7853596045775454,,871.87,2248.38,0.3877769772013627,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.7626334370156292
2015-02-03,6654.549,3437.445,0.7801959816805355,,1058.05,2411.0,0.438842803815844,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.9440369995050284
2015-02-04,6653.338,3401.768,0.7882350370452659,,1098.48,2440.34,0.4501339977216289,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.9947596448050257
2015-02-05,6654.082,3366.946,0.7964762631784069,,1265.48,3115.24,0.4062223135296157,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.1656622975516329
2015-02-06,6526.949,3312.42,0.7941191352965026,,1069.46,2214.33,0.4829722760383502,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.991441716319792
2015-02-09,6474.817,3345.921,0.7798887499408556,133.1919114741085,815.16,2207.67,0.3692399679299895,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.7662824804160425
2015-02-10,6555.818,3406.943,0.775501890182394,126.74512434722357,707.77,1991.21,0.355447190401816,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.675320995019559
2015-02-11,6645.51,3434.124,0.7798896972771,122.29098202777595,896.57,1859.79,0.482081310255459,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.8665329355872706
2015-02-12,6703.815,3442.874,0.7847326670368012,110.0963559947013,988.92,1912.86,0.5169850381104734,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.9634136242967437
2015-02-13,6815.848,3469.828,0.791649222166142,93.5314290353196,1251.26,2470.76,0.5064271722061228,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.2209073281418963
2015-02-16,6965.301,3499.483,0.8021523141096725,89.80455078971518,1301.88,2228.0,0.5843267504488331,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.2650936080646948
2015-02-17,7020.053,3522.322,0.8032156756492543,92.9793911101059,1203.62,2144.57,0.5612407149218723,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.169560355711071
2015-02-25,7004.665,3478.729,0.8114982959458165,89.89491666227495,1213.33,2117.39,0.5730309484790237,0.009811826010949154,0.010311826010949154,0.0005,1.0,1.0,1.0098118260109492,0,0,1.1810067315135233
2015-02-26,7045.268,3566.295,0.7961613550297848,85.68361778644778,1256.78,2798.09,0.4491563888223752,-0.01889953557839108,-0.01889953557839108,0.0,0.0,1.0,0.9907268514777752,0,0,1.210790834433424
2015-02-27,7141.888,3572.843,0.8056008998159859,78.78250734696827,1408.01,2718.62,0.5179135002317352,0.011856321242630585,0.011856321242630585,0.0,0.0,1.0,1.0024732272925956,0,0,1.3365623869050092
2015-03-02,7317.677,3601.265,0.8189153197750028,74.72601052065568,1906.84,3251.65,0.5864222779204403,0.016527315153270106,0.016527315153270106,0.0,0.0,1.0,1.019041418252776,0,0,1.7640665933196213
2015-03-03,7282.108,3507.9,0.8366248327401896,75.74939181314095,1996.85,3357.0,0.5948316949657432,0.021625572922548963,0.021625572922548963,0.0,0.0,1.0,1.0410787727542992,0,0,1.8016156663016398
2015-03-04,7411.034,3530.822,0.84590934301197,78.55697885236296,1722.0,2574.69,0.6688183820188062,0.01109757911604281,0.01109757911604281,0.0,0.0,1.0,1.0526322268009727,0,0,1.5306391151625938
2015-03-05,7450.906,3496.344,0.8588469323033736,83.19354800756011,1842.52,2790.31,0.6603280639068777,0.015294297667097112,0.015294297667097112,0.0,0.0,1.0,1.068731497411646,0,0,1.6049112800737948
2015-03-06,7338.404,3478.52,0.8502134137061137,82.60899007894825,1630.47,2334.68,0.6983697980022959,-0.010052453205026124,-0.010052453205026124,0.0,0.0,1.0,1.0579881240451778,0,0,1.395067675503256
2015-03-09,7450.816,3537.75,0.8487846929144977,85.68378264174625,1435.37,2778.6,0.5165802922334989,-0.0016804260772459445,-0.0016804260772459445,0.0,0.0,1.0,1.0562102532121158,0,0,1.2171359947256903
2015-03-10,7566.481,3520.611,0.8661572487126789,88.04972938102382,1635.35,2453.67,0.6664914189764719,0.020467564911577973,0.020467564911577973,0.0,0.0,1.0,1.077828305130009,0,0,1.3711669256443682
2015-03-11,7566.312,3524.653,0.8651446335485294,89.67398515755866,1633.82,2357.73,0.6929631467555657,-0.0011690892914125728,-0.0011690892914125728,0.0,0.0,1.0,1.0765682276005002,0,0,1.3500362955186498
2015-03-12,7514.445,3592.844,0.8429064737869464,88.0156929333596,1617.13,3221.41,0.5019944682607926,-0.025704557248849458,-0.025704557248849458,0.0,0.0,1.0,1.0488955179618507,0,0,1.3182970959850198
2015-03-13,7649.345,3617.657,0.852153242832195,87.66102392610655,1484.86,2972.99,0.499450048604267,0.010970100874543531,0.010970100874543531,0.0,0.0,1.0,1.0604020076007488,0,0,1.1964030397142542
2015-03-16,7903.363,3705.671,0.8595396409716841,83.32948043197473,2208.81,3584.98,0.6161289602731396,0.00866792235037428,0.00866792235037428,0.0,0.0,1.0,1.069593489862813,0,0,1.7304527317201293
2015-03-17,7993.243,3757.122,0.8574100277241096,75.09259824020552,2552.92,4550.04,0.5610763861416603,-0.0024776207472724243,-0.0024776207472724243,0.0,0.0,1.0,1.0669434428411815,0,0,1.9337710019186822
2015-03-18,8150.951,3846.055,0.8541096561425984,65.652103683648,2480.36,4844.66,0.5119781367526308,-0.0038492337094209184,-0.0038492337094209184,0.0,0.0,1.0,1.0628365281749517,0,0,1.8193233979441694
2015-03-19,8216.624,3839.739,0.8624075477684192,57.32982348322548,2477.09,4632.13,0.5347626254012733,0.009715253265367041,0.009715253265367041,0.0,0.0,1.0,1.0731622542258548,0,0,1.7595936814626048
2015-03-20,8318.829,3892.574,0.8612835640324299,48.73093061226142,2397.94,5444.68,0.4404189043249557,-0.0013033092519861844,-0.0013033092519861844,0.0,0.0,1.0,1.0717635919310398,0,0,1.658909215685732
2015-03-23,8560.441,3972.061,0.8685624881017427,43.028680797515165,2799.96,5197.6,0.5387024780668,0.008451251566016005,0.008451251566016005,0.0,0.0,1.0,1.080821335665746,0,0,1.8847350268704792
2015-03-24,8655.38,3973.046,0.877977499752184,37.741516191240585,3392.25,5910.67,0.5739197079180532,0.010839763148208226,0.010839763148208226,0.0,0.0,1.0,1.0925371829498927,0,0,2.20126780956089
2015-03-25,8784.909,3940.412,0.8984966746779013,37.28249801741452,3086.15,5017.34,0.6150968441445068,0.023370957605985287,0.023370957605985287,0.0,0.0,1.0,1.1180708231355772,0,0,1.9491708610593257
2015-03-26,8611.864,3949.999,0.878660325663059,27.70171390246826,2989.16,4685.38,0.6379760019464803,-0.022077264806743324,-0.022077264806743324,0.0,0.0,1.0,1.0933868775005195,0,0,1.8404964826017278
2015-03-27,8710.291,3971.697,0.883847617594569,19.772768368497836,2215.08,3931.32,0.563444339305882,0.005903637367028702,0.005903637367028702,0.0,0.0,1.0,1.0998418371271506,0,0,1.3453503501352817
2015-03-30,8719.22,4088.178,0.8595451198849855,9.441559448415934,2581.15,5462.11,0.4725554776450859,-0.027496253003118087,-0.027496253003118087,0.0,0.0,1.0,1.0696003077100882,0,0,1.5367567000350528
2015-03-31,8780.739,4051.204,0.8735098276327894,4.621797898140299,2624.56,5981.22,0.4388001110141409,0.016246625598517195,0.016246625598517195,0.0,0.0,1.0,1.0869777034495127,0,0,1.535280444048292
2015-04-01,9008.201,4123.895,0.8803417709312221,2.1793779458840246,2613.77,4665.97,0.5601771978816837,0.007821255219242707,0.007821255219242707,0.0,0.0,1.0,1.0954792334858177,0,0,1.4992199240573125
2015-04-02,9238.053,4124.776,0.9026116211283869,5.157260136254179,3057.77,4766.18,0.6415557112824106,0.025296823270816615,0.025296823270816615,0.0,0.0,1.0,1.123191378052158,0,0,1.7032460892508483
2015-04-03,9419.201,4170.538,0.9102125555651066,6.958828270064373,3112.59,4669.66,0.6665560233507365,0.008421046504162533,0.008421046504162533,0.0,0.0,1.0,1.1326498248798098,0,0,1.6847256364932686
2015-04-07,9600.722,4260.044,0.9082609650130402,6.909336723094818,3244.08,5646.46,0.5745334244818877,-0.0021441041876804068,-0.0021441041876804068,0.0,0.0,1.0,1.1302213056471095,0,0,1.701285450985544
2015-04-08,9455.59,4295.803,0.8870847549060198,5.802344861056536,3361.82,6583.08,0.5106758538556421,-0.023315116384767687,-0.023315116384767687,0.0,0.0,1.0,1.1038700643654031,0,0,1.7113421558033426
2015-04-09,9369.657,4262.138,0.8859659384429132,3.98522660071432,3057.1,6504.19,0.4700200947389298,-0.001261228374086043,-0.001261228374086043,0.0,0.0,1.0,1.1024778321189213,0,0,1.5183766864040071
2015-04-10,9600.401,4344.416,0.8905920396972636,-1.6903911915763254,2706.27,5093.54,0.5313141744248597,0.005221533981860427,0.005221533981860427,0.0,0.0,1.0,1.108234457583578,0,0,1.3205053136985099
2015-04-13,9813.596,4421.073,0.8945844179286431,-5.705059860494284,3107.34,5985.18,0.519172355718625,-0.0005,0.0,0.0005,1.0,0.0,1.1076803403547864,0,0,1.4794271667760923
2015-04-14,9830.062,4438.184,0.8926306470509506,-9.281679024113947,3143.16,6021.27,0.5220094764061401,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.4561327028533282
2015-04-15,9441.192,4380.513,0.8686057423781349,-17.288306795538244,2770.35,5968.23,0.464182848181119,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.2534774514548113
2015-04-16,9541.766,4513.546,0.8519845687575359,-27.958494701321953,2385.15,5647.23,0.4223575097879846,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.0613185508595473
2015-04-17,9567.695,4596.136,0.8389484796345054,-38.98141490476468,2805.7,7339.54,0.3822719134986661,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.2237186925570886
2015-04-20,9353.612,4521.919,0.8336378256194446,-49.87243564859631,2961.43,9392.65,0.3152922764076166,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.2679961280567202
2015-04-21,9716.349,4619.164,0.8477358781957973,-56.18652451514685,2631.64,6853.65,0.3839764213229447,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.1109761368139814
2015-04-22,9995.262,4739.814,0.8498723951671496,-59.03478408662537,3166.73,7699.25,0.411303698412183,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.3097343229487954
2015-04-23,10105.27,4740.892,0.8590307294717902,-58.941556003100914,3360.26,7522.58,0.4466898324776872,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.3595953655546664
2015-04-24,10123.91,4702.641,0.8676154752819344,-58.5788431238019,3166.22,7212.73,0.4389766426859178,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.2568101845360171
2015-04-27,10174.9,4807.592,0.8529496312511778,-61.072753732570796,3188.48,7659.1,0.416299565223068,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.2436721420178352
2015-04-28,9847.893,4741.861,0.836980504064288,-66.95038764042287,2996.68,8603.5,0.3483094089614691,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.1565689576085914
2015-04-29,10107.4,4774.326,0.8531948455812004,-67.73106934146865,2460.12,6016.76,0.408877867822549,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,0.9452582864321418
2015-04-30,10180.49,4749.886,0.8637863467740703,-64.16191872003361,2662.07,6125.11,0.4346158681231847,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.0137002054764268
2015-05-04,10270.13,4787.741,0.8645022588522512,-57.50282275354576,2430.15,5654.53,0.4297704672183188,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,0.9202385164020025
2015-05-05,10007.27,4596.837,0.8773590355316833,-47.71737444767501,2622.28,6600.2,0.3973031120269083,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,0.9837566186395595
2015-05-06,9973.991,4553.327,0.8827972495888048,-37.74188085327718,2501.73,5860.34,0.4268916137971517,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,0.9292383991453946
2015-05-07,9806.508,4470.089,0.8841359642823942,-29.855767499910943,2071.42,4271.9,0.4848943093237202,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,0.7663017667887008
2015-05-08,10274.38,4558.404,0.9083718164488379,-18.374596028547685,2474.47,4520.91,0.5473389207040176,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,0.9083440553125648
2015-05-11,10771.62,4690.532,0.9255071128712836,-4.068405209255615,3234.95,5832.6,0.554632582381785,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.1701328998529805
2015-05-12,11051.43,4747.421,0.9381700632939862,12.080260166631016,3618.73,6071.23,0.5960456118447168,0.0,0.0,0.0,0.0,0.0,1.1076803403547864,0,0,1.284172370508355
2015-05-13,11137.3,4718.436,0.9512675658981521,29.7107815635414,3600.59,5904.8,0.6097734046877117,0.013460691261219349,0.013960691261219349,0.0005,1.0,1.0,1.1225904834324245,0,0,1.262150701163188
2015-05-14,11211.1,4700.778,0.9611680471149635,43.8106747902299,3423.27,5132.2,0.6670180429445463,0.010407672427540149,0.010407672427540149,0.0,0.0,1.0,1.134274037454263,0,0,1.1909095162794372
2015-05-15,11217.93,4617.47,0.9791054842330641,56.15636826597968,3225.85,5066.95,0.6366453191762302,0.0186621238314586,0.0186621238314586,0.0,0.0,1.0,1.155442000000043,0,0,1.1150004869280767
2015-05-18,11542.28,4575.14,1.0167356636002194,69.33344453540401,3249.18,4340.83,0.748515836833048,0.038433222950059465,0.038433222950059465,0.0,0.0,1.0,1.1998493599919071,0,0,1.1156212660174976
2015-05-19,11831.36,4731.222,1.007818166369726,75.01029298123935,3465.04,5242.32,0.6609745303606037,-0.008770713519497098,-0.008770713519497098,0.0,0.0,1.0,1.189325824988866,0,0,1.1789389161882777
2015-05-20,12132.37,4754.919,1.0283083523270757,84.30347951999666,4183.68,5899.56,0.7091511909362732,0.020331232995290716,0.020331232995290716,0.0,0.0,1.0,1.213506285444031,0,0,1.4068888010450245
2015-05-21,12586.05,4840.976,1.0477975126265655,93.05925225249713,4167.85,5053.46,0.8247517542436272,0.018952642225831928,0.018952642225831928,0.0,0.0,1.0,1.23650543591085,0,0,1.3924858186352247
2015-05-22,12687.29,4951.335,1.0326838752096243,97.56271010050578,4917.34,7191.3,0.6837901353023793,-0.014424196693362146,-0.014424196693362146,0.0,0.0,1.0,1.2186698382908605,0,0,1.6181420771680624
2015-05-25,12877.87,5099.495,1.0177420212014354,100.89231143929875,4689.91,7570.86,0.6194685940566858,-0.014468952568041149,-0.014468952568041149,0.0,0.0,1.0,1.2010369622045276,0,0,1.522006724867503
2015-05-26,13401.31,5198.918,1.0388554579928422,102.3426001323484,4913.35,8022.96,0.6124111300567372,0.02074537196222126,0.02074537196222126,0.0,0.0,1.0,1.2259529207258368,0,0,1.5603604579218975
2015-05-27,13582.55,5181.434,1.0564578678828123,96.54500508477044,5126.13,7778.26,0.6590329970970371,0.0169440414010813,0.0169440414010813,0.0,0.0,1.0,1.246725517770392,0,0,1.5956923003651153
2015-05-28,12818.99,4834.007,1.0687284576666443,92.73826205298633,5607.26,8732.07,0.6421455622779021,0.011614840645205016,0.011614840645205016,0.0,0.0,1.0,1.2612060359876058,0,0,1.7058650882087125
2015-05-29,13027.21,4840.829,1.0845573262632582,90.81450050345397,4511.98,6360.08,0.7094218940642255,0.014810935821034654,0.014810935821034654,0.0,0.0,1.0,1.2798856776437197,0,0,1.353119190476062
2015-06-01,13691.17,5076.179,1.0869873123373177,84.64081123049117,4226.13,6378.44,0.6625648277635284,0.002240532625815028,0.002240532625815028,0.0,0.0,1.0,1.282753303261794,0,0,1.2563887752578102
2015-06-02,14276.32,5161.87,1.1146282634253009,82.09034113286856,4829.0,6584.53,0.7333856782488651,0.025428954666037118,0.025428954666037118,0.0,0.0,1.0,1.3153723788581475,0,0,1.4175331591285179
