series,window,start,end,rows,ann_return,max_dd,end_nav_rebased
new_combo_50_50_cache_ext,full,2014-10-17,2026-06-05,2828,0.08704416863175779,-0.047744019933049664,2.651142614671593
new_combo_50_50_cache_ext,10Y,2016-06-06,2026-06-05,2427,0.08241180604544418,-0.047744019933049664,2.211963276782425
new_combo_50_50_cache_ext,5Y,2021-06-07,2026-06-05,1211,0.07790904085594486,-0.030862990697789416,1.4551594121116418
new_combo_50_50_cache_ext,3Y,2023-06-05,2026-06-05,727,0.06727923650799772,-0.02777600318459683,1.2157217356916954
new_combo_50_50_cache_ext,1Y,2025-06-05,2026-06-05,244,0.08048275877189037,-0.0271858813629281,1.0808284253944285
forward_long_csi1000_short_csi300_cache_ext,full,2014-10-17,2026-06-05,2828,0.09128790184252078,-0.06418571160863984,2.77460061790806
forward_long_csi1000_short_csi300_cache_ext,10Y,2016-06-06,2026-06-05,2427,0.06859785597342061,-0.06418571160863984,1.9447213805416619
forward_long_csi1000_short_csi300_cache_ext,5Y,2021-06-07,2026-06-05,1211,0.09149313473291976,-0.06418571160863995,1.5491912741698965
forward_long_csi1000_short_csi300_cache_ext,3Y,2023-06-05,2026-06-05,727,0.05596043622408531,-0.06418571160864006,1.1774512639863293
forward_long_csi1000_short_csi300_cache_ext,1Y,2025-06-05,2026-06-05,244,0.09485013721255697,-0.05398381028856336,1.095260183295449
reverse_mainnav_no_lev_long_csi300_short_csi1000_cache_ext,full,2014-10-17,2026-06-05,2828,0.08006378817640503,-0.057212294624804705,2.458950994411893
reverse_mainnav_no_lev_long_csi300_short_csi1000_cache_ext,10Y,2016-06-06,2026-06-05,2427,0.09390182485702758,-0.057212294624804705,2.458950994411893
reverse_mainnav_no_lev_long_csi300_short_csi1000_cache_ext,5Y,2021-06-07,2026-06-05,1211,0.06192461453030984,-0.037751719851279786,1.3504186821947166
reverse_mainnav_no_lev_long_csi300_short_csi1000_cache_ext,3Y,2023-06-05,2026-06-05,727,0.07620211846996328,-0.0349691446755136,1.2464691316191527
reverse_mainnav_no_lev_long_csi300_short_csi1000_cache_ext,1Y,2025-06-05,2026-06-05,244,0.06365483901526714,-0.02954337012671404,1.0639261097118662
