combo,segment,label,ann_return,max_dd,ann_vol,sharpe_repo,calmar,final_nav,start,end,rows
three_pair_forward_reverse_50_50_equal_weight_1_3_each,full,???,0.10541911332611864,-0.03281801249311267,0.048220789579688735,2.186175594489283,3.212233323033878,3.225923077144316,2014-10-17,2026-06-05,2828
three_pair_forward_reverse_50_50_equal_weight_1_3_each,last_10y,10?,0.09941677475246191,-0.032818012493112336,0.04579912303031652,2.1707135022356967,3.02933563613357,2.5871060860178448,2016-06-06,2026-06-05,2427
three_pair_forward_reverse_50_50_equal_weight_1_3_each,last_5y,5?,0.09076512803135062,-0.03281801249311278,0.04609208870637107,1.969212734306064,2.7657106916635694,1.5445861607427285,2021-06-07,2026-06-05,1211
three_pair_forward_reverse_50_50_equal_weight_1_3_each,last_3y,3?,0.08923098001443863,-0.023878011745770533,0.04621272465235188,1.9308746819345448,3.736951843582368,1.2927464196511238,2023-06-05,2026-06-05,727
three_pair_forward_reverse_50_50_equal_weight_1_3_each,last_1y,1?,0.11606173226127536,-0.023878011745770644,0.04645554414422214,2.4983397439272146,4.86061123920138,1.117075005788122,2025-06-05,2026-06-05,244
