date,zz1000_hs300_pair50_forward_return,zz1000_hs300_pair50_reverse_return,zz1000_hs300_pair50_return,cyb_hs300_pair50_forward_return,cyb_hs300_pair50_reverse_return,cyb_hs300_pair50_return,zz1000_sz50_pair50_forward_return,zz1000_sz50_pair50_reverse_return,zz1000_sz50_pair50_return,return,nav,gross_return,cost,turnover,gross_exposure
2014-10-17,0.0,0.0,0.0,-0.0090779369116676,0.0,-0.0045389684558338,0.0,0.0,0.0,-0.0015129894852779335,0.9984870105147221,-0.0015129894852779335,0.0,0.0,1.0
2014-10-20,0.0,0.0,0.0,-0.0005,0.0,-0.00025,0.0,0.0,0.0,-8.333333333333333e-05,0.9984038032638459,-8.333333333333333e-05,0.0,0.0,1.0
2014-10-21,0.0,0.0,0.0,0.0,0.0004097329083906,0.0002048664541953,0.0,0.0,0.0,6.82888180651e-05,0.9984719830795226,6.82888180651e-05,0.0,0.0,1.0
2014-10-22,0.0,0.0,0.0,-0.0029748486299278,0.0018607415260625,-0.00055705355193265,0.0,0.0,0.0,-0.00018568451731088335,0.998286582291296,-0.00018568451731088335,0.0,0.0,1.0
2014-10-23,0.0,0.0,0.0,-0.0084479178139617,0.006389919878442,-0.0010289989677598498,0.0,0.0,0.0,-0.00034299965591994995,0.9979441703370605,-0.00034299965591994995,0.0,0.0,1.0
2014-10-24,0.0,0.0,0.0,-0.0005,-0.0015110347131866,-0.0010055173565933,0.0,0.0,0.0,-0.0003351724521977667,0.9976096869423322,-0.0003351724521977667,0.0,0.0,1.0
2014-10-27,0.0,0.0,0.0,0.0,-0.0140454840763085,-0.00702274203815425,0.0,0.0,0.0,-0.0023409140127180835,0.9952743684469456,-0.0023409140127180835,0.0,0.0,1.0
2014-10-28,0.0,0.0,0.0,-0.0001378241937905,3.847455499228492e-05,-4.967481939910754e-05,0.0,0.0,0.0,-1.6558273133035845e-05,0.9952578884221105,-1.6558273133035845e-05,0.0,0.0,1.0
2014-10-29,0.0,0.0,0.0,-0.009340593793612,0.0067850271424467,-0.00127778332558265,0.0,0.0,0.0,-0.0004259277751942167,0.9948339804439503,-0.0004259277751942167,0.0,0.0,1.0
2014-10-30,0.0,0.0,0.0,-0.0099060799603248,0.0075038941456646,-0.0012010929073301003,0.0,0.0,0.0,-0.0004003643024433668,0.9944356844313229,-0.0004003643024433668,0.0,0.0,1.0
2014-10-31,0.0,0.0,0.0,-0.0005,0.0182628426409132,0.0088814213204566,0.0,0.0,0.0,0.002960473773485533,0.9973796851945,0.002960473773485533,0.0,0.0,1.0
2014-11-03,0.0,0.0,0.0,0.0,-0.0069011113105367,-0.00345055565526835,0.0,0.0,0.0,-0.0011501852184227833,0.9962325138234341,-0.0011501852184227833,0.0,0.0,1.0
2014-11-04,0.0,0.0,0.0,0.0,0.0068629602581677,0.00343148012908385,0.0,0.0,0.0,0.0011438267096946168,0.9973720311818116,0.0011438267096946168,0.0,0.0,1.0
2014-11-05,0.0,0.0,0.0,0.0,-0.00097104659066,-0.00048552329533,0.0,0.0,0.0,-0.00016184109844333334,0.9972106153967285,-0.00016184109844333334,0.0,0.0,1.0
2014-11-06,0.0,0.0,0.0,0.0,-0.0090295889738876,-0.0045147944869438,0.0,0.0,0.0,-0.0015049314956479334,0.9957098817338236,-0.0015049314956479334,0.0,0.0,1.0
2014-11-07,0.0,0.0,0.0,0.0,0.0036950144874829,0.00184750724374145,0.0,0.0,0.0,0.0006158357479138166,0.9963230754735463,0.0006158357479138166,0.0,0.0,1.0
2014-11-10,0.0,0.0,0.0,0.0,0.0230202177057227,0.01151010885286135,0.0,0.0,0.0,0.0038367029509537836,1.0001456711573191,0.0038367029509537836,0.0,0.0,1.0
