date,forward_return,reverse_return,forward_nav,reverse_nav,forward_gross_exposure,reverse_gross_exposure,combo_return,gross_return,cost,turnover,gross_exposure,net_pair_exposure_forward_positive,combo_nav
2017-11-24,0.0,-0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-11-27,0.0,-0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-11-28,0.0,-0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-11-29,0.0,-0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-11-30,0.0,-0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-01,0.0,-0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-04,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-05,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-06,0.0,-0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-07,0.0,-0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-08,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-11,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-12,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-13,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-14,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-15,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-18,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-19,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-20,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-21,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-22,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-25,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-26,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-27,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-28,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2017-12-29,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-02,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-03,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-04,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-05,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-08,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-09,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-10,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-11,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-12,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-15,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-16,0.0,0.0,1.50198959007204,1.265070648475067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384804686140917
2018-01-17,0.0,-0.00037253240148388224,1.50198959007204,1.2645993686683439,0.0,1.0,-0.00018626620074194112,6.373379925805889e-05,0.00025,0.5,0.5,-0.5,1.38454674383326
2018-01-18,0.0,0.003696891838341765,1.50198959007204,1.2692744557531461,0.0,1.0,0.0018484459191708824,0.0018484459191708824,0.0,0.0,0.5,-0.5,1.3871060036117997
2018-01-19,0.0,0.00571906413267298,1.50198959007204,1.2765335177675619,0.0,1.0,0.00285953206633649,0.00285953206633649,0.0,0.0,0.5,-0.5,1.3910724777085355
2018-01-22,0.0,0.0009498993458025851,1.50198959007204,1.2777460961209843,0.0,1.0,0.00047494967290129253,0.00047494967290129253,0.0,0.0,0.5,-0.5,1.3917331671268052
2018-01-23,0.0,0.009829802253012554,1.50198959007204,1.2903060875754124,0.0,1.0,0.004914901126506277,0.004914901126506277,0.0,0.0,0.5,-0.5,1.3985733980377126
2018-01-24,0.0,-0.0057664770953459454,1.50198959007204,1.2828655670754234,0.0,1.0,-0.0028832385476729727,-0.0028832385476729727,0.0,0.0,0.5,-0.5,1.3945409773047404
2018-01-25,0.0,-0.0042750571654076586,1.50198959007204,1.2773812434406429,0.0,1.0,-0.0021375285827038293,-0.0021375285827038293,0.0,0.0,0.5,-0.5,1.3915601061059997
2018-01-26,0.0,0.004658061790443924,1.50198959007204,1.2833313642025435,0.0,1.0,0.002329030895221962,0.002329030895221962,0.0,0.0,0.5,-0.5,1.3948010925856789
2018-01-29,0.0,-0.0063318057393833005,1.50198959007204,1.2752055593051552,0.0,1.0,-0.0031659028696916502,-0.0031659028696916502,0.0,0.0,0.5,-0.5,1.3903852878040128
2018-01-30,0.0,-0.008221449493792998,1.50198959007204,1.264721521205124,0.0,1.0,-0.004110724746896499,-0.004110724746896499,0.0,0.0,0.5,-0.5,1.384669796593716
2018-01-31,0.0,0.028947964942381832,1.50198959007204,1.3013326354628456,0.0,1.0,0.014473982471190916,0.014473982471190916,0.0,0.0,0.5,-0.5,1.4047114829580007
2018-02-01,0.0,-0.0005,1.50198959007204,1.3006819691451144,0.0,0.0,-0.00025,0.0,0.00025,0.5,0.0,0.0,1.4043603050872613
2018-02-02,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-05,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-06,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-07,0.0,-0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-08,0.0,-0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-09,0.0,-0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-12,0.0,-0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-13,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-14,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-22,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-23,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-26,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-27,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-02-28,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-03-01,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-03-02,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-03-05,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-03-06,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-03-07,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-03-08,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-03-09,0.0,0.0,1.50198959007204,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043603050872613
2018-03-12,0.011009103771005557,0.0,1.5185251493321132,1.3006819691451144,1.0,0.0,0.005504551885502779,0.005754551885502779,0.00025,0.5,0.5,0.5,1.4120906792525547
2018-03-13,0.003702253844994452,0.0,1.5241471149049488,1.3006819691451144,1.0,0.0,0.001851126922497226,0.001851126922497226,0.0,0.0,0.5,0.5,1.4147046383259265
2018-03-14,-0.006768617283354206,0.0,1.5138307464006286,1.3006819691451144,1.0,0.0,-0.003384308641677103,-0.003384308641677103,0.0,0.0,0.5,0.5,1.4099168411930194
2018-03-15,-0.007139443959050529,0.0,1.5030228366232137,1.3006819691451144,1.0,0.0,-0.0035697219795252644,-0.0035697219795252644,0.0,0.0,0.5,0.5,1.4048838300557098
2018-03-16,0.007114593326373653,0.0,1.5137162328660403,1.3006819691451144,1.0,0.0,0.0035572966631868264,0.0035572966631868264,0.0,0.0,0.5,0.5,1.409881418616532
2018-03-19,-0.0022427473452605318,0.0,1.5103213498033021,1.3006819691451144,1.0,0.0,-0.0011213736726302659,-0.0011213736726302659,0.0,0.0,0.5,0.5,1.4083004147121647
2018-03-20,-0.0005907343983544422,0.0,1.5094291510294042,1.3006819691451144,1.0,0.0,-0.0002953671991772211,-0.0002953671991772211,0.0,0.0,0.5,0.5,1.407884448963071
2018-03-21,-0.0034347167858931327,0.0,1.5042446893872472,1.3006819691451144,1.0,0.0,-0.0017173583929465663,-0.0017173583929465663,0.0,0.0,0.5,0.5,1.4054666067883452
2018-03-22,0.009174200565348345,0.0,1.518044931867046,1.3006819691451144,1.0,0.0,0.0045871002826741725,0.0045871002826741725,0.0,0.0,0.5,0.5,1.411913623057633
2018-03-23,-0.025508220938081694,0.0,1.4793223063510461,1.3006819691451144,1.0,0.0,-0.012754110469040847,-0.012754110469040847,0.0,0.0,0.5,0.5,1.3939059207364122
2018-03-26,-0.0005,0.0,1.4785826451978707,1.3006819691451144,0.0,0.0,-0.00025,0.0,0.00025,0.5,0.0,0.0,1.3935574442562282
2018-03-27,0.016170508119606353,0.0,1.5024920778675521,1.3006819691451144,1.0,0.0,0.008085254059803176,0.008335254059803177,0.00025,0.5,0.5,0.5,1.4048247102399696
2018-03-28,0.011505267331105795,0.0,1.519778650886287,1.3006819691451144,1.0,0.0,0.005752633665552898,0.005752633665552898,0.0,0.0,0.5,0.5,1.4129061521622965
2018-03-29,-0.005984839148710952,0.0,1.5106830201190875,1.3006819691451144,1.0,0.0,-0.002992419574355476,-0.002992419574355476,0.0,0.0,0.5,0.5,1.4086781441358387
2018-03-30,0.015953270109512863,0.0,1.534783354388902,1.3006819691451144,1.0,0.0,0.007976635054756431,0.007976635054756431,0.0,0.0,0.5,0.5,1.419914655601222
2018-04-02,0.008467958724286406,0.0,1.5477798364845892,1.3006819691451144,1.0,0.0,0.004233979362143203,0.004233979362143203,0.0,0.0,0.5,0.5,1.4259265449490421
2018-04-03,-0.0034354194354049294,0.0,1.5424625635526021,1.3006819691451144,1.0,0.0,-0.0017177097177024647,-0.0017177097177024647,0.0,0.0,0.5,0.5,1.4234772170660532
2018-04-04,-0.006998911061609547,0.0,1.5316670052544352,1.3006819691451144,1.0,0.0,-0.0034994555308047737,-0.0034994555308047737,0.0,0.0,0.5,0.5,1.4184958218458168
2018-04-09,0.0019525439007397338,0.0,1.5346576523235091,1.3006819691451144,1.0,0.0,0.0009762719503698669,0.0009762719503698669,0.0,0.0,0.5,0.5,1.4198806595284017
2018-04-10,-0.018594897877184602,0.0,1.5061208500021137,1.3006819691451144,1.0,0.0,-0.009297448938592301,-0.009297448938592301,0.0,0.0,0.5,0.5,1.4066793915975415
2018-04-11,0.002955864657719909,0.0,1.51057273939289,1.3006819691451144,1.0,0.0,0.0014779323288599544,0.0014779323288599544,0.0,0.0,0.5,0.5,1.4087583685467244
2018-04-12,0.005378072487623342,0.0,1.5186967090831727,1.3006819691451144,1.0,0.0,0.002689036243811671,0.002689036243811671,0.0,0.0,0.5,0.5,1.4125465708585196
2018-04-13,0.006206036863415365,0.0,1.5281217968440903,1.3006819691451144,1.0,0.0,0.0031030184317076825,0.0031030184317076825,0.0,0.0,0.5,0.5,1.416929728903539
2018-04-16,0.007643650208101066,0.0,1.5398022253345414,1.3006819691451144,0.5,0.0,0.003821825104050533,0.003946825104050533,0.000125,0.25,0.25,0.25,1.422344986512138
2018-04-17,-0.0073618740030775565,0.0,1.5284663953619702,1.3006819691451144,1.0,0.0,-0.0036809370015387782,-0.003555937001538778,0.000125,0.25,0.5,0.5,1.4171094242223323
2018-04-18,0.009962079173573501,0.0,1.5436930986067126,1.3006819691451144,1.0,0.0,0.004981039586786751,0.004981039586786751,0.0,0.0,0.5,0.5,1.4241681023631922
2018-04-19,-0.009609071962944582,0.0,1.5288596405334998,1.3006819691451144,1.0,0.0,-0.004804535981472291,-0.004804535981472291,0.0,0.0,0.5,0.5,1.4173256354717232
2018-04-20,-0.00786473719904257,0.0,1.516835561246481,1.3006819691451144,1.0,0.0,-0.003932368599521285,-0.003932368599521285,0.0,0.0,0.5,0.5,1.4117521886474977
2018-04-23,-0.012062345253297746,0.0,1.4985389670142464,1.3006819691451144,1.0,0.0,-0.006031172626648873,-0.006031172626648873,0.0,0.0,0.5,0.5,1.4032376674917153
2018-04-24,0.00032444378662463435,0.0,1.499025158671109,1.3006819691451144,0.5,0.0,0.00016222189331231718,0.0002872218933123172,0.000125,0.25,0.25,0.25,1.403465303362903
2018-04-25,0.0038634803599972845,0.0,1.5048166129307765,1.3006819691451144,0.5,0.0,0.0019317401799986422,0.0019317401799986422,0.0,0.0,0.25,0.25,1.4061764336806428
2018-04-26,-0.00025,-0.0,1.5044404087775438,1.3006819691451144,0.0,0.0,-0.000125,0.0,0.000125,0.25,0.0,0.0,1.4060006616264327
2018-04-27,0.0,-0.0,1.5044404087775438,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4060006616264327
2018-05-02,0.0,0.0,1.5044404087775438,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4060006616264327
2018-05-03,0.0,-0.0,1.5044404087775438,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4060006616264327
2018-05-04,0.0,-0.0,1.5044404087775438,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4060006616264327
2018-05-07,0.0,-0.0,1.5044404087775438,1.3006819691451144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4060006616264327
2018-05-08,0.0,0.0063223890234595514,1.5044404087775438,1.3089053865498492,0.0,1.0,0.0031611945117297757,0.003411194511729776,0.00025,0.5,0.5,-0.5,1.4104453032014546
2018-05-09,0.0,-0.001336805993422896,1.5044404087775438,1.3071556339842858,0.0,1.0,-0.000668402996711448,-0.000668402996711448,0.0,0.0,0.5,-0.5,1.4095025573340971
2018-05-10,0.0,0.0012927182857720432,1.5044404087775438,1.3088454179746873,0.0,1.0,0.0006463591428860216,0.0006463591428860216,0.0,0.0,0.5,-0.5,1.4104136021989513
2018-05-11,0.0,0.004765900377658561,1.5044404087775438,1.3150832448465095,0.0,1.0,0.0023829501888292803,0.0023829501888292803,0.0,0.0,0.5,-0.5,1.4137745475586387
2018-05-14,0.0,0.01630965565668352,1.5044404087775438,1.33653179972983,0.0,1.0,0.00815482782834176,0.00815482782834176,0.0,0.0,0.5,-0.5,1.425303635582071
2018-05-15,0.0,-0.006670830562281793,1.5044404087775438,1.3276160225527307,0.0,1.0,-0.0033354152811408966,-0.0033354152811408966,0.0,0.0,0.5,-0.5,1.420549656055685
2018-05-16,0.0,-0.0021993411884272396,1.5044404087775438,1.3246961419519145,0.0,1.0,-0.0010996705942136198,-0.0010996705942136198,0.0,0.0,0.5,-0.5,1.4189875193713002
2018-05-17,0.0,-0.0026698479332024627,1.5044404087775438,1.3211594046952029,0.0,1.0,-0.0013349239666012314,-0.0013349239666012314,0.0,0.0,0.5,-0.5,1.4170932789233834
2018-05-18,0.0,0.005592689568513665,1.5044404087775438,1.3285482391161854,0.0,1.0,0.0027963447842568323,0.0027963447842568323,0.0,0.0,0.5,-0.5,1.4210559603227062
2018-05-21,0.0,-0.006798961392850411,1.5044404087775438,1.319515490929895,0.0,1.0,-0.0033994806964252056,-0.0033994806964252056,0.0,0.0,0.5,-0.5,1.4162251080170492
2018-05-22,0.0,-0.00787145238241016,1.5044404087775438,1.3091289875751877,0.0,1.0,-0.00393572619120508,-0.00393572619120508,0.0,0.0,0.5,-0.5,1.4106512337667843
2018-05-23,0.0,-0.002520123816676434,1.5044404087775438,1.305829820434498,0.0,1.0,-0.001260061908338217,-0.001260061908338217,0.0,0.0,0.5,-0.5,1.4088737258811643
2018-05-24,0.0,-0.0035360352391884398,1.5044404087775438,1.3012123601730585,0.0,1.0,-0.0017680176195942199,-0.0017680176195942199,0.0,0.0,0.5,-0.5,1.406382812310023
2018-05-25,0.0,0.010469751834338847,1.5044404087775438,1.3148357306678449,0.0,1.0,0.005234875917169424,0.005234875917169424,0.0,0.0,0.5,-0.5,1.4137450518245058
2018-05-28,0.0,0.01818681871259273,1.5044404087775438,1.3387484097383402,0.0,1.5,0.009093409356296364,0.009218409356296364,0.000125,0.25,0.75,-0.75,1.4266008143061846
2018-05-29,0.0,0.0008300400347771341,1.5044404087775438,1.3398596245149172,0.0,1.38879874405328,0.00041502001738856703,0.00044282033137524703,2.780031398667998e-05,0.05560062797335996,0.69439937202664,-0.69439937202664,1.4271928822009443
2018-05-30,0.0,0.015159860135304402,1.5044404087775438,1.360171709023505,0.0,1.3913905522514258,0.007579930067652201,0.007580578019701738,6.479520495364377e-07,0.0012959040990728754,0.6956952761257129,-0.6956952761257129,1.4380109044410785
2018-05-31,0.0,0.010479127371663484,1.5044404087775438,1.3744251216096957,0.0,1.340544297128835,0.005239563685831742,0.00525227524961239,1.2711563780647695e-05,0.02542312756129539,0.6702721485644175,-0.6702721485644175,1.4455454541558181
2018-06-01,0.0,0.0039300164244630295,1.5044404087775438,1.3798266349118165,0.0,1.3194762673253153,0.0019650082122315148,0.0019702752196823947,5.2670074508799345e-06,0.01053401490175987,0.6597381336626577,-0.6597381336626577,1.4483859628443883
2018-06-04,0.0,0.019195382746400806,1.5044404087775438,1.4063129352926271,0.0,1.3355331312196197,0.009597691373200403,0.009601705589173979,4.014215973576097e-06,0.008028431947152193,0.6677665656098098,-0.6677665656098098,1.4622871243050444
2018-06-05,0.0,-0.007837321701072826,1.5044404087775438,1.3952912084063587,0.0,1.256298298197435,-0.003918660850536413,-0.003898852142280867,1.9808708255546148e-05,0.039617416511092296,0.6281491490987176,-0.6281491490987176,1.4565569169987869
2018-06-06,0.0,-0.0033255818128310527,1.5044404087775438,1.3906510533400793,0.0,1.219681294780678,-0.0016627909064155263,-0.001653636655561337,9.15425085418925e-06,0.0183085017083785,0.609840647390339,-0.609840647390339,1.4541349674025246
2018-06-07,0.0,0.00679168044619001,1.5044404087775438,1.4000959109065227,0.0,1.2130036643182969,0.003395840223095005,0.0033975096307106004,1.6694076155953086e-06,0.003338815231190617,0.6065018321591484,-0.6065018321591484,1.459072977414639
2018-06-08,0.0,-0.002972436251195998,1.5044404087775438,1.395934215065793,0.0,1.2081618251237942,-0.001486218125597999,-0.0014850076657993735,1.2104597986256627e-06,0.0024209195972513253,0.6040809125618971,-0.6040809125618971,1.4569044767090351
2018-06-11,0.0,0.010639360115598096,1.5044404087775438,1.4107860618775627,0.0,1.1988741309368172,0.005319680057799048,0.005322001981345792,2.3219235467442644e-06,0.004643847093488529,0.5994370654684086,-0.5994370654684086,1.4646547423999023
2018-06-12,0.0,0.005709050570597073,1.5044404087775438,1.4188403108491152,0.0,1.2927400855183209,0.0028545252852985366,0.0028779917739439127,2.3466488645375928e-05,0.046932977290751854,0.6463700427591604,-0.6463700427591604,1.4688356363963153
2018-06-13,0.0,0.010083095976079561,1.5044404087775438,1.4331466138781375,0.0,1.342725474797307,0.005041547988039781,0.005054044335359527,1.2496347319746526e-05,0.02499269463949305,0.6713627373986535,-0.6713627373986535,1.4762408417437503
2018-06-14,0.0,0.0018009794557020948,1.5044404087775438,1.435727681486741,0.0,1.3417278395476089,0.0009004897278510474,0.000900739136663472,2.4940881242452305e-07,0.0004988176248490461,0.6708639197738044,-0.6708639197738044,1.4775701814575748
2018-06-15,0.0,0.023005319503108527,1.5044404087775438,1.4687570555188008,0.0,1.3638177677196,0.011502659751554263,0.011508182233597262,5.5224820429977675e-06,0.011044964085995534,0.6819088838598,-0.6819088838598,1.4945661685139235
2018-06-19,0.0,0.04415979737938096,1.5044404087775438,1.5336170694900473,0.0,1.2423765816596615,0.02207989868969048,0.022110258986205465,3.036029651498462e-05,0.06072059302996924,0.6211882908298307,-0.6211882908298307,1.5275660380997498
2018-06-20,0.0,-0.0006211882908298308,1.5044404087775438,1.5326644045238633,0.0,0.0,-0.0003105941454149154,0.0,0.0003105941454149154,0.6211882908298307,0.0,0.0,1.5270915850315814
2018-06-21,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-06-22,0.0,-0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-06-25,0.0,-0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-06-26,0.0,-0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-06-27,0.0,-0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-06-28,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-06-29,0.0,-0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-02,0.0,-0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-03,0.0,-0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-04,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-05,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-06,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-09,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-10,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-11,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-12,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-13,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-16,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-17,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-18,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-19,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-20,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-23,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-24,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-25,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-26,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-27,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
2018-07-30,0.0,0.0,1.5044404087775438,1.5326644045238633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270915850315814
