date,zz1000_hs300_return,hs300_zz1000_return,return,nav,cost,turnover,gross_exposure
2017-08-02,0.0,0.0,0.0,1.266871738006063,0.0,0.0,0.0
2017-08-03,0.0,0.0,0.0,1.266871738006063,0.0,0.0,0.0
2017-08-04,0.0002258711687005,0.0,0.00011293558435025,1.2670148129060916,0.0,0.0,0.5
2017-08-07,0.0023882815630995,0.0,0.00119414078154975,1.2685278069650103,0.0,0.0,0.5
2017-08-08,0.0019701205727897,0.0,0.00098506028639485,1.269777383329839,0.0,0.0,0.5
2017-08-09,0.0036199363915032,0.0,0.0018099681957516,1.2720756400093505,0.0,0.0,0.5
2017-08-10,-0.0031841933157802,0.0,-0.0015920966578901,1.2700503726343082,0.0,0.0,0.5
2017-08-11,0.0033516746176622,0.0,0.0016758373088311,1.2721787704328635,0.0,0.0,0.5
2017-08-14,0.006888745177759,0.0,0.0034443725888795,1.276560628117897,0.0,0.0,0.5
2017-08-15,0.0012852650821413,0.0,0.00064263254107065,1.2773809875181752,0.0,0.0,0.5
2017-08-16,0.0062000106260473,0.0,0.00310000531302365,1.281340875366237,0.0,0.0,0.5
2017-08-17,0.0038700383177392,0.0,0.0019350191588696,1.2838202945091135,0.0,0.0,0.5
2017-08-18,-0.0059190093810157,0.0,-0.00295950469050785,1.2800208223257445,0.0,0.0,0.5
2017-08-21,0.0029571731941619,0.0,0.00147858659708095,1.28191344395762,0.0,0.0,0.5
2017-08-22,-0.0091051932768201,0.0,-0.00455259663841005,1.276077409121926,0.0,0.0,0.5
2017-08-23,-0.0076799770657401,0.0,-0.00383998853287005,1.2711772865038433,0.0,0.0,0.5
2017-08-24,-0.0006098625117987,0.0,-0.00030493125589935,1.2707896648173989,0.0,0.0,0.25
2017-08-25,-0.00025,0.0,-0.000125,1.2706308161092967,0.0,0.0,0.0
2017-08-28,0.0,0.0,0.0,1.2706308161092967,0.0,0.0,0.0
2017-08-29,0.0,0.0,0.0,1.2706308161092967,0.0,0.0,0.0
2017-08-30,0.0,0.0,0.0,1.2706308161092967,0.0,0.0,0.0
2017-08-31,0.0060360006129422,0.0,0.0030180003064711,1.2744655803017262,0.0,0.0,0.5
2017-09-01,0.0055951733505203,0.0,0.00279758667526015,1.278031008227256,0.0,0.0,0.5
2017-09-04,0.0035786846449687,0.0,0.00178934232248435,1.2803178431997244,0.0,0.0,0.5
2017-09-05,-0.0026619255319425,0.0,-0.00133096276597125,1.278613787821817,0.0,0.0,0.5
2017-09-06,0.0093909572462753,0.0,0.00469547862313765,1.2846174915297834,0.0,0.0,0.5
2017-09-07,0.0006500966142892,0.0,0.0003250483071446,1.2850350542707336,0.0,0.0,0.5
2017-09-08,0.0029844447453513,0.0,0.00149222237267565,1.286952612328389,0.0,0.0,0.5
2017-09-11,0.0105383906822895,0.0,0.00526919534114475,1.2937338170375439,0.0,0.0,0.5
2017-09-12,-0.0058782533523153,0.0,-0.00293912667615765,1.2899313694640415,0.0,0.0,0.5
2017-09-13,0.00249219375577,0.0,0.001246096877885,1.2915387489162165,0.0,0.0,0.5
2017-09-14,0.0017739375624448,0.0,0.0008869687812224,1.292684303466244,0.0,0.0,0.5
2017-09-15,-0.0049086761665053,0.0,-0.00245433808325265,1.289511619150624,0.0,0.0,0.5
2017-09-18,0.0046491294149975,0.0,0.00232456470749875,1.292509172350411,0.0,0.0,0.5
2017-09-19,-0.0010828937336174,0.0,-0.0005414468668087,1.2918093473087204,0.0,0.0,0.25
2017-09-20,0.0058553122895153,0.0,0.00292765614475765,1.295591320882224,0.0,0.0,0.5
2017-09-21,-0.0099540344480291,0.0,-0.00497701722401455,1.2891431405629095,0.0,0.0,0.5
2017-09-22,-0.0046418480176658,0.0,-0.0023209240088329,1.2861511372971548,0.0,0.0,0.5
2017-09-25,-0.0051896961790749,0.0,-0.00259484808953745,1.2828137704756828,0.0,0.0,0.25
2017-09-26,0.0005418587817392,0.0,0.0002709293908696,1.283161322429117,0.0,0.0,0.25
2017-09-27,0.0040755675551483,0.0,0.00203778377757415,1.2857761277559738,0.0,0.0,0.25
2017-09-28,-0.0028539599323711,0.0,-0.00142697996618555,1.2839413509806663,0.0,0.0,0.25
2017-09-29,0.0029394719501081,0.0,0.00146973597505405,1.2858284057740619,0.0,0.0,0.25
2017-10-09,0.0003250762602093,-0.0011497300967586,-0.00041232691827464997,1.285298224110079,0.0,0.0,0.75
2017-10-10,-0.00025,-0.0047055602358974,-0.0024777801179487,1.2821135377247441,0.0,0.0,0.5
2017-10-11,0.0,0.007499314070168,0.003749657035084,1.28692102377125,0.0,0.0,0.5
2017-10-12,0.0,0.0052789640089885,0.00263948200449425,1.2903178286546995,0.0,0.0,0.5
2017-10-13,0.0,-0.0020006545713922,-0.0010003272856961,1.289027088523476,0.0,0.0,0.5
2017-10-16,0.0,0.0175801740237218,0.0087900870118609,1.300357748792243,0.0,0.0,0.5
2017-10-17,0.0,0.0017635597563161,0.00088177987815805,1.3015043780895348,0.0,0.0,0.5
2017-10-18,0.0,0.0176988046114738,0.0088494023057369,1.313021913933927,0.0,0.0,0.5
2017-10-19,0.0,0.0063880751650324,0.0031940375825162,1.3172157552736992,0.0,0.0,0.5
2017-10-20,0.0,-0.0134087609777046,-0.0067043804888523,1.3083846396644334,0.0,0.0,0.5
2017-10-23,0.0,-0.0044036199116291,-0.00220180995581455,1.3055038253387854,0.0,0.0,0.5
2017-10-24,0.0,0.0125516338194375,0.00627581690971875,1.3136969283215492,0.0,0.0,0.5
2017-10-25,0.0,-0.0015965087907089,-0.00079825439535445,1.3126482639743529,0.0,0.0,0.5
2017-10-26,0.0,0.0002874247129336,0.0001437123564668,1.3128369077495805,0.0,0.0,0.5
2017-10-27,0.0,0.014807195813187,0.0074035979065935,1.322556624331494,0.0,0.0,0.5
2017-10-30,0.0,0.022759835715425,0.0113799178577125,1.3376072100785599,0.0,0.0,0.5
2017-10-31,0.0,-0.0081966196527395,-0.00409830982636975,1.3321252813056719,0.0,0.0,0.5
2017-11-01,0.0,-0.0005,-0.00025,1.3317922499853454,0.0,0.0,0.0
2017-11-02,0.0,0.0119706622450931,0.00598533112254655,1.339763467587949,0.0,0.0,0.5
2017-11-03,0.0,-0.0005,-0.00025,1.3394285267210522,0.0,0.0,0.0
2017-11-06,0.0,-0.0,0.0,1.3394285267210522,0.0,0.0,0.0
2017-11-07,0.0,0.0,0.0,1.3394285267210522,0.0,0.0,0.0
2017-11-08,0.0,-0.0,0.0,1.3394285267210522,0.0,0.0,0.0
2017-11-09,0.0,0.0011849532997238,0.0005924766498619,1.3402221068472935,0.0,0.0,0.4765369307707313
2017-11-10,0.0,0.0067458984706263,0.00337294923531315,1.3447426079777338,0.0,0.0,0.4760776949692024
2017-11-13,0.0,0.0023059129003773,0.00115295645018865,1.3462930376414453,0.0,0.0,0.4799850829810197
2017-11-14,0.0,6.528083426874038e-05,3.264041713437019e-05,1.346336981207779,0.0,0.0,0.5070039711552443
2017-11-15,0.0,0.0031151209310984,0.0015575604655492,1.348433982463015,0.0,0.0,0.5055910304411227
2017-11-16,0.0,0.0113462381055223,0.00567311905276115,1.3560838089803167,0.0,0.0,0.5431430378858915
2017-11-17,0.0,0.0429044108839676,0.0214522054419838,1.3851747974471105,0.0,0.0,0.5343893158961459
2017-11-20,0.0,-0.0005343893158961,-0.00026719465794805,1.3848046861409085,0.0,0.0,0.0
2017-11-21,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-11-22,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-11-23,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-11-24,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-11-27,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-11-28,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-11-29,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-11-30,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-01,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-04,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-05,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-06,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-07,0.0,-0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-08,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-11,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-12,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-13,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-14,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-15,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-18,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-19,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-20,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-21,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-22,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-25,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-26,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-27,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-28,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2017-12-29,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-02,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-03,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-04,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-05,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-08,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-09,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-10,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-11,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-12,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-15,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-16,0.0,0.0,0.0,1.3848046861409085,0.0,0.0,0.0
2018-01-17,0.0,-0.0003725324014838,-0.0001862662007419,1.3845467438332515,0.0,0.0,0.5
2018-01-18,0.0,0.0036968918383417,0.00184844591917085,1.3871060036117913,0.0,0.0,0.5
2018-01-19,0.0,0.0057190641326729,0.00285953206633645,1.391072477708527,0.0,0.0,0.5
2018-01-22,0.0,0.0009498993458025,0.00047494967290125,1.3917331671267967,0.0,0.0,0.5
2018-01-23,0.0,0.0098298022530125,0.00491490112650625,1.3985733980377042,0.0,0.0,0.5
2018-01-24,0.0,-0.0057664770953459,-0.00288323854767295,1.394540977304732,0.0,0.0,0.5
2018-01-25,0.0,-0.0042750571654076,-0.0021375285827038,1.3915601061059915,0.0,0.0,0.5
2018-01-26,0.0,0.0046580617904439,0.00232903089522195,1.3948010925856706,0.0,0.0,0.5
2018-01-29,0.0,-0.0063318057393833,-0.00316590286969165,1.3903852878040046,0.0,0.0,0.5
2018-01-30,0.0,-0.0082214494937929,-0.00411072474689645,1.384669796593708,0.0,0.0,0.5
2018-01-31,0.0,0.0289479649423818,0.0144739824711909,1.4047114829579928,0.0,0.0,0.5
2018-02-01,0.0,-0.0005,-0.00025,1.4043603050872533,0.0,0.0,0.0
2018-02-02,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-05,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-06,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-07,0.0,-0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-08,0.0,-0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-09,0.0,-0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-12,0.0,-0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-13,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-14,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-22,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-23,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-26,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-27,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-02-28,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-03-02,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-03-05,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-03-06,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-03-07,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-03-08,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-03-09,0.0,0.0,0.0,1.4043603050872533,0.0,0.0,0.0
2018-03-12,0.0110091037710055,0.0,0.00550455188550275,1.4120906792525467,0.0,0.0,0.5
2018-03-13,0.0037022538449944,0.0,0.0018511269224972,1.4147046383259185,0.0,0.0,0.5
2018-03-14,-0.0067686172833542,0.0,-0.0033843086416771,1.4099168411930114,0.0,0.0,0.5
2018-03-15,-0.0071394439590505,0.0,-0.00356972197952525,1.404883830055702,0.0,0.0,0.5
2018-03-16,0.0071145933263736,0.0,0.0035572966631868,1.4098814186165243,0.0,0.0,0.5
2018-03-19,-0.0022427473452605,0.0,-0.00112137367263025,1.4083004147121572,0.0,0.0,0.5
2018-03-20,-0.0005907343983544,0.0,-0.0002953671991772,1.4078844489630635,0.0,0.0,0.5
2018-03-21,-0.0034347167858931,0.0,-0.00171735839294655,1.405466606788338,0.0,0.0,0.5
2018-03-22,0.0091742005653483,0.0,0.00458710028267415,1.4119136230576257,0.0,0.0,0.5
2018-03-23,-0.0255082209380816,0.0,-0.0127541104690408,1.393905920736405,0.0,0.0,0.5
2018-03-26,-0.0005,0.0,-0.00025,1.393557444256221,0.0,0.0,0.0
2018-03-27,0.0161705081196063,0.0,0.00808525405980315,1.4048247102399625,0.0,0.0,0.5
2018-03-28,0.0115052673311057,0.0,0.00575263366555285,1.4129061521622894,0.0,0.0,0.5
2018-03-29,-0.0059848391487109,0.0,-0.00299241957435545,1.4086781441358318,0.0,0.0,0.5
2018-03-30,0.0159532701095128,0.0,0.0079766350547564,1.4199146556012148,0.0,0.0,0.5
2018-04-02,0.0084679587242864,0.0,0.0042339793621432,1.4259265449490348,0.0,0.0,0.5
2018-04-03,-0.0034354194354049,0.0,-0.00171770971770245,1.423477217066046,0.0,0.0,0.5
2018-04-04,-0.0069989110616095,0.0,-0.00349945553080475,1.4184958218458095,0.0,0.0,0.5
2018-04-09,0.0019525439007397,0.0,0.00097627195036985,1.4198806595283944,0.0,0.0,0.5
2018-04-10,-0.0185948978771846,0.0,-0.0092974489385923,1.4066793915975344,0.0,0.0,0.5
2018-04-11,0.0029558646577199,0.0,0.00147793232885995,1.4087583685467173,0.0,0.0,0.5
2018-04-12,0.0053780724876233,0.0,0.00268903624381165,1.4125465708585125,0.0,0.0,0.5
2018-04-13,0.0062060368634153,0.0,0.00310301843170765,1.4169297289035319,0.0,0.0,0.5
2018-04-16,0.007643650208101,0.0,0.0038218251040505,1.422344986512131,0.0,0.0,0.25
2018-04-17,-0.0073618740030775,0.0,-0.00368093700153875,1.4171094242223254,0.0,0.0,0.5
2018-04-18,0.0099620791735735,0.0,0.00498103958678675,1.4241681023631854,0.0,0.0,0.5
2018-04-19,-0.0096090719629445,0.0,-0.00480453598147225,1.4173256354717163,0.0,0.0,0.5
2018-04-20,-0.0078647371990425,0.0,-0.00393236859952125,1.4117521886474909,0.0,0.0,0.5
2018-04-23,-0.0120623452532977,0.0,-0.00603117262664885,1.4032376674917084,0.0,0.0,0.5
2018-04-24,0.0003244437866246,0.0,0.0001622218933123,1.403465303362896,0.0,0.0,0.25
2018-04-25,0.0038634803599972,0.0,0.0019317401799986,1.406176433680636,0.0,0.0,0.25
2018-04-26,-0.00025,-0.0,-0.000125,1.4060006616264258,0.0,0.0,0.0
2018-04-27,0.0,-0.0,0.0,1.4060006616264258,0.0,0.0,0.0
2018-05-02,0.0,0.0,0.0,1.4060006616264258,0.0,0.0,0.0
2018-05-03,0.0,-0.0,0.0,1.4060006616264258,0.0,0.0,0.0
2018-05-04,0.0,-0.0,0.0,1.4060006616264258,0.0,0.0,0.0
2018-05-07,0.0,-0.0,0.0,1.4060006616264258,0.0,0.0,0.0
2018-05-08,0.0,0.0063223890234595,0.00316119451172975,1.4104453032014477,0.0,0.0,0.5
2018-05-09,0.0,-0.0013368059934228,-0.0006684029967114,1.4095025573340902,0.0,0.0,0.5
2018-05-10,0.0,0.001292718285772,0.000646359142886,1.4104136021989444,0.0,0.0,0.5
2018-05-11,0.0,0.0047659003776585,0.00238295018882925,1.4137745475586319,0.0,0.0,0.5
2018-05-14,0.0,0.0163096556566835,0.00815482782834175,1.425303635582064,0.0,0.0,0.5
2018-05-15,0.0,-0.0066708305622817,-0.00333541528114085,1.420549656055678,0.0,0.0,0.5
2018-05-16,0.0,-0.0021993411884272,-0.0010996705942136,1.4189875193712935,0.0,0.0,0.5
2018-05-17,0.0,-0.0026698479332024,-0.0013349239666012,1.4170932789233768,0.0,0.0,0.5
2018-05-18,0.0,0.0055926895685136,0.0027963447842568,1.4210559603226993,0.0,0.0,0.5
2018-05-21,0.0,-0.0067989613928504,-0.0033994806964252,1.4162251080170425,0.0,0.0,0.5
2018-05-22,0.0,-0.0078714523824101,-0.00393572619120505,1.4106512337667776,0.0,0.0,0.5
2018-05-23,0.0,-0.0025201238166764,-0.0012600619083382,1.408873725881158,0.0,0.0,0.5
2018-05-24,0.0,-0.0035360352391884,-0.0017680176195942,1.4063828123100166,0.0,0.0,0.5
2018-05-25,0.0,0.0104697518343388,0.0052348759171694,1.4137450518244994,0.0,0.0,0.5
2018-05-28,0.0,0.0181868187125927,0.00909340935629635,1.4266008143061781,0.0,0.0,0.75
2018-05-29,0.0,0.0008300400347771,0.00041502001738855,1.4271928822009379,0.0,0.0,0.69439937202664
2018-05-30,0.0,0.0151598601353044,0.0075799300676522,1.438010904441072,0.0,0.0,0.6956952761257129
2018-05-31,0.0,0.0104791273716634,0.0052395636858317,1.4455454541558117,0.0,0.0,0.6702721485644175
2018-06-01,0.0,0.003930016424463,0.0019650082122315,1.4483859628443818,0.0,0.0,0.6597381336626577
2018-06-04,0.0,0.0191953827464008,0.0095976913732004,1.4622871243050377,0.0,0.0,0.6677665656098098
2018-06-05,0.0,-0.0078373217010728,-0.0039186608505364,1.4565569169987802,0.0,0.0,0.6281491490987176
2018-06-06,0.0,-0.003325581812831,-0.0016627909064155,1.454134967402518,0.0,0.0,0.609840647390339
2018-06-07,0.0,0.00679168044619,0.003395840223095,1.4590729774146323,0.0,0.0,0.6065018321591484
2018-06-08,0.0,-0.0029724362511959,-0.00148621812559795,1.4569044767090285,0.0,0.0,0.6040809125618971
2018-06-11,0.0,0.010639360115598,0.005319680057799,1.4646547423998957,0.0,0.0,0.5994370654684086
2018-06-12,0.0,0.005709050570597,0.0028545252852985,1.4688356363963087,0.0,0.0,0.6463700427591604
2018-06-13,0.0,0.0100830959760795,0.00504154798803975,1.4762408417437434,0.0,0.0,0.6713627373986535
2018-06-14,0.0,0.001800979455702,0.000900489727851,1.477570181457568,0.0,0.0,0.6708639197738044
2018-06-15,0.0,0.0230053195031085,0.01150265975155425,1.4945661685139164,0.0,0.0,0.6819088838598
2018-06-19,0.0,0.0441597973793809,0.02207989868969045,1.5275660380997425,0.0,0.0,0.6211882908298308
2018-06-20,0.0,-0.0006211882908298,-0.0003105941454149,1.527091585031574,0.0,0.0,0.0
2018-06-21,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-06-22,0.0,-0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-06-25,0.0,-0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-06-26,0.0,-0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-06-27,0.0,-0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-06-28,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-06-29,0.0,-0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-02,0.0,-0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-03,0.0,-0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-04,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-05,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-09,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-10,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-11,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-12,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-16,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-17,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-18,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-19,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-20,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-23,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-24,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-25,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-26,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-27,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-30,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-02,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-03,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-06,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-07,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-08,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-09,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-10,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-13,0.0,0.0,0.0,1.527091585031574,0.0,0.0,0.0
2018-08-14,0.0006342261281978,0.0,0.0003171130640989,1.527575845723263,0.0,0.0,0.25
2018-08-15,0.0018643462699494,0.0,0.0009321731349747,1.5289998108882827,0.0,0.0,0.25
2018-08-16,-0.0037917603351778,0.0,-0.0018958801675889,1.5261010104705726,0.0,0.0,0.25
2018-08-17,-0.0019186603523817,0.0,-0.00095933017619085,1.5246369757193128,0.0,0.0,0.25
2018-08-20,-0.0038701455835926,0.0,-0.0019350727917963,1.5216866921902317,0.0,0.0,0.25
2018-08-21,-0.0033092679045036,0.0,-0.0016546339522518,1.5191688577246438,0.0,0.0,0.25
2018-08-22,-0.0029864648267383,0.0,-0.00149323241336915,1.5169003855449084,0.0,0.0,0.25
2018-08-23,0.0012059290549666,0.0,0.0006029645274833,1.5178150226691176,0.0,0.0,0.25
2018-08-24,-0.0024699443459177,0.0,-0.00123497217295885,1.5159405633524223,0.0,0.0,0.25
2018-08-27,-0.001122555674923,0.0,-0.0005612778374615,1.5150896995113037,0.0,0.0,0.25
2018-08-28,0.0013383491684473,0.0,0.00066917458422365,1.5161035590310354,0.0,0.0,0.25
2018-08-29,-0.00025,0.0012031415976211,0.00047657079881055,1.5168260897152424,0.0,0.0,0.5
2018-08-30,0.0,0.0068296124234585,0.00341480621172925,1.5220057568685148,0.0,0.0,0.5
2018-08-31,0.0,0.0061214498933654,0.0030607249466827,1.526664197857557,0.0,0.0,0.5
2018-09-03,0.0,-0.0030375908612167,-0.00151879543060835,1.5243455072497776,0.0,0.0,0.5
2018-09-04,0.0,0.000972280713241,0.0004861403566205,1.525086553118285,0.0,0.0,0.5
2018-09-05,0.0,-0.0038362768330321,-0.00191813841651605,1.5221612260122368,0.0,0.0,0.5
2018-09-06,0.0,-0.0067448915770086,-0.0033724457885043,1.5170278197961473,0.0,0.0,0.5
2018-09-07,0.0,0.0025693972666147,0.00128469863330735,1.5189767433629284,0.0,0.0,0.5
2018-09-10,0.0,0.0052278392855173,0.00261391964275865,1.5229472265092983,0.0,0.0,0.5
2018-09-11,0.0,-0.0021487811387361,-0.00107439056936805,1.5213109863714913,0.0,0.0,0.5
2018-09-12,0.0,-0.0057721432642958,-0.0028860716321479,1.5169203738900496,0.0,0.0,0.5
2018-09-13,0.0,-0.0005,-0.00025,1.5165411437965772,0.0,0.0,0.0
2018-09-14,0.0,0.0,0.0,1.5165411437965772,0.0,0.0,0.0
2018-09-17,0.0,0.0,0.0,1.5165411437965772,0.0,0.0,0.0
2018-09-18,-0.0014130286144104,0.0,-0.0007065143072052,1.5154696857810195,0.0,0.0,0.25
2018-09-19,-0.00025,0.0,-0.000125,1.5152802520702968,0.0,0.0,0.0
2018-09-20,0.0,0.0025075386365877,0.00125376931829385,1.5171800639589592,0.0,0.0,0.5
2018-09-21,0.0,0.0179623083571893,0.00898115417859465,1.5308060920300648,0.0,0.0,0.5
2018-09-25,0.0,-0.0058232208877743,-0.00291161044388715,1.526348981024944,0.0,0.0,0.5
2018-09-26,0.0,0.0067714393570741,0.00338571967853705,1.5315167708063149,0.0,0.0,0.5
2018-09-27,0.0,0.0103777494457055,0.00518887472285275,1.539463619465977,0.0,0.0,0.5
2018-09-28,0.0,0.0019400225969818,0.0009700112984909,1.5409569165704748,0.0,0.0,0.5
2018-10-08,0.0,-0.0092894332498864,-0.0046447166249432,1.5337996083617589,0.0,0.0,0.5
2018-10-09,0.0,-0.0009403333516724,-0.0004701666758362,1.5330784668984965,0.0,0.0,0.5
2018-10-10,0.0,-0.0008492537976242,-0.0004246268988121,1.532427480543462,0.0,0.0,0.5
2018-10-11,0.0,0.0280191715431499,0.01400958577157495,1.553896154770854,0.0,0.0,0.5
2018-10-12,0.0,0.021550993734607,0.0107754968673035,1.5706401579187024,0.0,0.0,0.5
2018-10-15,0.0,0.0016026391880705,0.00080131959403525,1.5718987426524214,0.0,0.0,0.5
2018-10-16,0.0,0.01459101049379,0.007295505246895,1.5833665381770299,0.0,0.0,0.5
2018-10-17,0.0,-0.0016983961003949,-0.00084919805019745,1.582021946400062,0.0,0.0,0.5
2018-10-18,0.0,0.0099036387054654,0.0049518193527327,1.5898558332906936,0.0,0.0,0.5
2018-10-19,0.0,0.0074585012368917,0.00372925061844585,1.5957848041402327,0.0,0.0,0.5
2018-10-22,0.0,-0.00638272337371,-0.003191361686855,1.5906920776558342,0.0,0.0,0.5
2018-10-23,0.0,-0.0101775596008365,-0.00508877980041825,1.5825973959423738,0.0,0.0,0.5
2018-10-24,0.0,-0.0005,-0.00025,1.5822017465933882,0.0,0.0,0.0
