日期,开盘,最高,最低,收盘,成交量
2026-01-19,0.2813,0.2813,0.2643,0.2791,66541
2026-01-20,0.281,0.2931,0.2748,0.2748,26849
2026-01-21,0.2609,0.2716,0.2547,0.2694,177898
2026-01-22,0.2608,0.2768,0.2536,0.271,76009
2026-01-23,0.2668,0.2847,0.2668,0.283,33732
2026-01-26,0.2766,0.284,0.26,0.2824,224837
2026-01-27,0.283,0.2909,0.265,0.2763,40519
2026-01-28,0.2715,0.2745,0.2625,0.2691,153369
2026-01-29,0.2717,0.2717,0.2369,0.2408,1427933
2026-01-30,0.2579,0.3133,0.2463,0.2728,4010111
2026-02-02,0.2799,0.381,0.2687,0.378,1890141
2026-02-03,0.3253,0.3573,0.2997,0.2997,2104024
2026-02-04,0.3072,0.3123,0.2647,0.2647,891225
2026-02-05,0.2761,0.3019,0.2756,0.2781,1662661
2026-02-06,0.296,0.3238,0.2712,0.2906,1453658
2026-02-09,0.26,0.2642,0.2391,0.2391,3231144
2026-02-10,0.2374,0.2397,0.2289,0.2364,1629426
2026-02-11,0.2361,0.2431,0.2341,0.241,997557
2026-02-12,0.2368,0.2421,0.2351,0.2371,342427
2026-02-13,0.2611,0.294,0.2498,0.2914,4040517
2026-02-24,0.26,0.268,0.2246,0.2359,1851585
2026-02-25,0.231,0.231,0.183,0.2035,3335304
2026-02-26,0.2112,0.2227,0.2048,0.2141,2200719
2026-02-27,0.225,0.2318,0.2113,0.2128,1049064
2026-03-02,0.2213,0.2574,0.2118,0.2186,5937495
2026-03-03,0.225,0.2743,0.2135,0.26,8038912
2026-03-04,0.2735,0.323,0.2727,0.3,5042525
2026-03-05,0.27,0.2918,0.255,0.2797,4064183
2026-03-06,0.2869,0.2938,0.2481,0.2591,3292787
2026-03-09,0.2772,0.37,0.1739,0.305,8073026
2026-03-10,0.27,0.27,0.2391,0.2444,5119186
2026-03-11,0.2399,0.2423,0.2261,0.2372,1943399
2026-03-12,0.2417,0.2787,0.2382,0.2545,4531082
2026-03-13,0.256,0.275,0.235,0.2646,1520463
2026-03-16,0.2767,0.2973,0.255,0.2582,3488497
2026-03-17,0.2489,0.2755,0.22,0.2751,8076317
2026-03-18,0.2667,0.3,0.2593,0.2593,5120392
2026-03-19,0.2808,0.3325,0.2808,0.3189,7935670
2026-03-20,0.2941,0.33,0.28,0.33,14620121
2026-03-23,0.3587,0.4903,0.34,0.4718,2600877
2026-03-24,0.4474,0.4744,0.41,0.4113,395270
2026-03-25,0.3838,0.3838,0.34,0.3505,1584141
2026-03-26,0.345,0.4,0.34,0.3921,866794
2026-03-27,0.426,0.426,0.3501,0.3752,1078595
