日期,开盘,最高,最低,收盘,成交量
2025-10-23,0.2727,0.3126,0.2727,0.3019,1061209
2025-10-24,0.3299,0.3314,0.3151,0.3238,323563
2025-10-27,0.3552,0.3563,0.3396,0.354,484064
2025-10-28,0.3479,0.3673,0.3392,0.3418,96913
2025-10-29,0.3558,0.374,0.3476,0.374,26186
2025-10-30,0.3711,0.3775,0.3496,0.3539,246643
2025-10-31,0.351,0.351,0.3235,0.327,550568
2025-11-03,0.3519,0.3519,0.3,0.319,612956
2025-11-04,0.3257,0.3258,0.286,0.3006,72784
2025-11-05,0.28,0.3781,0.2773,0.3002,508701
2025-11-06,0.3131,0.3403,0.3131,0.3297,498092
2025-11-07,0.323,0.334,0.323,0.3236,92568
2025-11-10,0.3241,0.3258,0.3078,0.3256,241817
2025-11-11,0.3408,0.3408,0.306,0.31,322521
2025-11-12,0.3073,0.3111,0.2976,0.3106,242713
2025-11-13,0.3151,0.33,0.3084,0.33,96250
2025-11-14,0.314,0.318,0.303,0.303,239319
2025-11-17,0.2868,0.2895,0.2678,0.2725,525088
2025-11-18,0.2721,0.274,0.251,0.259,238621
2025-11-19,0.2633,0.2698,0.2562,0.2565,269016
2025-11-20,0.2668,0.2709,0.2409,0.2423,119434
2025-11-21,0.2301,0.2301,0.199,0.2,1127960
2025-11-24,0.2021,0.2021,0.187,0.194,674131
2025-11-25,0.2054,0.2095,0.1935,0.1954,543747
2025-11-26,0.1963,0.2074,0.193,0.1968,727155
2025-11-27,0.202,0.2187,0.1953,0.1957,1071307
2025-11-28,0.1963,0.2036,0.1878,0.2005,2009292
2025-12-01,0.2015,0.2162,0.2015,0.2162,494023
2025-12-02,0.3036,0.3036,0.2028,0.2059,109709
2025-12-03,0.2074,0.2115,0.1955,0.1992,384847
2025-12-04,0.2027,0.2108,0.1948,0.2045,277449
2025-12-05,0.2034,0.2297,0.2006,0.2235,480339
2025-12-08,0.2422,0.2534,0.2349,0.2486,166821
2025-12-09,0.2391,0.2432,0.2242,0.2271,216855
2025-12-10,0.2177,0.2242,0.2026,0.2215,1329707
2025-12-11,0.2281,0.2302,0.2055,0.2055,520823
2025-12-12,0.212,0.2219,0.2009,0.2163,431895
2025-12-15,0.213,0.2255,0.205,0.205,708540
2025-12-16,0.2001,0.2041,0.1789,0.184,725777
2025-12-17,0.1872,0.2254,0.1827,0.2195,1133739
2025-12-18,0.2091,0.2193,0.2053,0.212,447072
2025-12-19,0.2092,0.2301,0.2092,0.2176,440536
2025-12-22,0.2285,0.2425,0.2285,0.231,272718
2025-12-23,0.2338,0.2421,0.2273,0.2273,50508
2025-12-24,0.2299,0.2495,0.225,0.2428,810116
2025-12-25,0.2457,0.2568,0.2378,0.2525,176339
2025-12-26,0.2589,0.281,0.2555,0.2657,701693
2025-12-29,0.2635,0.2741,0.2469,0.2559,297753
2025-12-30,0.2505,0.265,0.2505,0.265,195115
2025-12-31,0.259,0.2641,0.2441,0.2494,460089
2026-01-05,0.2664,0.3007,0.2664,0.2977,287526
2026-01-06,0.3215,0.3597,0.32,0.3597,646768
2026-01-07,0.3548,0.3658,0.3401,0.3472,691458
2026-01-08,0.338,0.344,0.3159,0.3159,147993
2026-01-09,0.324,0.3593,0.324,0.345,153607
2026-01-12,0.359,0.3989,0.3446,0.3854,394434
2026-01-13,0.3947,0.428,0.3624,0.3715,246601
2026-01-14,0.3918,0.415,0.3379,0.3597,593062
2026-01-15,0.3484,0.3486,0.3359,0.3403,130728
2026-01-16,0.3512,0.3573,0.33,0.3315,88653
2026-01-19,0.3196,0.3399,0.3153,0.3268,60964
2026-01-20,0.3269,0.3269,0.2928,0.3098,356562
2026-01-21,0.3172,0.3361,0.3172,0.3192,302010
2026-01-22,0.3405,0.3405,0.3131,0.3193,70534
2026-01-23,0.3202,0.3309,0.3168,0.3275,137879
2026-01-26,0.3299,0.3681,0.3299,0.3473,300105
2026-01-27,0.3385,0.3505,0.32,0.336,128660
2026-01-28,0.3447,0.3508,0.3379,0.3496,14017
2026-01-29,0.342,0.3833,0.3376,0.3712,568445
2026-01-30,0.3567,0.3567,0.3184,0.3438,1520507
2026-02-02,0.3111,0.3441,0.2589,0.268,9264334
2026-02-03,0.2853,0.2938,0.2572,0.2925,1554630
2026-02-04,0.281,0.3016,0.2753,0.3016,480545
2026-02-05,0.2994,0.2994,0.265,0.288,1118525
2026-02-06,0.26,0.2912,0.252,0.2711,772935
2026-02-09,0.2942,0.31,0.291,0.3091,1078848
2026-02-10,0.3089,0.3125,0.3008,0.3008,370404
2026-02-11,0.2908,0.2908,0.2908,0.2908,834
2026-02-12,0.2957,0.2957,0.2898,0.2928,44784
2026-02-13,0.2744,0.2826,0.2442,0.2442,1315087
2026-02-24,0.2567,0.2639,0.2414,0.2414,200480
2026-02-25,0.267,0.29,0.2621,0.2685,318724
2026-02-26,0.2646,0.2646,0.2461,0.2518,117256
2026-02-27,0.2438,0.2511,0.241,0.2497,141975
2026-03-02,0.2483,0.2585,0.222,0.251,336020
2026-03-03,0.2686,0.2686,0.2132,0.2132,2673646
2026-03-04,0.2025,0.2077,0.1834,0.1893,6073017
2026-03-05,0.2032,0.2084,0.183,0.1917,2782922
2026-03-06,0.1868,0.2121,0.1805,0.2031,2483513
2026-03-09,0.1825,0.1825,0.1471,0.1706,5044309
2026-03-10,0.1965,0.2068,0.1889,0.2044,2454719
2026-03-11,0.2087,0.2229,0.2036,0.2193,2737084
2026-03-12,0.2118,0.2134,0.1951,0.2098,3031970
2026-03-13,0.1949,0.224,0.1949,0.2049,851960
2026-03-16,0.1828,0.2053,0.1799,0.204,2262942
2026-03-17,0.2076,0.2326,0.1862,0.1862,3388306
2026-03-18,0.1877,0.1928,0.1731,0.1918,1011625
2026-03-19,0.1722,0.1722,0.1515,0.1581,3299924
2026-03-20,0.1653,0.1799,0.1551,0.1554,3636701
2026-03-23,0.139,0.139,0.1022,0.1106,7353220
2026-03-24,0.1201,0.1201,0.0942,0.1058,9971213
2026-03-25,0.1135,0.1238,0.1135,0.1186,9491729
2026-03-26,0.1177,0.1193,0.0981,0.1021,6354199
2026-03-27,0.0931,0.119,0.0906,0.1091,6048235
