日期,开盘,最高,最低,收盘,成交量
2025-11-24,0.1286,0.1395,0.1177,0.1303,2129410
2025-11-25,0.1275,0.1275,0.1038,0.11,2077115
2025-11-26,0.1079,0.1079,0.0926,0.0979,1235201
2025-11-27,0.0954,0.0978,0.0841,0.0978,1047497
2025-11-28,0.097,0.0989,0.0908,0.0919,475849
2025-12-01,0.09,0.09,0.0815,0.0825,658941
2025-12-02,0.0822,0.0865,0.0802,0.0836,208005
2025-12-03,0.0805,0.09,0.0794,0.0888,862603
2025-12-04,0.0861,0.09,0.0821,0.085,675650
2025-12-05,0.085,0.0869,0.0752,0.078,1134232
2025-12-08,0.0734,0.0734,0.0649,0.0691,939496
2025-12-09,0.0691,0.0751,0.068,0.0717,729549
2025-12-10,0.0717,0.08,0.0706,0.075,2307805
2025-12-11,0.0706,0.0823,0.07,0.08,3098441
2025-12-12,0.0787,0.0828,0.0715,0.0744,900594
2025-12-15,0.0733,0.0775,0.0693,0.0775,1327420
2025-12-16,0.0769,0.0915,0.0769,0.0895,2925168
2025-12-17,0.0859,0.0884,0.0728,0.0757,2545357
2025-12-18,0.0751,0.0806,0.0742,0.08,1804552
2025-12-19,0.0753,0.0798,0.0711,0.0732,1551402
2025-12-22,0.0697,0.0702,0.0639,0.0662,354275
2025-12-23,0.0641,0.0656,0.0622,0.064,505197
2025-12-24,0.0617,0.0659,0.06,0.0605,307065
2025-12-25,0.0598,0.0606,0.0556,0.0558,207545
2025-12-26,0.0558,0.0565,0.0514,0.0514,857657
2025-12-29,0.0514,0.0561,0.0514,0.0555,164009
2025-12-30,0.0559,0.058,0.055,0.057,431028
2025-12-31,0.0549,0.0621,0.0549,0.0598,1392732
2026-01-05,0.0543,0.0548,0.0481,0.049,889265
2026-01-06,0.0454,0.0471,0.0409,0.0411,1428203
2026-01-07,0.0411,0.0455,0.0404,0.0447,676257
2026-01-08,0.0447,0.0472,0.0428,0.0433,669544
2026-01-09,0.0436,0.047,0.0418,0.0444,1235860
2026-01-12,0.0432,0.0479,0.0425,0.0444,3704585
2026-01-13,0.0444,0.05,0.043,0.0462,6687103
2026-01-14,0.0445,0.0489,0.0393,0.0443,8583040
2026-01-15,0.0447,0.0455,0.0371,0.0404,3268222
2026-01-16,0.0356,0.0395,0.0355,0.0391,1106378
2026-01-19,0.0371,0.0396,0.0352,0.0388,1861726
2026-01-20,0.0375,0.0424,0.0361,0.0378,1182637
2026-01-21,0.0378,0.0401,0.0358,0.0379,1019623
2026-01-22,0.0356,0.0408,0.0351,0.038,695143
2026-01-23,0.0369,0.0406,0.0367,0.0397,536150
2026-01-26,0.0397,0.0415,0.0367,0.0392,7982489
2026-01-27,0.0391,0.0419,0.0361,0.0387,2830181
2026-01-28,0.0379,0.0389,0.0349,0.0365,1255488
2026-01-29,0.0356,0.036,0.0299,0.0299,28914070
2026-01-30,0.0302,0.0455,0.0302,0.0365,74326234
2026-02-02,0.0399,0.0793,0.0379,0.074,61336117
2026-02-03,0.07,0.07,0.0488,0.0501,39516062
2026-02-04,0.0501,0.0513,0.0375,0.0382,22450111
2026-02-05,0.0389,0.0465,0.0387,0.0407,63455143
2026-02-06,0.0424,0.0509,0.0392,0.0434,47710138
2026-02-09,0.0383,0.0388,0.0337,0.0338,41081590
2026-02-10,0.0338,0.0338,0.0305,0.0311,130413914
2026-02-11,0.0299,0.0313,0.029,0.0296,92596970
2026-02-12,0.0296,0.0308,0.0279,0.0289,29632231
2026-02-13,0.0292,0.0426,0.0292,0.0408,227749600
2026-02-24,0.0364,0.0364,0.0218,0.0224,15065666
2026-02-25,0.0211,0.0212,0.0171,0.0171,11900968
2026-02-26,0.0164,0.018,0.0158,0.0173,4612630
2026-02-27,0.0173,0.0193,0.017,0.0171,4513256
2026-03-02,0.019,0.0266,0.0176,0.0202,43413365
2026-03-03,0.0187,0.0327,0.0184,0.0282,82706310
2026-03-04,0.0299,0.0424,0.028,0.0375,92341452
2026-03-05,0.0337,0.0337,0.0274,0.0304,59551041
2026-03-06,0.0322,0.0323,0.0276,0.0292,38374587
2026-03-09,0.0317,0.0515,0.0317,0.0384,142114283
2026-03-10,0.0349,0.0349,0.0275,0.0286,30444542
2026-03-11,0.0278,0.0281,0.0242,0.0268,18695295
2026-03-12,0.026,0.0349,0.0256,0.0299,105260754
2026-03-13,0.0307,0.0342,0.0258,0.0308,76624266
2026-03-16,0.0309,0.0365,0.0291,0.0302,83094894
2026-03-17,0.029,0.0322,0.0244,0.032,38049420
2026-03-18,0.0307,0.0353,0.0287,0.0293,50547978
2026-03-19,0.0315,0.0425,0.0299,0.0385,252532660
2026-03-20,0.0384,0.047,0.0339,0.0441,206286660
2026-03-23,0.0507,0.0961,0.0478,0.0865,481606924
2026-03-24,0.0794,0.0806,0.052,0.0558,92669345
2026-03-25,0.05,0.0534,0.0373,0.0381,45812511
2026-03-26,0.0388,0.053,0.0373,0.0508,51481919
2026-03-27,0.0545,0.0573,0.0424,0.0456,83995189
