日期,开盘,最高,最低,收盘,成交量
2026-02-26,0.0288,0.0321,0.0201,0.0291,6827298
2026-02-27,0.0298,0.0342,0.0279,0.0289,14831620
2026-03-02,0.0334,0.0459,0.0279,0.0321,49472244
2026-03-03,0.0303,0.0586,0.0289,0.0517,78919941
2026-03-04,0.0589,0.088,0.0529,0.0717,88307502
2026-03-05,0.0589,0.0605,0.0439,0.0519,56027534
2026-03-06,0.0543,0.0586,0.0387,0.0424,52904332
2026-03-09,0.0514,0.1169,0.0513,0.0629,149176886
2026-03-10,0.0582,0.0582,0.0349,0.039,60337928
2026-03-11,0.039,0.039,0.0313,0.034,39855820
2026-03-12,0.0337,0.0529,0.0325,0.0426,60722022
2026-03-13,0.047,0.0537,0.0346,0.0479,69804437
2026-03-16,0.0474,0.0607,0.0391,0.0403,119824980
2026-03-17,0.0397,0.0469,0.0251,0.0461,141869240
2026-03-18,0.0465,0.0588,0.0373,0.0394,138060510
2026-03-19,0.0493,0.0714,0.0451,0.064,281365508
2026-03-20,0.0621,0.0754,0.0438,0.0754,303200386
2026-03-23,0.0879,0.1899,0.0877,0.1676,963927882
2026-03-24,0.144,0.1687,0.108,0.1101,448086910
2026-03-25,0.0918,0.0952,0.0627,0.0695,1399799814
2026-03-26,0.0704,0.1068,0.0637,0.0995,1059710842
2026-03-27,0.1156,0.1268,0.0702,0.083,1139845831
