日期,开盘,最高,最低,收盘,成交量
2026-02-26,0.5317,0.5317,0.5273,0.5273,36950
2026-02-27,0.5448,0.5498,0.5301,0.5401,34352
2026-03-02,0.5618,0.5817,0.527,0.5272,1204588
2026-03-03,0.5701,0.6052,0.5361,0.5964,344303
2026-03-04,0.6118,0.6714,0.5112,0.6671,378145
2026-03-05,0.6152,0.6162,0.5998,0.5998,40961
2026-03-06,0.6356,0.6356,0.5935,0.5978,58823
2026-03-09,0.6313,0.7389,0.6313,0.6593,663941
2026-03-10,0.627,0.627,0.5898,0.5913,91384
2026-03-11,0.5694,0.572,0.5629,0.568,69471
2026-03-12,0.5739,0.6158,0.5739,0.586,124041
2026-03-13,0.6018,0.607,0.563,0.5953,121760
2026-03-16,0.6242,0.6415,0.585,0.585,547136
2026-03-17,0.5665,0.6158,0.5441,0.6158,219532
2026-03-18,0.6188,0.645,0.6148,0.6148,480120
2026-03-19,0.635,0.6842,0.635,0.673,408239
2026-03-20,0.6539,0.6764,0.6318,0.6759,978455
2026-03-23,0.7285,0.8514,0.7285,0.8514,444456
2026-03-24,0.8311,0.85,0.7858,0.7858,244152
2026-03-25,0.75,0.75,0.7199,0.7247,349576
2026-03-26,0.7161,0.7856,0.7161,0.7778,166824
2026-03-27,0.7946,0.7946,0.7376,0.7376,538060
