日期,开盘,最高,最低,收盘,成交量
2025-10-23,0.4029,0.4136,0.4029,0.406,27832
2025-10-24,0.351,0.3693,0.351,0.3581,88051
2025-10-27,0.3058,0.3275,0.3058,0.3163,184113
2025-10-28,0.3163,0.3242,0.3058,0.3196,179573
2025-10-29,0.3106,0.3144,0.2952,0.2952,77408
2025-10-30,0.2934,0.3098,0.293,0.3098,119520
2025-10-31,0.31,0.3359,0.31,0.3349,183507
2025-11-03,0.3404,0.365,0.3341,0.3341,250629
2025-11-04,0.3312,0.3648,0.3298,0.3569,382850
2025-11-05,0.3561,0.3913,0.3438,0.3462,72804
2025-11-06,0.3327,0.3331,0.3083,0.3135,53284
2025-11-07,0.3121,0.3242,0.3107,0.3139,146303
2025-11-10,0.3092,0.3276,0.3081,0.3081,37194
2025-11-11,0.3132,0.3335,0.3132,0.3257,277998
2025-11-12,0.3361,0.3445,0.3244,0.3335,43153
2025-11-13,0.3204,0.3204,0.3031,0.3033,14393
2025-11-14,0.3183,0.3385,0.3129,0.3385,26763
2025-11-17,0.3486,0.3573,0.3486,0.35,6747
2025-11-18,0.3585,0.3762,0.3481,0.3685,186888
2025-11-19,0.3636,0.3636,0.344,0.3535,124274
2025-11-20,0.3449,0.3575,0.3395,0.3575,95740
2025-11-21,0.3899,0.4337,0.387,0.432,73755
2025-11-24,0.4318,0.4449,0.414,0.4206,406131
2025-11-25,0.4048,0.4048,0.3721,0.3859,133282
2025-11-26,0.3849,0.3849,0.3563,0.3718,160810
2025-11-27,0.3549,0.3738,0.3358,0.3738,194375
2025-11-28,0.3702,0.3765,0.3585,0.3644,227651
2025-12-01,0.3508,0.3515,0.3323,0.3323,19504
2025-12-02,0.3301,0.3483,0.3301,0.3441,32326
2025-12-03,0.3336,0.36,0.3336,0.3557,254395
2025-12-04,0.3469,0.3609,0.3386,0.3482,94446
2025-12-05,0.3467,0.3541,0.3169,0.3193,189197
2025-12-08,0.3028,0.3058,0.2857,0.295,133472
2025-12-09,0.298,0.3169,0.295,0.3135,54118
2025-12-10,0.3215,0.3405,0.3161,0.3161,259766
2025-12-11,0.3164,0.3399,0.3146,0.3398,170494
2025-12-12,0.3393,0.3393,0.32,0.32,19905
2025-12-15,0.3319,0.3319,0.3319,0.3319,88
2025-12-16,0.3598,0.383,0.3598,0.3755,12468
2025-12-17,0.3656,0.3656,0.3138,0.323,375101
2025-12-18,0.3362,0.3399,0.326,0.3386,142336
2025-12-19,0.3335,0.3335,0.31,0.3187,144371
2025-12-22,0.3039,0.3039,0.293,0.294,209815
2025-12-23,0.282,0.2926,0.2801,0.2926,6168
2025-12-24,0.2888,0.2962,0.279,0.2833,87786
2025-12-25,0.2829,0.2854,0.2698,0.2716,8382
2025-12-26,0.2681,0.2747,0.2536,0.261,507555
2025-12-29,0.2648,0.28,0.2625,0.28,34194
2025-12-30,0.2797,0.2851,0.265,0.2692,12765
2025-12-31,0.272,0.2901,0.2687,0.2849,57487
2026-01-05,0.2613,0.2613,0.2265,0.231,1031911
2026-01-06,0.2205,0.2205,0.1976,0.1981,831006
2026-01-07,0.2005,0.2138,0.1986,0.2105,358384
2026-01-08,0.2222,0.2333,0.2124,0.2253,1181452
2026-01-09,0.228,0.2287,0.213,0.216,959683
2026-01-12,0.2159,0.2299,0.2159,0.2221,1792205
2026-01-13,0.2178,0.2357,0.2146,0.2292,415560
2026-01-14,0.2231,0.2398,0.2046,0.2314,756811
2026-01-15,0.2263,0.2284,0.2133,0.217,388863
2026-01-16,0.2001,0.2264,0.1981,0.2233,596367
2026-01-19,0.2153,0.2161,0.196,0.2053,602984
2026-01-20,0.2009,0.2265,0.199,0.2095,482726
2026-01-21,0.2038,0.2068,0.1945,0.206,334850
2026-01-22,0.1928,0.2102,0.1928,0.2058,93294
2026-01-23,0.1975,0.2175,0.1975,0.2137,254464
2026-01-26,0.2034,0.2197,0.1968,0.2159,559391
2026-01-27,0.2178,0.2238,0.2009,0.2104,181992
2026-01-28,0.21,0.2106,0.1989,0.2037,132599
2026-01-29,0.2054,0.2054,0.1767,0.1835,1242758
2026-01-30,0.1861,0.2431,0.1861,0.2066,2310375
2026-02-02,0.214,0.3035,0.2035,0.2957,3629967
2026-02-03,0.2548,0.2822,0.2291,0.2291,3907714
2026-02-04,0.2329,0.2385,0.1986,0.2017,2320124
2026-02-05,0.2125,0.2315,0.206,0.2094,1921829
2026-02-06,0.2368,0.2526,0.2036,0.2208,3444475
2026-02-09,0.2011,0.2011,0.178,0.1785,2550387
2026-02-10,0.1733,0.1747,0.168,0.1731,514677
2026-02-11,0.1733,0.1771,0.1729,0.1765,181350
2026-02-12,0.1727,0.176,0.1708,0.1725,248987
2026-02-13,0.1897,0.2193,0.1851,0.2176,4515324
2026-02-24,0.2026,0.2026,0.1589,0.1677,1155019
2026-02-25,0.1587,0.1587,0.1275,0.1418,3170954
2026-02-26,0.14,0.1548,0.14,0.1498,648465
2026-02-27,0.1553,0.1615,0.1457,0.1464,976417
2026-03-02,0.1739,0.1835,0.1459,0.1519,4444039
2026-03-03,0.1474,0.2004,0.1474,0.1939,4611976
2026-03-04,0.1968,0.242,0.1941,0.223,5789002
2026-03-05,0.1896,0.2122,0.1814,0.1999,11024201
2026-03-06,0.2065,0.2138,0.1764,0.1842,2673269
2026-03-09,0.1984,0.2853,0.1984,0.2195,5251626
2026-03-10,0.1796,0.1815,0.1677,0.173,1942275
2026-03-11,0.1686,0.1702,0.1575,0.1661,1405332
2026-03-12,0.1685,0.2021,0.1681,0.1787,3028535
2026-03-13,0.1825,0.1994,0.1666,0.1899,3733234
2026-03-16,0.1945,0.2168,0.1815,0.1828,3746292
2026-03-17,0.1754,0.1977,0.1517,0.1968,6372445
2026-03-18,0.1968,0.2163,0.1828,0.1861,3131638
2026-03-19,0.2008,0.2468,0.2008,0.2362,4413328
2026-03-20,0.2362,0.2464,0.2014,0.2464,6920949
2026-03-23,0.2717,0.3885,0.2717,0.3885,5626139
2026-03-24,0.3524,0.3646,0.3127,0.3127,1556936
2026-03-25,0.3053,0.3053,0.2494,0.2546,334652
2026-03-26,0.2526,0.3028,0.2479,0.2949,312911
2026-03-27,0.3237,0.3237,0.2662,0.2807,667626
