日期,开盘,最高,最低,收盘,成交量
2026-01-29,0.3666,0.389,0.358,0.389,199298
2026-01-30,0.3728,0.3728,0.3365,0.3531,151016
2026-02-02,0.3466,0.3552,0.2825,0.284,342264
2026-02-03,0.3168,0.3168,0.2763,0.2997,544209
2026-02-04,0.2886,0.3053,0.2859,0.3011,92705
2026-02-05,0.3,0.3003,0.2804,0.2882,345625
2026-02-06,0.2648,0.2938,0.2624,0.2765,224322
2026-02-09,0.295,0.3145,0.295,0.3145,183711
2026-02-10,0.3193,0.3193,0.3058,0.306,17018
2026-02-11,0.3019,0.3019,0.2952,0.2955,1181
2026-02-12,0.2917,0.3002,0.2917,0.2975,32847
2026-02-13,0.2836,0.2878,0.2575,0.2616,126832
2026-02-24,0.2778,0.2778,0.2475,0.2491,193117
2026-02-25,0.2568,0.2849,0.2568,0.2695,382603
2026-02-26,0.267,0.2675,0.2553,0.2584,124952
2026-02-27,0.2536,0.2628,0.249,0.2618,32084
2026-03-02,0.2484,0.2603,0.235,0.2518,108487
2026-03-03,0.2582,0.2591,0.2234,0.2234,722685
2026-03-04,0.2086,0.2209,0.2042,0.2084,901769
2026-03-05,0.2161,0.2175,0.1941,0.1973,870943
2026-03-06,0.1935,0.2151,0.1935,0.2107,210785
2026-03-09,0.195,0.2376,0.1636,0.1804,1493361
2026-03-10,0.2003,0.2036,0.1939,0.2036,114978
2026-03-11,0.2048,0.2168,0.204,0.2102,112185
2026-03-12,0.2108,0.211,0.2015,0.2105,271027
2026-03-13,0.2091,0.2237,0.2054,0.2054,230288
2026-03-16,0.1955,0.2049,0.1895,0.2038,447977
2026-03-17,0.209,0.2298,0.1947,0.1947,577716
2026-03-18,0.1948,0.1958,0.1838,0.1933,136603
2026-03-19,0.183,0.183,0.1637,0.1678,214042
2026-03-20,0.176,0.179,0.1637,0.1639,554001
2026-03-23,0.1537,0.1537,0.1192,0.1265,2127525
2026-03-24,0.1319,0.133,0.1191,0.13,2269813
2026-03-25,0.134,0.1424,0.134,0.1375,460782
2026-03-26,0.1384,0.1384,0.12,0.125,504739
2026-03-27,0.1179,0.1375,0.1179,0.1317,358574
