日期,开盘,最高,最低,收盘,成交量
2026-02-26,0.1987,0.2297,0.1987,0.2161,2150701
2026-02-27,0.2216,0.2405,0.2131,0.2131,898056
2026-03-02,0.2382,0.2636,0.2073,0.2175,3312473
2026-03-03,0.2086,0.2844,0.2086,0.2711,4625957
2026-03-04,0.2867,0.3463,0.2803,0.3205,6568905
2026-03-05,0.2967,0.3063,0.2667,0.293,1295504
2026-03-06,0.2908,0.3018,0.253,0.2698,1693691
2026-03-09,0.2958,0.4089,0.2958,0.3138,3372729
2026-03-10,0.2978,0.2978,0.2488,0.2582,2722686
2026-03-11,0.2444,0.2508,0.2288,0.2398,3240767
2026-03-12,0.2399,0.2814,0.2388,0.2548,4089377
2026-03-13,0.2787,0.2787,0.23,0.2731,3061405
2026-03-16,0.2651,0.2999,0.253,0.2539,6093444
2026-03-17,0.2487,0.2805,0.2099,0.2805,6938700
2026-03-18,0.281,0.307,0.261,0.2648,9154088
2026-03-19,0.2889,0.3441,0.2889,0.3308,2869307
2026-03-20,0.3228,0.3505,0.2891,0.3505,8304227
2026-03-23,0.3813,0.5174,0.3813,0.5059,1273612
2026-03-24,0.4552,0.5095,0.4382,0.4396,2164512
2026-03-25,0.4217,0.4217,0.37,0.3775,1316224
2026-03-26,0.383,0.4385,0.3724,0.4332,2415862
2026-03-27,0.4582,0.4703,0.3849,0.4055,4130426
