日期,开盘,最高,最低,收盘,成交量
2026-02-03,0.0914,0.0914,0.0663,0.0666,3110818
2026-02-04,0.0669,0.0687,0.0525,0.0529,3019249
2026-02-05,0.0535,0.0635,0.0533,0.055,10028456
2026-02-06,0.0605,0.0692,0.0541,0.0596,10345401
2026-02-09,0.0529,0.0529,0.0459,0.0461,12021491
2026-02-10,0.0461,0.0462,0.0417,0.0428,9159765
2026-02-11,0.0412,0.0431,0.0404,0.0417,8331513
2026-02-12,0.0429,0.043,0.0392,0.0405,6494584
2026-02-13,0.0433,0.0583,0.042,0.0564,24500035
2026-02-24,0.0499,0.0499,0.0321,0.0329,8028467
2026-02-25,0.0308,0.0308,0.0244,0.0244,4470420
2026-02-26,0.025,0.0269,0.0245,0.0257,3116422
2026-02-27,0.0265,0.0286,0.0253,0.0253,4630659
2026-03-02,0.0278,0.0378,0.0268,0.0291,24687070
2026-03-03,0.0269,0.0458,0.0268,0.0404,38664373
2026-03-04,0.0423,0.0599,0.0401,0.0526,43802347
2026-03-05,0.0451,0.0469,0.0388,0.0433,16992614
2026-03-06,0.0459,0.0466,0.0385,0.0411,6868324
2026-03-09,0.0449,0.0719,0.0449,0.0521,44526471
2026-03-10,0.0475,0.0475,0.0376,0.039,9312722
2026-03-11,0.0376,0.0376,0.0332,0.0366,6787748
2026-03-12,0.035,0.0475,0.035,0.041,16334369
2026-03-13,0.0423,0.0471,0.0357,0.0417,23842093
2026-03-16,0.0426,0.0506,0.0399,0.0399,16697258
2026-03-17,0.0393,0.0446,0.0335,0.0422,12327000
2026-03-18,0.0421,0.0498,0.0403,0.041,28887406
2026-03-19,0.0443,0.0593,0.0428,0.0563,39522359
2026-03-20,0.0534,0.0637,0.047,0.0636,54887618
2026-03-23,0.0687,0.1278,0.0687,0.114,123917012
2026-03-24,0.1099,0.1099,0.0747,0.0786,58885249
2026-03-25,0.0716,0.0756,0.0532,0.057,13109669
2026-03-26,0.0544,0.0748,0.0538,0.0715,13140536
2026-03-27,0.0773,0.0813,0.0599,0.0657,28521744
