日期,开盘,最高,最低,收盘,成交量
2026-01-29,0.2223,0.2342,0.2054,0.2056,360658
2026-01-30,0.2166,0.254,0.2105,0.2257,368040
2026-02-02,0.2368,0.3185,0.2329,0.3109,248098
2026-02-03,0.2813,0.2972,0.2601,0.2635,412724
2026-02-04,0.2664,0.2664,0.238,0.238,225887
2026-02-05,0.2439,0.2565,0.2429,0.2429,149336
2026-02-06,0.2709,0.2758,0.2431,0.2431,237433
2026-02-09,0.2361,0.2361,0.2168,0.2175,500924
2026-02-10,0.2148,0.2165,0.2125,0.2125,8255
2026-02-11,0.2159,0.2159,0.212,0.2129,14570
2026-02-12,0.2111,0.2128,0.2099,0.2105,9037
2026-02-13,0.222,0.2493,0.2219,0.2493,81826
2026-02-24,0.2213,0.2213,0.1944,0.2027,849527
2026-02-25,0.1897,0.1908,0.175,0.1807,160116
2026-02-26,0.1811,0.1882,0.1804,0.1824,117916
2026-02-27,0.19,0.1935,0.1811,0.1811,59601
2026-03-02,0.1935,0.2135,0.183,0.1878,131193
2026-03-03,0.1848,0.23,0.1848,0.2261,509902
2026-03-04,0.2406,0.2723,0.2333,0.253,1032526
2026-03-05,0.2332,0.2434,0.2207,0.2405,425634
2026-03-06,0.2399,0.2494,0.22,0.2218,275288
2026-03-09,0.3633,0.3633,0.2504,0.2612,1168968
2026-03-10,0.2429,0.2429,0.213,0.2156,375760
2026-03-11,0.2162,0.2162,0.2015,0.2075,183621
2026-03-12,0.2107,0.2345,0.21,0.2197,226220
2026-03-13,0.2228,0.2338,0.2075,0.2337,253580
2026-03-16,0.2444,0.2506,0.225,0.2286,194067
2026-03-17,0.2178,0.2397,0.2008,0.2397,351070
2026-03-18,0.2397,0.2558,0.2324,0.2353,169741
2026-03-19,0.2478,0.2832,0.2478,0.2802,284123
2026-03-20,0.268,0.2892,0.2562,0.2789,853465
2026-03-23,0.3167,0.4134,0.2927,0.4067,803707
2026-03-24,0.365,0.4,0.348,0.3485,141950
2026-03-25,0.31,0.31,0.2916,0.2921,208903
2026-03-26,0.2882,0.3323,0.288,0.3321,248613
2026-03-27,0.35,0.35,0.3016,0.3061,329318
