日期,开盘,最高,最低,收盘,成交量
2025-10-27,0.8291,0.8291,0.7986,0.8026,23941
2025-10-28,0.8038,0.815,0.7901,0.803,17821
2025-10-29,0.795,0.795,0.7802,0.7802,4088
2025-10-30,0.7699,0.7967,0.7638,0.7946,5727
2025-10-31,0.8163,0.8354,0.8163,0.8354,8148
2025-11-03,0.865,0.88,0.847,0.847,2132
2025-11-04,0.8395,0.8957,0.8395,0.875,79340
2025-11-05,0.885,0.915,0.86,0.8628,19753
2025-11-06,0.85,0.85,0.8158,0.8158,6587
2025-11-07,0.8238,0.8272,0.8061,0.8128,51009
2025-11-10,0.809,0.8359,0.8087,0.8087,48136
2025-11-11,0.8069,0.8441,0.8069,0.8441,11860
2025-11-12,0.8492,0.8634,0.835,0.835,30939
2025-11-13,0.82,0.82,0.8035,0.8054,6525
2025-11-14,0.8262,0.8474,0.8262,0.8474,950
2025-11-17,0.8516,0.8861,0.8516,0.8823,6224
2025-11-18,0.885,0.913,0.87,0.9085,67057
2025-11-19,0.875,0.8982,0.8715,0.8882,36648
2025-11-20,0.875,0.892,0.8628,0.892,143497
2025-11-21,0.925,0.9998,0.925,0.9998,385287
2025-11-24,0.9844,1.0007,0.9844,0.9931,134060
2025-11-25,0.9621,0.9621,0.9341,0.9456,5907
2025-11-26,0.935,0.935,0.92,0.932,838
2025-11-27,0.925,0.935,0.8948,0.935,3604
2025-11-28,0.95,0.95,0.93,0.93,955
2025-12-01,0.915,0.915,0.89,0.89,2105
2025-12-02,0.902,0.902,0.902,0.902,131
2025-12-03,0.915,0.9285,0.915,0.9285,498
2025-12-04,0.91,0.9308,0.905,0.92,3276
2025-12-05,0.905,0.905,0.87,0.87,1510
2025-12-08,0.847,0.847,0.845,0.845,856
2025-12-09,0.85,0.865,0.85,0.865,385
2025-12-10,0.875,0.895,0.87,0.87,2046
2025-12-11,0.8822,0.9022,0.8822,0.9022,411
2025-12-12,0.905,0.905,0.872,0.872,1154
2025-12-15,0.888,0.8921,0.86,0.8921,3524
2025-12-16,0.905,0.962,0.905,0.95,4308
2025-12-17,0.935,0.935,0.865,0.865,2249
2025-12-18,0.89,0.9,0.885,0.885,3604
2025-12-19,0.88,0.88,0.8587,0.878,4240
2025-12-22,0.855,0.855,0.8418,0.8418,1219
2025-12-23,0.8347,0.8384,0.8228,0.8341,18670
2025-12-24,0.8483,0.85,0.8208,0.8255,1403
2025-12-25,0.8131,0.8131,0.8131,0.8131,74
2025-12-26,0.8042,0.808,0.7788,0.8013,10625
2025-12-29,0.812,0.825,0.812,0.825,359
2025-12-30,0.83,0.83,0.805,0.805,988
2025-12-31,0.8175,0.8355,0.8175,0.8355,1264
2026-01-05,0.81,0.81,0.763,0.763,2803
2026-01-06,0.7167,0.7167,0.687,0.6876,2694
2026-01-07,0.6805,0.7,0.6805,0.6955,1010
2026-01-08,0.715,0.74,0.71,0.74,4387
2026-01-09,0.713,0.713,0.6997,0.6997,48346
2026-01-12,0.7275,0.7292,0.6978,0.7115,148958
2026-01-13,0.7012,0.7213,0.6902,0.7213,91371
2026-01-14,0.6742,0.74,0.6742,0.7254,18850
2026-01-15,0.7107,0.7222,0.7107,0.7157,11123
2026-01-16,0.6855,0.7289,0.6855,0.7289,13002
2026-01-19,0.695,0.695,0.6793,0.6799,3024
2026-01-20,0.6809,0.725,0.6809,0.7023,22260
2026-01-21,0.6669,0.6727,0.6669,0.6687,4470
2026-01-22,0.6709,0.6973,0.67,0.6973,15526
2026-01-23,0.6914,0.699,0.6914,0.6957,6194
2026-01-26,0.6753,0.6948,0.661,0.6875,10055
2026-01-27,0.6713,0.6713,0.6713,0.6713,166
2026-01-28,0.6773,0.6786,0.6773,0.6786,1008
2026-01-29,0.686,0.686,0.6416,0.6416,13795
2026-01-30,0.686,0.686,0.669,0.6792,2323
2026-02-02,0.6873,1.0111,0.6873,0.8158,65419
2026-02-03,0.7569,0.7603,0.7555,0.7603,13862
2026-02-04,0.739,0.739,0.739,0.739,1404
2026-02-05,0.7333,0.7333,0.71,0.71,2821
2026-02-06,0.752,0.752,0.725,0.725,4915
2026-02-09,0.6897,0.6897,0.6626,0.6626,1269
2026-02-10,0.6573,0.6612,0.65,0.658,151730
2026-02-11,0.6664,0.6744,0.6649,0.6687,31691
2026-02-12,0.668,0.6741,0.6655,0.6655,32610
2026-02-13,0.69,0.72,0.69,0.7164,87776
2026-02-24,0.69,0.69,0.67,0.685,2483
2026-02-25,0.66,0.66,0.63,0.645,8479
2026-02-26,0.66,0.6654,0.66,0.665,18096
2026-02-27,0.68,0.68,0.68,0.68,1316
2026-03-02,0.69,0.72,0.66,0.66,43846
2026-03-03,0.69,0.7325,0.6787,0.7325,252860
2026-03-04,0.7582,0.7938,0.7582,0.78,55334
2026-03-05,0.75,0.7651,0.73,0.7651,17697
2026-03-06,0.76,0.76,0.745,0.745,2903
2026-03-09,0.84,0.8521,0.775,0.785,209096
2026-03-10,0.737,0.737,0.7282,0.7282,2352
2026-03-12,0.7304,0.7538,0.7304,0.7538,10790
2026-03-13,0.7268,0.7268,0.7268,0.7268,12905
2026-03-17,0.7373,0.7373,0.7373,0.7373,3640
2026-03-19,0.8157,0.8157,0.8134,0.8134,8209
2026-03-20,0.7942,0.83,0.774,0.83,30112
2026-03-23,0.876,1.0018,0.876,1.0018,70759
2026-03-24,0.9666,0.9716,0.9234,0.9242,17810
2026-03-25,0.8631,0.8631,0.8631,0.8631,2315
2026-03-27,0.94,0.94,0.8749,0.8749,36920
