日期,开盘,最高,最低,收盘,成交量
2025-10-23,0.1967,0.2063,0.1886,0.1886,89230
2025-10-24,0.1815,0.1815,0.1701,0.1701,112074
2025-10-27,0.152,0.1556,0.1465,0.148,42644
2025-10-28,0.1483,0.1503,0.1419,0.15,88359
2025-10-29,0.143,0.143,0.1309,0.1316,27970
2025-10-30,0.1333,0.1428,0.1323,0.1367,24602
2025-10-31,0.1444,0.1579,0.1444,0.156,209547
2025-11-03,0.1649,0.1718,0.1552,0.1576,42633
2025-11-04,0.155,0.1755,0.155,0.168,374619
2025-11-05,0.1835,0.1837,0.1583,0.1615,276124
2025-11-06,0.1587,0.1587,0.1416,0.143,231805
2025-11-07,0.1481,0.1481,0.1417,0.1466,31651
2025-11-10,0.1417,0.1505,0.1392,0.1402,65131
2025-11-11,0.138,0.1532,0.1371,0.149,233530
2025-11-12,0.1558,0.1598,0.1473,0.1506,932425
2025-11-13,0.1528,0.1528,0.1386,0.1392,353386
2025-11-14,0.1454,0.1528,0.1415,0.1528,428203
2025-11-17,0.1604,0.1661,0.1545,0.1579,1425598
2025-11-18,0.1647,0.178,0.158,0.173,1414030
2025-11-19,0.1654,0.1674,0.1565,0.1615,693257
2025-11-20,0.1574,0.1669,0.152,0.1658,1101114
2025-11-21,0.1799,0.2158,0.1799,0.2118,3153932
2025-11-24,0.205,0.2175,0.1966,0.2033,472665
2025-11-25,0.191,0.191,0.1675,0.1756,1273311
2025-11-26,0.1699,0.1699,0.1546,0.1632,813309
2025-11-27,0.1576,0.1629,0.1416,0.1615,724137
2025-11-28,0.1617,0.1636,0.1545,0.1567,150277
2025-12-01,0.1503,0.1503,0.1391,0.1391,328886
2025-12-02,0.1366,0.146,0.1366,0.144,136127
2025-12-03,0.1408,0.1526,0.1388,0.1494,79493
2025-12-04,0.1469,0.1536,0.14,0.1467,215951
2025-12-05,0.1464,0.1473,0.1292,0.1308,162130
2025-12-08,0.1214,0.1247,0.1146,0.12,307801
2025-12-09,0.1203,0.1276,0.1194,0.1266,398449
2025-12-10,0.1295,0.1388,0.1261,0.1285,943929
2025-12-11,0.125,0.1405,0.125,0.1405,173807
2025-12-12,0.1388,0.1425,0.125,0.1284,227673
2025-12-15,0.13,0.135,0.1225,0.135,579135
2025-12-16,0.1375,0.1601,0.1375,0.1522,669443
2025-12-17,0.1508,0.155,0.1267,0.1285,358772
2025-12-18,0.1325,0.1398,0.13,0.1365,735266
2025-12-19,0.1361,0.1365,0.1225,0.1278,390010
2025-12-22,0.125,0.125,0.1131,0.1156,560633
2025-12-23,0.1127,0.1141,0.1071,0.1138,205316
2025-12-24,0.1125,0.1158,0.1061,0.1075,706959
2025-12-25,0.1073,0.1075,0.1001,0.102,236743
2025-12-26,0.1,0.1018,0.0932,0.0965,346839
2025-12-29,0.0976,0.1041,0.095,0.1036,437321
2025-12-30,0.105,0.106,0.0979,0.1013,376398
2025-12-31,0.103,0.1111,0.1,0.1091,230744
2026-01-05,0.1014,0.1014,0.0833,0.0833,543165
2026-01-06,0.0825,0.0825,0.0713,0.0719,506528
2026-01-07,0.0716,0.0781,0.0713,0.0774,487547
2026-01-08,0.08,0.0825,0.0768,0.079,455061
2026-01-09,0.0815,0.0828,0.0765,0.0785,895078
2026-01-12,0.0753,0.0834,0.0753,0.0802,2069576
2026-01-13,0.0824,0.0878,0.0793,0.0826,1099776
2026-01-14,0.0815,0.0863,0.073,0.082,2518012
2026-01-15,0.0853,0.086,0.0722,0.0748,1242168
2026-01-16,0.0723,0.076,0.0676,0.0739,306021
2026-01-19,0.0699,0.073,0.0662,0.0707,1288392
2026-01-20,0.0697,0.0786,0.0687,0.0709,721510
2026-01-21,0.0701,0.0722,0.0664,0.0704,880386
2026-01-22,0.0684,0.0734,0.0657,0.0711,310184
2026-01-23,0.0676,0.075,0.0675,0.0734,355327
2026-01-26,0.0716,0.0751,0.0676,0.0736,965476
2026-01-27,0.0753,0.0788,0.0681,0.0727,508103
2026-01-28,0.0723,0.0723,0.0669,0.0675,1002118
2026-01-29,0.0662,0.0684,0.0572,0.0577,12150442
2026-01-30,0.0616,0.088,0.0596,0.0692,36248326
2026-02-02,0.0771,0.1284,0.0708,0.122,8609892
2026-02-03,0.1122,0.1122,0.084,0.0847,4582553
2026-02-04,0.0872,0.0882,0.067,0.0673,3178526
2026-02-05,0.0698,0.0812,0.0697,0.0732,6346293
2026-02-06,0.0752,0.09,0.07,0.0774,4392173
2026-02-09,0.068,0.0695,0.0593,0.0597,9644398
2026-02-10,0.058,0.059,0.0543,0.0559,5068215
2026-02-11,0.056,0.0563,0.0533,0.055,6397083
2026-02-12,0.0565,0.0565,0.0522,0.0534,3412718
2026-02-13,0.0612,0.0754,0.0561,0.0735,7335801
2026-02-24,0.0657,0.0657,0.0439,0.0448,3699120
2026-02-25,0.042,0.042,0.033,0.0363,5798912
2026-02-26,0.0326,0.038,0.0326,0.0363,1955572
2026-02-27,0.0394,0.0405,0.0352,0.0354,2636961
2026-03-02,0.041,0.051,0.0372,0.0396,8389984
2026-03-03,0.0373,0.0605,0.0371,0.0543,19718380
2026-03-04,0.0619,0.0791,0.0555,0.0719,11361885
2026-03-05,0.061,0.063,0.0523,0.0586,5779882
2026-03-06,0.0632,0.0632,0.0512,0.0537,2877008
2026-03-09,0.0591,0.095,0.0591,0.0683,13803660
2026-03-10,0.061,0.061,0.049,0.0513,2292504
2026-03-11,0.0489,0.0507,0.0442,0.0482,2322521
2026-03-12,0.0463,0.0623,0.0463,0.0541,10901583
2026-03-13,0.0561,0.062,0.0476,0.059,12688191
2026-03-16,0.0555,0.067,0.0536,0.0554,8260773
2026-03-17,0.0532,0.059,0.044,0.0585,7319656
2026-03-18,0.057,0.066,0.0532,0.055,10358762
2026-03-19,0.0584,0.0781,0.0577,0.0736,18624405
2026-03-20,0.0699,0.0819,0.0617,0.0819,31569411
2026-03-23,0.0885,0.16,0.0885,0.1441,17809298
2026-03-24,0.1389,0.1406,0.0994,0.1034,4936752
2026-03-25,0.0951,0.1006,0.072,0.0753,5297326
2026-03-26,0.0753,0.0989,0.0717,0.0948,6115875
2026-03-27,0.1037,0.1063,0.0795,0.0866,12542214
