日期,开盘,最高,最低,收盘,成交量
2026-01-19,0.0721,0.0766,0.0683,0.0752,914669
2026-01-20,0.0725,0.0805,0.071,0.0736,798826
2026-01-21,0.0738,0.0754,0.0686,0.074,309736
2026-01-22,0.0683,0.0768,0.068,0.0729,308220
2026-01-23,0.0732,0.0778,0.071,0.0766,499502
2026-01-26,0.0721,0.08,0.07,0.0778,1241921
2026-01-27,0.0753,0.0807,0.071,0.0752,595464
2026-01-28,0.0754,0.0754,0.07,0.071,289271
2026-01-29,0.0693,0.0738,0.0594,0.0601,15449178
2026-01-30,0.0641,0.0912,0.062,0.072,50789827
2026-02-02,0.08,0.1326,0.0731,0.1241,36932408
2026-02-03,0.1188,0.1188,0.0868,0.0876,14603213
2026-02-04,0.0928,0.0928,0.069,0.069,3435217
2026-02-05,0.0721,0.0844,0.0721,0.0759,7304325
2026-02-06,0.08,0.0926,0.0725,0.0798,8992227
2026-02-09,0.0755,0.0755,0.0615,0.0615,19022472
2026-02-10,0.0628,0.0628,0.0563,0.0575,5611813
2026-02-11,0.0562,0.0584,0.05,0.05,6463581
2026-02-12,0.0583,0.0583,0.0536,0.0547,4694510
2026-02-13,0.0588,0.0783,0.0582,0.0742,19239096
2026-02-24,0.066,0.066,0.0454,0.0466,19279856
2026-02-25,0.0439,0.0439,0.0346,0.0369,10500961
2026-02-26,0.0373,0.0395,0.0358,0.0371,4056201
2026-02-27,0.0399,0.0414,0.0353,0.0353,3394046
2026-03-02,0.0439,0.0534,0.0385,0.04,27671745
2026-03-03,0.0389,0.0629,0.0388,0.0556,22336224
2026-03-04,0.0583,0.0821,0.0569,0.0718,39835350
2026-03-05,0.0633,0.0653,0.0542,0.0603,10092067
2026-03-06,0.0658,0.0658,0.0536,0.0564,3216272
2026-03-09,0.0621,0.0998,0.0621,0.071,17043450
2026-03-10,0.0594,0.0594,0.0508,0.0519,4305244
2026-03-11,0.0509,0.051,0.0461,0.0493,4781007
2026-03-12,0.0481,0.0652,0.0481,0.0557,13771786
2026-03-13,0.0582,0.0641,0.0494,0.0595,12421396
2026-03-16,0.0576,0.0695,0.0554,0.0571,11302168
2026-03-17,0.0549,0.0613,0.0452,0.0587,15860664
2026-03-18,0.0591,0.0685,0.0551,0.0573,14966289
2026-03-19,0.0606,0.0815,0.0598,0.0758,29556925
2026-03-20,0.0725,0.0851,0.0636,0.0842,34499682
2026-03-23,0.0921,0.1646,0.0921,0.1484,95808143
2026-03-24,0.1324,0.146,0.1039,0.106,87552684
2026-03-25,0.1047,0.1047,0.0746,0.0791,35337164
2026-03-26,0.0764,0.1032,0.0746,0.0989,16175801
2026-03-27,0.1044,0.1126,0.0825,0.0898,29008404
