日期,开盘,最高,最低,收盘,成交量
2026-01-29,0.2769,0.299,0.2729,0.2945,538673
2026-01-30,0.2845,0.2882,0.255,0.266,348065
2026-02-02,0.2706,0.2706,0.2129,0.213,576280
2026-02-03,0.2319,0.2375,0.2051,0.2216,151209
2026-02-04,0.2192,0.2195,0.2142,0.2195,111892
2026-02-05,0.2147,0.2162,0.2035,0.211,296291
2026-02-06,0.2102,0.2123,0.191,0.191,19934
2026-02-09,0.2206,0.2255,0.2147,0.2252,543955
2026-02-10,0.219,0.219,0.219,0.219,9
2026-02-11,0.2161,0.2161,0.2131,0.2131,2947
2026-02-12,0.2121,0.2141,0.2096,0.213,18471
2026-02-13,0.2036,0.2082,0.1861,0.1861,77063
2026-02-24,0.1844,0.1844,0.1683,0.1683,206605
2026-02-25,0.1758,0.1988,0.175,0.186,144157
2026-02-26,0.1788,0.1806,0.1738,0.1773,51963
2026-02-27,0.1751,0.1786,0.1718,0.1786,14609
2026-03-02,0.1758,0.1784,0.1581,0.1728,283672
2026-03-03,0.1768,0.1789,0.1535,0.156,520049
2026-03-04,0.1525,0.1525,0.1375,0.1384,1066883
2026-03-05,0.1438,0.1475,0.1292,0.1375,414729
2026-03-06,0.1325,0.14,0.1285,0.138,329767
2026-03-09,0.1325,0.1325,0.105,0.1181,321536
2026-03-10,0.125,0.1325,0.121,0.1325,194349
2026-03-11,0.1329,0.143,0.1329,0.1382,125560
2026-03-12,0.1385,0.1386,0.1322,0.136,92543
2026-03-13,0.13,0.146,0.13,0.136,65197
2026-03-16,0.1325,0.138,0.1251,0.138,543331
2026-03-17,0.14,0.151,0.1275,0.1275,280815
2026-03-18,0.1275,0.1282,0.1201,0.127,150152
2026-03-19,0.1197,0.1204,0.105,0.1076,593131
2026-03-20,0.11,0.116,0.107,0.107,186334
2026-03-23,0.1,0.1016,0.0784,0.0837,332736
2026-03-24,0.0875,0.088,0.0798,0.0845,527157
2026-03-25,0.0897,0.091,0.0863,0.0886,141143
2026-03-26,0.0914,0.0914,0.077,0.0799,160468
2026-03-27,0.0738,0.0865,0.0738,0.0832,111847
