日期,开盘,最高,最低,收盘,成交量
2026-02-03,0.5793,0.586,0.5489,0.5788,137715
2026-02-04,0.5778,0.585,0.5766,0.5838,63282
2026-02-05,0.582,0.5939,0.5735,0.5908,7180
2026-02-06,0.5568,0.5961,0.5568,0.5828,31006
2026-02-09,0.6087,0.6298,0.6087,0.6275,30830
2026-02-10,0.6328,0.6328,0.62,0.62,15889
2026-02-11,0.6112,0.6158,0.607,0.607,15479
2026-02-12,0.6098,0.6137,0.6041,0.612,13587
2026-02-13,0.59,0.59,0.5497,0.5545,17417
2026-02-24,0.568,0.5828,0.568,0.5693,9045
2026-02-25,0.5844,0.6281,0.5844,0.6245,7538
2026-02-26,0.581,0.5964,0.581,0.5878,7351
2026-02-27,0.5792,0.5884,0.5744,0.5884,11948
2026-03-02,0.56,0.5846,0.5432,0.5764,44194
2026-03-03,0.5475,0.5753,0.5238,0.5292,75057
2026-03-04,0.52,0.52,0.4711,0.485,323484
2026-03-05,0.4923,0.5161,0.485,0.4893,114982
2026-03-06,0.4732,0.5204,0.4732,0.5061,35164
2026-03-09,0.45,0.4666,0.4019,0.4666,180115
2026-03-10,0.4859,0.5069,0.4859,0.5069,72623
2026-03-11,0.5258,0.5258,0.523,0.523,324
2026-03-12,0.5194,0.5194,0.4955,0.4955,184638
2026-03-13,0.5206,0.536,0.507,0.507,133099
2026-03-16,0.5,0.5108,0.474,0.5108,50206
2026-03-17,0.515,0.5399,0.49,0.49,64967
2026-03-18,0.4852,0.49,0.47,0.488,148330
2026-03-19,0.469,0.469,0.4254,0.4254,59342
2026-03-20,0.44,0.457,0.425,0.425,983306
2026-03-23,0.4028,0.4028,0.32,0.3257,2148556
2026-03-24,0.3525,0.359,0.3166,0.354,503520
2026-03-25,0.375,0.3913,0.3664,0.3901,264886
2026-03-26,0.3947,0.3947,0.3487,0.3523,79654
2026-03-27,0.3432,0.3892,0.3383,0.3773,80336
