日期,开盘,最高,最低,收盘,成交量
2025-10-23,0.15,0.1687,0.1398,0.1543,2517067
2025-10-24,0.1425,0.1481,0.1356,0.138,392972
2025-10-27,0.1307,0.1307,0.1178,0.118,432824
2025-10-28,0.12,0.1219,0.1129,0.119,145446
2025-10-29,0.1148,0.1148,0.1036,0.1039,463449
2025-10-30,0.1039,0.1141,0.1025,0.1112,395852
2025-10-31,0.1123,0.126,0.1123,0.1245,301527
2025-11-03,0.1253,0.1377,0.1231,0.124,199449
2025-11-04,0.1291,0.1417,0.1186,0.1332,1440164
2025-11-05,0.1352,0.1498,0.1278,0.133,1241360
2025-11-06,0.1278,0.1281,0.1122,0.1137,502288
2025-11-07,0.1181,0.1222,0.1112,0.1151,1172365
2025-11-10,0.1114,0.1205,0.1089,0.1105,1016351
2025-11-11,0.1075,0.1247,0.105,0.1215,729975
2025-11-12,0.122,0.13,0.115,0.1188,555636
2025-11-13,0.1202,0.1203,0.108,0.1087,106571
2025-11-14,0.109,0.1239,0.109,0.1224,776298
2025-11-17,0.1233,0.1326,0.12,0.1272,1448802
2025-11-18,0.1272,0.1435,0.125,0.1308,2813337
2025-11-19,0.1312,0.1374,0.1242,0.1304,1556159
2025-11-20,0.1249,0.135,0.1201,0.1333,1060241
2025-11-21,0.1355,0.1774,0.1212,0.1721,4656010
2025-11-24,0.1619,0.175,0.1578,0.1642,1717138
2025-11-25,0.15,0.1526,0.1321,0.1392,1465325
2025-11-26,0.1392,0.1392,0.1193,0.1277,961615
2025-11-27,0.1225,0.1266,0.1079,0.1253,676484
2025-11-28,0.1255,0.1275,0.1193,0.1201,237419
2025-12-01,0.1175,0.1175,0.1068,0.107,623275
2025-12-02,0.105,0.1121,0.105,0.1099,567417
2025-12-03,0.107,0.1189,0.105,0.1153,374228
2025-12-04,0.1138,0.1192,0.11,0.1117,307867
2025-12-05,0.1126,0.1141,0.099,0.1017,345525
2025-12-08,0.0978,0.0992,0.086,0.091,538502
2025-12-09,0.092,0.0989,0.09,0.0951,364790
2025-12-10,0.095,0.1069,0.095,0.0992,1935817
2025-12-11,0.0956,0.1079,0.0947,0.1079,599029
2025-12-12,0.1051,0.11,0.0953,0.0983,454773
2025-12-15,0.1008,0.1039,0.093,0.1023,663621
2025-12-16,0.1041,0.1231,0.1041,0.1198,1949808
2025-12-17,0.1166,0.1175,0.0957,0.0992,2392162
2025-12-18,0.1025,0.1075,0.1,0.1067,752073
2025-12-19,0.1036,0.1062,0.0947,0.0993,712227
2025-12-22,0.095,0.095,0.0858,0.0887,925556
2025-12-23,0.0868,0.0877,0.0825,0.0851,298081
2025-12-24,0.0829,0.0877,0.0804,0.082,253520
2025-12-25,0.0811,0.0814,0.076,0.079,254647
2025-12-26,0.0758,0.077,0.07,0.0721,635655
2025-12-29,0.0716,0.0769,0.0705,0.076,456444
2025-12-30,0.0775,0.0798,0.0744,0.0766,189591
2025-12-31,0.0766,0.0837,0.0754,0.0811,644179
2026-01-05,0.0766,0.0766,0.0631,0.0642,1156306
2026-01-06,0.0625,0.0625,0.054,0.054,808357
2026-01-07,0.055,0.0598,0.0532,0.0586,512992
2026-01-08,0.0611,0.0624,0.058,0.06,258151
2026-01-09,0.0613,0.0625,0.0578,0.0578,386005
2026-01-12,0.0614,0.0633,0.0592,0.0599,1530114
2026-01-13,0.0618,0.0666,0.0607,0.0632,1735349
2026-01-14,0.0607,0.065,0.0535,0.0607,2522982
2026-01-15,0.0631,0.0634,0.0521,0.055,906188
