日期,开盘,最高,最低,收盘,成交量
2025-10-30,0.9792,1.0085,0.9707,1.0051,152327
2025-10-31,1.02,1.0543,1.02,1.0482,39505
2025-11-03,1.0961,1.0961,1.0961,1.0961,374
2025-11-04,1.0551,1.0739,1.0551,1.0733,82960
2025-11-05,1.127,1.1286,1.0787,1.0787,20257
2025-11-06,1.0584,1.0584,1.0303,1.0303,5649
2025-11-07,1.0438,1.0438,1.0226,1.0316,47000
2025-11-10,1.0227,1.0536,1.0227,1.0467,50550
2025-11-11,1.0194,1.037,1.0194,1.0367,24508
2025-11-12,1.0807,1.083,1.0624,1.0652,17730
2025-11-13,1.0296,1.0296,1.0227,1.0239,6540
2025-11-14,1.0456,1.0456,1.0456,1.0456,1110
2025-11-17,1.1,1.1,1.1,1.1,1050
2025-11-18,1.109,1.1318,1.109,1.1198,288101
2025-11-20,1.0995,1.1268,1.0995,1.1268,2003
2025-11-21,1.156,1.2288,1.156,1.2288,3407652
2025-11-24,1.2201,1.229,1.2201,1.2275,86570
2025-11-25,1.1972,1.1972,1.1736,1.1811,76137
2025-11-26,1.1766,1.1766,1.1694,1.1694,2186
2025-12-03,1.1399,1.1427,1.1362,1.1362,54240
2025-12-05,1.0928,1.0935,1.0918,1.0928,19672
2025-12-08,1.0786,1.0786,1.0475,1.0478,44317
2025-12-09,1.0767,1.0873,1.0588,1.0873,21772
2025-12-10,1.1288,1.1305,1.1188,1.1188,35554
2025-12-11,1.1318,1.1326,1.131,1.131,251
2025-12-12,1.1113,1.1113,1.1113,1.1113,1740
2025-12-17,1.0878,1.0932,1.0878,1.0932,1689
2025-12-18,1.1199,1.1245,1.1163,1.1245,8894
2025-12-19,1.0908,1.0908,1.0827,1.0827,33024
2025-12-22,1.0743,1.0745,1.064,1.064,24035
2025-12-23,1.0658,1.0661,1.0419,1.066,86197
2025-12-24,1.0658,1.0851,1.0648,1.0668,794316
2025-12-25,1.1079,1.1079,1.0588,1.0588,1261
2025-12-26,1.0097,1.0263,1.008,1.0263,6382
2025-12-29,1.05,1.05,1.05,1.05,58
2025-12-30,1.0174,1.0174,1.0174,1.0174,1360
2025-12-31,1.0444,1.05,1.0444,1.05,2604
2026-01-05,1.0118,1.0118,0.9955,0.9955,153056
2026-01-06,0.9188,0.9283,0.8876,0.8925,4631
2026-01-07,0.9012,0.9086,0.894,0.9086,65701
2026-01-08,0.9211,0.96,0.9211,0.945,29554
2026-01-09,0.9463,0.95,0.9088,0.9194,228743
2026-01-12,0.9259,0.9475,0.91,0.9261,346666
2026-01-13,0.9216,0.9378,0.908,0.9366,1057385
2026-01-14,0.8844,0.9456,0.8844,0.9429,240675
2026-01-15,0.9338,0.9398,0.9268,0.9268,49316
2026-01-16,0.9011,0.9482,0.9011,0.9482,17970
2026-01-19,0.9327,0.9327,0.8926,0.8948,2111
2026-01-20,0.9277,0.9277,0.9163,0.9163,14654
2026-01-22,0.8836,0.9001,0.8836,0.9001,14822
2026-01-23,0.9075,0.9102,0.9021,0.9102,7428
2026-01-26,0.887,0.9068,0.874,0.8955,36232
2026-01-27,0.8985,0.8988,0.884,0.884,1987
2026-01-28,0.8899,0.8899,0.8899,0.8899,584
2026-01-29,0.8899,0.8962,0.8487,0.8487,11298
2026-01-30,0.8698,0.902,0.8698,0.88,13911
2026-02-02,0.9782,1.0439,0.9782,1.0439,32072
2026-02-03,1.0185,1.0185,0.9702,0.9702,6955
2026-02-04,0.9558,0.9559,0.9148,0.9155,300191
2026-02-05,0.9519,0.9519,0.9264,0.9345,9622
2026-02-09,0.8842,0.8928,0.8842,0.8911,6404
2026-02-10,0.8778,0.8778,0.8749,0.8749,10140
2026-02-11,0.8894,0.8894,0.882,0.8833,22262
2026-02-12,0.8831,0.8908,0.8808,0.8808,35003
2026-02-13,0.9241,0.964,0.9163,0.964,62380
2026-02-24,0.9173,0.9173,0.9068,0.9068,4852
2026-02-25,0.876,0.876,0.8336,0.8525,343293
2026-02-26,0.9,0.9,0.8715,0.8715,21035
2026-02-27,0.8965,0.8965,0.8811,0.8811,12974
2026-03-02,0.9163,0.9252,0.8823,0.887,44290
2026-03-03,0.9,0.9678,0.8991,0.9452,669129
2026-03-04,0.9999,1.03,0.97,1.0003,767891
2026-03-05,0.9621,0.984,0.9621,0.9767,9109
2026-03-06,1.0,1.0076,0.96,0.9612,130568
2026-03-09,1.01,1.1,1.01,1.0117,660203
2026-03-10,0.96,0.9642,0.9476,0.9476,10623
2026-03-11,0.9518,0.9518,0.925,0.93,112130
2026-03-12,0.95,0.9883,0.95,0.9562,9720
2026-03-13,0.97,0.97,0.93,0.935,29705
2026-03-16,0.97,1.01,0.96,0.96,16100
2026-03-17,0.95,0.99,0.92,0.99,8509
2026-03-18,0.9861,1.0018,0.975,0.9758,12044
2026-03-19,1.0051,1.0614,1.0031,1.0614,23341
2026-03-20,1.0291,1.0657,1.002,1.0657,1565080
2026-03-23,1.12,1.2354,1.12,1.2354,630988
2026-03-24,1.2112,1.2112,1.1565,1.1565,71565
2026-03-25,1.099,1.099,1.0913,1.099,113627
2026-03-26,1.146,1.157,1.146,1.157,680
2026-03-27,1.1751,1.1751,1.1015,1.1234,37112
