日期,开盘,最高,最低,收盘,成交量
2026-02-26,0.7691,0.7813,0.7691,0.7813,35800
2026-02-27,0.7973,0.7973,0.7783,0.7877,59216
2026-03-02,0.8223,0.8304,0.7692,0.7692,1276566
2026-03-03,0.7894,0.851,0.7806,0.8473,320838
2026-03-04,0.8664,0.8935,0.4933,0.8935,23047
2026-03-05,0.868,0.868,0.868,0.868,3287
2026-03-06,0.8702,0.8702,0.8464,0.8464,38975
2026-03-09,0.8757,0.9867,0.8757,0.89,100268
2026-03-10,0.8747,0.8747,0.8426,0.8539,11059
2026-03-11,0.813,0.813,0.813,0.813,7236
2026-03-12,0.8391,0.8391,0.836,0.836,28
2026-03-13,0.8161,0.827,0.8095,0.827,18495
2026-03-16,0.885,0.885,0.8352,0.8352,9665
2026-03-17,0.8244,0.8244,0.7885,0.8026,240138
2026-03-18,0.8674,0.8873,0.8617,0.8617,102209
2026-03-19,0.8973,0.9219,0.8973,0.9219,43130
2026-03-20,0.9025,0.905,0.8899,0.905,163962
2026-03-23,0.9894,1.0988,0.9894,1.0988,182025
2026-03-24,1.0847,1.0847,1.053,1.065,149764
2026-03-25,0.9905,0.9905,0.9641,0.9646,455043
2026-03-26,1.0089,1.0328,1.0089,1.0328,90442
2026-03-27,1.0439,1.0439,1.0056,1.0056,600390
