日期,开盘,最高,最低,收盘,成交量
2026-01-29,0.47,0.502,0.4622,0.4989,248980
2026-01-30,0.4874,0.4874,0.4335,0.4604,101319
2026-02-02,0.4553,0.4573,0.3994,0.4062,153659
2026-02-03,0.372,0.38,0.372,0.38,55392
2026-02-04,0.4037,0.4037,0.4037,0.4037,83
2026-02-05,0.3956,0.3956,0.3822,0.3923,127824
2026-02-06,0.3947,0.3947,0.3793,0.3799,6256
2026-02-09,0.4063,0.4218,0.4063,0.4218,1834
2026-02-10,0.4193,0.4193,0.415,0.4152,8526
2026-02-11,0.406,0.406,0.406,0.406,134
2026-02-12,0.4025,0.4025,0.4025,0.4025,411
2026-02-13,0.3928,0.3928,0.3593,0.3594,12426
2026-02-24,0.3857,0.3873,0.3558,0.3558,52328
2026-02-25,0.3883,0.4013,0.3825,0.386,11488
2026-02-26,0.3706,0.3779,0.364,0.3696,3410
2026-02-27,0.3598,0.3647,0.359,0.3647,7224
2026-03-02,0.3606,0.3681,0.3331,0.3671,109407
2026-03-03,0.339,0.3445,0.3248,0.3271,41074
2026-03-04,0.3079,0.3155,0.2873,0.3001,383643
2026-03-05,0.304,0.3155,0.304,0.3049,7578
2026-03-06,0.2855,0.3025,0.2855,0.3025,2115
2026-03-09,0.2879,0.2879,0.2034,0.2645,446086
2026-03-10,0.2899,0.3016,0.2899,0.3016,40833
2026-03-11,0.3068,0.3166,0.305,0.313,49841
2026-03-12,0.3196,0.3196,0.2991,0.305,31179
2026-03-13,0.2977,0.323,0.2977,0.3071,66024
2026-03-16,0.286,0.299,0.2847,0.2964,54535
2026-03-17,0.3128,0.327,0.2881,0.291,191470
2026-03-18,0.2828,0.2884,0.275,0.2796,34494
2026-03-19,0.268,0.2701,0.2495,0.2516,44180
2026-03-20,0.2671,0.2671,0.245,0.245,51122
2026-03-23,0.225,0.2615,0.1799,0.1885,1722453
2026-03-24,0.2045,0.2064,0.1759,0.1992,1628356
2026-03-25,0.22,0.221,0.21,0.2143,499987
2026-03-26,0.2177,0.2177,0.1909,0.1953,318452
2026-03-27,0.1869,0.2163,0.185,0.2056,359898
