日期,开盘,最高,最低,收盘,成交量
2026-02-27,0.4186,0.44,0.4165,0.4372,43149
2026-03-02,0.426,0.4442,0.3773,0.4338,2144341
2026-03-03,0.4397,0.4397,0.369,0.3778,4859647
2026-03-04,0.3595,0.362,0.3098,0.3273,4985570
2026-03-05,0.3515,0.374,0.3353,0.3501,4626378
2026-03-06,0.3444,0.3841,0.3318,0.3675,570996
2026-03-09,0.3338,0.3385,0.26,0.3238,7214380
2026-03-10,0.3432,0.3883,0.3432,0.381,606142
2026-03-11,0.392,0.4062,0.382,0.4012,399938
2026-03-12,0.392,0.3958,0.3588,0.3774,836958
2026-03-13,0.3533,0.406,0.3533,0.3678,303139
2026-03-16,0.362,0.3866,0.334,0.3809,5762802
2026-03-17,0.3892,0.423,0.3502,0.3502,2336864
2026-03-18,0.3529,0.3705,0.3278,0.3625,2098897
2026-03-19,0.3269,0.3387,0.2906,0.3019,6169865
2026-03-20,0.3099,0.337,0.2879,0.2905,4735726
2026-03-23,0.2599,0.2604,0.1856,0.202,58791369
2026-03-24,0.212,0.2173,0.1663,0.2,83180642
2026-03-25,0.2148,0.256,0.2127,0.247,63843921
2026-03-26,0.2409,0.252,0.1998,0.207,20566828
2026-03-27,0.1885,0.2448,0.1797,0.2227,81087208
