日期,开盘,最高,最低,收盘,成交量
2025-10-23,0.497,0.5163,0.4795,0.5163,29322
2025-10-24,0.5646,0.5646,0.5365,0.5552,23561
2025-10-27,0.5655,0.6199,0.5655,0.5952,26607
2025-10-28,0.6115,0.6165,0.58,0.592,19011
2025-10-29,0.595,0.6205,0.594,0.6205,11261
2025-10-30,0.6272,0.634,0.604,0.6049,46773
2025-10-31,0.595,0.595,0.5657,0.5657,16763
2025-11-03,0.565,0.5695,0.5281,0.556,53074
2025-11-04,0.5567,0.5567,0.5054,0.5054,12888
2025-11-05,0.51,0.54,0.495,0.54,12788
2025-11-06,0.54,0.585,0.54,0.585,3009
2025-11-07,0.57,0.58,0.564,0.57,205257
2025-11-10,0.58,0.5849,0.548,0.5703,162364
2025-11-11,0.585,0.585,0.545,0.5526,337423
2025-11-12,0.55,0.56,0.532,0.5528,5160
2025-11-13,0.5555,0.58,0.5555,0.58,5884
2025-11-14,0.5649,0.5699,0.53,0.53,273272
2025-11-17,0.52,0.52,0.49,0.5003,15653
2025-11-18,0.5003,0.5007,0.473,0.485,59725
2025-11-19,0.4945,0.5047,0.4756,0.495,49594
2025-11-20,0.496,0.506,0.465,0.465,12811
2025-11-21,0.4577,0.4577,0.3964,0.3964,1948193
2025-11-24,0.4015,0.404,0.3771,0.3909,1646206
2025-11-25,0.4088,0.42,0.4015,0.4077,403214
2025-11-26,0.4068,0.4251,0.403,0.4105,264705
2025-11-27,0.418,0.4439,0.4061,0.4061,221295
2025-11-28,0.4085,0.4199,0.3966,0.4152,133263
2025-12-01,0.4218,0.4424,0.4218,0.4424,354568
2025-12-02,0.4377,0.4391,0.422,0.428,76612
2025-12-03,0.435,0.44,0.4122,0.4132,491548
2025-12-04,0.4129,0.435,0.4097,0.4199,100775
2025-12-05,0.4239,0.4671,0.42,0.4564,190072
2025-12-08,0.465,0.504,0.465,0.4901,58490
2025-12-09,0.485,0.4905,0.46,0.465,146352
2025-12-10,0.455,0.455,0.425,0.455,418972
2025-12-11,0.46,0.465,0.4249,0.4249,199791
2025-12-12,0.4355,0.455,0.4207,0.446,399275
2025-12-15,0.435,0.46,0.4267,0.4267,506786
2025-12-16,0.42,0.425,0.38,0.3884,578517
2025-12-17,0.3951,0.461,0.393,0.453,649266
2025-12-18,0.4409,0.4474,0.43,0.433,120630
2025-12-19,0.4359,0.466,0.4325,0.4457,220305
2025-12-22,0.452,0.4827,0.452,0.4735,34436
2025-12-23,0.48,0.4957,0.47,0.47,105045
2025-12-24,0.48,0.4967,0.4664,0.49,463782
2025-12-25,0.4945,0.51,0.4845,0.5066,225798
2025-12-26,0.513,0.5403,0.51,0.527,879268
2025-12-29,0.52,0.532,0.497,0.5045,221848
2025-12-30,0.495,0.5312,0.49,0.5181,290311
2025-12-31,0.52,0.523,0.4888,0.4888,100024
2026-01-05,0.505,0.58,0.505,0.5775,239918
2026-01-06,0.5967,0.6531,0.5967,0.6531,74215
2026-01-07,0.6478,0.6586,0.62,0.6381,14737
2026-01-08,0.62,0.63,0.5867,0.605,259351
