日期,开盘,最高,最低,收盘,成交量
2026-02-03,0.1387,0.1387,0.1105,0.1111,784664
2026-02-04,0.1088,0.1111,0.0936,0.0936,109137
2026-02-05,0.0957,0.1078,0.095,0.1,214339
2026-02-06,0.1023,0.116,0.0971,0.102,440392
2026-02-09,0.0934,0.0934,0.0878,0.0878,151330
2026-02-10,0.0864,0.0864,0.0811,0.0833,43343
2026-02-11,0.083,0.0837,0.0797,0.0811,98490
2026-02-12,0.0797,0.0827,0.0793,0.0805,60808
2026-02-13,0.0796,0.1012,0.0796,0.0981,952461
2026-02-24,0.0913,0.0913,0.0723,0.0736,2129185
2026-02-25,0.0732,0.0732,0.0614,0.064,492037
2026-02-26,0.064,0.0659,0.0612,0.0616,139081
2026-02-27,0.0616,0.066,0.0595,0.0595,234805
2026-03-02,0.0675,0.0766,0.06,0.064,1359889
2026-03-03,0.0635,0.0874,0.0635,0.0815,4186510
2026-03-04,0.0833,0.1076,0.0828,0.097,5186295
2026-03-05,0.0859,0.0928,0.0799,0.0928,3242590
2026-03-06,0.0921,0.0947,0.0808,0.0833,386222
2026-03-09,0.0873,0.1225,0.0873,0.0993,4193166
2026-03-10,0.0923,0.0923,0.0772,0.0814,1229331
2026-03-11,0.0772,0.0809,0.0741,0.0785,152665
2026-03-12,0.0757,0.0936,0.0757,0.084,1339124
2026-03-13,0.0861,0.093,0.0768,0.0908,1445303
2026-03-16,0.0875,0.0978,0.0841,0.0866,1758038
2026-03-17,0.0853,0.0938,0.073,0.0938,2461511
2026-03-18,0.091,0.102,0.0885,0.0913,984621
2026-03-19,0.0933,0.115,0.093,0.1116,1403830
2026-03-20,0.1058,0.1179,0.0971,0.1178,6155493
2026-03-23,0.123,0.1922,0.118,0.1866,12200994
2026-03-24,0.1728,0.18,0.1418,0.1458,4458858
2026-03-25,0.1386,0.1442,0.1114,0.1147,2370484
2026-03-26,0.1128,0.1372,0.1109,0.1336,2005970
2026-03-27,0.136,0.1425,0.1194,0.125,575854
