日期,开盘,最高,最低,收盘,成交量
2026-02-26,0.3758,0.3758,0.3355,0.3403,820816
2026-02-27,0.3322,0.3437,0.316,0.3365,160893
2026-03-02,0.308,0.3485,0.2882,0.3444,2002478
2026-03-03,0.3346,0.3398,0.278,0.285,6754938
2026-03-04,0.2764,0.2764,0.2274,0.245,8571754
2026-03-05,0.2636,0.285,0.2489,0.2649,5099726
2026-03-06,0.2597,0.2927,0.245,0.2733,5707897
2026-03-09,0.2501,0.3252,0.1852,0.2349,20857449
2026-03-10,0.2499,0.2951,0.2499,0.2905,4101833
2026-03-11,0.295,0.311,0.2885,0.3047,1158564
2026-03-12,0.3011,0.3038,0.2689,0.2892,2127557
2026-03-13,0.2691,0.3159,0.2691,0.2868,3288275
2026-03-16,0.27,0.2907,0.248,0.2835,4803252
2026-03-17,0.295,0.33,0.261,0.261,8578101
2026-03-18,0.2601,0.2766,0.2391,0.2718,4064161
2026-03-19,0.2451,0.2469,0.2076,0.2176,21168348
2026-03-20,0.2226,0.248,0.2049,0.205,25904867
2026-03-23,0.1806,0.1806,0.1234,0.138,181878217
2026-03-24,0.1501,0.151,0.1052,0.1307,718801653
2026-03-25,0.145,0.1712,0.145,0.165,330637859
2026-03-26,0.1604,0.1675,0.1239,0.1296,196155744
2026-03-27,0.1134,0.1612,0.1085,0.1412,362403456
