日期,开盘,最高,最低,收盘,成交量
2025-11-24,0.4594,0.4601,0.449,0.455,115016
2025-11-25,0.4747,0.4921,0.4698,0.4912,35286
2025-11-26,0.482,0.4927,0.482,0.4927,2045
2025-11-27,0.4937,0.4939,0.4937,0.4939,13943
2025-11-28,0.4679,0.4838,0.4679,0.4838,3385
2025-12-01,0.5065,0.5156,0.5039,0.5156,958
2025-12-02,0.5063,0.5063,0.5054,0.5054,1039
2025-12-03,0.494,0.494,0.481,0.4897,4660
2025-12-04,0.491,0.4958,0.4869,0.4958,14041
2025-12-05,0.4994,0.5299,0.4994,0.5299,13217
2025-12-08,0.551,0.582,0.5496,0.5634,22219
2025-12-09,0.5628,0.5628,0.5361,0.5372,1360
2025-12-10,0.5171,0.5306,0.5048,0.5306,49726
2025-12-11,0.5348,0.5348,0.501,0.501,26175
2025-12-12,0.5065,0.5273,0.4948,0.5209,16023
2025-12-15,0.5242,0.5357,0.4997,0.4997,2374
2025-12-16,0.4826,0.4826,0.45,0.462,43777
2025-12-17,0.465,0.5359,0.46,0.53,17958
2025-12-18,0.5146,0.5164,0.5055,0.5101,4151
2025-12-19,0.515,0.5448,0.515,0.5205,11721
2025-12-22,0.521,0.559,0.521,0.5515,15628
2025-12-23,0.556,0.5777,0.55,0.55,9464
2025-12-24,0.5531,0.5758,0.545,0.5678,8702
2025-12-25,0.5733,0.5882,0.5631,0.5882,4459
2025-12-26,0.5981,0.6199,0.5915,0.602,19808
2025-12-29,0.6013,0.6095,0.575,0.582,15869
2025-12-30,0.575,0.609,0.575,0.6018,7384
2025-12-31,0.5964,0.5981,0.5665,0.5665,11184
2026-01-05,0.585,0.6623,0.585,0.66,57432
2026-01-06,0.6902,0.7361,0.6902,0.7361,28843
2026-01-07,0.7353,0.7414,0.7088,0.7205,9536
2026-01-08,0.7043,0.7118,0.6741,0.6855,36981
2026-01-09,0.6901,0.728,0.6901,0.7243,19147
2026-01-12,0.7126,0.7616,0.7052,0.7616,51432
2026-01-13,0.7955,0.7973,0.725,0.725,57685
2026-01-14,0.74,0.7927,0.69,0.7058,390404
2026-01-15,0.7,0.7216,0.695,0.712,191603
2026-01-16,0.72,0.7504,0.6896,0.69,60649
2026-01-19,0.693,0.71,0.6737,0.678,53659
2026-01-20,0.692,0.692,0.64,0.6544,38870
2026-01-21,0.68,0.7,0.68,0.6984,11807
2026-01-22,0.6917,0.7,0.667,0.6745,16215
2026-01-23,0.69,0.6907,0.6732,0.6732,31692
2026-01-26,0.7092,0.738,0.6881,0.7041,79412
2026-01-27,0.6938,0.7146,0.675,0.6901,24847
2026-01-28,0.6982,0.7098,0.6916,0.7089,16849
2026-01-29,0.7094,0.7596,0.6985,0.7468,80758
2026-01-30,0.7257,0.7258,0.6405,0.7015,188546
2026-02-02,0.6733,0.7057,0.5673,0.5811,700588
2026-02-03,0.6229,0.644,0.58,0.644,47952
2026-02-04,0.6307,0.668,0.6231,0.668,85369
2026-02-05,0.6412,0.6501,0.6142,0.646,23738
2026-02-06,0.58,0.6532,0.58,0.632,103521
2026-02-09,0.6618,0.6895,0.6599,0.686,37260
2026-02-10,0.684,0.6994,0.6801,0.6825,34208
2026-02-11,0.685,0.685,0.6719,0.675,21396
2026-02-12,0.686,0.686,0.665,0.6757,17145
2026-02-13,0.6492,0.6579,0.6023,0.6023,27037
2026-02-24,0.628,0.6444,0.6258,0.6294,66591
2026-02-25,0.64,0.6973,0.64,0.6663,19398
2026-02-26,0.6684,0.6684,0.6341,0.6423,2406
2026-02-27,0.63,0.6522,0.6275,0.6444,50262
2026-03-02,0.625,0.6539,0.5966,0.6428,357040
2026-03-03,0.617,0.651,0.579,0.59,126139
2026-03-04,0.5667,0.5753,0.5199,0.5388,368118
2026-03-05,0.5768,0.585,0.542,0.546,135831
2026-03-06,0.5362,0.5916,0.5362,0.5756,36351
2026-03-09,0.4601,0.538,0.4558,0.5203,287053
2026-03-10,0.5828,0.5946,0.5678,0.5896,152272
2026-03-11,0.59,0.615,0.59,0.607,90120
2026-03-12,0.6003,0.6027,0.561,0.586,88564
2026-03-13,0.6,0.613,0.574,0.574,310965
2026-03-16,0.57,0.5862,0.537,0.5821,79112
2026-03-17,0.5992,0.6287,0.56,0.56,138905
2026-03-18,0.5659,0.5716,0.53,0.566,48867
2026-03-19,0.5198,0.538,0.4892,0.4892,703561
2026-03-20,0.5225,0.5427,0.4954,0.498,158032
2026-03-23,0.4535,0.4589,0.3582,0.3813,919671
2026-03-24,0.3868,0.4015,0.3587,0.4015,346052
2026-03-25,0.42,0.4565,0.42,0.4522,51722
2026-03-26,0.449,0.449,0.399,0.4097,28928
2026-03-27,0.3958,0.4459,0.3885,0.4436,98411
