日期,开盘,最高,最低,收盘,成交量
2026-03-05,0.448,0.4591,0.4331,0.4331,95021
2026-03-06,0.4321,0.4688,0.422,0.4605,37837
2026-03-09,0.4289,0.447,0.3423,0.423,2409922
2026-03-10,0.4387,0.482,0.4387,0.4755,399077
2026-03-11,0.4833,0.4958,0.479,0.4958,29911
2026-03-12,0.48,0.4895,0.452,0.463,293135
2026-03-13,0.448,0.5,0.448,0.46,70646
2026-03-16,0.438,0.5328,0.429,0.474,176896
2026-03-17,0.4862,0.517,0.445,0.445,53432
2026-03-18,0.4483,0.4633,0.4196,0.4633,275668
2026-03-19,0.4222,0.426,0.385,0.3953,618348
2026-03-20,0.4035,0.43,0.3777,0.3777,497625
2026-03-23,0.3473,0.3756,0.2575,0.2767,12266465
2026-03-24,0.2909,0.293,0.2408,0.2882,20778554
2026-03-25,0.3005,0.3464,0.3005,0.3387,13692852
2026-03-26,0.3382,0.3433,0.285,0.2967,3330838
2026-03-27,0.2713,0.3323,0.2644,0.3101,3909560
