日期,开盘,最高,最低,收盘,成交量
2026-02-27,0.0084,0.0105,0.0084,0.0095,812882
2026-03-02,0.0113,0.015,0.0057,0.0113,4747000
2026-03-03,0.0109,0.0239,0.0097,0.0194,11332261
2026-03-04,0.0215,0.0383,0.02,0.0292,79690382
2026-03-05,0.0246,0.0246,0.0171,0.0204,16356677
2026-03-06,0.0214,0.0221,0.015,0.0154,4831812
2026-03-09,0.0192,0.0646,0.0192,0.0266,59660443
2026-03-10,0.0247,0.0247,0.0132,0.0167,6820679
2026-03-11,0.0163,0.0163,0.0125,0.0133,2807035
2026-03-12,0.0134,0.0223,0.0126,0.0173,6768352
2026-03-13,0.019,0.0235,0.0138,0.0207,10257502
2026-03-16,0.0211,0.0255,0.0158,0.016,32020536
2026-03-17,0.016,0.0178,0.0096,0.017,16883213
2026-03-18,0.0159,0.0226,0.014,0.0149,24955033
2026-03-19,0.0181,0.028,0.0157,0.0237,93631335
2026-03-20,0.0236,0.0296,0.0152,0.0288,132629533
2026-03-23,0.0338,0.0984,0.0338,0.0845,722928881
2026-03-24,0.0695,0.0754,0.0371,0.0414,564896773
2026-03-25,0.035,0.035,0.0198,0.0225,485992558
2026-03-26,0.0225,0.0402,0.019,0.037,231237290
2026-03-27,0.043,0.0501,0.0236,0.0281,435937840
