score_mode,start,end,days,total_return,cagr,max_dd,sharpe,signal_days,rebalanced_days,avg_turnover,avg_bil,end_nav
momentum,2003-08-22,2026-03-18,6987,16.38206869558178,0.13486089690467584,-0.20681096023783535,0.7543151343166673,1178,579,0.5477463701541996,0.08670255515316197,17.38206869558178
momentum_vol,2003-08-22,2026-03-18,6987,8.952435761691424,0.10716719800033281,-0.3144691405455756,0.6302090385335528,1178,611,0.6130319828609802,0.08525224414868847,9.952435761691424
