date,return,nav,w_QQQ,w_EMXC,w_EFA,w_GLD,w_TLT,w_DBC,w_BTC-USD,w_DBMF,w_BIL,sel_130,sel_260,sel_390
2015-10-15,0.0,1.0,0.19381872992201118,0.0,0.0,0.0,0.2770184993721629,0.0,0.19582943737249267,0.0,0.33333333333333326,"BTC-USD,TLT","BTC-USD,QQQ","QQQ,TLT"
2015-10-22,0.010117206863670448,1.0114243249603247,0.2507542306459904,0.0,0.0,0.0,0.2908627567458449,0.0,0.12504967927483138,0.0,0.3333333333333333,"BTC-USD,TLT","BTC-USD,QQQ","QQQ,TLT"
2015-10-29,-0.0012314188759262276,1.0317079436452445,0.2375831369024944,0.0,0.0,0.0,0.13169608107454994,0.0,0.18627633757851125,0.0,0.44444444444444436,BTC-USD,"BTC-USD,QQQ","QQQ,TLT"
2015-11-05,-0.012398045782142446,1.074096272633858,0.4333477101063139,0.0,0.18779553490533155,0.0,0.18113999544109827,0.0,0.08660564843614516,0.0,0.11111111111111109,"BTC-USD,QQQ,TLT","BTC-USD,QQQ","BTC-USD,EFA,QQQ"
2015-11-12,0.0017452702966535803,1.0426878060096876,0.5213484985046203,0.0,0.0,0.0,0.0,0.0,0.03420705705093531,0.0,0.44444444444444436,"BTC-USD,QQQ","BTC-USD,QQQ",QQQ
2015-11-19,-0.00039869184502815445,1.050216399852509,0.4229293789967728,0.0,0.0,0.0,0.19969658000976545,0.0,0.04404070766012838,0.0,0.3333333333333333,"BTC-USD,QQQ,TLT","BTC-USD,QQQ",QQQ
2015-11-26,0.003284608822436387,1.0572400865419789,0.546938664665703,0.0,0.0,0.0,0.23359702677500968,0.0,0.15960030755880558,0.0,0.2222222222222222,BTC-USD,"BTC-USD,QQQ","BTC-USD,QQQ,TLT"
2015-12-03,-0.014746213143766743,1.048366660481546,0.6968788325815541,0.0,0.0,0.0,0.0,0.0,0.20711613926477856,0.0,0.2222222222222222,BTC-USD,"BTC-USD,QQQ","BTC-USD,QQQ"
2015-12-10,0.0021632045841183094,1.0836531532407123,0.59104776166598,0.0,0.0,0.0,0.15030733293135645,0.0,0.20261759566812013,0.0,0.2222222222222222,BTC-USD,"BTC-USD,QQQ","BTC-USD,QQQ,TLT"
2015-12-17,-0.006447860821634032,1.0954739388561858,0.5999407936736288,0.0,0.0,0.0,0.15565379710371316,0.0,0.21104247272613916,0.0,0.2222222222222222,BTC-USD,"BTC-USD,QQQ","BTC-USD,QQQ,TLT"
2015-12-24,0.006836746714696989,1.0983369446467919,0.6824542675123895,0.0,0.0,0.0,0.0,0.0,0.21432842179936087,0.0,0.2222222222222222,BTC-USD,"BTC-USD,QQQ","BTC-USD,QQQ"
2015-12-31,-0.0065609330604782315,1.0810872797203526,1.0141667069053943,0.0,0.0,0.0,0.0,0.0,0.15958331321396968,0.0,0.0,"BTC-USD,QQQ","BTC-USD,QQQ","BTC-USD,QQQ"
2016-01-07,-0.02099341955703092,1.0234198380895796,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,BTC-USD,BTC-USD,BTC-USD
2016-01-14,-0.0017378924755288385,0.994602682441789,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,BTC-USD,BTC-USD,BTC-USD
2016-01-21,-0.007760901338633978,0.9838269210925954,0.0,0.0,0.0,0.0,0.38471605352416827,0.0,0.1708395020313874,0.0,0.44444444444444436,"BTC-USD,TLT","BTC-USD,TLT",BTC-USD
2016-01-28,-0.005801470067167887,0.9628672567604614,0.0,0.0,0.0,0.0,0.3900601271159793,0.0,0.16549542843957635,0.0,0.44444444444444436,"BTC-USD,TLT","BTC-USD,TLT",BTC-USD
2016-02-04,0.010775253560354263,0.974708816877842,0.0,0.0,0.0,0.0,0.3841111505819834,0.0,0.17144440497357225,0.0,0.44444444444444436,"BTC-USD,TLT","BTC-USD,TLT",BTC-USD
2016-02-11,0.0018915679555501152,0.9853435178117981,0.0,0.0,0.0,0.2752091367450879,0.334930849831709,0.0,0.21892677189329102,0.0,0.2222222222222222,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT",BTC-USD
2016-02-18,0.014045561134781956,0.9999387204918301,0.0,0.0,0.0,0.272395350768421,0.3145720851739236,0.0,0.2537142338598623,0.0,0.2222222222222222,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT",BTC-USD
2016-02-25,0.0015508382654703605,1.0026879313714718,0.0,0.0,0.0,0.16056410299284582,0.3286196786392645,0.0,0.24458511002704295,0.0,0.3333333333333333,"BTC-USD,GLD,TLT","BTC-USD,TLT",BTC-USD
2016-03-03,0.002695378887926791,0.9994227899941461,0.0,0.0,0.0,0.38049536223980823,0.3577865033369238,0.0,0.22974359332094996,0.0,0.2222222222222222,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT",BTC-USD
2016-03-10,0.005899179153976266,0.9973477466498812,0.0,0.0,0.0,0.44875928574165064,0.3315185430290981,0.0,0.2218795918778543,0.0,0.2222222222222222,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT",BTC-USD
2016-03-17,0.0015303826602890871,0.9955135094302984,0.0,0.0,0.0,0.5936303614791837,0.485229191165599,0.0,0.2179556280948092,0.0,0.0,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT","BTC-USD,GLD,TLT"
2016-03-24,-0.002096950143711006,0.977196654846655,0.0,0.0,0.0,0.35854282742717175,0.34556225785614664,0.0,0.25294410620804514,0.0,0.2222222222222222,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT",BTC-USD
2016-03-31,0.005271384573042281,0.9838151648244472,0.0,0.0,0.0,0.522858654818462,0.5146911563944633,0.0,0.22387951619630572,0.0,0.0,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT","BTC-USD,GLD,TLT"
2016-04-07,0.013467334303205831,1.0012847000850125,0.0,0.0,0.0,0.5430155639214943,0.40197076771384305,0.0,0.32652145032540975,0.0,0.0,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT","BTC-USD,GLD,TLT"
2016-04-14,-0.009094656810399518,0.9889875773412149,0.0,0.0,0.0,0.36318571964141316,0.26579001692570614,0.0,0.33039490103136515,0.0,0.2222222222222222,"BTC-USD,GLD,TLT","BTC-USD,GLD,TLT",BTC-USD
