regime,series,rows,total_return,annual,vol,sharpe,max_dd,positive_day_rate
cpi_yoy_ge_4_and_rising,V7.2,609,0.41512018318414623,0.2319344554475813,0.07815106431528944,1.8912517892538494,-0.04984138879698241,0.5057471264367817
cpi_yoy_ge_4_and_rising,SPY,609,0.03974733962183885,0.023691788211838816,0.1664255513432349,0.20678278621182777,-0.24496369029943432,0.35139573070607555
cpi_yoy_ge_4_and_rising,TLT,609,-0.23013598665972368,-0.1453971377143769,0.14518075124362284,-0.6258953705968331,-0.3910113506935796,0.33004926108374383
cpi_yoy_ge_4_and_rising,GLD,609,0.017471304517227226,0.010459402091504089,0.11680190841289567,0.1641579777249248,-0.21032844203783296,0.3563218390804598
cpi_yoy_ge_4_and_rising,DBC,609,0.5091772302215114,0.280490727065269,0.1971123119820588,0.9985583606392122,-0.23190307207668104,0.40229885057471265
cpi_yoy_ge_4_and_rising,BIL,609,0.00949851013186942,0.005695363989357327,0.0016672981382058916,2.374154977422574,-0.0012022722818614273,0.23809523809523808
cpi_yoy_ge_4_and_rising,USD_BROAD,609,0.08597410384661752,0.05079547185040001,0.04475318296283011,0.7781049321685599,-0.042154422715075746,0.3366174055829228
cpi_yoy_ge_4_and_rising,DBC_long_if_uptrend,609,0.48482085250617146,0.2680357451852844,0.19485057882829185,0.9733061334881605,-0.23190307207668104,0.3924466338259442
cpi_yoy_ge_4_and_rising,TLT_short_if_downtrend,609,0.15400412504252992,0.08985935996418437,0.13302068997796784,0.45996629545693457,-0.12931942876827573,0.2939244663382594
cpi_yoy_ge_4_and_rising,USD_BROAD_long_if_uptrend,609,0.09009626789799108,0.05318979082101194,0.04153359305100141,0.8802404218247111,-0.04215442271507541,0.2742200328407225
cpi_yoy_ge_4_and_rising,GLD_long_if_uptrend,609,-0.09223123583354287,-0.05647364182544534,0.0709091209866554,-0.5291253337992378,-0.13883873573358885,0.11986863711001643
cpi_yoy_ge_4_and_rising,simple_macro_trend_equal,609,0.1568937061511677,0.09149794031236125,0.06523648851931702,0.9575700589602982,-0.06416248443013506,0.4121510673234811
other_days,V7.2,3231,8.907328884969173,0.243819224928437,0.07587323506253389,2.396126919102764,-0.0719561276245656,0.5521510368307025
other_days,SPY,3231,3.015880933449586,0.14141846466995323,0.14452035055681742,0.8229054336449038,-0.3371727297052125,0.38502011761064686
other_days,TLT,3231,0.20176463216763585,0.017640016317642226,0.11824520764827189,0.18030254402194798,-0.34006985577669224,0.3559269575982668
other_days,GLD,3231,2.869187061211191,0.13738447231071405,0.13510560298006757,0.8490290063437169,-0.1920951409971816,0.3714020427112349
other_days,DBC,3231,0.4149742823289768,0.03357622964289941,0.13640177590439825,0.26690852212628297,-0.4171106716777565,0.35809346951408233
other_days,BIL,3231,0.22431509955403417,0.019441554224763458,0.002320081625542707,6.804855718078431,-0.0009929554261817186,0.38780563293098114
other_days,USD_BROAD,3231,-0.005481177988148844,-0.0005227877717987051,0.04164688826370985,0.010524005884143312,-0.14496952260709306,0.3317858248220365
other_days,DBC_long_if_uptrend,3231,0.3136345345570173,0.026294265047304588,0.08811060350153603,0.2856163680963568,-0.2169265067122006,0.17115444134942742
other_days,TLT_short_if_downtrend,3231,-0.08436576749120239,-0.008350589806279785,0.07559673434138975,-0.053111751718313296,-0.26475411142508054,0.14794181367997525
other_days,USD_BROAD_long_if_uptrend,3231,-0.05792658891848401,-0.005661233026154622,0.03194771223678621,-0.129714097601778,-0.1415234559679378,0.17486846177653978
other_days,GLD_long_if_uptrend,3231,2.1232645059424664,0.11444348428049156,0.12270974403647499,0.7856227801655281,-0.20091054445724288,0.27452800990405446
other_days,simple_macro_trend_equal,3231,0.41953345643719575,0.03389261763219964,0.045312438250397,0.6257126164300917,-0.07903574958110426,0.3426183844011142
