candidate,mode,recovery_wait_days,start,end,days
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-05-04,2017-05-11,6
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-05-24,2017-05-25,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-06-06,2017-06-07,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-06-30,2017-07-03,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-08-24,2017-08-28,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-09-19,2017-09-21,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-09-26,2017-10-09,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-10-20,2017-10-30,7
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-11-03,2017-11-07,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2017-11-29,2017-12-11,9
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-02-22,2018-02-26,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-04-17,2018-04-18,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-04-24,2018-05-07,8
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-06-05,2018-06-11,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-08-01,2018-08-02,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-08-08,2018-08-27,14
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-08-31,2018-09-04,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-10-10,2018-10-11,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-11-28,2018-12-03,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2018-12-12,2018-12-25,10
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-03-19,2019-03-21,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-03-26,2019-04-01,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-04-15,2019-04-17,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-04-23,2019-05-17,16
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-05-22,2019-05-28,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-06-06,2019-06-11,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-07-12,2019-07-15,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-07-19,2019-07-24,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-10-08,2019-10-14,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-10-22,2019-10-28,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-11-14,2019-11-15,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2019-12-02,2019-12-05,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2020-03-16,2020-04-08,17
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2020-07-30,2020-08-03,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2020-08-14,2020-08-18,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2020-09-15,2020-10-09,13
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2020-11-26,2020-11-30,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2021-02-01,2021-02-18,9
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2021-03-12,2021-03-16,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2021-04-02,2021-04-07,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2021-08-20,2021-08-23,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2021-10-08,2021-10-15,6
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2021-10-22,2021-10-25,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2021-12-07,2021-12-09,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2021-12-29,2021-12-30,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-01-25,2022-02-14,10
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-03-30,2022-03-31,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-04-07,2022-04-14,6
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-07-14,2022-07-15,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-07-26,2022-07-27,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-08-30,2022-08-31,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-09-06,2022-09-15,7
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-09-22,2022-10-12,10
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-11-25,2022-11-30,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2022-12-21,2023-01-03,9
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2023-02-24,2023-02-28,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2023-05-12,2023-05-25,10
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2023-07-06,2023-07-14,7
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2023-07-20,2023-07-31,8
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2023-08-11,2023-08-17,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2023-09-15,2023-09-27,9
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2023-11-27,2023-12-08,10
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2023-12-14,2023-12-22,7
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-01-08,2024-01-18,9
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-03-29,2024-04-24,17
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-05-16,2024-05-20,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-05-29,2024-06-03,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-06-13,2024-06-14,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-06-26,2024-06-28,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-07-04,2024-07-09,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-07-17,2024-07-18,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-07-24,2024-07-30,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-08-13,2024-08-15,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-08-23,2024-08-29,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-09-10,2024-09-23,8
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-11-18,2024-11-29,10
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2024-12-19,2025-01-14,18
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-03-17,2025-03-21,5
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-03-26,2025-04-07,8
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-04-16,2025-04-23,6
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-04-29,2025-04-30,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-05-28,2025-05-29,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-09-10,2025-09-18,7
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-09-24,2025-10-09,6
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-10-17,2025-10-27,7
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-12-05,2025-12-08,2
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2025-12-18,2025-12-22,3
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2026-01-30,2026-02-26,14
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2026-03-17,2026-03-20,4
amount_ma20_zz3_cyb4_and_recwait1_scale0,and,1,2026-03-26,2026-04-08,9
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-03-05,2014-03-21,13
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-03-25,2014-03-28,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-04-02,2014-04-10,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-04-18,2014-04-22,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-04-30,2014-05-07,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-05-12,2014-05-16,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-06-25,2014-06-27,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-07-21,2014-07-29,7
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-09-22,2014-09-25,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-10-22,2014-10-30,7
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2014-12-23,2015-01-07,10
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-02-12,2015-02-16,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-06-11,2015-06-15,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-06-19,2015-07-01,8
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-07-10,2015-07-15,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-08-04,2015-08-06,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-08-24,2015-09-10,12
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-09-15,2015-09-18,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-11-03,2015-11-05,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-12-03,2015-12-16,10
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2015-12-31,2016-01-06,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-01-14,2016-01-20,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-01-25,2016-02-17,13
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-04-19,2016-04-21,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-04-26,2016-05-05,7
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-05-12,2016-05-18,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-07-21,2016-07-28,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-08-02,2016-08-16,11
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-09-20,2016-09-26,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-09-29,2016-10-11,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2016-12-08,2016-12-13,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-01-03,2017-01-05,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-01-26,2017-02-09,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-04-17,2017-04-28,10
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-05-04,2017-05-12,7
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-05-24,2017-05-26,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-06-06,2017-06-08,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-06-30,2017-07-04,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-08-24,2017-08-29,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-09-19,2017-09-22,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-09-26,2017-10-10,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-10-20,2017-10-31,8
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-11-03,2017-11-08,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2017-11-29,2017-12-12,10
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-02-22,2018-02-27,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-04-17,2018-04-19,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-04-24,2018-05-08,9
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-06-05,2018-06-12,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-08-01,2018-08-03,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-08-08,2018-08-28,15
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-08-31,2018-09-05,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-10-10,2018-10-12,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-11-28,2018-12-04,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2018-12-12,2018-12-26,11
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-03-19,2019-03-22,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-03-26,2019-04-02,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-04-15,2019-04-18,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-04-23,2019-05-20,17
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-05-22,2019-05-29,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-06-06,2019-06-12,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-07-12,2019-07-16,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-07-19,2019-07-25,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-10-08,2019-10-15,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-10-22,2019-10-29,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-11-14,2019-11-18,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2019-12-02,2019-12-06,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2020-03-16,2020-04-09,18
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2020-07-30,2020-08-04,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2020-08-14,2020-08-19,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2020-09-15,2020-10-12,14
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2020-11-26,2020-12-01,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2021-02-01,2021-02-19,10
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2021-03-12,2021-03-17,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2021-04-02,2021-04-08,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2021-08-20,2021-08-24,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2021-10-08,2021-10-18,7
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2021-10-22,2021-10-26,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2021-12-07,2021-12-10,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2021-12-29,2021-12-31,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-01-25,2022-02-15,11
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-03-30,2022-04-01,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-04-07,2022-04-15,7
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-07-14,2022-07-18,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-07-26,2022-07-28,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-08-30,2022-09-01,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-09-06,2022-09-16,8
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-09-22,2022-10-13,11
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-11-25,2022-12-01,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2022-12-21,2023-01-04,10
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2023-02-24,2023-03-01,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2023-05-12,2023-05-26,11
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2023-07-06,2023-07-17,8
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2023-07-20,2023-08-01,9
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2023-08-11,2023-08-18,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2023-09-15,2023-09-28,10
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2023-11-27,2023-12-11,11
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2023-12-14,2023-12-25,8
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-01-08,2024-01-19,10
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-03-29,2024-04-25,18
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-05-16,2024-05-21,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-05-29,2024-06-04,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-06-13,2024-06-17,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-06-26,2024-07-01,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-07-04,2024-07-10,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-07-17,2024-07-19,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-07-24,2024-07-31,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-08-13,2024-08-16,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-08-23,2024-08-30,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-09-10,2024-09-24,9
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-11-18,2024-12-02,11
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2024-12-19,2025-01-15,19
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-03-17,2025-03-24,6
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-03-26,2025-04-08,9
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-04-16,2025-04-24,7
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-04-29,2025-05-06,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-05-28,2025-05-30,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-09-10,2025-09-19,8
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-09-24,2025-10-10,7
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-10-17,2025-10-28,8
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-12-05,2025-12-09,3
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2025-12-18,2025-12-23,4
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2026-01-30,2026-02-27,15
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2026-03-17,2026-03-23,5
amount_ma20_zz3_cyb4_and_recwait2_scale0,and,2,2026-03-26,2026-04-09,10
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-03-05,2014-03-31,19
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-04-02,2014-04-11,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-04-18,2014-04-23,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-04-30,2014-05-08,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-05-12,2014-05-19,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-06-25,2014-06-30,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-07-21,2014-07-30,8
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-09-22,2014-09-26,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-10-22,2014-10-31,8
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2014-12-23,2015-01-08,11
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-02-12,2015-02-17,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-06-11,2015-06-16,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-06-19,2015-07-02,9
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-07-10,2015-07-16,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-08-04,2015-08-07,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-08-24,2015-09-11,13
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-09-15,2015-09-21,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-11-03,2015-11-06,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-12-03,2015-12-17,11
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2015-12-31,2016-01-07,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-01-14,2016-01-21,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-01-25,2016-02-18,14
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-04-19,2016-04-22,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-04-26,2016-05-06,8
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-05-12,2016-05-19,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-07-21,2016-07-29,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-08-02,2016-08-17,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-09-20,2016-09-27,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-09-29,2016-10-12,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2016-12-08,2016-12-14,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-01-03,2017-01-06,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-01-26,2017-02-10,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-04-17,2017-05-02,11
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-05-04,2017-05-15,8
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-05-24,2017-05-31,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-06-06,2017-06-09,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-06-30,2017-07-05,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-08-24,2017-08-30,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-09-19,2017-10-11,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-10-20,2017-11-01,9
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-11-03,2017-11-09,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2017-11-29,2017-12-13,11
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-02-22,2018-02-28,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-04-17,2018-04-20,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-04-24,2018-05-09,10
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-06-05,2018-06-13,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-08-01,2018-08-06,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-08-08,2018-08-29,16
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-08-31,2018-09-06,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-10-10,2018-10-15,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-11-28,2018-12-05,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2018-12-12,2018-12-27,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-03-19,2019-04-03,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-04-15,2019-04-19,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-04-23,2019-05-30,25
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-06-06,2019-06-13,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-07-12,2019-07-17,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-07-19,2019-07-26,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-10-08,2019-10-16,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-10-22,2019-10-30,7
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-11-14,2019-11-19,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2019-12-02,2019-12-09,6
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2020-03-16,2020-04-10,19
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2020-07-30,2020-08-05,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2020-08-14,2020-08-20,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2020-09-15,2020-10-13,15
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2020-11-26,2020-12-02,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2021-02-01,2021-02-22,11
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2021-03-12,2021-03-18,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2021-04-02,2021-04-09,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2021-08-20,2021-08-25,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2021-10-08,2021-10-19,8
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2021-10-22,2021-10-27,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2021-12-07,2021-12-13,5
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2021-12-29,2022-01-04,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-01-25,2022-02-16,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-03-30,2022-04-18,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-07-14,2022-07-19,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-07-26,2022-07-29,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-08-30,2022-09-02,4
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-09-06,2022-09-19,9
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-09-22,2022-10-14,12
amount_ma20_zz3_cyb4_and_recwait3_scale0,and,3,2022-11-25,2022-12-02,6
